ISO3,event date,Renewable_gen_GW,Demand_GW,share of res in demand
AUT,23-12-2018,4.352739583,6.6525625,0.654295181
AUS,09-01-2020,4.569797334,26.88705292,0.169962746
AUT,18-06-2020,8.652260417,6.763375,1.279281485
AUS,28-05-2016,2.846728251,21.12293646,0.134769532
ARG,28-11-2020,6.142,16.03916667,0.382937601
AUS,05-07-2018,5.360173649,22.28343979,0.240545163
AUT,16-10-2019,3.81490625,7.418833333,0.514219161
AUT,15-02-2017,2.909229167,8.50425,0.342091209
AUT,22-03-2018,3.522072917,8.439177083,0.41734791
AUT,13-01-2022,3.872697917,8.528822917,0.454071793
AUT,16-12-2017,4.212625,7.609979167,0.553565904
AUS,15-03-2020,4.61124137,21.94557583,0.210121685
AUS,06-03-2017,2.448166881,22.2586875,0.109987028
AUS,29-12-2019,4.103650481,21.34341292,0.192267774
AUT,27-12-2014,0.922270833,42.22658696,0.021840999
ARG,23-10-2020,6.917,15.32639583,0.45131289
AUT,22-01-2019,4.66084375,9.177354167,0.507863559
AUT,12-03-2015,4.659104167,7.905916667,0.589318654
AUS,18-01-2021,5.210908948,26.10622206,0.1996041
AUS,17-12-2021,6.003113996,24.65004866,0.243533556
AUT,04-02-2018,3.52559375,6.91425,0.509902556
ARG,26-03-2021,6.937,15.49138007,0.447797418
AUT,14-04-2021,5.787520833,7.899625,0.732632351
AUT,16-01-2017,4.494572917,8.900854167,0.50495973
AUS,26-04-2019,3.923698605,19.97503354,0.196430138
AUT,27-05-2021,7.302145833,7.42409375,0.983574033
ARG,08-01-2021,6.856,17.796125,0.385252407
AUT,27-07-2017,7.257822917,6.772791667,1.071614671
ARG,16-03-2020,6.782,15.00172917,0.452081218
AUT,04-08-2018,3.583229167,6.023572917,0.594867733
ARG,18-03-2020,5.051,15.26122917,0.330969409
AUT,05-04-2018,5.25875,7.826979167,0.671874792
AUS,25-09-2016,2.539078531,19.15578667,0.132548904
AUS,22-12-2019,3.602355672,19.15275563,0.188085503
AUT,23-01-2021,3.455447917,7.161833333,0.482480917
AUS,23-09-2018,4.17582961,19.04603292,0.219249312
ARG,01-03-2021,7.118,18.86948958,0.37722271
ARG,01-06-2020,8.193,16.465875,0.497574529
AUT,20-01-2021,3.3836875,8.419760417,0.401874558
AUT,10-12-2018,5.196666667,8.6613125,0.599986049
AUT,27-05-2017,4.81325,5.694958333,0.845177386
AUT,19-05-2020,6.175489583,6.712135417,0.92004842
AUT,08-12-2015,2.824520833,6.854583333,0.412063096
AUT,10-03-2017,6.717552083,8.022864583,0.837300943
AUS,24-11-2015,2.576707086,22.11995771,0.116487885
AUS,25-07-2019,4.68230879,22.90277083,0.204442896
AUS,29-03-2015,1.67260848,19.37983313,0.08630665
ARG,29-10-2021,6.960536616,18.89870833,0.368307532
AUT,21-06-2015,0.4755,4.849552083,0.098050292
AUT,07-05-2016,4.486427083,5.722020833,0.784063395
AUS,08-02-2019,3.950688648,22.97398271,0.171963595
AUT,07-07-2016,7.282552083,6.932802083,1.050448577
ARG,16-07-2020,7.659,18.52422917,0.4134585
AUS,17-02-2015,2.449931418,22.53642958,0.10870983
AUS,09-05-2015,4.011046699,19.52224083,0.205460364
AUS,23-01-2015,2.007923229,23.66802729,0.084836949
AUS,19-05-2018,2.894055342,20.88736688,0.138555298
AUS,01-06-2020,5.987765678,25.6949325,0.233032941
AUT,05-10-2018,4.697677083,7.30125,0.643407236
AUS,20-03-2017,2.545855002,23.70562958,0.107394532
AUS,23-02-2016,3.356778159,25.49690083,0.13165436
AUS,16-07-2020,4.104961291,27.95722083,0.146830091
AUT,27-04-2020,5.815895833,6.325166667,0.919484994
AUT,26-11-2018,4.76090625,8.747385417,0.544266203
AUT,27-01-2021,4.499208333,8.5006875,0.529275818
AUS,24-09-2021,6.22458845,22.27062602,0.279497686
AUT,25-01-2018,6.052645833,8.573802083,0.70594653
AUT,08-10-2019,5.340739583,7.491260417,0.712929372
ARG,05-12-2020,5.751,13.47814583,0.426690739
AUT,07-10-2018,2.253208333,5.867291667,0.38402869
ARG,12-04-2020,4.478,11.39454167,0.392995184
AUT,19-06-2020,8.374645833,6.5768125,1.273359372
AUS,15-08-2020,3.869392514,23.97526917,0.161390994
AUS,22-06-2016,4.791022585,23.07516292,0.207626815
AUS,04-01-2015,2.270041538,20.00188292,0.113491392
AUS,14-07-2021,6.583532705,28.29177638,0.232701285
AUS,25-05-2020,5.057877634,26.69441,0.189473288
AUT,26-11-2015,4.125645833,8.693552083,0.474563883
ARG,15-12-2021,4.494457222,17.02527083,0.263987414
AUS,05-08-2017,4.335764704,20.82591667,0.208190822
AUT,22-01-2018,6.354010417,8.684572917,0.731643395
AUT,06-01-2017,4.643145833,7.667697917,0.605546265
AUT,12-02-2022,3.264229167,7.111833333,0.458985611
AUT,13-09-2019,5.493770833,6.962833333,0.789013692
AUT,14-05-2016,6.923541667,5.98571875,1.156676743
ARG,11-08-2020,9.225,16.8519375,0.5474148
AUT,25-06-2019,7.18646875,7.3119375,0.98284056
AUS,03-05-2019,3.861220808,21.12660396,0.182765806
AUS,01-03-2021,5.650461878,26.23820913,0.215352422
AUS,30-01-2021,4.562671144,24.39262988,0.187051219
AUS,27-06-2015,2.251354273,21.64323,0.104021178
AUS,14-05-2015,2.942358383,22.76808167,0.129231721
AUS,29-10-2021,5.866788169,23.51650085,0.249475388
AUT,17-06-2021,7.09434375,7.229979167,0.981239861
ARG,15-08-2020,7.43,15.28185417,0.486197546
AUT,15-10-2016,4.135083333,6.3824375,0.647884657
AUT,31-01-2015,3.031333333,6.24971875,0.48503516
ARG,20-04-2021,5.309,15.21117128,0.349019803
ARG,31-05-2020,7.347,14.7369375,0.498543201
AUT,08-04-2015,4.961510417,7.643854167,0.649084913
AUT,31-10-2020,6.378708333,6.440125,0.990463436
AUT,28-05-2020,6.565625,6.868541667,0.955897965
AUT,10-02-2019,3.564416667,6.98721875,0.510133831
AUS,11-01-2015,2.398917164,19.22307042,0.124793652
AUS,13-09-2018,4.151793613,20.65648917,0.20099222
AUT,26-04-2017,6.01475,7.436375,0.808828226
ARG,25-05-2020,7.166,13.74289583,0.521433043
AUT,02-03-2020,5.901072917,7.940052083,0.743203301
AUT,09-02-2021,6.1491875,8.372979167,0.734408551
AUS,29-01-2020,4.768880022,28.91828292,0.164908824
AUS,18-04-2021,4.511958033,22.33473592,0.202015285
AUT,28-12-2020,5.314364583,7.19815625,0.738295252
AUT,16-07-2021,7.307958333,7.049083333,1.036724633
ARG,14-08-2020,6.559,16.39970833,0.399946137
AUT,20-04-2016,6.37740625,7.0603125,0.903275351
AUS,31-05-2020,5.402597668,23.16536458,0.233218763
AUS,20-08-2020,6.580860679,25.74378063,0.255629147
AUT,10-02-2016,6.47275,8.349875,0.775191245
AUS,07-03-2018,3.215477858,21.59274208,0.148914753
AUT,03-04-2018,4.700645833,7.433677083,0.632344637
AUT,29-01-2018,4.838416667,8.217020833,0.588828575
AUS,22-06-2015,4.281698324,23.55911875,0.18174272
AUS,15-02-2016,3.228378732,23.45383479,0.137648225
AUT,28-10-2019,3.399197917,7.569125,0.449087301
AUS,18-03-2020,4.442939693,24.42417375,0.181907472
AUS,04-12-2015,1.676249215,22.01024417,0.076157684
AUT,24-04-2018,7.086760417,7.055197917,1.004473652
AUT,09-01-2017,4.627479167,8.862020833,0.522169746
AUS,26-11-2017,2.191641928,19.84928896,0.110414128
AUT,27-09-2018,3.8583125,7.455479167,0.517513685
ARG,28-06-2021,6.422920833,21.0205625,0.305554185
AUT,11-02-2019,5.746208333,8.684447917,0.661666509
AUT,06-06-2017,5.432260417,7.114020833,0.763599172
ARG,26-06-2021,6.6629125,17.86614583,0.372935079
AUT,15-08-2016,6.239458333,5.3065625,1.175800404
AUS,31-03-2016,1.693931701,21.81641896,0.07764481
AUS,28-12-2019,2.985416458,21.01358375,0.142070791
AUS,11-02-2016,2.801739005,23.14634708,0.121044543
ARG,14-02-2022,4.546894444,16.05725,0.283167693
AUS,28-05-2020,4.159513844,25.99788833,0.159994296
AUT,30-10-2019,3.523666667,7.911614583,0.445378959
AUT,02-06-2019,5.879729167,5.282302083,1.113099757
AUS,16-05-2020,4.129590935,23.47606542,0.175906433
AUS,09-02-2022,4.61067233,24.95782672,0.184738534
AUS,24-06-2015,2.827755122,23.14004875,0.122201779
AUT,14-10-2016,5.08121875,7.552572917,0.672779834
AUT,11-12-2016,3.225458333,6.825375,0.472568662
AUS,06-05-2019,3.749403747,20.66979208,0.18139533
AUT,05-01-2015,5.043489583,6.765864583,0.745431648
AUT,23-12-2019,5.546177083,7.082729167,0.783056496
AUT,21-12-2016,4.282958333,8.74603125,0.489703068
AUT,02-10-2019,4.194770833,7.554385417,0.555276254
AUT,20-11-2015,3.3565,7.647572917,0.438897417
ARG,29-03-2020,5.266,13.3135625,0.395536506
AUS,19-05-2019,4.060127077,19.58205917,0.207339128
AUT,05-03-2017,3.144145833,6.359541667,0.494398181
AUT,17-05-2020,4.606010417,5.141114583,0.895916701
ARG,22-04-2021,4.917,14.91161024,0.329743061
AUT,09-06-2015,1.938520833,6.47540625,0.299366674
AUT,16-02-2019,3.158927083,7.193614583,0.43912932
AUT,20-10-2017,3.55825,7.311572917,0.48665999
AUT,20-06-2021,5.69775,5.734875,0.99352645
AUT,25-04-2018,6.41125,7.069677083,0.906866031
AUT,30-08-2015,2.90884375,5.404572917,0.538218985
AUT,04-10-2019,3.7469375,7.234083333,0.517956088
AUS,10-12-2018,3.864918433,21.62629625,0.178713839
AUS,30-06-2019,5.247277709,20.66884188,0.253873814
AUS,24-12-2017,2.933981614,20.39071104,0.143888146
AUS,11-05-2015,3.678189211,21.28340313,0.1728196
AUS,28-08-2016,3.408569848,20.30623708,0.167858271
AUT,03-10-2021,3.75096875,5.74125,0.653336599
AUT,19-12-2020,3.4270625,7.363822917,0.465391759
AUT,01-11-2015,2.624416667,5.62675,0.466417855
ARG,12-10-2021,6.533844949,14.87947917,0.439117853
ARG,05-12-2021,5.019492778,14.1716875,0.354191608
AUT,22-05-2021,5.34115625,5.8759375,0.908987927
ARG,27-03-2021,5.732,13.84768396,0.413932035
AUT,21-08-2019,6.245989583,7.234020833,0.863418799
AUT,21-08-2016,5.60153125,5.519041667,1.01494636
AUT,11-03-2018,3.64803125,6.515760417,0.559878052
ARG,26-04-2020,4.948,12.404625,0.398883481
ARG,07-12-2021,5.840357323,17.75933333,0.328861293
AUT,09-01-2015,4.421822917,6.36353125,0.694869365
AUT,04-04-2015,3.642645833,6.625010417,0.549832469
ARG,08-09-2020,6.772,15.53033333,0.436049881
AUT,19-09-2017,6.946375,7.711270833,0.90080807
AUS,12-01-2020,3.818020431,23.16729375,0.164802176
AUS,25-06-2015,2.589042595,23.41252708,0.110583646
AUS,13-10-2018,3.946423755,18.95720354,0.208175417
ARG,20-08-2020,8.409,18.36695833,0.45783302
AUS,28-05-2015,3.253437657,22.12605146,0.147041042
AUS,17-03-2016,3.894753062,23.46202146,0.166002451
AUS,15-11-2016,3.306131366,21.06434896,0.156953883
AUS,01-06-2018,3.484508928,23.43533833,0.148686094
AUT,04-08-2021,7.986958333,6.72040625,1.188463619
AUS,12-01-2022,5.891515348,26.27210319,0.224249856
ARG,27-06-2021,6.528254167,18.28116667,0.35710271
ARG,04-02-2020,9.194,21.66233333,0.424423346
AUS,12-10-2017,3.721986315,20.51641708,0.181415025
AUS,16-03-2016,2.863662729,23.062885,0.124167585
AUT,21-08-2021,5.7645625,5.833625,0.988161306
AUS,31-08-2015,3.268315886,22.50975917,0.145195507
AUS,25-11-2017,1.824006748,20.61734375,0.088469532
ARG,06-08-2021,6.212730556,17.29139583,0.359296069
ARG,02-07-2021,7.950975,19.8923125,0.399700889
AUT,13-08-2020,6.54771875,6.84903125,0.956006552
ARG,09-04-2020,6.001,12.64,0.474762658
AUS,15-01-2021,5.871154902,25.45219029,0.230673857
AUS,30-09-2016,3.539402112,20.7823725,0.170307895
AUS,19-03-2018,3.888755188,22.71344208,0.171209417
AUT,10-08-2016,7.4458125,6.801947917,1.094658852
AUS,07-02-2016,2.304677821,20.74951938,0.111071383
AUS,31-10-2017,2.128361274,20.73336396,0.102653929
AUS,13-12-2015,1.638008681,19.69154438,0.083183353
AUT,29-04-2015,5.059645833,7.0644375,0.716213546
AUT,27-06-2017,5.506395833,7.384041667,0.745715704
ARG,30-07-2020,7.794,18.68747917,0.417070699
AUT,15-10-2018,3.62634375,7.489083333,0.484217305
AUT,23-10-2015,3.831927083,7.275541667,0.526686157
AUT,18-12-2019,3.021364583,8.14115625,0.371122294
AUS,01-01-2021,4.410476554,22.73908094,0.193960194
AUS,11-02-2015,2.784531135,23.83864354,0.116807449
AUS,02-02-2017,2.088309167,22.95406771,0.090977738
AUS,31-08-2019,4.598073777,20.09976688,0.228762543
AUS,23-12-2017,2.523053692,21.52053146,0.117239377
AUT,07-11-2015,2.207604167,6.331072917,0.34869353
AUS,26-01-2017,1.617351912,20.37273646,0.079388054
AUS,03-03-2015,2.272357158,22.52117125,0.100898711
AUS,14-03-2020,4.470400062,22.6495275,0.197372774
AUS,13-11-2015,2.341448076,21.19133271,0.110490836
AUT,19-05-2015,1.2315,6.791333333,0.181334053
AUS,18-01-2018,3.803098549,24.16198729,0.157400072
ARG,15-11-2021,5.958313333,16.33475,0.364763056
AUS,23-09-2016,2.777794967,21.29131583,0.130466101
AUT,02-07-2018,5.43334375,6.7796875,0.801415073
AUT,15-12-2017,6.516291667,8.5780625,0.759646093
AUT,31-03-2019,4.122864583,5.844145833,0.705469148
AUT,26-07-2018,4.608072917,6.845760417,0.673127985
ARG,22-09-2020,7.534,14.76610417,0.510222596
AUT,17-04-2017,3.0235,5.785770833,0.522575139
AUS,23-05-2018,3.633867621,22.24253375,0.163374715
AUT,08-12-2016,2.856458333,7.4113125,0.385418687
AUS,28-06-2020,4.317225371,25.99171542,0.166100055
AUT,24-03-2020,6.15375,7.214989583,0.852911834
ARG,18-02-2020,6.57,16.41279167,0.400297532
AUT,15-09-2020,6.411572917,7.128010417,0.899489835
AUS,01-10-2020,5.215039696,22.87388396,0.227991001
AUS,14-09-2018,4.781789355,20.10852979,0.237799054
AUS,21-11-2021,5.455299373,21.70017523,0.251394254
AUS,05-07-2016,5.177144267,24.62577375,0.210232755
AUS,21-09-2015,3.561458966,20.86069938,0.17072577
AUS,03-02-2016,3.410544012,23.36385833,0.145975205
AUS,12-07-2019,6.432658145,22.44966313,0.286536956
ARG,30-11-2020,5.295,14.8809375,0.355824356
AUT,27-08-2020,6.543260417,7.017895833,0.932367845
AUS,09-08-2016,4.684992568,22.84701604,0.205059276
AUT,24-12-2018,5.851427083,6.67853125,0.876154781
AUS,08-02-2021,5.26190261,24.69251465,0.213097074
ARG,03-10-2020,8.159,14.70795833,0.55473369
AUT,05-08-2020,7.408125,6.521,1.136041251
AUT,25-03-2016,3.471166667,7.626291667,0.455157869
AUS,22-09-2017,3.316103884,20.79053542,0.159500649
AUT,16-09-2016,4.4975625,7.129885417,0.630804317
ARG,11-11-2020,5.909,15.34447917,0.385089643
AUS,09-02-2018,2.826223534,24.43459271,0.115664851
AUT,04-05-2017,5.723427083,7.250822917,0.789348623
AUS,04-06-2015,3.976038181,24.26160917,0.163881882
AUS,07-10-2019,4.303060269,19.10888417,0.22518637
AUS,08-05-2018,2.789377879,21.73968833,0.12830809
AUT,12-09-2018,4.322864583,7.37975,0.585773852
AUS,03-12-2021,4.893248512,23.79632688,0.205630412
AUS,09-03-2015,1.853386082,21.96772604,0.08436859
AUS,27-09-2016,3.142705006,21.47877354,0.146316781
AUS,29-08-2020,5.273912385,22.36537458,0.235807022
AUS,15-06-2020,5.739572643,25.96693125,0.221033921
AUT,22-07-2016,6.747833333,6.801177083,0.992156689
AUS,26-01-2022,5.558923756,25.71501622,0.216174227
AUT,06-04-2021,6.455291667,7.756177083,0.832277499
AUT,14-08-2016,5.404052083,5.114552083,1.056603197
AUT,27-12-2016,5.063947917,7.294885417,0.694177856
AUS,30-06-2016,5.000709756,24.67584396,0.202656078
ARG,29-12-2021,6.268307143,22.09589583,0.28368649
AUT,21-02-2017,4.588447917,8.367552083,0.548362038
AUT,01-08-2015,3.084885417,5.40721875,0.570512413
AUT,05-02-2022,3.538229167,7.234864583,0.489052577
AUT,21-04-2015,4.838697917,6.727,0.719295067
AUT,05-10-2020,6.149802083,7.360552083,0.835508263
AUT,30-10-2020,6.3488125,7.63321875,0.831734647
AUS,07-01-2018,3.057289776,22.37016229,0.136668198
AUS,29-07-2021,6.283941234,26.34136673,0.238557904
AUS,01-05-2021,5.122971971,22.853972,0.22416112
AUS,15-11-2019,4.808313414,20.83573625,0.230772427
AUS,13-02-2022,5.228541752,19.27436361,0.271269229
AUT,09-06-2017,6.410677083,6.903895833,0.928559358
AUS,18-07-2016,3.764967718,22.49675021,0.167356071
AUS,03-05-2021,5.086318533,24.39567006,0.208492676
AUT,05-09-2020,5.844614583,5.774927083,1.012067252
AUS,13-02-2017,2.961817043,22.72186146,0.130350986
AUT,28-01-2022,4.28021875,8.151125,0.525107731
AUT,08-12-2017,3.539416667,7.60684375,0.465293725
AUT,12-07-2020,5.474322917,5.215614583,1.049602655
AUT,27-03-2018,3.820625,8.205885417,0.465595704
AUS,14-09-2020,4.518684469,23.04220938,0.196104653
AUS,21-07-2018,4.515438367,22.18175792,0.203565397
AUT,03-12-2017,3.573635417,7.545947917,0.473583366
AUS,16-02-2015,2.261357104,22.80725396,0.099150784
AUS,14-07-2019,6.637305804,21.84381188,0.30385291
AUS,12-08-2015,4.228730755,23.34712688,0.181124246
AUS,16-09-2020,4.478357328,23.13558271,0.193570112
AUS,28-09-2016,3.184163114,20.75273125,0.153433448
ARG,18-03-2021,5.231,14.49024653,0.361001449
AUS,21-07-2020,4.516571304,28.2692575,0.159769718
AUT,28-01-2017,2.910333333,8.071760417,0.360557448
AUS,17-06-2021,5.72811916,27.96943288,0.20479926
AUS,03-12-2017,2.949149759,18.86687188,0.156313658
AUS,12-11-2020,5.153406829,23.20843229,0.222048899
ARG,05-07-2020,6.543,15.698875,0.416781457
AUT,15-03-2015,2.47128125,6.341229167,0.389716439
AUS,29-09-2018,3.468873171,19.25525104,0.180152062
AUT,27-09-2017,6.2993125,7.43059375,0.847753586
AUT,12-02-2018,4.20059375,8.609135417,0.487922834
AUT,29-11-2020,3.613010417,7.069385417,0.511078432
AUT,19-12-2014,0.790302083,12.52002174,0.06312306
AUS,21-07-2016,4.659370672,22.76864646,0.204639774
AUT,17-12-2018,3.979135417,9.015041667,0.441388466
AUS,14-06-2015,2.734318427,21.04307167,0.12993913
AUS,23-12-2021,5.32403241,25.49858087,0.208797205
AUT,27-11-2015,3.390166667,8.484291667,0.39958158
AUS,27-06-2017,3.252841588,24.63981521,0.132015665
AUS,07-01-2021,5.055740524,25.03684792,0.20193199
AUS,08-11-2017,2.183107643,20.44717208,0.106768194
AUS,03-09-2015,3.251028905,22.33237729,0.14557469
AUT,09-01-2021,3.368260417,7.161354167,0.470338478
AUS,16-12-2017,2.09043885,21.7168825,0.096258699
AUT,28-03-2020,3.562729167,5.816697917,0.612500291
AUT,28-03-2021,3.19528125,5.9344375,0.538430348
ARG,21-03-2020,5.409,13.245375,0.408368959
AUT,28-09-2018,3.722270833,7.204708333,0.516644208
ARG,19-07-2021,6.886364394,19.58272917,0.351654988
AUT,21-03-2019,5.468364583,7.938864583,0.688809404
AUT,05-01-2022,5.194479167,7.598729167,0.683598409
AUT,30-05-2016,7.123802083,6.891447917,1.033716306
AUT,07-06-2020,5.546072917,5.206833333,1.065152764
ARG,23-10-2021,6.180009091,14.13158333,0.437318943
AUT,17-07-2020,7.36396875,6.613,1.113559466
AUT,24-11-2021,4.140302083,8.074979167,0.512732231
AUS,04-09-2016,2.6715516,19.55832208,0.13659411
AUT,01-05-2016,3.3100625,5.744708333,0.576193308
AUT,08-03-2019,5.626,8.01446875,0.701980403
AUT,03-10-2016,4.795447917,7.220083333,0.664181796
AUS,03-11-2018,3.164341556,19.51070688,0.162184875
AUS,21-09-2020,5.953012078,23.25666271,0.255970177
AUS,12-03-2015,2.408584851,22.18313188,0.108577313
AUT,07-09-2020,7.724510417,7.091239583,1.089303263
AUT,05-03-2021,5.2423125,7.928625,0.6611881
AUS,02-06-2021,4.259043468,26.60328517,0.160094644
AUT,03-04-2016,5.2580625,5.614635417,0.93649224
AUS,09-03-2017,1.749459086,22.52367021,0.077672025
AUT,22-02-2016,5.583552083,7.725020833,0.722787964
AUS,12-08-2021,4.986222387,25.538641,0.195242276
AUS,02-05-2018,3.91457628,21.21570229,0.18451316
AUS,21-01-2022,6.243060915,27.42026083,0.227680581
AUS,07-05-2015,3.509075073,21.89831563,0.160244063
AUT,31-08-2020,7.721822917,6.976270833,1.106869716
AUS,05-07-2021,5.151577678,29.0558806,0.177298969
AUS,10-10-2019,3.186564746,20.68973521,0.1540167
AUT,21-11-2019,5.967375,8.088208333,0.737787005
ARG,28-04-2021,4.865,14.6397583,0.33231423
AUT,21-04-2016,5.57975,7.061854167,0.790125351
AUT,21-06-2019,7.10384375,6.55103125,1.084385569
AUS,22-02-2019,3.465152815,21.61306146,0.160326792
AUS,01-01-2016,2.886220517,19.76249792,0.146045329
AUS,15-12-2019,4.094125891,20.43526458,0.200346116
AUS,27-07-2015,3.552319306,23.59841833,0.150532093
AUT,13-01-2020,3.9973125,8.577385417,0.466029251
AUT,05-01-2020,4.48425,6.697385417,0.669552328
AUS,17-01-2016,2.559479905,19.85101625,0.128934452
ARG,04-03-2021,6.128,18.58914931,0.329654676
ARG,06-02-2022,3.869356667,13.22489583,0.292581259
ARG,10-02-2021,7.729,15.18157986,0.5091038
AUT,03-06-2017,5.27034375,5.804208333,0.90802112
AUT,15-06-2015,1.640010417,6.775052083,0.242066097
AUS,29-10-2020,4.431619998,23.57359063,0.187990878
AUS,16-05-2017,3.853256686,22.17152042,0.173793074
AUT,28-05-2015,1.015364583,6.9095,0.146951962
AUS,26-08-2021,4.545733637,26.5110369,0.171465705
AUS,10-12-2019,4.608627856,22.46488167,0.205148103
AUT,28-10-2021,3.893864583,7.67675,0.507228265
ARG,08-10-2021,7.656664444,14.36715217,0.532928471
AUS,10-07-2016,4.697259726,21.17374833,0.221843561
AUS,02-12-2018,4.6333234,19.87028542,0.233178503
ARG,04-07-2021,6.027245833,16.89254167,0.356799228
ARG,02-12-2020,7.56,16.51158333,0.457860391
AUT,07-03-2015,2.718958333,7.190854167,0.378113402
AUS,16-01-2017,2.817931806,23.96402917,0.117590067
AUT,24-12-2020,3.274760417,6.43278125,0.509073803
AUT,16-03-2019,5.431333333,6.97759375,0.778396325
ARG,01-09-2021,4.8042,15.466,0.310629769
AUT,20-09-2021,4.790166667,7.228104167,0.662714116
AUS,17-07-2019,5.28743902,23.12934729,0.228603036
AUT,30-12-2021,4.50271875,7.418020833,0.606997318
AUS,03-10-2021,5.579128735,20.56622381,0.271276282
AUS,30-05-2019,5.087777924,23.53175083,0.216209068
AUT,29-08-2021,6.16915625,6.2961875,0.9798241
AUS,13-09-2019,4.027082977,20.715545,0.194399084
AUS,22-01-2018,3.220818484,24.80342396,0.129853785
AUT,20-11-2017,6.158864583,8.65434375,0.711650099
AUS,23-05-2019,4.426519143,21.48253708,0.206051973
AUT,01-08-2020,4.125583333,5.635760417,0.732036678
AUT,27-12-2019,5.650645833,7.017697917,0.805199355
AUT,01-03-2016,6.008385417,8.392458333,0.71592675
AUT,24-11-2020,4.79846875,8.280885417,0.579463247
AUT,25-09-2018,5.188114583,7.394364583,0.701630887
AUT,24-06-2016,7.96059375,7.0519375,1.128852
AUT,23-07-2018,6.155333333,6.70978125,0.917367214
AUT,31-01-2021,3.628666667,6.8795625,0.527456022
AUS,10-09-2021,6.027188088,23.47131473,0.256789539
AUS,17-01-2015,2.262648199,20.80756917,0.108741592
AUS,20-10-2021,5.870408239,22.97454144,0.255517972
AUT,18-07-2018,5.611697917,6.878145833,0.815873646
AUS,20-03-2016,2.493117599,19.23318333,0.129625843
AUS,13-12-2018,4.655887841,21.75110271,0.214052956
AUT,09-07-2015,4.2214375,6.86571875,0.61485733
AUS,12-11-2021,6.710042323,24.53388997,0.273500955
ARG,25-06-2020,7.63,17.43208333,0.437698688
AUT,02-07-2016,6.30678125,6.017197917,1.048125945
AUT,05-09-2015,2.564354167,5.9328125,0.432232464
ARG,10-06-2020,6.911,15.80345833,0.437309344
AUS,29-08-2017,3.617165804,23.66164042,0.152870458
AUT,02-03-2015,3.189552083,7.720583333,0.413123199
ARG,20-06-2020,7.993,14.71354167,0.543241062
AUT,10-01-2019,7.313885417,8.887447917,0.822945517
AUS,04-11-2017,2.780077237,19.15934021,0.145102974
ARG,09-01-2021,4.439,16.1988125,0.274032433
AUT,14-05-2019,7.895520833,7.5695,1.043070326
AUT,30-05-2020,4.824083333,5.69553125,0.846994446
AUT,28-10-2016,3.951270833,7.4341875,0.531500024
AUS,11-05-2019,3.200774917,20.2760675,0.157859749
AUT,09-10-2016,3.478052083,5.981614583,0.581457069
AUS,27-02-2019,3.31093385,22.63482542,0.146276094
AUS,14-02-2019,3.093504098,21.98552771,0.140706384
AUS,06-03-2020,4.225423252,26.04179063,0.162255481
AUS,02-07-2015,3.171469286,23.83507625,0.133058911
AUS,11-05-2017,3.041961775,22.23984333,0.13677982
AUS,28-07-2021,6.431508997,26.53520554,0.242376453
AUT,13-07-2021,7.64615625,7.47359375,1.023089628
AUT,15-08-2017,6.857645833,5.471072917,1.253437111
AUT,11-08-2019,4.333760417,5.419729167,0.799626749
AUT,02-03-2021,3.998166667,7.81709375,0.511464592
AUT,14-08-2019,6.1175,6.550552083,0.93389075
AUS,05-12-2015,2.128523399,20.78264,0.102418336
AUS,29-05-2021,5.232284685,25.60618865,0.204336723
AUS,21-07-2015,4.000340753,23.787455,0.168170187
AUT,19-09-2020,3.430010417,5.823979167,0.588946203
AUT,07-04-2019,5.8265,5.72096875,1.018446395
AUT,09-07-2021,7.238427083,7.09059375,1.020849218
AUS,08-11-2021,4.458777781,23.18329754,0.19232716
AUS,17-10-2017,3.877196755,20.87551583,0.185729387
AUS,26-08-2019,3.787819829,22.39136729,0.169164294
AUT,14-09-2015,4.027833333,6.693385417,0.601763246
ARG,09-06-2020,7.201,15.74320833,0.457403589
AUT,15-03-2020,4.198625,6.107791667,0.687421122
AUS,14-09-2021,4.972687294,24.60378585,0.202110656
AUT,25-06-2017,3.552604167,5.699666667,0.623300339
AUT,03-09-2019,5.876635417,7.001395833,0.839351974
AUT,21-03-2020,5.189052083,6.297583333,0.823975136
AUT,10-12-2016,3.261458333,7.154135417,0.455884344
AUT,05-08-2016,7.176291667,6.69784375,1.071433126
AUS,22-05-2015,2.749000491,22.71307583,0.121031626
AUT,04-07-2017,5.559885417,7.173729167,0.775034196
AUS,28-11-2018,3.900502239,21.80974208,0.178842199
AUS,02-03-2017,2.630928231,23.61544104,0.111407118
AUT,01-11-2021,2.8113125,6.109052083,0.460188007
AUT,16-06-2015,1.855354167,6.698583333,0.276977097
ARG,03-11-2020,6.522,14.79335417,0.440873647
ARG,20-02-2021,6.458,14.70749653,0.439095803
AUT,02-11-2016,4.068635417,7.706708333,0.527934267
AUT,09-10-2021,3.320604167,6.288583333,0.528036919
AUT,18-09-2015,3.248375,6.36715625,0.510176737
AUT,25-03-2015,4.002885417,7.428052083,0.538887635
AUS,11-12-2015,2.655627423,23.02649292,0.115329218
AUS,10-03-2020,3.700942014,25.02528104,0.14788813
AUS,22-03-2018,3.761231122,21.42875208,0.175522639
AUS,14-12-2016,3.547958591,22.80872979,0.15555266
AUT,03-09-2017,6.692479167,5.630875,1.188532718
AUT,01-04-2018,5.58121875,6.134322917,0.909834521
AUT,22-08-2021,4.305375,6.041875,0.712589221
