ISO3,event date,Renewable_gen_GW,Demand_GW,share of res in demand
AUT,20-04-2020,4.357979167,6.36353125,0.68483661
AUT,25-03-2018,3.00265625,6.593979167,0.455363321
AUT,11-09-2019,5.0466875,7.052239583,0.715614868
AUS,15-03-2017,3.046698577,23.36983854,0.130368833
AUT,03-08-2019,5.780197917,5.6950625,1.014948987
AUT,10-02-2017,3.300645833,8.6549375,0.381359869
AUT,19-12-2018,5.102020833,8.882885417,0.574365265
AUS,16-03-2019,2.62695965,19.89115646,0.132066713
AUS,06-09-2019,6.146171876,21.1723575,0.290292277
AUS,22-08-2017,2.869384743,22.78498313,0.125933152
AUT,15-02-2021,3.674697917,8.527552083,0.430920607
AUT,11-11-2017,4.117114583,7.0000625,0.588153975
ARG,17-01-2021,4.762,13.068375,0.364391135
AUS,06-12-2021,5.113379888,23.77976685,0.215030699
AUS,16-08-2016,3.48352873,21.96834792,0.158570355
AUS,04-02-2017,2.224045359,23.22943396,0.095742555
ARG,05-05-2021,5.816,15.72916243,0.36975904
AUT,08-04-2020,5.166916667,6.2834375,0.822307322
AUT,22-06-2016,7.345729167,7.084447917,1.036880961
AUT,13-06-2021,7.455385417,5.438270833,1.37091102
AUT,22-02-2019,6.784229167,8.277958333,0.819553433
AUT,30-10-2017,7.229916667,7.842510417,0.921888054
AUS,06-05-2016,2.334332245,21.39020896,0.109130876
AUS,24-10-2017,3.053032717,20.5003725,0.148925719
AUT,01-11-2019,3.807916667,6.293947917,0.605012421
AUT,22-12-2018,4.143010417,7.133447917,0.580786524
ARG,23-04-2021,5.853,14.91896031,0.392319564
AUT,14-10-2018,2.322177083,5.828197917,0.398438268
AUT,26-05-2020,8.39990625,6.863072917,1.223927875
AUT,07-10-2019,4.343697917,7.56365625,0.574285474
AUS,20-12-2015,3.630278662,22.47090521,0.161554625
AUS,27-01-2016,2.977280151,22.98314979,0.129541868
AUS,09-08-2017,4.275286924,22.61989333,0.189005618
AUT,08-08-2019,5.356385417,6.6880625,0.800887464
AUS,09-12-2016,2.659272617,20.97769354,0.126766682
AUT,04-12-2016,3.364270833,7.126145833,0.47210244
ARG,27-10-2021,7.221881818,17.99722917,0.401277427
AUS,29-09-2016,3.166191649,21.58230083,0.146703156
AUS,14-01-2021,5.495974821,26.17812188,0.209945345
AUS,23-03-2020,4.266821552,25.12747917,0.169806988
AUT,07-09-2017,7.34725,7.259270833,1.01211956
AUT,13-05-2015,1.2768125,5.959385417,0.214252379
AUT,05-04-2015,3.5794375,6.15434375,0.581611565
ARG,20-11-2020,5.779,15.3710625,0.375966203
AUT,01-03-2020,3.3471875,6.59490625,0.507541332
AUS,26-05-2018,3.786098291,20.63319479,0.183495495
AUS,05-02-2017,3.076472394,23.68390396,0.129897182
AUS,03-07-2018,5.371043287,23.38427313,0.229686134
AUT,29-08-2016,6.429229167,7.173208333,0.896283625
AUT,12-09-2016,4.5025625,7.126572917,0.63179912
AUT,23-10-2021,3.696666667,6.523427083,0.566675556
AUT,05-06-2021,6.64103125,5.833958333,1.138340535
AUT,10-06-2018,5.160677083,5.6089375,0.920081046
AUT,19-08-2018,2.339166667,5.581520833,0.419091272
AUS,31-08-2017,3.810317564,22.90232271,0.166372538
AUS,30-08-2020,5.306327227,21.913635,0.242147285
AUS,03-01-2015,2.783141917,22.52942667,0.123533633
AUT,15-01-2019,7.105604167,8.791916667,0.808197397
AUS,09-07-2018,3.596359004,23.47241521,0.153216402
AUT,25-10-2019,3.07640625,7.1733125,0.428868288
AUS,16-09-2015,2.519626614,21.62359563,0.116522093
ARG,28-11-2021,4.827625758,14.2278125,0.339309065
AUS,20-11-2018,4.157006175,21.01774813,0.197785517
AUT,12-03-2019,6.560645833,8.220291667,0.798103778
AUT,19-03-2019,6.525010417,8.089447917,0.806607631
AUT,25-04-2015,3.64684375,5.909864583,0.617077379
ARG,28-01-2021,6.694,18.36675,0.364462956
AUT,04-09-2019,4.398833333,6.9915625,0.629163128
AUS,29-08-2015,2.774961308,20.88744604,0.132853069
AUT,06-12-2015,1.671458333,6.4110625,0.260714715
AUT,01-02-2017,3.099895833,9.094510417,0.340853514
AUT,30-03-2017,4.346458333,7.436166667,0.584502544
AUT,22-05-2018,7.028864583,7.022114583,1.000961249
ARG,05-01-2022,4.225746111,17.91522917,0.235874522
AUT,05-05-2016,5.188885417,5.827041667,0.890483665
AUT,02-05-2021,6.64,5.726083333,1.159605897
ARG,04-01-2021,6.931,17.67477083,0.392140869
AUT,21-07-2021,6.905135417,6.848510417,1.008268221
AUS,20-03-2021,5.539346473,24.38131117,0.227196414
AUS,12-11-2015,2.39685407,21.62136354,0.110855824
AUS,27-08-2015,3.426083556,22.9178725,0.149493962
AUS,08-08-2015,3.075964221,21.96820688,0.140018903
AUT,28-09-2017,5.977791667,7.338239583,0.814608408
AUS,01-07-2015,3.57096296,23.44092292,0.152338838
AUT,03-08-2015,3.761364583,5.466760417,0.688042697
ARG,03-04-2020,4.588,12.17697917,0.376776534
AUT,08-10-2016,3.858510417,6.511447917,0.592573336
AUS,22-03-2017,2.663773758,22.59377208,0.117898585
AUS,07-10-2017,3.540642042,18.86935979,0.187639755
AUT,11-09-2020,6.80840625,6.889041667,0.988295118
AUT,27-02-2020,7.163239583,8.288104167,0.864279628
AUT,07-03-2019,6.13859375,8.093135417,0.758493888
AUS,21-05-2020,4.788694369,26.29109458,0.182141308
AUT,10-11-2020,5.32521875,8.072364583,0.659685114
ARG,10-01-2020,6.007,18.64347917,0.322203809
AUT,13-04-2015,4.489229167,6.590645833,0.681151632
AUT,16-10-2017,4.150979167,7.27440625,0.570627901
AUT,21-04-2019,4.902583333,5.347895833,0.916731269
AUT,11-10-2016,4.360166667,7.84103125,0.556070564
AUT,16-03-2017,4.550270833,7.743020833,0.587660931
AUS,12-06-2018,5.24419645,23.10658563,0.226956788
AUS,22-09-2016,3.090066419,22.02419063,0.140303291
AUS,30-05-2016,4.024881231,23.17857958,0.173646587
AUT,29-09-2019,2.670302083,5.530666667,0.482817397
AUT,15-05-2017,6.534333333,7.009395833,0.932224901
AUS,18-02-2015,2.428061224,22.45382521,0.10813575
AUT,04-03-2016,5.249052083,8.037489583,0.65307109
ARG,22-07-2021,5.822735606,17.90722917,0.325161171
AUT,11-06-2021,8.111489583,7.00540625,1.157889963
AUT,26-10-2021,3.87178125,6.431270833,0.602024289
AUT,12-07-2018,5.675947917,6.895291667,0.823162847
AUT,23-01-2020,4.599541667,8.687822917,0.529423966
AUT,11-03-2016,5.64540625,8.094145833,0.69746782
AUT,24-04-2016,5.470447917,5.75878125,0.949931536
AUS,23-01-2016,1.888767466,21.02906938,0.089816978
AUT,23-03-2018,5.098072917,8.43821875,0.604164584
AUS,15-02-2020,3.63104163,25.49618021,0.142415123
AUS,07-01-2022,5.412219176,26.97697198,0.200623672
ARG,24-08-2021,6.212478889,17.29970833,0.35910888
AUS,19-09-2020,4.842878008,21.64065021,0.22378616
AUS,03-02-2022,5.897044288,26.47027228,0.222779888
AUS,23-03-2019,2.643460966,20.92998729,0.126300171
AUT,17-09-2015,3.666489583,5.8496875,0.626783838
AUS,05-09-2017,4.713707694,22.35775063,0.210831035
AUS,11-01-2020,4.066377496,23.95293833,0.169765289
AUS,05-03-2015,2.729826634,22.13510313,0.12332568
AUS,29-09-2015,2.383607687,21.34779875,0.1116559
AUS,31-01-2016,2.285396081,20.4803525,0.111589685
AUS,11-10-2017,4.420252619,20.73282958,0.213200644
AUT,30-07-2021,5.717697917,6.789135417,0.842183513
AUS,02-10-2021,4.43186918,21.5568744,0.2055896
AUS,13-09-2017,4.501497744,21.33225104,0.211018412
AUS,07-08-2019,4.867487165,23.35629771,0.208401487
AUT,03-12-2020,4.59565625,8.715271825,0.527310719
AUT,26-01-2016,3.073947917,8.35078125,0.368103034
AUT,14-04-2015,4.340510417,6.947552083,0.624753923
AUS,05-06-2016,3.929682019,20.87540354,0.188244601
AUT,19-04-2018,6.418989583,7.074041667,0.90740059
AUT,28-06-2017,5.618645833,7.45534375,0.753640076
AUT,26-06-2015,1.669375,6.726083333,0.248194219
ARG,30-12-2021,5.916201429,22.14191667,0.267194639
AUS,24-02-2020,4.017565422,27.12930792,0.148089492
AUS,09-09-2020,5.317455648,24.24866542,0.21928859
AUT,26-01-2022,4.901958333,8.360385417,0.586331621
AUT,18-12-2017,6.189135417,8.869625,0.697789976
AUS,02-04-2020,3.87562189,24.54155229,0.157920813
ARG,11-01-2020,7.302,17.23441667,0.423687099
AUT,18-02-2018,3.298708333,7.038697917,0.468653204
AUT,02-06-2020,5.792104167,6.49540625,0.891723157
AUT,08-07-2020,7.397760417,6.757166667,1.094802124
AUT,19-11-2015,3.217677083,7.788510417,0.413131255
AUS,21-11-2020,4.308536155,22.92954042,0.187903293
AUS,15-03-2015,2.155462088,18.88256542,0.114150913
AUS,02-12-2016,2.854410864,22.53622479,0.126658786
AUS,27-10-2020,4.650653545,23.903815,0.194556959
AUT,06-02-2019,3.914989583,8.8170625,0.444024252
AUT,25-08-2015,3.150822917,6.534458333,0.482185784
AUT,18-11-2017,3.59209375,7.3786875,0.486820149
AUT,11-11-2019,4.69834375,8.138625,0.577289622
AUT,02-03-2019,5.451979167,7.089104167,0.769064615
AUT,16-12-2014,0.844083333,14.75578261,0.057203563
AUT,23-02-2021,4.028583333,7.712260417,0.522360905
AUT,28-05-2021,7.23296875,7.04203125,1.027113981
AUT,19-12-2019,4.0385,8.041791667,0.502189085
AUT,26-03-2017,4.388958333,5.969020833,0.735289498
AUS,10-12-2015,2.488343682,23.25116,0.107020195
AUT,12-02-2020,5.972833333,8.472166667,0.704994787
AUS,24-07-2021,7.482280125,26.04458829,0.287287326
AUS,05-11-2015,2.170189843,21.72204729,0.099907242
AUS,22-02-2017,3.210864823,22.34907604,0.143668795
AUT,16-11-2017,5.429229167,8.509635417,0.638009609
ARG,30-04-2020,5.68,13.59754167,0.417722566
ARG,02-11-2021,6.719858333,15.559125,0.431891789
AUT,30-04-2017,4.04815625,5.5349375,0.731382468
AUT,18-09-2020,4.725239583,6.7814375,0.696790258
AUT,01-01-2018,3.750541667,6.491760417,0.577738768
AUT,05-04-2021,4.19590625,5.801322917,0.723267143
AUT,20-02-2021,3.5554375,6.91259375,0.51434203
AUT,14-03-2016,4.311770833,7.93240625,0.543564046
AUS,17-12-2019,4.151644533,22.44360208,0.184981204
AUS,19-11-2021,4.351731682,23.58173344,0.184538244
AUS,15-05-2020,4.211728056,25.64557667,0.164228245
AUS,14-04-2019,3.011310512,18.70927229,0.16095284
AUT,12-07-2016,6.74078125,7.335510417,0.918924637
AUT,24-02-2018,3.358614583,7.883208333,0.42604666
AUT,20-02-2020,5.119583333,8.299770833,0.6168343
ARG,27-08-2021,6.527111667,16.7601875,0.389441447
AUT,17-10-2021,2.448291667,6.009958333,0.407372486
AUT,15-03-2018,4.344354167,8.263885417,0.525703582
AUS,20-12-2018,4.741746661,22.86562333,0.207374476
AUS,16-11-2015,1.86021919,21.34709583,0.087141558
AUT,11-04-2019,7.585270833,7.302489583,1.038723951
AUS,20-07-2018,5.057612036,23.51965917,0.215037641
AUT,24-10-2018,5.010197917,8.032166667,0.623766678
AUT,21-05-2019,7.19196875,7.499166667,0.959035726
AUT,23-12-2014,1.319854167,12.82147826,0.102940873
AUT,26-12-2017,3.003666667,6.589145833,0.455850689
AUT,08-04-2016,6.422083333,7.514947917,0.854574563
AUS,06-01-2021,4.987044649,25.1224614,0.198509396
AUT,17-12-2016,3.473677083,7.6816875,0.452202343
AUT,21-09-2021,4.221395833,7.2619375,0.581304347
ARG,03-06-2021,5.667,16.72901507,0.338752758
ARG,03-05-2020,4.876,11.8474375,0.411565792
AUT,19-01-2021,4.134385417,8.620072917,0.479623021
ARG,17-10-2020,7.32,14.3466875,0.510222307
AUT,27-12-2018,5.550739583,7.179010417,0.773190072
AUT,30-09-2018,3.02034375,5.739010417,0.526283023
AUT,14-04-2020,6.549864583,6.39003125,1.025012919
AUT,23-07-2015,3.62115625,6.93171875,0.522403805
ARG,31-07-2020,6.863,17.9309375,0.382746301
ARG,30-04-2021,4.898,14.65918806,0.334124918
AUT,15-03-2016,4.999,8.376875,0.596761919
ARG,07-11-2021,6.261013384,12.8414375,0.48756328
AUT,31-05-2021,6.676041667,7.007427083,0.952709402
AUT,21-10-2016,4.78634375,7.7151875,0.620379446
AUT,11-07-2020,6.33609375,5.89225,1.0753267
AUS,24-03-2016,2.175055143,22.0898475,0.098464018
AUS,04-03-2018,2.369377459,20.73735979,0.114256467
AUS,11-08-2021,6.812443105,25.81239648,0.263921372
AUS,03-06-2015,3.476633185,24.46780104,0.142090136
AUS,14-01-2017,2.206286305,22.05201,0.100049216
ARG,26-12-2021,3.984608333,17.59120833,0.226511349
AUS,01-12-2017,3.080395043,22.51526479,0.136813627
AUS,23-09-2019,4.147946388,20.61517583,0.201208392
AUS,30-05-2015,2.972165123,20.47704729,0.145146177
AUS,11-01-2021,6.257045915,26.48716177,0.236229384
ARG,25-11-2020,7.665,17.5903125,0.435751212
AUT,28-03-2015,3.937822917,6.388552083,0.616387386
AUT,29-09-2021,3.762614583,7.454083333,0.504772272
AUT,10-12-2017,4.0321875,7.357010417,0.548074187
AUT,03-12-2018,3.665635417,8.51265625,0.43061006
AUT,12-05-2017,6.20096875,6.939333333,0.893597188
ARG,06-02-2021,7.877,15.80160417,0.498493692
AUT,08-12-2014,1.379197917,13.77421739,0.100128949
AUT,26-04-2020,4.432385417,5.0375625,0.879867082
AUT,14-06-2016,7.343708333,6.982302083,1.051760329
AUS,14-11-2020,4.518088563,21.79162313,0.207331438
AUS,04-01-2022,6.139806216,25.28403194,0.242833351
AUT,31-08-2017,5.5925625,7.374208333,0.758394969
AUS,23-05-2020,4.902933371,25.07176688,0.195555957
AUS,06-01-2022,6.223256195,26.604384,0.233918447
AUS,22-03-2019,2.933130692,22.71532292,0.129125644
AUS,08-03-2017,1.96969862,22.40568,0.087910682
AUS,19-11-2018,4.379812038,20.60699792,0.212540034
AUS,04-09-2015,2.858486566,22.23276938,0.128570873
AUT,13-08-2016,5.813364583,5.637010417,1.031285052
AUS,19-08-2015,3.719130383,23.48964146,0.158330658
AUS,23-10-2017,2.478795877,20.34181667,0.121857154
AUT,07-12-2017,3.48015625,8.761989583,0.397187901
AUT,25-02-2018,2.882177083,7.500229167,0.384278536
AUT,03-12-2019,5.800041667,9.1231875,0.635747283
ARG,06-03-2021,4.859,15.84541667,0.306650188
AUT,18-07-2017,5.23E+00,7.030875,0.744183393
AUT,03-04-2017,5.192041667,7.185385417,0.722583601
AUS,27-04-2020,4.513287448,23.59693208,0.191265857
AUS,04-12-2017,2.269685959,21.03866771,0.107881639
AUS,30-03-2020,4.027336824,24.05462833,0.167424612
AUS,12-04-2020,3.357259071,22.03793271,0.152340018
AUS,31-05-2016,3.314404556,23.7207825,0.139725768
AUS,18-05-2016,3.314263834,21.47588875,0.154324874
AUS,04-02-2021,5.438812993,25.5652021,0.212742812
AUS,07-07-2019,3.45191472,20.77179417,0.166182791
AUT,19-11-2018,3.91059375,8.9360625,0.437619337
AUT,06-03-2018,5.292770833,8.8303125,0.599386583
AUT,01-11-2020,4.581510417,6.0601875,0.75600143
AUS,29-06-2020,5.512125605,27.94251458,0.197266627
AUS,26-10-2021,5.355865338,23.30111028,0.229854512
AUT,05-09-2021,4.430458333,5.464145833,0.810823589
AUT,19-02-2020,5.629052083,8.403760417,0.669825388
ARG,06-02-2020,8.263,20.3345625,0.406352485
AUT,30-08-2018,4.839,7.437197917,0.650648276
AUT,30-10-2021,3.170645833,6.662822917,0.475871245
AUT,11-02-2022,5.139604167,7.955604167,0.646035682
AUT,02-09-2015,3.833020833,7.145135417,0.536451811
AUT,29-03-2019,4.719552083,7.462739583,0.632415486
ARG,24-09-2021,7.47103,15.38654167,0.485556154
AUT,03-10-2015,3.49784375,6.057927083,0.577399447
AUS,02-07-2020,5.580241254,26.59005917,0.209861934
AUT,25-06-2020,6.893833333,6.877385417,1.002391594
ARG,27-01-2022,4.321306111,15.8845625,0.27204439
AUT,11-01-2018,6.453708333,8.39034375,0.769182828
ARG,08-07-2020,8.519,18.96729167,0.449141614
ARG,14-05-2021,6.883,16.49577646,0.417258322
AUS,24-11-2016,3.37517878,21.58949979,0.156334274
AUS,22-06-2019,3.697998657,23.31666542,0.15859895
AUS,09-09-2018,3.982339245,19.18028875,0.207626658
AUT,07-04-2016,5.0854375,7.424520833,0.68495161
AUS,04-03-2020,4.033115612,26.350975,0.153053753
AUT,14-01-2022,5.559520833,8.222177083,0.676161651
AUS,01-01-2018,1.888478642,20.16028229,0.093673224
AUS,20-02-2020,4.137675723,27.15451854,0.152375219
AUT,18-01-2020,3.29315625,7.725010417,0.426297969
AUT,27-05-2020,7.182885417,6.671291667,1.076685862
ARG,03-12-2020,5.933,15.67158333,0.378583317
AUT,16-03-2015,3.110375,7.821125,0.397688951
AUS,28-02-2016,2.182620555,20.88105292,0.104526365
AUS,28-04-2020,5.202120653,24.05128646,0.216292823
AUS,05-06-2019,4.909698748,24.421845,0.201037176
AUT,31-12-2014,0.464197917,12.81845652,0.036213246
AUS,25-01-2018,2.76622094,24.84094625,0.11135731
AUT,01-06-2016,7.281260417,7.15715625,1.017339871
AUT,10-06-2017,5.512864583,5.8399375,0.943993764
AUS,10-01-2020,4.813709218,27.62308083,0.174264024
AUT,05-10-2015,2.958458333,7.104708333,0.416408133
AUT,23-03-2016,3.814770833,7.949052083,0.479902609
AUT,17-02-2019,3.03796875,6.66334375,0.455922561
AUT,24-05-2017,7.091864583,7.059916667,1.004525254
AUS,26-11-2021,5.945621449,24.14728794,0.246223156
AUS,30-05-2018,4.587110334,22.57456833,0.203198142
AUS,24-07-2015,4.098407176,22.85232479,0.179343118
AUT,22-06-2019,6.477364583,5.971958333,1.084629902
AUS,07-12-2017,2.524543123,21.61268479,0.1168084
AUS,08-02-2017,3.717714212,25.15634188,0.147784373
AUS,18-06-2019,4.226733641,23.37345688,0.180834768
AUT,03-10-2017,5.13659375,7.5955,0.676268021
AUS,29-09-2017,4.490048362,20.24050958,0.221834749
AUT,05-10-2017,5.177989583,7.414145833,0.698393274
AUT,19-03-2015,2.772895833,7.736083333,0.358436655
AUT,11-07-2016,6.371239583,7.099989583,0.897359004
AUT,21-10-2019,3.732604167,7.318489583,0.510023841
AUT,15-11-2021,3.89175,7.579666667,0.513446062
AUT,12-10-2015,3.44621875,7.278260417,0.47349484
AUT,24-08-2019,4.225458333,6.100489583,0.692642496
ARG,04-12-2021,5.4649,15.43360417,0.354090978
ARG,12-09-2020,7.026,14.02772917,0.500865102
AUT,28-03-2019,5.62825,7.836083333,0.718247849
AUT,10-09-2019,5.494010417,7.03178125,0.781311338
AUT,03-01-2018,4.931677083,8.09865625,0.608950044
AUT,13-02-2015,3.67134375,7.961125,0.461158913
AUS,23-02-2020,3.432614375,24.34222313,0.141014827
AUS,06-08-2015,3.475336204,24.1276925,0.144039311
AUT,26-03-2019,6.737395833,7.903166667,0.852493199
AUS,13-01-2018,2.984160498,21.54636729,0.138499472
AUT,13-09-2016,4.589447917,7.199885417,0.637433466
AUT,14-02-2021,3.653052083,7.146291667,0.511181499
AUT,30-11-2020,4.062614583,8.736635417,0.465009055
AUT,16-05-2015,0.513625,4.95896875,0.103574962
ARG,24-01-2021,7.217,19.00929167,0.37965644
AUT,28-04-2020,6.394083333,6.360104167,1.005342549
AUS,30-09-2015,2.361327765,21.40206417,0.110331777
AUS,25-07-2021,7.818855883,25.77718871,0.303324617
AUT,28-06-2018,7.5073125,7.429552083,1.010466367
AUS,14-05-2016,3.473900844,19.14606354,0.181442041
AUS,14-06-2017,2.880848986,23.47645333,0.122712275
AUS,03-09-2018,4.329947715,23.08516167,0.187564106
AUS,19-12-2018,3.815183586,22.92467813,0.166422558
AUT,22-12-2016,3.284260417,8.587489583,0.382447092
AUS,08-01-2021,4.680290069,25.538623,0.183263212
AUS,20-12-2020,3.933577861,23.23319104,0.169308549
AUT,29-04-2017,5.680291667,6.211510417,0.914478329
AUT,26-10-2015,3.264895833,5.661083333,0.576726333
AUS,09-10-2018,4.074347315,20.79948729,0.195886911
AUS,10-02-2017,3.764093559,27.29751729,0.137891425
AUS,04-09-2020,4.855796358,24.18923021,0.200742079
AUT,24-10-2017,5.478729167,7.783947917,0.703849669
AUT,08-11-2015,2.175104167,5.73575,0.379218789
AUT,30-07-2015,3.13021875,5.754625,0.543948346
AUT,31-01-2019,4.7781875,8.947041667,0.534052224
AUS,26-09-2017,3.538143571,21.32020917,0.165952573
ARG,08-03-2021,6.671,17.458125,0.382114345
AUS,03-01-2021,4.500963329,22.46427717,0.200360924
AUS,10-05-2015,3.97987965,18.94097875,0.210120063
AUT,29-10-2021,3.612604167,7.572770833,0.477051828
AUS,28-02-2017,2.380691866,23.84201479,0.099852797
AUS,07-02-2017,3.188769681,23.53661521,0.135481234
AUS,11-02-2019,4.434539517,22.35022083,0.198411441
AUT,06-01-2018,4.473520833,6.72234375,0.665470407
AUT,01-09-2018,5.645572917,6.203979167,0.909992243
AUT,18-01-2017,4.008947917,9.19890625,0.43580702
AUT,01-02-2021,5.514177083,8.222177083,0.670646841
AUT,04-04-2017,5.985927083,7.39953125,0.808960309
AUS,10-05-2019,4.446600259,22.10836146,0.201127536
ARG,07-06-2021,6.614,17.06570052,0.387561002
AUS,26-01-2019,3.39947185,23.60013563,0.14404459
AUT,04-02-2021,6.363729167,7.957979167,0.799666477
AUS,17-06-2016,3.112326132,23.17184021,0.134315018
AUT,07-09-2018,5.061052083,7.17825,0.70505375
AUT,24-06-2017,3.853729167,6.148447917,0.62678081
AUT,07-09-2019,4.56025,6.129114583,0.744030796
AUT,20-09-2019,3.50775,6.936125,0.505721855
AUT,26-09-2019,3.813479167,7.326333333,0.520516743
AUT,23-08-2016,7.256822917,6.8460625,1.059999513
AUS,02-10-2019,3.645138942,19.85016167,0.183632708
AUS,08-11-2016,3.937274155,21.99394729,0.179016259
AUS,14-01-2018,2.458488204,19.55560917,0.125717802
ARG,23-01-2022,4.494285,16.29497917,0.275807962
AUS,10-05-2017,2.845335743,22.39490375,0.127052823
AUT,22-10-2019,3.627947917,7.411375,0.489510775
AUT,20-01-2015,4.999052083,7.6038125,0.65744021
AUS,16-03-2015,2.185037784,21.42161271,0.102001554
ARG,18-10-2020,7.245,14.2380625,0.508847324
AUT,09-01-2019,5.36909375,8.811729167,0.609312162
AUS,17-02-2018,1.973062944,21.46888458,0.091903375
AUT,22-12-2014,0.93353125,13.9461087,0.066938475
AUT,27-05-2018,4.701333333,5.564802083,0.84483388
AUT,10-10-2018,3.860677083,7.494875,0.515108936
AUT,21-01-2016,4.717739583,9.002072917,0.524072581
AUT,10-04-2017,3.845208333,7.083677083,0.542826598
AUT,08-10-2015,4.1121875,7.297,0.56354495
AUS,27-08-2017,3.528848359,20.64394188,0.170938689
AUS,27-03-2016,1.551071686,18.59343292,0.083420404
AUS,09-01-2018,2.829868725,22.76003917,0.124334967
AUT,29-08-2015,2.68359375,5.9435,0.451517414
AUS,08-09-2020,4.899341908,23.9229275,0.204796922
AUS,29-08-2018,4.968422512,23.00836771,0.215939808
AUT,09-12-2019,3.659697917,8.651614583,0.423007507
AUT,01-12-2021,3.371197917,8.345520833,0.403952969
AUT,22-05-2020,5.248541667,5.919677083,0.886626347
AUT,10-12-2020,5.187239583,8.816354167,0.588365608
AUT,15-08-2015,2.904364583,5.657635417,0.513353083
AUS,05-01-2015,2.261795177,21.54099167,0.104999585
AUT,17-06-2015,1.493072917,6.924583333,0.215619171
AUT,12-03-2020,4.918208333,7.74696875,0.634855837
ARG,27-09-2020,6.178,12.97341667,0.476204546
AUS,20-11-2015,3.233418075,23.84061292,0.135626466
AUT,08-06-2019,6.550947917,5.834489583,1.122797088
AUS,16-07-2015,3.521742516,24.93118583,0.141258524
AUT,29-04-2019,7.880052083,7.175354167,1.09821089
AUS,20-01-2017,2.175768298,22.95201875,0.09479638
AUT,22-04-2019,4.83075,5.488239583,0.880200277
AUS,15-10-2019,3.431312373,20.42973958,0.167956736
AUS,21-03-2021,5.677608454,24.34838275,0.233182159
AUS,07-07-2020,4.316730147,28.13726646,0.153416827
AUT,10-06-2015,1.74403125,6.601208333,0.264198789
AUT,08-06-2016,6.592989583,6.976416667,0.945039538
AUT,24-02-2021,4.083697917,7.677958333,0.531872894
AUT,04-01-2019,4.84296875,8.231145833,0.588371151
AUT,30-01-2020,4.039989583,8.4846875,0.476150664
AUS,13-04-2020,3.34992442,21.92780604,0.152770615
ARG,17-05-2021,6.338,16.17059271,0.391946054
ARG,06-05-2020,6.065,14.65614583,0.413819572
AUT,22-06-2015,1.646760417,6.5465625,0.251545818
AUT,27-06-2019,7.814583333,7.65796875,1.020451191
AUT,18-03-2020,4.255739583,6.938197917,0.613378234
AUT,20-11-2018,4.5245,8.751802083,0.516979241
AUS,19-04-2021,5.719616157,24.22612894,0.236092864
AUT,26-03-2016,2.92896875,6.661927083,0.439657882
AUT,11-11-2015,2.890791667,7.534322917,0.383683006
ARG,27-07-2020,8.238,17.63172917,0.46722587
AUS,14-08-2015,2.763393107,23.13501771,0.119446336
AUS,18-01-2017,2.70423833,24.92869771,0.108478925
AUT,22-02-2015,2.366802083,6.723541667,0.352017166
ARG,26-07-2021,5.754266667,17.2285625,0.333995751
ARG,12-08-2020,8.922,17.48864583,0.510159568
AUT,06-02-2020,6.92759375,8.563770833,0.808941982
AUT,11-02-2020,5.695989583,8.375677083,0.680063179
AUS,15-12-2015,2.211210949,23.5193625,0.094016619
AUT,30-01-2021,5.677458333,7.095114583,0.800192621
AUT,05-11-2021,4.276458333,7.7010625,0.555307574
AUS,26-12-2017,2.372006584,18.76205604,0.126425727
AUT,20-03-2017,5.80896875,7.473802083,0.777244124
AUT,19-02-2015,3.126125,8.120895833,0.384948294
AUT,12-10-2018,3.128364583,7.334729167,0.426513987
AUT,19-12-2021,3.573260417,6.881239583,0.519275688
AUT,08-01-2015,3.805208333,7.488625,0.508131778
AUT,06-10-2015,3.286760417,7.347114583,0.447353907
ARG,19-05-2021,6.952,16.84917451,0.412601816
AUS,23-02-2021,5.085247954,26.43614938,0.192359632
AUT,24-05-2020,5.553791667,5.0451875,1.100809765
AUS,21-01-2016,2.839546763,25.42936521,0.111664084
AUS,13-01-2021,5.598788136,26.19535679,0.213732082
AUT,06-02-2018,5.269375,8.63659375,0.610121901
AUS,19-09-2018,3.911071624,20.99423229,0.186292672
ARG,12-04-2021,5.265,14.07209069,0.374144831
AUS,16-09-2019,4.875718792,20.39854167,0.23902291
AUT,26-07-2019,4.90934375,7.012791667,0.700055553
AUS,10-04-2019,3.707759623,21.32467938,0.173871764
AUS,01-09-2015,3.773518936,22.41791167,0.168326069
AUS,22-09-2018,3.411796447,19.45277875,0.175388642
AUS,15-11-2021,5.982821752,22.79878149,0.262418487
AUS,03-08-2020,4.782112846,27.29250771,0.175217056
AUS,29-05-2015,2.760683176,22.23825479,0.124141179
AUT,10-11-2016,4.201395833,8.480614583,0.495411717
AUT,08-01-2017,3.187572917,7.464614583,0.427024447
AUT,09-06-2016,7.01865625,7.18253125,0.977184227
ARG,16-06-2021,3.348543306,19.84660417,0.168721222
AUT,07-12-2016,3.20884375,8.770291667,0.365876515
AUS,23-01-2017,3.564027256,24.93134188,0.142953688
AUS,03-01-2018,1.8334998,20.99713979,0.087321407
AUT,29-01-2021,4.444666667,8.14346875,0.545795263
AUS,18-04-2020,3.012968313,22.86581167,0.13176739
AUS,06-04-2020,3.898496924,24.17280146,0.161276174
AUT,16-04-2017,3.782572917,5.554635417,0.680975912
AUS,27-07-2017,4.342953461,23.23555917,0.186909789
AUT,16-02-2017,2.456458333,8.460552083,0.290342558
