date,iso2,keyword_01,keyword_02,value_01,value_02,version
01-01-2022,ZA,wind,Washing machine,3,97,00:03.8
01-01-2022,US,wind,Washing machine,3,97,00:03.8
01-01-2022,TR,wind,Washing machine,1,99,00:03.8
01-01-2022,TH,wind,Washing machine,3,97,00:03.8
01-01-2022,SG,wind,Washing machine,6,94,00:03.8
01-01-2022,SE,wind,Washing machine,25,75,00:03.8
01-01-2022,PT,wind,Washing machine,9,91,00:03.8
01-01-2022,PL,wind,Washing machine,1,99,00:03.8
01-01-2022,PE,wind,Washing machine,5,95,00:03.8
01-01-2022,NO,wind,Washing machine,13,87,00:03.8
01-01-2022,NL,wind,Washing machine,3,97,00:03.8
01-01-2022,NG,wind,Washing machine,5,95,00:03.8
01-01-2022,MX,wind,Washing machine,6,94,00:03.8
01-01-2022,MA,wind,Washing machine,14,86,00:03.8
01-01-2022,KR,wind,Washing machine,21,79,00:03.8
01-01-2022,JP,wind,Washing machine,6,94,00:03.8
01-01-2022,IT,wind,Washing machine,7,93,00:03.8
01-01-2022,IN,wind,Washing machine,6,94,00:03.8
01-01-2022,IL,wind,Washing machine,1,99,00:03.8
01-01-2022,IE,wind,Washing machine,9,91,00:03.8
01-01-2022,ID,wind,Washing machine,3,97,00:03.8
01-01-2022,HU,wind,Washing machine,2,98,00:03.8
01-01-2022,GR,wind,Washing machine,2,98,00:03.8
01-01-2022,GB,wind,Washing machine,5,95,00:03.8
01-01-2022,FR,wind,Washing machine,8,92,00:03.8
01-01-2022,FI,wind,Washing machine,18,82,00:03.8
01-01-2022,ES,wind,Washing machine,7,93,00:03.8
01-01-2022,DK,wind,Washing machine,9,91,00:03.8
01-01-2022,DE,wind,Washing machine,6,94,00:03.8
01-01-2022,CZ,wind,Washing machine,3,97,00:03.8
01-01-2022,CO,wind,Washing machine,3,97,00:03.8
01-01-2022,CL,wind,Washing machine,5,95,00:03.8
01-01-2022,CH,wind,Washing machine,7,93,00:03.8
01-01-2022,CA,wind,Washing machine,4,96,00:03.8
01-01-2022,BR,wind,Washing machine,3,97,00:03.8
01-01-2022,BE,wind,Washing machine,4,96,00:03.8
01-01-2022,AU,wind,Washing machine,2,98,00:03.8
01-01-2022,AT,wind,Washing machine,5,95,00:03.8
01-01-2022,AR,wind,Washing machine,3,97,00:03.8
01-01-2022,ZA,wind,Ventilation,59,41,00:03.8
01-01-2022,US,wind,Ventilation,50,50,00:03.8
01-01-2022,TR,wind,Ventilation,16,84,00:03.8
01-01-2022,TH,wind,Ventilation,59,41,00:03.8
01-01-2022,SG,wind,Ventilation,56,44,00:03.8
01-01-2022,SE,wind,Ventilation,53,47,00:03.8
01-01-2022,PT,wind,Ventilation,51,49,00:03.8
01-01-2022,PL,wind,Ventilation,7,93,00:03.8
01-01-2022,PE,wind,Ventilation,36,64,00:03.8
01-01-2022,NO,wind,Ventilation,33,67,00:03.8
01-01-2022,NL,wind,Ventilation,19,81,00:03.8
01-01-2022,NG,wind,Ventilation,37,63,00:03.8
01-01-2022,MX,wind,Ventilation,71,29,00:03.8
01-01-2022,MA,wind,Ventilation,68,32,00:03.8
01-01-2022,KR,wind,Ventilation,59,41,00:03.8
01-01-2022,JP,wind,Ventilation,29,71,00:03.8
01-01-2022,IT,wind,Ventilation,60,40,00:03.8
01-01-2022,IN,wind,Ventilation,68,32,00:03.8
01-01-2022,IL,wind,Ventilation,38,62,00:03.8
01-01-2022,IE,wind,Ventilation,54,46,00:03.8
01-01-2022,ID,wind,Ventilation,43,57,00:03.8
01-01-2022,HU,wind,Ventilation,17,83,00:03.8
01-01-2022,GR,wind,Ventilation,23,77,00:03.8
01-01-2022,GB,wind,Ventilation,50,50,00:03.8
01-01-2022,FR,wind,Ventilation,37,63,00:03.8
01-01-2022,FI,wind,Ventilation,48,52,00:03.8
01-01-2022,ES,wind,Ventilation,48,52,00:03.8
01-01-2022,EG,wind,Ventilation,41,59,00:03.8
01-01-2022,DK,wind,Ventilation,31,69,00:03.8
01-01-2022,DE,wind,Ventilation,85,15,00:03.8
01-01-2022,CZ,wind,Ventilation,36,64,00:03.8
01-01-2022,CO,wind,Ventilation,41,59,00:03.8
01-01-2022,CN,wind,Ventilation,85,15,00:03.8
01-01-2022,CL,wind,Ventilation,56,44,00:03.8
01-01-2022,CH,wind,Ventilation,60,40,00:03.8
01-01-2022,CA,wind,Ventilation,36,64,00:03.8
01-01-2022,BR,wind,Ventilation,55,45,00:03.8
01-01-2022,BE,wind,Ventilation,17,83,00:03.8
01-01-2022,AU,wind,Ventilation,28,72,00:03.8
01-01-2022,AR,wind,Ventilation,46,54,00:03.8
01-01-2022,ZA,wind,solar,10,90,00:03.8
01-01-2022,US,wind,solar,13,87,00:03.8
01-01-2022,TR,wind,solar,45,55,00:03.8
01-01-2022,TH,wind,solar,38,62,00:03.8
01-01-2022,SG,wind,solar,28,72,00:03.8
01-01-2022,SE,wind,solar,84,16,00:03.8
01-01-2022,PT,wind,solar,61,39,00:03.8
01-01-2022,PL,wind,solar,73,27,00:03.8
01-01-2022,PE,wind,solar,50,50,00:03.8
01-01-2022,NO,wind,solar,81,19,00:03.8
01-01-2022,NL,wind,solar,71,29,00:03.8
01-01-2022,NG,wind,solar,6,94,00:03.8
01-01-2022,MX,wind,solar,66,34,00:03.8
01-01-2022,KR,wind,solar,49,51,00:03.8
01-01-2022,JP,wind,solar,90,10,00:03.8
01-01-2022,IT,wind,solar,86,14,00:03.8
01-01-2022,IN,wind,solar,18,82,00:03.8
01-01-2022,IE,wind,solar,30,70,00:03.8
01-01-2022,ID,wind,solar,25,75,00:03.8
01-01-2022,GB,wind,solar,25,75,00:03.8
01-01-2022,FR,wind,solar,91,9,00:03.8
01-01-2022,FI,wind,solar,85,15,00:03.8
01-01-2022,ES,wind,solar,67,33,00:03.8
01-01-2022,EG,wind,solar,19,81,00:03.8
01-01-2022,DE,wind,solar,71,29,00:03.8
01-01-2022,CO,wind,solar,50,50,00:03.8
01-01-2022,CN,wind,solar,36,64,00:03.8
01-01-2022,CL,wind,solar,68,32,00:03.8
01-01-2022,CH,wind,solar,50,50,00:03.8
01-01-2022,CA,wind,solar,22,78,00:03.8
01-01-2022,BR,wind,solar,77,23,00:03.8
01-01-2022,AU,wind,solar,3,97,00:03.8
01-01-2022,AR,wind,solar,59,41,00:03.8
01-01-2022,US,wind,Smart meter,89,11,00:03.8
01-01-2022,TR,wind,Smart meter,82,18,00:03.8
01-01-2022,TH,wind,Smart meter,95,5,00:03.8
01-01-2022,SG,wind,Smart meter,94,6,00:03.8
01-01-2022,SE,wind,Smart meter,98,2,00:03.8
01-01-2022,PT,wind,Smart meter,96,4,00:03.8
01-01-2022,PL,wind,Smart meter,90,10,00:03.8
01-01-2022,NL,wind,Smart meter,39,61,00:03.8
01-01-2022,KR,wind,Smart meter,95,5,00:03.8
01-01-2022,JP,wind,Smart meter,88,12,00:03.8
01-01-2022,IT,wind,Smart meter,94,6,00:03.8
01-01-2022,IN,wind,Smart meter,80,20,00:03.8
01-01-2022,IE,wind,Smart meter,57,43,00:03.8
01-01-2022,ID,wind,Smart meter,93,7,00:03.8
01-01-2022,GB,wind,Smart meter,29,71,00:03.8
01-01-2022,FR,wind,Smart meter,95,5,00:03.8
01-01-2022,ES,wind,Smart meter,98,2,00:03.8
01-01-2022,DE,wind,Smart meter,81,19,00:03.8
01-01-2022,CH,wind,Smart meter,85,15,00:03.8
01-01-2022,CA,wind,Smart meter,87,13,00:03.8
01-01-2022,BR,wind,Smart meter,99,1,00:03.8
01-01-2022,BE,wind,Smart meter,21,79,00:03.8
01-01-2022,AU,wind,Smart meter,63,37,00:03.8
01-01-2022,AT,wind,Smart meter,38,62,00:03.8
01-01-2022,ZA,wind,Refrigerator,1,99,00:03.8
01-01-2022,US,wind,Refrigerator,2,98,00:03.8
01-01-2022,TR,wind,Refrigerator,1,99,00:03.8
01-01-2022,TH,wind,Refrigerator,3,97,00:03.8
01-01-2022,SG,wind,Refrigerator,5,95,00:03.8
01-01-2022,SE,wind,Refrigerator,23,77,00:03.8
01-01-2022,PT,wind,Refrigerator,8,92,00:03.8
01-01-2022,PL,wind,Refrigerator,1,99,00:03.8
01-01-2022,PE,wind,Refrigerator,4,96,00:03.8
01-01-2022,NO,wind,Refrigerator,10,90,00:03.8
01-01-2022,NL,wind,Refrigerator,4,96,00:03.8
01-01-2022,NG,wind,Refrigerator,2,98,00:03.8
01-01-2022,MX,wind,Refrigerator,8,92,00:03.8
01-01-2022,KR,wind,Refrigerator,13,87,00:03.8
01-01-2022,JP,wind,Refrigerator,7,93,00:03.8
01-01-2022,IT,wind,Refrigerator,8,92,00:03.8
01-01-2022,IN,wind,Refrigerator,7,93,00:03.8
01-01-2022,IL,wind,Refrigerator,1,99,00:03.8
01-01-2022,IE,wind,Refrigerator,6,94,00:03.8
01-01-2022,ID,wind,Refrigerator,2,98,00:03.8
01-01-2022,HU,wind,Refrigerator,2,98,00:03.8
01-01-2022,GR,wind,Refrigerator,2,98,00:03.8
01-01-2022,GB,wind,Refrigerator,4,96,00:03.8
01-01-2022,FR,wind,Refrigerator,8,92,00:03.8
01-01-2022,FI,wind,Refrigerator,21,79,00:03.8
01-01-2022,ES,wind,Refrigerator,7,93,00:03.8
01-01-2022,EG,wind,Refrigerator,1,99,00:03.8
01-01-2022,DK,wind,Refrigerator,10,90,00:03.8
01-01-2022,DE,wind,Refrigerator,7,93,00:03.8
01-01-2022,CZ,wind,Refrigerator,4,96,00:03.8
01-01-2022,CO,wind,Refrigerator,3,97,00:03.8
01-01-2022,CL,wind,Refrigerator,3,97,00:03.8
01-01-2022,CH,wind,Refrigerator,6,94,00:03.8
01-01-2022,CA,wind,Refrigerator,2,98,00:03.8
01-01-2022,BR,wind,Refrigerator,1,99,00:03.8
01-01-2022,BE,wind,Refrigerator,4,96,00:03.8
01-01-2022,AT,wind,Refrigerator,4,96,00:03.8
01-01-2022,AR,wind,Refrigerator,1,99,00:03.8
01-01-2022,ZA,wind,Petroleum,10,90,00:03.8
01-01-2022,US,wind,Petroleum,10,90,00:03.8
01-01-2022,TR,wind,Petroleum,3,97,00:03.8
01-01-2022,TH,wind,Petroleum,10,90,00:03.8
01-01-2022,SG,wind,Petroleum,10,90,00:03.8
01-01-2022,SE,wind,Petroleum,69,31,00:03.8
01-01-2022,PT,wind,Petroleum,25,75,00:03.8
01-01-2022,PL,wind,Petroleum,5,95,00:03.8
01-01-2022,PE,wind,Petroleum,2,98,00:03.8
01-01-2022,NO,wind,Petroleum,34,66,00:03.8
01-01-2022,NL,wind,Petroleum,30,70,00:03.8
01-01-2022,NG,wind,Petroleum,1,99,00:03.8
01-01-2022,MX,wind,Petroleum,25,75,00:03.8
01-01-2022,MA,wind,Petroleum,19,81,00:03.8
01-01-2022,KR,wind,Petroleum,25,75,00:03.8
01-01-2022,JP,wind,Petroleum,19,81,00:03.8
01-01-2022,IT,wind,Petroleum,20,80,00:03.8
01-01-2022,IN,wind,Petroleum,10,90,00:03.8
01-01-2022,IL,wind,Petroleum,3,97,00:03.8
01-01-2022,IE,wind,Petroleum,26,74,00:03.8
01-01-2022,ID,wind,Petroleum,9,91,00:03.8
01-01-2022,HU,wind,Petroleum,22,78,00:03.8
01-01-2022,GR,wind,Petroleum,1,99,00:03.8
01-01-2022,GB,wind,Petroleum,23,77,00:03.8
01-01-2022,FR,wind,Petroleum,19,81,00:03.8
01-01-2022,FI,wind,Petroleum,55,45,00:03.8
01-01-2022,ES,wind,Petroleum,27,73,00:03.8
01-01-2022,EG,wind,Petroleum,3,97,00:03.8
01-01-2022,DK,wind,Petroleum,55,45,00:03.8
01-01-2022,DE,wind,Petroleum,50,50,00:03.8
01-01-2022,CZ,wind,Petroleum,19,81,00:03.8
01-01-2022,CO,wind,Petroleum,15,85,00:03.8
01-01-2022,CN,wind,Petroleum,39,61,00:03.8
01-01-2022,CL,wind,Petroleum,17,83,00:03.8
01-01-2022,CH,wind,Petroleum,27,73,00:03.8
01-01-2022,CA,wind,Petroleum,9,91,00:03.8
01-01-2022,BR,wind,Petroleum,17,83,00:03.8
01-01-2022,BE,wind,Petroleum,12,88,00:03.8
01-01-2022,AU,wind,Petroleum,10,90,00:03.8
01-01-2022,AT,wind,Petroleum,31,69,00:03.8
01-01-2022,AR,wind,Petroleum,15,85,00:03.8
01-01-2022,TN,wind,Oil,1,99,00:03.8
01-01-2022,TH,wind,Oil,1,99,00:03.8
01-01-2022,SG,wind,Oil,2,98,00:03.8
01-01-2022,SE,wind,Oil,14,86,00:03.8
01-01-2022,PT,wind,Oil,3,97,00:03.8
01-01-2022,PE,wind,Oil,2,98,00:03.8
01-01-2022,NO,wind,Oil,5,95,00:03.8
01-01-2022,NL,wind,Oil,2,98,00:03.8
01-01-2022,MX,wind,Oil,2,98,00:03.8
01-01-2022,MA,wind,Oil,3,97,00:03.8
01-01-2022,KR,wind,Oil,6,94,00:03.8
01-01-2022,JP,wind,Oil,2,98,00:03.8
01-01-2022,IT,wind,Oil,3,97,00:03.8
01-01-2022,IN,wind,Oil,1,99,00:03.8
01-01-2022,IE,wind,Oil,2,98,00:03.8
01-01-2022,HU,wind,Oil,1,99,00:03.8
01-01-2022,GR,wind,Oil,1,99,00:03.8
01-01-2022,GB,wind,Oil,2,98,00:03.8
01-01-2022,FR,wind,Oil,3,97,00:03.8
01-01-2022,FI,wind,Oil,9,91,00:03.8
01-01-2022,ES,wind,Oil,3,97,00:03.8
01-01-2022,DK,wind,Oil,5,95,00:03.8
01-01-2022,DE,wind,Oil,4,96,00:03.8
01-01-2022,CZ,wind,Oil,2,98,00:03.8
01-01-2022,CO,wind,Oil,1,99,00:03.8
01-01-2022,CL,wind,Oil,2,98,00:03.8
01-01-2022,CH,wind,Oil,2,98,00:03.8
01-01-2022,CA,wind,Oil,1,99,00:03.8
01-01-2022,BR,wind,Oil,1,99,00:03.8
01-01-2022,BE,wind,Oil,2,98,00:03.8
01-01-2022,AT,wind,Oil,2,98,00:03.8
01-01-2022,AR,wind,Oil,2,98,00:03.8
01-01-2022,ZA,wind,nuclear,40,60,00:03.8
01-01-2022,US,wind,nuclear,23,77,00:03.8
01-01-2022,TR,wind,nuclear,22,78,00:03.8
01-01-2022,TN,wind,nuclear,72,28,00:03.8
01-01-2022,TH,wind,nuclear,46,54,00:03.8
01-01-2022,SG,wind,nuclear,30,70,00:03.8
01-01-2022,SE,wind,nuclear,43,57,00:03.8
01-01-2022,PT,wind,nuclear,43,57,00:03.8
01-01-2022,PL,wind,nuclear,44,56,00:03.8
01-01-2022,PE,wind,nuclear,46,54,00:03.8
01-01-2022,NO,wind,nuclear,42,58,00:03.8
01-01-2022,NL,wind,nuclear,46,54,00:03.8
01-01-2022,NG,wind,nuclear,21,79,00:03.8
01-01-2022,MX,wind,nuclear,39,61,00:03.8
01-01-2022,MA,wind,nuclear,27,73,00:03.8
01-01-2022,KR,wind,nuclear,39,61,00:03.8
01-01-2022,JP,wind,nuclear,44,56,00:03.8
01-01-2022,IT,wind,nuclear,31,69,00:03.8
01-01-2022,IN,wind,nuclear,27,73,00:03.8
01-01-2022,IL,wind,nuclear,29,71,00:03.8
01-01-2022,IE,wind,nuclear,44,56,00:03.8
01-01-2022,ID,wind,nuclear,67,33,00:03.8
01-01-2022,HU,wind,nuclear,53,47,00:03.8
01-01-2022,GR,wind,nuclear,41,59,00:03.8
01-01-2022,GB,wind,nuclear,33,67,00:03.8
01-01-2022,FR,wind,nuclear,34,66,00:03.8
01-01-2022,FI,wind,nuclear,60,40,00:03.8
01-01-2022,ES,wind,nuclear,37,63,00:03.8
01-01-2022,EG,wind,nuclear,19,81,00:03.8
01-01-2022,DK,wind,nuclear,30,70,00:03.8
01-01-2022,DE,wind,nuclear,40,60,00:03.8
01-01-2022,CZ,wind,nuclear,45,55,00:03.8
01-01-2022,CO,wind,nuclear,34,66,00:03.8
01-01-2022,CN,wind,nuclear,53,47,00:03.8
01-01-2022,CL,wind,nuclear,44,56,00:03.8
01-01-2022,CH,wind,nuclear,31,69,00:03.8
01-01-2022,CA,wind,nuclear,24,76,00:03.8
01-01-2022,BR,wind,nuclear,47,53,00:03.8
01-01-2022,BE,wind,nuclear,26,74,00:03.8
01-01-2022,AU,wind,nuclear,22,78,00:03.8
01-01-2022,AT,wind,nuclear,21,79,00:03.8
01-01-2022,AR,wind,nuclear,39,61,00:03.8
01-01-2022,ZA,wind,natural gas,7,93,00:03.8
01-01-2022,US,wind,natural gas,5,95,00:03.8
01-01-2022,TR,wind,natural gas,1,99,00:03.8
01-01-2022,TH,wind,natural gas,20,80,00:03.8
01-01-2022,SG,wind,natural gas,18,82,00:03.8
01-01-2022,SE,wind,natural gas,71,29,00:03.8
01-01-2022,PT,wind,natural gas,14,86,00:03.8
01-01-2022,PL,wind,natural gas,1,99,00:03.8
01-01-2022,PE,wind,natural gas,9,91,00:03.8
01-01-2022,NO,wind,natural gas,44,56,00:03.8
01-01-2022,NL,wind,natural gas,6,94,00:03.8
01-01-2022,NG,wind,natural gas,4,96,00:03.8
01-01-2022,MX,wind,natural gas,17,83,00:03.8
01-01-2022,MA,wind,natural gas,24,76,00:03.8
01-01-2022,KR,wind,natural gas,26,74,00:03.8
01-01-2022,JP,wind,natural gas,59,41,00:03.8
01-01-2022,IT,wind,natural gas,16,84,00:03.8
01-01-2022,IN,wind,natural gas,15,85,00:03.8
01-01-2022,IL,wind,natural gas,3,97,00:03.8
01-01-2022,IE,wind,natural gas,23,77,00:03.8
01-01-2022,ID,wind,natural gas,7,93,00:03.8
01-01-2022,HU,wind,natural gas,3,97,00:03.8
01-01-2022,GR,wind,natural gas,3,97,00:03.8
01-01-2022,GB,wind,natural gas,14,86,00:03.8
01-01-2022,FR,wind,natural gas,13,87,00:03.8
01-01-2022,ES,wind,natural gas,10,90,00:03.8
01-01-2022,EG,wind,natural gas,3,97,00:03.8
01-01-2022,DK,wind,natural gas,21,79,00:03.8
01-01-2022,DE,wind,natural gas,9,91,00:03.8
01-01-2022,CZ,wind,natural gas,17,83,00:03.8
01-01-2022,CO,wind,natural gas,6,94,00:03.8
01-01-2022,CL,wind,natural gas,14,86,00:03.8
01-01-2022,CH,wind,natural gas,22,78,00:03.8
01-01-2022,CA,wind,natural gas,6,94,00:03.8
01-01-2022,BR,wind,natural gas,19,81,00:03.8
01-01-2022,BE,wind,natural gas,5,95,00:03.8
01-01-2022,AU,wind,natural gas,7,93,00:03.8
01-01-2022,AT,wind,natural gas,10,90,00:03.8
01-01-2022,AR,wind,natural gas,10,90,00:03.8
01-01-2022,ZA,wind,LED lamp,23,77,00:03.8
01-01-2022,US,wind,LED lamp,17,83,00:03.8
01-01-2022,TR,wind,LED lamp,7,93,00:03.8
01-01-2022,TH,wind,LED lamp,11,89,00:03.8
01-01-2022,SG,wind,LED lamp,34,66,00:03.8
01-01-2022,SE,wind,LED lamp,38,62,00:03.8
01-01-2022,PT,wind,LED lamp,38,62,00:03.8
01-01-2022,PL,wind,LED lamp,2,98,00:03.8
01-01-2022,PE,wind,LED lamp,14,86,00:03.8
01-01-2022,NO,wind,LED lamp,41,59,00:03.8
01-01-2022,NL,wind,LED lamp,3,97,00:03.8
01-01-2022,MX,wind,LED lamp,16,84,00:03.8
01-01-2022,KR,wind,LED lamp,56,44,00:03.8
01-01-2022,JP,wind,LED lamp,13,87,00:03.8
01-01-2022,IT,wind,LED lamp,20,80,00:03.8
01-01-2022,IN,wind,LED lamp,27,73,00:03.8
01-01-2022,IL,wind,LED lamp,20,80,00:03.8
01-01-2022,IE,wind,LED lamp,30,70,00:03.8
01-01-2022,ID,wind,LED lamp,7,93,00:03.8
01-01-2022,HU,wind,LED lamp,7,93,00:03.8
01-01-2022,GR,wind,LED lamp,16,84,00:03.8
01-01-2022,GB,wind,LED lamp,24,76,00:03.8
01-01-2022,FR,wind,LED lamp,25,75,00:03.8
01-01-2022,FI,wind,LED lamp,57,43,00:03.8
01-01-2022,ES,wind,LED lamp,17,83,00:03.8
01-01-2022,DK,wind,LED lamp,19,81,00:03.8
01-01-2022,DE,wind,LED lamp,6,94,00:03.8
01-01-2022,CZ,wind,LED lamp,10,90,00:03.8
01-01-2022,CO,wind,LED lamp,12,88,00:03.8
01-01-2022,CL,wind,LED lamp,14,86,00:03.8
01-01-2022,CH,wind,LED lamp,9,91,00:03.8
01-01-2022,CA,wind,LED lamp,21,79,00:03.8
01-01-2022,BR,wind,LED lamp,16,84,00:03.8
01-01-2022,BE,wind,LED lamp,5,95,00:03.8
01-01-2022,AU,wind,LED lamp,17,83,00:03.8
01-01-2022,AT,wind,LED lamp,5,95,00:03.8
01-01-2022,AR,wind,LED lamp,13,87,00:03.8
01-01-2022,US,wind,Insulated glazing,75,25,00:03.8
01-01-2022,TR,wind,Insulated glazing,74,26,00:03.8
01-01-2022,TH,wind,Insulated glazing,70,30,00:03.8
01-01-2022,SG,wind,Insulated glazing,75,25,00:03.8
01-01-2022,SE,wind,Insulated glazing,99,1,00:03.8
01-01-2022,PT,wind,Insulated glazing,58,42,00:03.8
01-01-2022,NL,wind,Insulated glazing,31,69,00:03.8
01-01-2022,MA,wind,Insulated glazing,89,11,00:03.8
01-01-2022,JP,wind,Insulated glazing,89,11,00:03.8
01-01-2022,IT,wind,Insulated glazing,87,13,00:03.8
01-01-2022,IN,wind,Insulated glazing,98,2,00:03.8
01-01-2022,IL,wind,Insulated glazing,72,28,00:03.8
01-01-2022,IE,wind,Insulated glazing,84,16,00:03.8
01-01-2022,ID,wind,Insulated glazing,84,16,00:03.8
01-01-2022,HU,wind,Insulated glazing,80,20,00:03.8
01-01-2022,GB,wind,Insulated glazing,34,66,00:03.8
01-01-2022,FR,wind,Insulated glazing,67,33,00:03.8
01-01-2022,ES,wind,Insulated glazing,97,3,00:03.8
01-01-2022,EG,wind,Insulated glazing,88,12,00:03.8
01-01-2022,DK,wind,Insulated glazing,82,18,00:03.8
01-01-2022,DE,wind,Insulated glazing,89,11,00:03.8
01-01-2022,CA,wind,Insulated glazing,84,16,00:03.8
01-01-2022,BR,wind,Insulated glazing,90,10,00:03.8
01-01-2022,BE,wind,Insulated glazing,53,47,00:03.8
01-01-2022,AU,wind,Insulated glazing,46,54,00:03.8
01-01-2022,AT,wind,Insulated glazing,78,22,00:03.8
01-01-2022,AR,wind,Insulated glazing,90,10,00:03.8
01-01-2022,ZA,wind,Induction range,50,50,00:03.8
01-01-2022,US,wind,Induction range,61,39,00:03.8
01-01-2022,TR,wind,Induction range,72,28,00:03.8
01-01-2022,TH,wind,Induction range,70,30,00:03.8
01-01-2022,SG,wind,Induction range,36,64,00:03.8
01-01-2022,SE,wind,Induction range,69,31,00:03.8
01-01-2022,PL,wind,Induction range,8,92,00:03.8
01-01-2022,PE,wind,Induction range,58,42,00:03.8
01-01-2022,NO,wind,Induction range,61,39,00:03.8
01-01-2022,NL,wind,Induction range,12,88,00:03.8
01-01-2022,MX,wind,Induction range,63,37,00:03.8
01-01-2022,KR,wind,Induction range,82,18,00:03.8
01-01-2022,JP,wind,Induction range,19,81,00:03.8
01-01-2022,IT,wind,Induction range,24,76,00:03.8
01-01-2022,IN,wind,Induction range,47,53,00:03.8
01-01-2022,IE,wind,Induction range,68,32,00:03.8
01-01-2022,ID,wind,Induction range,83,17,00:03.8
01-01-2022,HU,wind,Induction range,16,84,00:03.8
01-01-2022,GR,wind,Induction range,45,55,00:03.8
01-01-2022,GB,wind,Induction range,70,30,00:03.8
01-01-2022,FR,wind,Induction range,20,80,00:03.8
01-01-2022,FI,wind,Induction range,56,44,00:03.8
01-01-2022,ES,wind,Induction range,29,71,00:03.8
01-01-2022,DK,wind,Induction range,59,41,00:03.8
01-01-2022,DE,wind,Induction range,29,71,00:03.8
01-01-2022,CZ,wind,Induction range,22,78,00:03.8
01-01-2022,CO,wind,Induction range,71,29,00:03.8
01-01-2022,CL,wind,Induction range,72,28,00:03.8
01-01-2022,CH,wind,Induction range,31,69,00:03.8
01-01-2022,CA,wind,Induction range,41,59,00:03.8
01-01-2022,BR,wind,Induction range,70,30,00:03.8
01-01-2022,BE,wind,Induction range,22,78,00:03.8
01-01-2022,AU,wind,Induction range,45,55,00:03.8
01-01-2022,AT,wind,Induction range,22,78,00:03.8
01-01-2022,AR,wind,Induction range,88,12,00:03.8
01-01-2022,ZA,wind,Hydrogen,15,85,00:03.8
01-01-2022,US,wind,Hydrogen,14,86,00:03.8
01-01-2022,TR,wind,Hydrogen,7,93,00:03.8
01-01-2022,TH,wind,Hydrogen,7,93,00:03.8
01-01-2022,SG,wind,Hydrogen,16,84,00:03.8
01-01-2022,SE,wind,Hydrogen,57,43,00:03.8
01-01-2022,PT,wind,Hydrogen,26,74,00:03.8
01-01-2022,PL,wind,Hydrogen,10,90,00:03.8
01-01-2022,PE,wind,Hydrogen,25,75,00:03.8
01-01-2022,NO,wind,Hydrogen,39,61,00:03.8
01-01-2022,NL,wind,Hydrogen,20,80,00:03.8
01-01-2022,NG,wind,Hydrogen,5,95,00:03.8
01-01-2022,MX,wind,Hydrogen,27,73,00:03.8
01-01-2022,MA,wind,Hydrogen,25,75,00:03.8
01-01-2022,KR,wind,Hydrogen,18,82,00:03.8
01-01-2022,JP,wind,Hydrogen,20,80,00:03.8
01-01-2022,IT,wind,Hydrogen,36,64,00:03.8
01-01-2022,IN,wind,Hydrogen,11,89,00:03.8
01-01-2022,IL,wind,Hydrogen,11,89,00:03.8
01-01-2022,IE,wind,Hydrogen,34,66,00:03.8
01-01-2022,ID,wind,Hydrogen,11,89,00:03.8
01-01-2022,HU,wind,Hydrogen,11,89,00:03.8
01-01-2022,GB,wind,Hydrogen,26,74,00:03.8
01-01-2022,FR,wind,Hydrogen,35,65,00:03.8
01-01-2022,FI,wind,Hydrogen,48,52,00:03.8
01-01-2022,ES,wind,Hydrogen,32,68,00:03.8
01-01-2022,EG,wind,Hydrogen,6,94,00:03.8
01-01-2022,DK,wind,Hydrogen,29,71,00:03.8
01-01-2022,DE,wind,Hydrogen,21,79,00:03.8
01-01-2022,CZ,wind,Hydrogen,19,81,00:03.8
01-01-2022,CO,wind,Hydrogen,28,72,00:03.8
01-01-2022,CN,wind,Hydrogen,38,62,00:03.8
01-01-2022,CL,wind,Hydrogen,39,61,00:03.8
01-01-2022,CH,wind,Hydrogen,19,81,00:03.8
01-01-2022,CA,wind,Hydrogen,18,82,00:03.8
01-01-2022,BR,wind,Hydrogen,35,65,00:03.8
01-01-2022,BE,wind,Hydrogen,22,78,00:03.8
01-01-2022,AU,wind,Hydrogen,14,86,00:03.8
01-01-2022,AT,wind,Hydrogen,15,85,00:03.8
01-01-2022,AR,wind,Hydrogen,40,60,00:03.8
01-01-2022,ZA,wind,hydroelectricity,93,7,00:03.8
01-01-2022,US,wind,hydroelectricity,80,20,00:03.8
01-01-2022,TR,wind,hydroelectricity,86,14,00:03.8
01-01-2022,TH,wind,hydroelectricity,98,2,00:03.8
01-01-2022,SG,wind,hydroelectricity,79,21,00:03.8
01-01-2022,PT,wind,hydroelectricity,92,8,00:03.8
01-01-2022,PE,wind,hydroelectricity,94,6,00:03.8
01-01-2022,NL,wind,hydroelectricity,98,2,00:03.8
01-01-2022,NG,wind,hydroelectricity,50,50,00:03.8
01-01-2022,MX,wind,hydroelectricity,95,5,00:03.8
01-01-2022,KR,wind,hydroelectricity,79,21,00:03.8
01-01-2022,JP,wind,hydroelectricity,74,26,00:03.8
01-01-2022,IN,wind,hydroelectricity,61,39,00:03.8
01-01-2022,IL,wind,hydroelectricity,62,38,00:03.8
01-01-2022,ID,wind,hydroelectricity,93,7,00:03.8
01-01-2022,GR,wind,hydroelectricity,69,31,00:03.8
01-01-2022,GB,wind,hydroelectricity,87,13,00:03.8
01-01-2022,FR,wind,hydroelectricity,83,17,00:03.8
