date,iso2,keyword_01,keyword_02,value_01,value_02,version
01-01-2022,CO,Hydrogen,Clothes dryer,35,65,00:02.5
01-01-2022,CL,Hydrogen,Clothes dryer,22,78,00:02.5
01-01-2022,CH,Hydrogen,Clothes dryer,49,51,00:02.5
01-01-2022,CA,Hydrogen,Clothes dryer,22,78,00:02.5
01-01-2022,BR,Hydrogen,Clothes dryer,20,80,00:02.5
01-01-2022,BE,Hydrogen,Clothes dryer,43,57,00:02.5
01-01-2022,AU,Hydrogen,Clothes dryer,28,72,00:02.5
01-01-2022,AT,Hydrogen,Clothes dryer,44,56,00:02.5
01-01-2022,AR,Hydrogen,Clothes dryer,31,69,00:02.5
01-01-2022,ZA,Hydrogen,Batteries,6,94,00:02.5
01-01-2022,US,Hydrogen,Batteries,6,94,00:02.5
01-01-2022,TR,Hydrogen,Batteries,26,74,00:02.5
01-01-2022,TH,Hydrogen,Batteries,26,74,00:02.5
01-01-2022,SK,Hydrogen,Batteries,8,92,00:02.5
01-01-2022,SG,Hydrogen,Batteries,12,88,00:02.5
01-01-2022,SE,Hydrogen,Batteries,10,90,00:02.5
01-01-2022,PT,Hydrogen,Batteries,12,88,00:02.5
01-01-2022,PL,Hydrogen,Batteries,11,89,00:02.5
01-01-2022,PE,Hydrogen,Batteries,5,95,00:02.5
01-01-2022,NZ,Hydrogen,Batteries,5,95,00:02.5
01-01-2022,NO,Hydrogen,Batteries,10,90,00:02.5
01-01-2022,NL,Hydrogen,Batteries,11,89,00:02.5
01-01-2022,NG,Hydrogen,Batteries,17,83,00:02.5
01-01-2022,MX,Hydrogen,Batteries,8,92,00:02.5
01-01-2022,KR,Hydrogen,Batteries,21,79,00:02.5
01-01-2022,KE,Hydrogen,Batteries,15,85,00:02.5
01-01-2022,JP,Hydrogen,Batteries,9,91,00:02.5
01-01-2022,IT,Hydrogen,Batteries,6,94,00:02.5
01-01-2022,IN,Hydrogen,Batteries,18,82,00:02.5
01-01-2022,IL,Hydrogen,Batteries,12,88,00:02.5
01-01-2022,IE,Hydrogen,Batteries,6,94,00:02.5
01-01-2022,ID,Hydrogen,Batteries,12,88,00:02.5
01-01-2022,HU,Hydrogen,Batteries,22,78,00:02.5
01-01-2022,GR,Hydrogen,Batteries,77,23,00:02.5
01-01-2022,GB,Hydrogen,Batteries,7,93,00:02.5
01-01-2022,FR,Hydrogen,Batteries,11,89,00:02.5
01-01-2022,FI,Hydrogen,Batteries,13,87,00:02.5
01-01-2022,ES,Hydrogen,Batteries,8,92,00:02.5
01-01-2022,EG,Hydrogen,Batteries,17,83,00:02.5
01-01-2022,DK,Hydrogen,Batteries,9,91,00:02.5
01-01-2022,DE,Hydrogen,Batteries,16,84,00:02.5
01-01-2022,CZ,Hydrogen,Batteries,9,91,00:02.5
01-01-2022,CO,Hydrogen,Batteries,6,94,00:02.5
01-01-2022,CL,Hydrogen,Batteries,4,96,00:02.5
01-01-2022,CH,Hydrogen,Batteries,12,88,00:02.5
01-01-2022,CA,Hydrogen,Batteries,5,95,00:02.5
01-01-2022,BR,Hydrogen,Batteries,3,97,00:02.5
01-01-2022,BE,Hydrogen,Batteries,8,92,00:02.5
01-01-2022,AU,Hydrogen,Batteries,5,95,00:02.5
01-01-2022,AT,Hydrogen,Batteries,14,86,00:02.5
01-01-2022,AR,Hydrogen,Batteries,3,97,00:02.5
01-01-2022,ZA,Hydrogen,Air conditioner,33,67,00:02.5
01-01-2022,US,Hydrogen,Air conditioner,71,29,00:02.5
01-01-2022,TR,Hydrogen,Air conditioner,21,79,00:02.5
01-01-2022,TH,Hydrogen,Air conditioner,45,55,00:02.5
01-01-2022,SK,Hydrogen,Air conditioner,54,46,00:02.5
01-01-2022,PT,Hydrogen,Air conditioner,47,53,00:02.5
01-01-2022,PL,Hydrogen,Air conditioner,55,45,00:02.5
01-01-2022,PE,Hydrogen,Air conditioner,45,55,00:02.5
01-01-2022,NZ,Hydrogen,Air conditioner,28,72,00:02.5
01-01-2022,NL,Hydrogen,Air conditioner,71,29,00:02.5
01-01-2022,NG,Hydrogen,Air conditioner,68,32,00:02.5
01-01-2022,MX,Hydrogen,Air conditioner,82,18,00:02.5
01-01-2022,KR,Hydrogen,Air conditioner,63,37,00:02.5
01-01-2022,JP,Hydrogen,Air conditioner,19,81,00:02.5
01-01-2022,IT,Hydrogen,Air conditioner,27,73,00:02.5
01-01-2022,IN,Hydrogen,Air conditioner,81,19,00:02.5
01-01-2022,IL,Hydrogen,Air conditioner,18,82,00:02.5
01-01-2022,ID,Hydrogen,Air conditioner,15,85,00:02.5
01-01-2022,HU,Hydrogen,Air conditioner,26,74,00:02.5
01-01-2022,GR,Hydrogen,Air conditioner,91,9,00:02.5
01-01-2022,GB,Hydrogen,Air conditioner,90,10,00:02.5
01-01-2022,FR,Hydrogen,Air conditioner,86,14,00:02.5
01-01-2022,ES,Hydrogen,Air conditioner,64,36,00:02.5
01-01-2022,EG,Hydrogen,Air conditioner,62,38,00:02.5
01-01-2022,DK,Hydrogen,Air conditioner,66,34,00:02.5
01-01-2022,DE,Hydrogen,Air conditioner,64,36,00:02.5
01-01-2022,CZ,Hydrogen,Air conditioner,59,41,00:02.5
01-01-2022,CO,Hydrogen,Air conditioner,38,62,00:02.5
01-01-2022,CL,Hydrogen,Air conditioner,16,84,00:02.5
01-01-2022,CH,Hydrogen,Air conditioner,73,27,00:02.5
01-01-2022,CA,Hydrogen,Air conditioner,72,28,00:02.5
01-01-2022,BR,Hydrogen,Air conditioner,5,95,00:02.5
01-01-2022,AU,Hydrogen,Air conditioner,24,76,00:02.5
01-01-2022,AT,Hydrogen,Air conditioner,59,41,00:02.5
01-01-2022,AR,Hydrogen,Air conditioner,4,96,00:02.5
01-01-2022,SG,hydroelectricity,Washing machine,3,97,00:02.5
01-01-2022,NO,hydroelectricity,Washing machine,1,99,00:02.5
01-01-2022,NG,hydroelectricity,Washing machine,5,95,00:02.5
01-01-2022,KR,hydroelectricity,Washing machine,6,94,00:02.5
01-01-2022,JP,hydroelectricity,Washing machine,2,98,00:02.5
01-01-2022,IN,hydroelectricity,Washing machine,4,96,00:02.5
01-01-2022,IL,hydroelectricity,Washing machine,1,99,00:02.5
01-01-2022,GR,hydroelectricity,Washing machine,1,99,00:02.5
01-01-2022,GB,hydroelectricity,Washing machine,1,99,00:02.5
01-01-2022,FR,hydroelectricity,Washing machine,1,99,00:02.5
01-01-2022,CA,hydroelectricity,Washing machine,2,98,00:02.5
01-01-2022,BR,hydroelectricity,Washing machine,1,99,00:02.5
01-01-2022,BE,hydroelectricity,Washing machine,1,99,00:02.5
01-01-2022,US,hydroelectricity,Ventilation,19,81,00:02.5
01-01-2022,TR,hydroelectricity,Ventilation,3,97,00:02.5
01-01-2022,TH,hydroelectricity,Ventilation,15,85,00:02.5
01-01-2022,SG,hydroelectricity,Ventilation,37,63,00:02.5
01-01-2022,PT,hydroelectricity,Ventilation,8,92,00:02.5
01-01-2022,NO,hydroelectricity,Ventilation,4,96,00:02.5
01-01-2022,NG,hydroelectricity,Ventilation,41,59,00:02.5
01-01-2022,MX,hydroelectricity,Ventilation,6,94,00:02.5
01-01-2022,KR,hydroelectricity,Ventilation,35,65,00:02.5
01-01-2022,JP,hydroelectricity,Ventilation,12,88,00:02.5
01-01-2022,IN,hydroelectricity,Ventilation,56,44,00:02.5
01-01-2022,ID,hydroelectricity,Ventilation,4,96,00:02.5
01-01-2022,GR,hydroelectricity,Ventilation,19,81,00:02.5
01-01-2022,GB,hydroelectricity,Ventilation,15,85,00:02.5
01-01-2022,FR,hydroelectricity,Ventilation,10,90,00:02.5
01-01-2022,ES,hydroelectricity,Ventilation,2,98,00:02.5
01-01-2022,EG,hydroelectricity,Ventilation,33,67,00:02.5
01-01-2022,DE,hydroelectricity,Ventilation,9,91,00:02.5
01-01-2022,CH,hydroelectricity,Ventilation,11,89,00:02.5
01-01-2022,CA,hydroelectricity,Ventilation,21,79,00:02.5
01-01-2022,BR,hydroelectricity,Ventilation,27,73,00:02.5
01-01-2022,BE,hydroelectricity,Ventilation,4,96,00:02.5
01-01-2022,AU,hydroelectricity,Ventilation,2,98,00:02.5
01-01-2022,AR,hydroelectricity,Ventilation,4,96,00:02.5
01-01-2022,US,hydroelectricity,Smart meter,67,33,00:02.5
01-01-2022,TR,hydroelectricity,Smart meter,37,63,00:02.5
01-01-2022,TH,hydroelectricity,Smart meter,44,56,00:02.5
01-01-2022,SG,hydroelectricity,Smart meter,70,30,00:02.5
01-01-2022,JP,hydroelectricity,Smart meter,71,29,00:02.5
01-01-2022,IN,hydroelectricity,Smart meter,70,30,00:02.5
01-01-2022,ID,hydroelectricity,Smart meter,36,64,00:02.5
01-01-2022,GB,hydroelectricity,Smart meter,5,95,00:02.5
01-01-2022,FR,hydroelectricity,Smart meter,80,20,00:02.5
01-01-2022,ES,hydroelectricity,Smart meter,50,50,00:02.5
01-01-2022,DE,hydroelectricity,Smart meter,5,95,00:02.5
01-01-2022,CH,hydroelectricity,Smart meter,40,60,00:02.5
01-01-2022,CA,hydroelectricity,Smart meter,82,18,00:02.5
01-01-2022,BR,hydroelectricity,Smart meter,94,6,00:02.5
01-01-2022,BE,hydroelectricity,Smart meter,5,95,00:02.5
01-01-2022,AU,hydroelectricity,Smart meter,9,91,00:02.5
01-01-2022,SG,hydroelectricity,Refrigerator,2,98,00:02.5
01-01-2022,NO,hydroelectricity,Refrigerator,1,99,00:02.5
01-01-2022,NG,hydroelectricity,Refrigerator,2,98,00:02.5
01-01-2022,KR,hydroelectricity,Refrigerator,4,96,00:02.5
01-01-2022,JP,hydroelectricity,Refrigerator,2,98,00:02.5
01-01-2022,IN,hydroelectricity,Refrigerator,5,95,00:02.5
01-01-2022,GR,hydroelectricity,Refrigerator,1,99,00:02.5
01-01-2022,FR,hydroelectricity,Refrigerator,1,99,00:02.5
01-01-2022,CA,hydroelectricity,Refrigerator,1,99,00:02.5
01-01-2022,US,hydroelectricity,Petroleum,2,98,00:02.5
01-01-2022,TH,hydroelectricity,Petroleum,1,99,00:02.5
01-01-2022,SG,hydroelectricity,Petroleum,6,94,00:02.5
01-01-2022,PT,hydroelectricity,Petroleum,2,98,00:02.5
01-01-2022,NO,hydroelectricity,Petroleum,5,95,00:02.5
01-01-2022,NG,hydroelectricity,Petroleum,1,99,00:02.5
01-01-2022,MX,hydroelectricity,Petroleum,1,99,00:02.5
01-01-2022,KR,hydroelectricity,Petroleum,10,90,00:02.5
01-01-2022,JP,hydroelectricity,Petroleum,7,93,00:02.5
01-01-2022,IN,hydroelectricity,Petroleum,6,94,00:02.5
01-01-2022,IL,hydroelectricity,Petroleum,2,98,00:02.5
01-01-2022,GR,hydroelectricity,Petroleum,1,99,00:02.5
01-01-2022,GB,hydroelectricity,Petroleum,4,96,00:02.5
01-01-2022,FR,hydroelectricity,Petroleum,3,97,00:02.5
01-01-2022,EG,hydroelectricity,Petroleum,1,99,00:02.5
01-01-2022,DE,hydroelectricity,Petroleum,1,99,00:02.5
01-01-2022,CN,hydroelectricity,Petroleum,12,88,00:02.5
01-01-2022,CH,hydroelectricity,Petroleum,2,98,00:02.5
01-01-2022,CA,hydroelectricity,Petroleum,4,96,00:02.5
01-01-2022,BR,hydroelectricity,Petroleum,7,93,00:02.5
01-01-2022,BE,hydroelectricity,Petroleum,2,98,00:02.5
01-01-2022,AR,hydroelectricity,Petroleum,1,99,00:02.5
01-01-2022,SG,hydroelectricity,Oil,1,99,00:02.5
01-01-2022,KR,hydroelectricity,Oil,1,99,00:02.5
01-01-2022,IN,hydroelectricity,Oil,1,99,00:02.5
01-01-2022,US,hydroelectricity,nuclear,6,94,00:02.5
01-01-2022,TR,hydroelectricity,nuclear,2,98,00:02.5
01-01-2022,TH,hydroelectricity,nuclear,2,98,00:02.5
01-01-2022,SG,hydroelectricity,nuclear,12,88,00:02.5
01-01-2022,PT,hydroelectricity,nuclear,6,94,00:02.5
01-01-2022,NG,hydroelectricity,nuclear,8,92,00:02.5
01-01-2022,MX,hydroelectricity,nuclear,2,98,00:02.5
01-01-2022,KR,hydroelectricity,nuclear,12,88,00:02.5
01-01-2022,JP,hydroelectricity,nuclear,23,77,00:02.5
01-01-2022,IN,hydroelectricity,nuclear,21,79,00:02.5
01-01-2022,IL,hydroelectricity,nuclear,13,87,00:02.5
01-01-2022,ID,hydroelectricity,nuclear,10,90,00:02.5
01-01-2022,GR,hydroelectricity,nuclear,17,83,00:02.5
01-01-2022,GB,hydroelectricity,nuclear,6,94,00:02.5
01-01-2022,FR,hydroelectricity,nuclear,8,92,00:02.5
01-01-2022,ES,hydroelectricity,nuclear,2,98,00:02.5
01-01-2022,EG,hydroelectricity,nuclear,13,87,00:02.5
01-01-2022,CN,hydroelectricity,nuclear,24,76,00:02.5
01-01-2022,CH,hydroelectricity,nuclear,8,92,00:02.5
01-01-2022,CA,hydroelectricity,nuclear,12,88,00:02.5
01-01-2022,BR,hydroelectricity,nuclear,22,78,00:02.5
01-01-2022,BE,hydroelectricity,nuclear,3,97,00:02.5
01-01-2022,AU,hydroelectricity,nuclear,4,96,00:02.5
01-01-2022,AR,hydroelectricity,nuclear,5,95,00:02.5
01-01-2022,US,hydroelectricity,natural gas,1,99,00:02.5
01-01-2022,TH,hydroelectricity,natural gas,3,97,00:02.5
01-01-2022,SG,hydroelectricity,natural gas,10,90,00:02.5
01-01-2022,PT,hydroelectricity,natural gas,1,99,00:02.5
01-01-2022,NO,hydroelectricity,natural gas,7,93,00:02.5
01-01-2022,NG,hydroelectricity,natural gas,3,97,00:02.5
01-01-2022,KR,hydroelectricity,natural gas,10,90,00:02.5
01-01-2022,JP,hydroelectricity,natural gas,39,61,00:02.5
01-01-2022,IN,hydroelectricity,natural gas,11,89,00:02.5
01-01-2022,IL,hydroelectricity,natural gas,2,98,00:02.5
01-01-2022,GR,hydroelectricity,natural gas,2,98,00:02.5
01-01-2022,GB,hydroelectricity,natural gas,2,98,00:02.5
01-01-2022,FR,hydroelectricity,natural gas,2,98,00:02.5
01-01-2022,EG,hydroelectricity,natural gas,1,99,00:02.5
01-01-2022,CH,hydroelectricity,natural gas,2,98,00:02.5
01-01-2022,CA,hydroelectricity,natural gas,3,97,00:02.5
01-01-2022,BR,hydroelectricity,natural gas,8,92,00:02.5
01-01-2022,BE,hydroelectricity,natural gas,1,99,00:02.5
01-01-2022,US,hydroelectricity,LED lamp,5,95,00:02.5
01-01-2022,TR,hydroelectricity,LED lamp,1,99,00:02.5
01-01-2022,TH,hydroelectricity,LED lamp,1,99,00:02.5
01-01-2022,SG,hydroelectricity,LED lamp,19,81,00:02.5
01-01-2022,PT,hydroelectricity,LED lamp,5,95,00:02.5
01-01-2022,NO,hydroelectricity,LED lamp,6,94,00:02.5
01-01-2022,KR,hydroelectricity,LED lamp,23,77,00:02.5
01-01-2022,JP,hydroelectricity,LED lamp,5,95,00:02.5
01-01-2022,IN,hydroelectricity,LED lamp,21,79,00:02.5
01-01-2022,GR,hydroelectricity,LED lamp,13,87,00:02.5
01-01-2022,GB,hydroelectricity,LED lamp,5,95,00:02.5
01-01-2022,FR,hydroelectricity,LED lamp,5,95,00:02.5
01-01-2022,CH,hydroelectricity,LED lamp,1,99,00:02.5
01-01-2022,CA,hydroelectricity,LED lamp,10,90,00:02.5
01-01-2022,BR,hydroelectricity,LED lamp,6,94,00:02.5
01-01-2022,BE,hydroelectricity,LED lamp,1,99,00:02.5
01-01-2022,AU,hydroelectricity,LED lamp,1,99,00:02.5
01-01-2022,AR,hydroelectricity,LED lamp,1,99,00:02.5
01-01-2022,US,hydroelectricity,Insulated glazing,44,56,00:02.5
01-01-2022,TR,hydroelectricity,Insulated glazing,37,63,00:02.5
01-01-2022,TH,hydroelectricity,Insulated glazing,31,69,00:02.5
01-01-2022,SG,hydroelectricity,Insulated glazing,78,22,00:02.5
01-01-2022,PT,hydroelectricity,Insulated glazing,18,82,00:02.5
01-01-2022,MX,hydroelectricity,Insulated glazing,67,33,00:02.5
01-01-2022,KR,hydroelectricity,Insulated glazing,95,5,00:02.5
01-01-2022,JP,hydroelectricity,Insulated glazing,74,26,00:02.5
01-01-2022,IN,hydroelectricity,Insulated glazing,96,4,00:02.5
01-01-2022,ID,hydroelectricity,Insulated glazing,23,77,00:02.5
01-01-2022,GR,hydroelectricity,Insulated glazing,86,14,00:02.5
01-01-2022,GB,hydroelectricity,Insulated glazing,8,92,00:02.5
01-01-2022,FR,hydroelectricity,Insulated glazing,28,72,00:02.5
01-01-2022,ES,hydroelectricity,Insulated glazing,43,57,00:02.5
01-01-2022,EG,hydroelectricity,Insulated glazing,67,33,00:02.5
01-01-2022,DE,hydroelectricity,Insulated glazing,7,93,00:02.5
01-01-2022,CN,hydroelectricity,Insulated glazing,75,25,00:02.5
01-01-2022,CH,hydroelectricity,Insulated glazing,50,50,00:02.5
01-01-2022,CA,hydroelectricity,Insulated glazing,66,34,00:02.5
01-01-2022,BR,hydroelectricity,Insulated glazing,75,25,00:02.5
01-01-2022,BE,hydroelectricity,Insulated glazing,11,89,00:02.5
01-01-2022,AU,hydroelectricity,Insulated glazing,6,94,00:02.5
01-01-2022,AR,hydroelectricity,Insulated glazing,27,73,00:02.5
01-01-2022,US,hydroelectricity,Induction range,28,72,00:02.5
01-01-2022,TR,hydroelectricity,Induction range,27,73,00:02.5
01-01-2022,TH,hydroelectricity,Induction range,28,72,00:02.5
01-01-2022,SG,hydroelectricity,Induction range,16,84,00:02.5
01-01-2022,NO,hydroelectricity,Induction range,12,88,00:02.5
01-01-2022,MX,hydroelectricity,Induction range,6,94,00:02.5
01-01-2022,KR,hydroelectricity,Induction range,67,33,00:02.5
01-01-2022,JP,hydroelectricity,Induction range,7,93,00:02.5
01-01-2022,IN,hydroelectricity,Induction range,37,63,00:02.5
01-01-2022,ID,hydroelectricity,Induction range,25,75,00:02.5
01-01-2022,GR,hydroelectricity,Induction range,25,75,00:02.5
01-01-2022,GB,hydroelectricity,Induction range,29,71,00:02.5
01-01-2022,FR,hydroelectricity,Induction range,4,96,00:02.5
01-01-2022,CH,hydroelectricity,Induction range,4,96,00:02.5
01-01-2022,CA,hydroelectricity,Induction range,24,76,00:02.5
01-01-2022,BR,hydroelectricity,Induction range,50,50,00:02.5
01-01-2022,BE,hydroelectricity,Induction range,5,95,00:02.5
01-01-2022,AU,hydroelectricity,Induction range,5,95,00:02.5
01-01-2022,AR,hydroelectricity,Induction range,21,79,00:02.5
01-01-2022,US,hydroelectricity,Hydrogen,3,97,00:02.5
01-01-2022,TR,hydroelectricity,Hydrogen,1,99,00:02.5
01-01-2022,SG,hydroelectricity,Hydrogen,9,91,00:02.5
01-01-2022,PT,hydroelectricity,Hydrogen,2,98,00:02.5
01-01-2022,NO,hydroelectricity,Hydrogen,7,93,00:02.5
01-01-2022,NG,hydroelectricity,Hydrogen,5,95,00:02.5
01-01-2022,MX,hydroelectricity,Hydrogen,1,99,00:02.5
01-01-2022,KR,hydroelectricity,Hydrogen,6,94,00:02.5
01-01-2022,JP,hydroelectricity,Hydrogen,8,92,00:02.5
01-01-2022,IN,hydroelectricity,Hydrogen,7,93,00:02.5
01-01-2022,IL,hydroelectricity,Hydrogen,7,93,00:02.5
01-01-2022,GB,hydroelectricity,Hydrogen,5,95,00:02.5
01-01-2022,FR,hydroelectricity,Hydrogen,9,91,00:02.5
01-01-2022,ES,hydroelectricity,Hydrogen,1,99,00:02.5
01-01-2022,EG,hydroelectricity,Hydrogen,3,97,00:02.5
01-01-2022,CN,hydroelectricity,Hydrogen,12,88,00:02.5
01-01-2022,CH,hydroelectricity,Hydrogen,2,98,00:02.5
01-01-2022,CA,hydroelectricity,Hydrogen,10,90,00:02.5
01-01-2022,BR,hydroelectricity,Hydrogen,16,84,00:02.5
01-01-2022,BE,hydroelectricity,Hydrogen,5,95,00:02.5
01-01-2022,AU,hydroelectricity,Hydrogen,1,99,00:02.5
01-01-2022,AR,hydroelectricity,Hydrogen,3,97,00:02.5
01-01-2022,US,hydroelectricity,Hybrid vehicle,2,98,00:02.5
01-01-2022,TR,hydroelectricity,Hybrid vehicle,3,97,00:02.5
01-01-2022,TH,hydroelectricity,Hybrid vehicle,2,98,00:02.5
01-01-2022,SG,hydroelectricity,Hybrid vehicle,8,92,00:02.5
01-01-2022,PT,hydroelectricity,Hybrid vehicle,1,99,00:02.5
01-01-2022,NO,hydroelectricity,Hybrid vehicle,4,96,00:02.5
01-01-2022,MX,hydroelectricity,Hybrid vehicle,1,99,00:02.5
01-01-2022,KR,hydroelectricity,Hybrid vehicle,7,93,00:02.5
01-01-2022,JP,hydroelectricity,Hybrid vehicle,4,96,00:02.5
01-01-2022,IN,hydroelectricity,Hybrid vehicle,34,66,00:02.5
01-01-2022,IL,hydroelectricity,Hybrid vehicle,9,91,00:02.5
01-01-2022,ID,hydroelectricity,Hybrid vehicle,2,98,00:02.5
01-01-2022,GR,hydroelectricity,Hybrid vehicle,3,97,00:02.5
01-01-2022,GB,hydroelectricity,Hybrid vehicle,2,98,00:02.5
01-01-2022,FR,hydroelectricity,Hybrid vehicle,2,98,00:02.5
01-01-2022,CH,hydroelectricity,Hybrid vehicle,1,99,00:02.5
01-01-2022,CA,hydroelectricity,Hybrid vehicle,4,96,00:02.5
01-01-2022,BR,hydroelectricity,Hybrid vehicle,14,86,00:02.5
01-01-2022,AR,hydroelectricity,Hybrid vehicle,3,97,00:02.5
01-01-2022,US,hydroelectricity,Home automation,16,84,00:02.5
01-01-2022,TR,hydroelectricity,Home automation,54,46,00:02.5
01-01-2022,TH,hydroelectricity,Home automation,7,93,00:02.5
01-01-2022,SG,hydroelectricity,Home automation,47,53,00:02.5
01-01-2022,PT,hydroelectricity,Home automation,10,90,00:02.5
01-01-2022,NO,hydroelectricity,Home automation,18,82,00:02.5
01-01-2022,NG,hydroelectricity,Home automation,35,65,00:02.5
01-01-2022,MX,hydroelectricity,Home automation,14,86,00:02.5
01-01-2022,KR,hydroelectricity,Home automation,41,59,00:02.5
01-01-2022,JP,hydroelectricity,Home automation,86,14,00:02.5
01-01-2022,IN,hydroelectricity,Home automation,60,40,00:02.5
01-01-2022,IL,hydroelectricity,Home automation,21,79,00:02.5
01-01-2022,ID,hydroelectricity,Home automation,11,89,00:02.5
01-01-2022,GR,hydroelectricity,Home automation,50,50,00:02.5
01-01-2022,GB,hydroelectricity,Home automation,27,73,00:02.5
01-01-2022,FR,hydroelectricity,Home automation,20,80,00:02.5
01-01-2022,ES,hydroelectricity,Home automation,4,96,00:02.5
01-01-2022,EG,hydroelectricity,Home automation,19,81,00:02.5
01-01-2022,CH,hydroelectricity,Home automation,6,94,00:02.5
01-01-2022,CA,hydroelectricity,Home automation,23,77,00:02.5
01-01-2022,BR,hydroelectricity,Home automation,48,52,00:02.5
01-01-2022,BE,hydroelectricity,Home automation,9,91,00:02.5
01-01-2022,AU,hydroelectricity,Home automation,3,97,00:02.5
01-01-2022,AR,hydroelectricity,Home automation,15,85,00:02.5
01-01-2022,US,hydroelectricity,"heating, ventilation, and air conditioning",2,98,00:02.5
01-01-2022,TR,hydroelectricity,"heating, ventilation, and air conditioning",26,74,00:02.5
01-01-2022,TH,hydroelectricity,"heating, ventilation, and air conditioning",9,91,00:02.5
01-01-2022,SG,hydroelectricity,"heating, ventilation, and air conditioning",50,50,00:02.5
01-01-2022,PT,hydroelectricity,"heating, ventilation, and air conditioning",9,91,00:02.5
01-01-2022,NO,hydroelectricity,"heating, ventilation, and air conditioning",12,88,00:02.5
01-01-2022,NG,hydroelectricity,"heating, ventilation, and air conditioning",41,59,00:02.5
01-01-2022,MX,hydroelectricity,"heating, ventilation, and air conditioning",14,86,00:02.5
01-01-2022,KR,hydroelectricity,"heating, ventilation, and air conditioning",39,61,00:02.5
01-01-2022,JP,hydroelectricity,"heating, ventilation, and air conditioning",81,19,00:02.5
01-01-2022,IN,hydroelectricity,"heating, ventilation, and air conditioning",43,57,00:02.5
01-01-2022,IL,hydroelectricity,"heating, ventilation, and air conditioning",30,70,00:02.5
01-01-2022,ID,hydroelectricity,"heating, ventilation, and air conditioning",5,95,00:02.5
01-01-2022,GB,hydroelectricity,"heating, ventilation, and air conditioning",32,68,00:02.5
01-01-2022,FR,hydroelectricity,"heating, ventilation, and air conditioning",56,44,00:02.5
01-01-2022,ES,hydroelectricity,"heating, ventilation, and air conditioning",5,95,00:02.5
01-01-2022,EG,hydroelectricity,"heating, ventilation, and air conditioning",17,83,00:02.5
01-01-2022,DE,hydroelectricity,"heating, ventilation, and air conditioning",12,88,00:02.5
01-01-2022,CA,hydroelectricity,"heating, ventilation, and air conditioning",9,91,00:02.5
01-01-2022,BR,hydroelectricity,"heating, ventilation, and air conditioning",32,68,00:02.5
01-01-2022,BE,hydroelectricity,"heating, ventilation, and air conditioning",19,81,00:02.5
01-01-2022,AU,hydroelectricity,"heating, ventilation, and air conditioning",3,97,00:02.5
01-01-2022,AR,hydroelectricity,"heating, ventilation, and air conditioning",6,94,00:02.5
01-01-2022,US,hydroelectricity,Heat pump,6,94,00:02.5
01-01-2022,TR,hydroelectricity,Heat pump,5,95,00:02.5
01-01-2022,TH,hydroelectricity,Heat pump,9,91,00:02.5
01-01-2022,PT,hydroelectricity,Heat pump,3,97,00:02.5
01-01-2022,NO,hydroelectricity,Heat pump,1,99,00:02.5
01-01-2022,MX,hydroelectricity,Heat pump,13,87,00:02.5
01-01-2022,KR,hydroelectricity,Heat pump,55,45,00:02.5
01-01-2022,JP,hydroelectricity,Heat pump,49,51,00:02.5
01-01-2022,IN,hydroelectricity,Heat pump,68,32,00:02.5
01-01-2022,IL,hydroelectricity,Heat pump,15,85,00:02.5
01-01-2022,ID,hydroelectricity,Heat pump,6,94,00:02.5
01-01-2022,GR,hydroelectricity,Heat pump,10,90,00:02.5
01-01-2022,GB,hydroelectricity,Heat pump,6,94,00:02.5
01-01-2022,FR,hydroelectricity,Heat pump,3,97,00:02.5
01-01-2022,ES,hydroelectricity,Heat pump,2,98,00:02.5
01-01-2022,CH,hydroelectricity,Heat pump,1,99,00:02.5
01-01-2022,CA,hydroelectricity,Heat pump,7,93,00:02.5
01-01-2022,BR,hydroelectricity,Heat pump,75,25,00:02.5
01-01-2022,BE,hydroelectricity,Heat pump,2,98,00:02.5
01-01-2022,AU,hydroelectricity,Heat pump,1,99,00:02.5
01-01-2022,US,hydroelectricity,geothermal,63,37,00:02.5
01-01-2022,TR,hydroelectricity,geothermal,88,12,00:02.5
01-01-2022,JP,hydroelectricity,geothermal,93,7,00:02.5
01-01-2022,ID,hydroelectricity,geothermal,57,43,00:02.5
01-01-2022,GB,hydroelectricity,geothermal,87,13,00:02.5
01-01-2022,FR,hydroelectricity,geothermal,86,14,00:02.5
01-01-2022,ES,hydroelectricity,geothermal,60,40,00:02.5
01-01-2022,DE,hydroelectricity,geothermal,1,99,00:02.5
01-01-2022,CH,hydroelectricity,geothermal,25,75,00:02.5
01-01-2022,CA,hydroelectricity,geothermal,67,33,00:02.5
01-01-2022,AU,hydroelectricity,geothermal,67,33,00:02.5
01-01-2022,US,hydroelectricity,fuel cell,31,69,00:02.5
01-01-2022,TR,hydroelectricity,fuel cell,47,53,00:02.5
01-01-2022,TH,hydroelectricity,fuel cell,33,67,00:02.5
01-01-2022,SG,hydroelectricity,fuel cell,64,36,00:02.5
01-01-2022,NO,hydroelectricity,fuel cell,57,43,00:02.5
01-01-2022,NG,hydroelectricity,fuel cell,72,28,00:02.5
01-01-2022,MX,hydroelectricity,fuel cell,57,43,00:02.5
01-01-2022,KR,hydroelectricity,fuel cell,23,77,00:02.5
01-01-2022,JP,hydroelectricity,fuel cell,46,54,00:02.5
01-01-2022,IN,hydroelectricity,fuel cell,65,35,00:02.5
01-01-2022,IL,hydroelectricity,fuel cell,60,40,00:02.5
