year,country_ISO3,number_of_companies,sector
2005.0,EGY,1,energy_and_green
2005.0,ESP,19,energy_and_non_green
2005.0,ESP,25,energy_and_green
2005.0,EST,1,energy_and_green
2005.0,FIN,2,energy_and_green
2005.0,FRA,17,energy_and_non_green
2005.0,FRA,17,energy_and_green
2005.0,GBR,50,energy_and_non_green
2005.0,GBR,32,energy_and_green
2005.0,GRC,3,energy_and_non_green
2005.0,GRC,1,energy_and_green
2005.0,HKG,1,energy_and_non_green
2005.0,HKG,1,energy_and_green
2005.0,HRV,1,energy_and_green
2005.0,HUN,4,energy_and_non_green
2005.0,HUN,1,energy_and_green
2005.0,IDN,4,energy_and_non_green
2005.0,IND,16,energy_and_non_green
2005.0,IND,6,energy_and_green
2005.0,IRL,5,energy_and_green
2005.0,ISR,2,energy_and_non_green
2005.0,ISR,1,energy_and_green
2005.0,ITA,6,energy_and_non_green
2005.0,ITA,14,energy_and_green
2005.0,JPN,8,energy_and_non_green
2005.0,JPN,8,energy_and_green
2005.0,KAZ,1,energy_and_non_green
2005.0,KEN,1,energy_and_non_green
2005.0,KOR,4,energy_and_non_green
2005.0,KOR,1,energy_and_green
2005.0,LUX,2,energy_and_green
2005.0,MEX,1,energy_and_green
2005.0,MMR,1,energy_and_non_green
2005.0,MYS,1,energy_and_non_green
2005.0,NGA,3,energy_and_non_green
2005.0,NLD,15,energy_and_non_green
2005.0,NLD,6,energy_and_green
2005.0,NOR,13,energy_and_non_green
2005.0,NOR,3,energy_and_green
2005.0,NZL,2,energy_and_non_green
2005.0,NZL,1,energy_and_green
2005.0,PAN,1,energy_and_non_green
2005.0,POL,2,energy_and_non_green
2005.0,PRT,3,energy_and_non_green
2005.0,ROM,4,energy_and_non_green
2005.0,ROM,2,energy_and_green
2005.0,RUS,15,energy_and_non_green
2005.0,SAU,1,energy_and_non_green
2005.0,SGP,5,energy_and_non_green
2005.0,SGP,2,energy_and_green
2005.0,SRB,1,energy_and_non_green
2005.0,SVK,3,energy_and_non_green
2005.0,SWE,16,energy_and_non_green
2005.0,SWE,5,energy_and_green
2005.0,THA,2,energy_and_non_green
2005.0,THA,1,energy_and_green
2005.0,TUN,1,energy_and_non_green
2005.0,TUR,1,energy_and_non_green
2005.0,TUR,1,energy_and_green
2005.0,TWN,2,energy_and_non_green
2005.0,UGA,3,energy_and_non_green
2005.0,UKR,6,energy_and_non_green
2005.0,UKR,4,energy_and_green
2005.0,USA,240,energy_and_non_green
2005.0,USA,117,energy_and_green
2005.0,VNM,1,energy_and_non_green
2005.0,VNM,2,energy_and_green
2005.0,ZAF,3,energy_and_non_green
2005.0,ZAF,1,energy_and_green
2006.0,ARE,4,energy_and_non_green
2006.0,ARE,1,energy_and_green
2006.0,AUS,26,energy_and_non_green
2006.0,AUS,5,energy_and_green
2006.0,BEL,4,energy_and_non_green
2006.0,BEL,2,energy_and_green
2006.0,BRA,6,energy_and_non_green
2006.0,CAN,56,energy_and_non_green
2006.0,CAN,30,energy_and_green
2006.0,CHE,16,energy_and_non_green
2006.0,CHE,7,energy_and_green
2006.0,CHN,44,energy_and_non_green
2006.0,CHN,17,energy_and_green
2006.0,COD,1,energy_and_non_green
2006.0,CYM,1,energy_and_non_green
2006.0,CYP,1,energy_and_non_green
2006.0,CYP,1,energy_and_green
2006.0,CZE,10,energy_and_non_green
2006.0,CZE,2,energy_and_green
2006.0,DEU,28,energy_and_non_green
2006.0,DEU,18,energy_and_green
2006.0,DNK,7,energy_and_non_green
2006.0,DNK,12,energy_and_green
2006.0,ESP,21,energy_and_non_green
2006.0,ESP,17,energy_and_green
2006.0,FIN,1,energy_and_non_green
2006.0,FRA,11,energy_and_non_green
2006.0,FRA,18,energy_and_green
2006.0,GBR,51,energy_and_non_green
2006.0,GBR,29,energy_and_green
2006.0,GRC,1,energy_and_non_green
2006.0,GRC,3,energy_and_green
2006.0,HKG,1,energy_and_non_green
2006.0,HKG,2,energy_and_green
2006.0,HRV,1,energy_and_green
2006.0,HUN,4,energy_and_non_green
2006.0,IDN,3,energy_and_non_green
2006.0,IND,12,energy_and_non_green
2006.0,IND,11,energy_and_green
2006.0,IRL,4,energy_and_non_green
2006.0,IRL,3,energy_and_green
2006.0,ISL,1,energy_and_non_green
2006.0,ISL,2,energy_and_green
2006.0,ISR,2,energy_and_non_green
2006.0,ISR,7,energy_and_green
2006.0,ITA,12,energy_and_non_green
2006.0,ITA,12,energy_and_green
2006.0,JEY,1,energy_and_non_green
2006.0,JOR,1,energy_and_non_green
2006.0,JPN,11,energy_and_non_green
2006.0,JPN,13,energy_and_green
2006.0,KAZ,1,energy_and_non_green
2006.0,KHM,1,energy_and_non_green
2006.0,KOR,2,energy_and_non_green
2006.0,KOR,3,energy_and_green
2006.0,LTU,1,energy_and_non_green
2006.0,MAR,1,energy_and_non_green
2006.0,MDG,1,energy_and_green
2006.0,MEX,1,energy_and_non_green
2006.0,MYS,2,energy_and_non_green
2006.0,MYS,1,energy_and_green
2006.0,NGA,2,energy_and_non_green
2006.0,NGA,2,energy_and_green
2006.0,NLD,15,energy_and_non_green
2006.0,NLD,9,energy_and_green
2006.0,NOR,10,energy_and_non_green
2006.0,NOR,2,energy_and_green
2006.0,NZL,1,energy_and_non_green
2006.0,NZL,1,energy_and_green
2006.0,PAK,1,energy_and_non_green
2006.0,POL,3,energy_and_non_green
2006.0,POL,3,energy_and_green
2006.0,PRT,4,energy_and_non_green
2006.0,PRT,2,energy_and_green
2006.0,ROM,4,energy_and_non_green
2006.0,ROM,2,energy_and_green
2006.0,RUS,9,energy_and_non_green
2006.0,SGP,1,energy_and_non_green
2006.0,SGP,2,energy_and_green
2006.0,SRB,1,energy_and_non_green
2006.0,SRB,1,energy_and_green
2006.0,SVK,1,energy_and_non_green
2006.0,SVK,1,energy_and_green
2006.0,SVN,1,energy_and_green
2006.0,SWE,12,energy_and_non_green
2006.0,SWE,10,energy_and_green
2006.0,THA,2,energy_and_non_green
2006.0,THA,1,energy_and_green
2006.0,TUN,1,energy_and_green
2006.0,TUR,1,energy_and_non_green
2006.0,TUR,1,energy_and_green
2006.0,TWN,1,energy_and_non_green
2006.0,TWN,1,energy_and_green
2006.0,UKR,5,energy_and_non_green
2006.0,UKR,1,energy_and_green
2006.0,USA,232,energy_and_non_green
2006.0,USA,164,energy_and_green
2006.0,VEN,1,energy_and_non_green
2006.0,VNM,2,energy_and_non_green
2006.0,VNM,1,energy_and_green
2006.0,ZAF,4,energy_and_non_green
2006.0,ZAF,2,energy_and_green
2007.0,ALB,1,energy_and_non_green
2007.0,ARE,1,energy_and_non_green
2007.0,ARE,2,energy_and_green
2007.0,ARG,1,energy_and_non_green
2007.0,ARG,1,energy_and_green
2007.0,AUS,18,energy_and_non_green
2007.0,AUS,11,energy_and_green
2007.0,AUT,2,energy_and_non_green
2007.0,BEL,7,energy_and_non_green
2007.0,BEL,8,energy_and_green
2007.0,BGD,4,energy_and_non_green
2007.0,BGD,1,energy_and_green
2007.0,BGR,1,energy_and_green
2007.0,BLR,1,energy_and_non_green
2007.0,BRA,8,energy_and_non_green
2007.0,BRA,2,energy_and_green
2007.0,CAN,49,energy_and_non_green
2007.0,CAN,26,energy_and_green
2007.0,CHE,27,energy_and_non_green
2007.0,CHE,17,energy_and_green
2007.0,CHL,2,energy_and_non_green
2007.0,CHN,41,energy_and_non_green
2007.0,CHN,11,energy_and_green
2007.0,COL,1,energy_and_non_green
2007.0,CYP,1,energy_and_non_green
2007.0,CZE,5,energy_and_non_green
2007.0,CZE,1,energy_and_green
2007.0,DEU,25,energy_and_non_green
2007.0,DEU,25,energy_and_green
2007.0,DNK,10,energy_and_non_green
2007.0,DNK,4,energy_and_green
2007.0,ESP,17,energy_and_non_green
2007.0,ESP,34,energy_and_green
2007.0,EST,1,energy_and_non_green
2007.0,FIN,1,energy_and_non_green
2007.0,FIN,1,energy_and_green
2007.0,FRA,16,energy_and_non_green
2007.0,FRA,19,energy_and_green
2007.0,GBR,59,energy_and_non_green
2007.0,GBR,28,energy_and_green
2007.0,GHA,1,energy_and_non_green
2007.0,GHA,1,energy_and_green
2007.0,GRC,4,energy_and_non_green
2007.0,GRC,8,energy_and_green
2007.0,HKG,1,energy_and_non_green
2007.0,HKG,1,energy_and_green
2007.0,IDN,2,energy_and_non_green
2007.0,IND,16,energy_and_non_green
2007.0,IND,13,energy_and_green
2007.0,IRL,6,energy_and_non_green
2007.0,IRL,3,energy_and_green
2007.0,ISL,2,energy_and_non_green
2007.0,ISL,1,energy_and_green
2007.0,ISR,10,energy_and_non_green
2007.0,ISR,13,energy_and_green
2007.0,ITA,14,energy_and_non_green
2007.0,ITA,17,energy_and_green
2007.0,JEY,1,energy_and_non_green
2007.0,JOR,2,energy_and_non_green
2007.0,JPN,21,energy_and_non_green
2007.0,JPN,10,energy_and_green
2007.0,KOR,6,energy_and_non_green
2007.0,KOR,3,energy_and_green
2007.0,KWT,1,energy_and_non_green
2007.0,MEX,2,energy_and_non_green
2007.0,MLI,1,energy_and_non_green
2007.0,MNG,1,energy_and_non_green
2007.0,MYS,2,energy_and_non_green
2007.0,NGA,1,energy_and_green
2007.0,NLD,10,energy_and_non_green
2007.0,NLD,11,energy_and_green
2007.0,NOR,14,energy_and_non_green
2007.0,NOR,6,energy_and_green
2007.0,NZL,4,energy_and_non_green
2007.0,NZL,1,energy_and_green
2007.0,OMN,1,energy_and_non_green
2007.0,PAK,1,energy_and_non_green
2007.0,PAN,1,energy_and_non_green
2007.0,PER,2,energy_and_non_green
2007.0,PHL,1,energy_and_non_green
2007.0,POL,3,energy_and_non_green
2007.0,POL,1,energy_and_green
2007.0,PRT,6,energy_and_non_green
2007.0,PRT,8,energy_and_green
2007.0,QAT,1,energy_and_non_green
2007.0,ROM,3,energy_and_non_green
2007.0,RUS,6,energy_and_non_green
2007.0,SAU,3,energy_and_non_green
2007.0,SGP,4,energy_and_non_green
2007.0,SGP,1,energy_and_green
2007.0,SVK,6,energy_and_non_green
2007.0,SVN,2,energy_and_non_green
2007.0,SWE,10,energy_and_non_green
2007.0,SWE,9,energy_and_green
2007.0,TGO,1,energy_and_non_green
2007.0,THA,1,energy_and_non_green
2007.0,TUR,2,energy_and_non_green
2007.0,TWN,2,energy_and_non_green
2007.0,TWN,3,energy_and_green
2007.0,UGA,1,energy_and_non_green
2007.0,UKR,6,energy_and_non_green
2007.0,UKR,2,energy_and_green
2007.0,USA,273,energy_and_non_green
2007.0,USA,232,energy_and_green
2007.0,VNM,6,energy_and_non_green
2007.0,VNM,1,energy_and_green
2007.0,ZAF,1,energy_and_non_green
2007.0,ZAF,2,energy_and_green
2007.0,ZMB,1,energy_and_non_green
2008.0,ARE,3,energy_and_non_green
2008.0,ARE,1,energy_and_green
2008.0,AUS,12,energy_and_non_green
2008.0,AUS,13,energy_and_green
2008.0,AUT,2,energy_and_non_green
2008.0,AUT,1,energy_and_green
2008.0,BEL,5,energy_and_non_green
2008.0,BEL,5,energy_and_green
2008.0,BGD,1,energy_and_green
2008.0,BGR,1,energy_and_non_green
2008.0,BGR,1,energy_and_green
2008.0,BIH,1,energy_and_non_green
2008.0,BMU,1,energy_and_non_green
2008.0,BMU,1,energy_and_green
2008.0,BRA,8,energy_and_non_green
2008.0,BRA,5,energy_and_green
2008.0,CAN,43,energy_and_non_green
2008.0,CAN,26,energy_and_green
2008.0,CHE,33,energy_and_non_green
2008.0,CHE,12,energy_and_green
2008.0,CHL,1,energy_and_non_green
2008.0,CHN,47,energy_and_non_green
2008.0,CHN,9,energy_and_green
2008.0,COL,1,energy_and_non_green
2008.0,COL,1,energy_and_green
2008.0,CZE,6,energy_and_non_green
2008.0,CZE,5,energy_and_green
2008.0,DEU,25,energy_and_non_green
2008.0,DEU,22,energy_and_green
2008.0,DNK,6,energy_and_non_green
2008.0,DNK,5,energy_and_green
2008.0,EGY,1,energy_and_non_green
2008.0,EGY,1,energy_and_green
2008.0,ESP,21,energy_and_non_green
2008.0,ESP,12,energy_and_green
2008.0,EST,2,energy_and_non_green
2008.0,EST,1,energy_and_green
2008.0,FIN,5,energy_and_non_green
2008.0,FIN,5,energy_and_green
2008.0,FRA,25,energy_and_non_green
2008.0,FRA,34,energy_and_green
2008.0,GBR,55,energy_and_non_green
2008.0,GBR,37,energy_and_green
2008.0,GGY,1,energy_and_non_green
2008.0,GRC,1,energy_and_non_green
2008.0,GRC,2,energy_and_green
2008.0,HKG,4,energy_and_non_green
2008.0,HKG,1,energy_and_green
2008.0,HRV,1,energy_and_non_green
2008.0,HUN,2,energy_and_non_green
2008.0,HUN,2,energy_and_green
2008.0,IDN,8,energy_and_non_green
2008.0,IDN,4,energy_and_green
2008.0,IND,18,energy_and_non_green
2008.0,IND,20,energy_and_green
2008.0,IRL,4,energy_and_non_green
2008.0,IRL,6,energy_and_green
2008.0,ISL,1,energy_and_non_green
2008.0,ISR,11,energy_and_non_green
2008.0,ISR,11,energy_and_green
2008.0,ITA,14,energy_and_non_green
2008.0,ITA,16,energy_and_green
2008.0,JPN,10,energy_and_non_green
2008.0,JPN,7,energy_and_green
2008.0,KOR,4,energy_and_non_green
2008.0,LKA,1,energy_and_non_green
2008.0,LTU,2,energy_and_non_green
2008.0,LTU,1,energy_and_green
2008.0,MAR,1,energy_and_non_green
2008.0,MYS,5,energy_and_non_green
2008.0,NAM,1,energy_and_green
2008.0,NGA,2,energy_and_non_green
2008.0,NGA,2,energy_and_green
2008.0,NLD,21,energy_and_non_green
2008.0,NLD,12,energy_and_green
2008.0,NOR,11,energy_and_non_green
2008.0,NOR,7,energy_and_green
2008.0,NZL,3,energy_and_non_green
2008.0,NZL,2,energy_and_green
2008.0,PAN,1,energy_and_green
2008.0,POL,2,energy_and_non_green
2008.0,POL,1,energy_and_green
2008.0,PRI,1,energy_and_non_green
2008.0,PRT,1,energy_and_non_green
2008.0,PRT,7,energy_and_green
2008.0,ROM,2,energy_and_non_green
2008.0,ROM,3,energy_and_green
2008.0,RUS,1,energy_and_non_green
2008.0,SAU,1,energy_and_green
2008.0,SGP,4,energy_and_non_green
2008.0,SGP,1,energy_and_green
2008.0,SVK,4,energy_and_non_green
2008.0,SVK,4,energy_and_green
2008.0,SVN,1,energy_and_non_green
2008.0,SVN,1,energy_and_green
2008.0,SWE,12,energy_and_non_green
2008.0,SWE,11,energy_and_green
2008.0,THA,1,energy_and_non_green
2008.0,THA,2,energy_and_green
2008.0,TLS,1,energy_and_non_green
2008.0,TUN,1,energy_and_non_green
2008.0,TUR,3,energy_and_non_green
2008.0,TUR,1,energy_and_green
2008.0,TWN,1,energy_and_non_green
2008.0,TWN,2,energy_and_green
2008.0,UGA,2,energy_and_non_green
2008.0,UGA,1,energy_and_green
2008.0,UKR,9,energy_and_non_green
2008.0,UKR,4,energy_and_green
2008.0,USA,290,energy_and_non_green
2008.0,USA,245,energy_and_green
2008.0,VNM,4,energy_and_non_green
2008.0,VNM,2,energy_and_green
2008.0,ZAF,1,energy_and_non_green
2008.0,ZAF,2,energy_and_green
2009.0,ARE,4,energy_and_non_green
2009.0,ARE,4,energy_and_green
2009.0,AUS,18,energy_and_non_green
2009.0,AUS,12,energy_and_green
2009.0,AUT,3,energy_and_non_green
2009.0,AUT,1,energy_and_green
2009.0,BEL,6,energy_and_non_green
2009.0,BEL,2,energy_and_green
2009.0,BGD,2,energy_and_non_green
2009.0,BLZ,1,energy_and_non_green
2009.0,BMU,1,energy_and_non_green
2009.0,BRA,4,energy_and_non_green
2009.0,BRA,2,energy_and_green
2009.0,CAN,68,energy_and_non_green
2009.0,CAN,37,energy_and_green
2009.0,CHE,19,energy_and_non_green
2009.0,CHE,18,energy_and_green
2009.0,CHL,1,energy_and_non_green
2009.0,CHN,33,energy_and_non_green
2009.0,CHN,19,energy_and_green
2009.0,COL,1,energy_and_green
2009.0,CZE,10,energy_and_non_green
2009.0,CZE,11,energy_and_green
2009.0,DEU,21,energy_and_non_green
2009.0,DEU,23,energy_and_green
2009.0,DNK,5,energy_and_non_green
2009.0,DNK,10,energy_and_green
2009.0,DOM,1,energy_and_non_green
2009.0,ESP,15,energy_and_non_green
2009.0,ESP,12,energy_and_green
2009.0,EST,1,energy_and_non_green
2009.0,EST,1,energy_and_green
2009.0,FIN,2,energy_and_non_green
2009.0,FIN,3,energy_and_green
2009.0,FRA,34,energy_and_non_green
2009.0,FRA,34,energy_and_green
2009.0,GBR,72,energy_and_non_green
2009.0,GBR,55,energy_and_green
2009.0,GHA,1,energy_and_non_green
2009.0,GHA,1,energy_and_green
2009.0,GRC,1,energy_and_non_green
2009.0,HKG,3,energy_and_non_green
2009.0,HKG,3,energy_and_green
2009.0,HTI,1,energy_and_non_green
2009.0,HUN,3,energy_and_non_green
2009.0,HUN,1,energy_and_green
2009.0,IDN,2,energy_and_non_green
2009.0,IND,16,energy_and_non_green
2009.0,IND,16,energy_and_green
2009.0,IRL,4,energy_and_non_green
2009.0,IRL,5,energy_and_green
2009.0,ISL,2,energy_and_non_green
2009.0,ISL,1,energy_and_green
2009.0,ISR,12,energy_and_non_green
2009.0,ISR,14,energy_and_green
2009.0,ITA,9,energy_and_non_green
2009.0,ITA,14,energy_and_green
2009.0,JEY,1,energy_and_green
2009.0,JPN,12,energy_and_non_green
2009.0,JPN,12,energy_and_green
2009.0,KAZ,1,energy_and_green
2009.0,KEN,1,energy_and_green
2009.0,KOR,6,energy_and_non_green
2009.0,KOR,1,energy_and_green
2009.0,LBN,1,energy_and_non_green
2009.0,LTU,1,energy_and_green
2009.0,LUX,3,energy_and_green
2009.0,LVA,1,energy_and_non_green
2009.0,LVA,1,energy_and_green
2009.0,MEX,1,energy_and_non_green
2009.0,MEX,1,energy_and_green
2009.0,MYS,1,energy_and_non_green
2009.0,MYS,1,energy_and_green
2009.0,NGA,3,energy_and_non_green
2009.0,NLD,30,energy_and_non_green
2009.0,NLD,21,energy_and_green
2009.0,NOR,9,energy_and_non_green
2009.0,NOR,3,energy_and_green
2009.0,NZL,2,energy_and_non_green
2009.0,NZL,3,energy_and_green
2009.0,PER,1,energy_and_non_green
2009.0,PHL,1,energy_and_non_green
2009.0,PHL,1,energy_and_green
2009.0,POL,3,energy_and_non_green
2009.0,POL,4,energy_and_green
2009.0,PRT,6,energy_and_non_green
2009.0,PRT,3,energy_and_green
2009.0,ROM,4,energy_and_non_green
2009.0,ROM,1,energy_and_green
2009.0,RUS,5,energy_and_non_green
2009.0,RUS,1,energy_and_green
2009.0,SAU,1,energy_and_green
2009.0,SGP,4,energy_and_non_green
2009.0,SGP,3,energy_and_green
2009.0,SVK,1,energy_and_non_green
2009.0,SVK,7,energy_and_green
2009.0,SWE,5,energy_and_non_green
2009.0,SWE,6,energy_and_green
2009.0,TAN,1,energy_and_green
2009.0,THA,1,energy_and_green
2009.0,TUN,2,energy_and_non_green
2009.0,TUN,1,energy_and_green
2009.0,TUR,2,energy_and_non_green
2009.0,TUR,1,energy_and_green
2009.0,UGA,2,energy_and_non_green
2009.0,UGA,1,energy_and_green
2009.0,UKR,9,energy_and_non_green
2009.0,UKR,2,energy_and_green
2009.0,USA,322,energy_and_non_green
2009.0,USA,316,energy_and_green
2009.0,VNM,1,energy_and_non_green
2009.0,VNM,1,energy_and_green
2009.0,ZAF,1,energy_and_non_green
2009.0,ZAF,4,energy_and_green
2009.0,ZWE,1,energy_and_green
2010.0,ARE,1,energy_and_non_green
2010.0,ARE,1,energy_and_green
2010.0,AUS,15,energy_and_non_green
2010.0,AUS,11,energy_and_green
2010.0,AUT,3,energy_and_non_green
2010.0,BEL,12,energy_and_non_green
2010.0,BEL,8,energy_and_green
2010.0,BGD,1,energy_and_non_green
2010.0,BGD,1,energy_and_green
2010.0,BLR,1,energy_and_non_green
2010.0,BRA,7,energy_and_non_green
2010.0,BRA,3,energy_and_green
2010.0,CAN,88,energy_and_non_green
2010.0,CAN,41,energy_and_green
2010.0,CHE,15,energy_and_non_green
2010.0,CHE,13,energy_and_green
2010.0,CHL,3,energy_and_green
2010.0,CHN,40,energy_and_non_green
2010.0,CHN,15,energy_and_green
2010.0,COL,2,energy_and_non_green
2010.0,CRI,1,energy_and_non_green
2010.0,CYP,3,energy_and_non_green
2010.0,CYP,2,energy_and_green
2010.0,CZE,9,energy_and_non_green
2010.0,CZE,6,energy_and_green
2010.0,DEU,26,energy_and_non_green
2010.0,DEU,30,energy_and_green
2010.0,DNK,8,energy_and_non_green
2010.0,DNK,6,energy_and_green
2010.0,EGY,1,energy_and_non_green
2010.0,ESP,27,energy_and_non_green
2010.0,ESP,12,energy_and_green
2010.0,EST,2,energy_and_non_green
2010.0,ETH,1,energy_and_non_green
2010.0,FIN,11,energy_and_non_green
2010.0,FIN,3,energy_and_green
2010.0,FRA,20,energy_and_non_green
2010.0,FRA,27,energy_and_green
2010.0,GBR,80,energy_and_non_green
2010.0,GBR,43,energy_and_green
2010.0,GHA,1,energy_and_non_green
2010.0,GRC,3,energy_and_green
2010.0,HKG,8,energy_and_non_green
2010.0,HRV,2,energy_and_green
2010.0,IND,27,energy_and_non_green
2010.0,IND,22,energy_and_green
2010.0,IRL,8,energy_and_non_green
2010.0,IRL,2,energy_and_green
2010.0,ISL,1,energy_and_non_green
2010.0,ISL,1,energy_and_green
2010.0,ISR,16,energy_and_non_green
2010.0,ISR,12,energy_and_green
2010.0,ITA,13,energy_and_non_green
2010.0,ITA,15,energy_and_green
2010.0,JPN,15,energy_and_non_green
2010.0,JPN,11,energy_and_green
2010.0,KEN,3,energy_and_non_green
2010.0,KEN,4,energy_and_green
2010.0,KOR,9,energy_and_non_green
2010.0,LTU,2,energy_and_non_green
2010.0,LUX,1,energy_and_non_green
2010.0,LUX,1,energy_and_green
2010.0,MAR,1,energy_and_green
2010.0,MDV,1,energy_and_green
2010.0,MEX,5,energy_and_non_green
2010.0,MEX,2,energy_and_green
2010.0,MLI,1,energy_and_non_green
2010.0,MMR,1,energy_and_non_green
2010.0,MYS,2,energy_and_non_green
2010.0,MYS,4,energy_and_green
2010.0,NGA,3,energy_and_non_green
2010.0,NGA,2,energy_and_green
2010.0,NLD,34,energy_and_non_green
2010.0,NLD,24,energy_and_green
2010.0,NOR,7,energy_and_non_green
2010.0,NOR,9,energy_and_green
2010.0,NPL,1,energy_and_green
2010.0,NZL,1,energy_and_non_green
2010.0,OMN,2,energy_and_non_green
2010.0,PAK,2,energy_and_non_green
2010.0,PAK,2,energy_and_green
2010.0,PHL,1,energy_and_green
2010.0,POL,3,energy_and_non_green
2010.0,POL,1,energy_and_green
2010.0,PRT,2,energy_and_non_green
2010.0,PRT,1,energy_and_green
2010.0,QAT,1,energy_and_green
2010.0,RUS,6,energy_and_non_green
2010.0,RUS,1,energy_and_green
2010.0,SAU,1,energy_and_non_green
2010.0,SAU,1,energy_and_green
2010.0,SGP,4,energy_and_non_green
2010.0,SGP,3,energy_and_green
2010.0,SVK,1,energy_and_non_green
2010.0,SVN,1,energy_and_green
2010.0,SWE,11,energy_and_non_green
2010.0,SWE,12,energy_and_green
2010.0,TTO,1,energy_and_green
2010.0,TUN,1,energy_and_non_green
2010.0,TUR,3,energy_and_non_green
2010.0,UGA,1,energy_and_non_green
2010.0,UGA,1,energy_and_green
2010.0,UKR,6,energy_and_non_green
2010.0,UKR,1,energy_and_green
2010.0,URY,1,energy_and_non_green
2010.0,USA,321,energy_and_non_green
2010.0,USA,231,energy_and_green
2010.0,VNM,2,energy_and_non_green
2010.0,VNM,1,energy_and_green
2010.0,ZAF,2,energy_and_non_green
2010.0,ZAF,4,energy_and_green
2010.0,ZWE,1,energy_and_non_green
2011.0,ARE,2,energy_and_non_green
2011.0,ARG,2,energy_and_non_green
2011.0,AUS,21,energy_and_non_green
2011.0,AUS,5,energy_and_green
2011.0,AUT,1,energy_and_non_green
2011.0,AUT,1,energy_and_green
2011.0,BEL,6,energy_and_non_green
2011.0,BEL,5,energy_and_green
2011.0,BGD,1,energy_and_non_green
2011.0,BGR,1,energy_and_non_green
2011.0,BRA,4,energy_and_non_green
2011.0,BRA,4,energy_and_green
2011.0,BWA,1,energy_and_green
2011.0,CAN,82,energy_and_non_green
2011.0,CAN,36,energy_and_green
2011.0,CHE,22,energy_and_non_green
2011.0,CHE,11,energy_and_green
2011.0,CHL,2,energy_and_non_green
2011.0,CHL,1,energy_and_green
2011.0,CHN,39,energy_and_non_green
2011.0,CHN,21,energy_and_green
2011.0,COL,1,energy_and_non_green
2011.0,CZE,5,energy_and_non_green
2011.0,CZE,2,energy_and_green
2011.0,DEU,14,energy_and_non_green
2011.0,DEU,20,energy_and_green
2011.0,DNK,3,energy_and_non_green
2011.0,DNK,5,energy_and_green
2011.0,DOM,1,energy_and_green
2011.0,EGY,1,energy_and_green
2011.0,ESP,14,energy_and_non_green
2011.0,ESP,15,energy_and_green
2011.0,EST,1,energy_and_green
2011.0,ETH,1,energy_and_green
2011.0,FIN,4,energy_and_non_green
2011.0,FIN,2,energy_and_green
2011.0,FRA,19,energy_and_non_green
2011.0,FRA,28,energy_and_green
2011.0,GBR,45,energy_and_non_green
2011.0,GBR,39,energy_and_green
2011.0,GRC,4,energy_and_non_green
2011.0,GRC,1,energy_and_green
2011.0,GTM,1,energy_and_non_green
2011.0,HKG,4,energy_and_non_green
2011.0,HKG,3,energy_and_green
2011.0,HRV,1,energy_and_non_green
2011.0,HRV,1,energy_and_green
2011.0,HUN,1,energy_and_green
2011.0,IND,23,energy_and_non_green
2011.0,IND,13,energy_and_green
2011.0,IRL,7,energy_and_non_green
2011.0,IRL,7,energy_and_green
2011.0,ISR,14,energy_and_non_green
2011.0,ISR,8,energy_and_green
2011.0,ITA,10,energy_and_non_green
2011.0,ITA,13,energy_and_green
2011.0,JEY,1,energy_and_non_green
2011.0,JPN,16,energy_and_non_green
2011.0,JPN,18,energy_and_green
2011.0,KEN,4,energy_and_non_green
2011.0,KEN,3,energy_and_green
2011.0,KHM,1,energy_and_green
2011.0,KOR,3,energy_and_non_green
2011.0,KOR,3,energy_and_green
2011.0,LSO,1,energy_and_green
2011.0,MEX,2,energy_and_green
2011.0,MUS,1,energy_and_green
2011.0,MYS,4,energy_and_non_green
2011.0,NGA,1,energy_and_non_green
2011.0,NGA,2,energy_and_green
2011.0,NLD,40,energy_and_non_green
2011.0,NLD,21,energy_and_green
2011.0,NOR,13,energy_and_non_green
2011.0,NOR,5,energy_and_green
2011.0,NPL,1,energy_and_non_green
2011.0,NZL,1,energy_and_non_green
2011.0,NZL,2,energy_and_green
2011.0,OMN,1,energy_and_non_green
2011.0,PAN,1,energy_and_non_green
2011.0,PER,1,energy_and_non_green
2011.0,PHL,1,energy_and_green
2011.0,POL,6,energy_and_non_green
2011.0,POL,2,energy_and_green
2011.0,PRT,4,energy_and_non_green
2011.0,PRT,4,energy_and_green
2011.0,QAT,1,energy_and_non_green
2011.0,ROM,2,energy_and_non_green
2011.0,ROM,1,energy_and_green
2011.0,RUS,6,energy_and_non_green
2011.0,RUS,2,energy_and_green
2011.0,RWA,1,energy_and_green
2011.0,SGP,8,energy_and_non_green
2011.0,SGP,3,energy_and_green
2011.0,SRB,1,energy_and_green
2011.0,SVK,2,energy_and_green
2011.0,SVN,1,energy_and_non_green
2011.0,SVN,3,energy_and_green
2011.0,SWE,8,energy_and_non_green
2011.0,SWE,8,energy_and_green
2011.0,TAN,1,energy_and_non_green
2011.0,THA,2,energy_and_non_green
2011.0,THA,1,energy_and_green
2011.0,TUR,2,energy_and_non_green
2011.0,TUR,1,energy_and_green
2011.0,TWN,1,energy_and_non_green
2011.0,TWN,1,energy_and_green
2011.0,UGA,2,energy_and_non_green
2011.0,UKR,4,energy_and_non_green
2011.0,UKR,1,energy_and_green
2011.0,URY,1,energy_and_non_green
2011.0,USA,301,energy_and_non_green
2011.0,USA,191,energy_and_green
