year,country_ISO3,technology_field,raised_amount_usd,number_of_deals
2012,CHL,Other Energy,64545.45454545454,1.3333333333333333
2012,CHL,Solar,16136.363636363634,0.3333333333333333
2012,CHL,Wind,16136.363636363634,0.3333333333333333
2012,CHN,Energy Efficiency,71587483.44886364,7.25
2012,CHN,Fossil Fuels,1901878.2102272727,1.0
2012,CHN,Hybrid and Electric mobility,7132048.431818181,4.0
2012,CHN,Other Energy,14339927.284090908,2.25
2012,CHN,Other Renewables,20452840.909090906,1.5
2012,DEU,Energy Efficiency,7321657.5625,2.25
2012,DEU,Fossil Fuels,3138832.948863636,0.3333333333333333
2012,DEU,Grid,22341084.09375,1.5
2012,DEU,Hybrid and Electric mobility,15717.22159090909,1.0
2012,DEU,Other Energy,6446862.326704545,1.1666666666666665
2012,DEU,Other Renewables,11584985.889204543,1.9166666666666665
2012,DEU,Solar,1750451.1448863635,0.8333333333333333
2012,DEU,Storage (not electromobility),1528178.1818181816,1.0
2012,ESP,Bioenergy,1184606.4588068181,0.25
2012,ESP,Energy Efficiency,378942.73295454547,2.0
2012,ESP,Other Energy,1260870.140625,1.25
2012,ESP,Other Renewables,2369212.9176136362,0.5
2012,EST,Fossil Fuels,5951.494318181817,0.3333333333333333
2012,EST,Other Energy,5951.494318181817,0.3333333333333333
2012,EST,Solar,5951.494318181817,0.3333333333333333
2012,ETH,Energy Efficiency,2017045.4545454544,0.3333333333333333
2012,ETH,Other Energy,2017045.4545454544,0.3333333333333333
2012,ETH,Other Renewables,2017045.4545454544,0.3333333333333333
2012,FIN,Energy Efficiency,3943228.6590909087,1.3333333333333333
2012,FIN,Other Energy,2057045.482954545,0.6666666666666666
2012,FIN,Other Renewables,2566438.2102272725,1.0
2012,FRA,Grid,50386016.522727266,2.0
2012,FRA,Other Energy,391667.66761363635,0.5
2012,FRA,Other Renewables,3970457.965909091,1.0
2012,FRA,Solar,391667.66761363635,0.5
2012,GBR,Energy Efficiency,3702199.59375,6.5
2012,GBR,Fossil Fuels,25569761.693181816,6.0
2012,GBR,Grid,6387371.386363637,2.0
2012,GBR,Other Energy,13274916.392045453,4.833333333333333
2012,GBR,Other Renewables,7392987.954545454,3.6666666666666665
2012,GBR,Solar,193135.32954545453,1.0
2012,GBR,Storage (not electromobility),895969.3721590908,3.0
2012,HKG,Fossil Fuels,20170454.545454543,0.3333333333333333
2012,HKG,Other Energy,20170454.545454543,0.3333333333333333
2012,HKG,Solar,20170454.545454543,0.3333333333333333
2012,IND,Bioenergy,152152.79829545453,0.5
2012,IND,Energy Efficiency,3025568.1818181816,0.5
2012,IND,Other Energy,6894751.707386363,1.5833333333333333
2012,IND,Other Renewables,51675.0909090909,0.6666666666666666
2012,IND,Solar,6716761.363636363,0.75
2012,IRL,Fossil Fuels,131825.2159090909,3.0
2012,ISL,Other Renewables,288795.32386363635,1.0
2012,ISR,Other Energy,7261363.636363636,2.0
2012,ISR,Solar,4840909.090909091,1.0
2012,ISR,Wind,2420454.5454545454,1.0
2012,ITA,Energy Efficiency,4040275.977272727,2.0
2012,ITA,Other Energy,106204.70454545454,3.0
2012,ITA,Solar,121022.72727272726,1.0
2012,JPN,Other Renewables,495732.0852272727,2.0
2012,KEN,Other Energy,6293181.818181817,1.0
2012,KOR,Energy Efficiency,300438.92045454547,1.0
2012,KOR,Other Energy,3074110.3977272725,1.0
2012,KOR,Solar,300438.92045454547,1.0
2012,LTU,Energy Efficiency,17233.636363636364,1.0
2012,LUX,Other Energy,6075340.909090909,0.5
2012,LUX,Other Renewables,6075340.909090909,0.5
2012,MEX,Energy Efficiency,29973.09375,0.5
2012,MEX,Other Renewables,29973.09375,0.5
2012,MYS,Energy Efficiency,145227.2727272727,1.0
2012,NLD,Hybrid and Electric mobility,4856675.931818182,1.0
2012,POL,Other Energy,66383.99147727272,0.5
2012,POL,Other Renewables,66383.99147727272,0.5
2012,PRT,Energy Efficiency,230140.85227272724,0.6666666666666666
2012,PRT,Other Renewables,115070.42613636362,0.3333333333333333
2012,SAU,Solar,240835.22727272726,1.0
2012,SGP,Fossil Fuels,1167692.625,2.0
2012,SRB,Other Energy,90767.04545454546,0.5
2012,SRB,Other Renewables,90767.04545454546,0.5
2012,SVK,Hybrid and Electric mobility,7251905.7102272725,2.0
2012,SWE,Bioenergy,101406.5568181818,0.3333333333333333
2012,SWE,Fossil Fuels,101406.5568181818,0.3333333333333333
2012,SWE,Other Renewables,101406.5568181818,0.3333333333333333
2012,TUR,Energy Efficiency,605113.6363636364,1.0
2012,USA,Bioenergy,88085176.97727272,7.0
2012,USA,Energy Efficiency,698597140.9105113,75.38333333333334
2012,USA,Fossil Fuels,309174371.5681818,24.333333333333332
2012,USA,Grid,39878709.37784091,7.366666666666667
2012,USA,Hybrid and Electric mobility,1046693838.4431818,25.0
2012,USA,Hydrogen and Fuel Cells,51127797.49431818,1.75
2012,USA,Nuclear,307801.13636363635,0.3333333333333333
2012,USA,Other Energy,1264051208.1860795,75.65
2012,USA,Other Renewables,1027724433.9161931,45.9
2012,USA,Solar,709013815.8494318,35.0
2012,USA,Storage (not electromobility),205002825.54403406,17.033333333333335
2012,USA,Wind,41147727.27272727,3.25
2012,,Fossil Fuels,30255.681818181816,0.5
2012,,Other Energy,30255.681818181816,0.5
2013,AUS,Energy Efficiency,3175477.592696629,2.5
2013,AUS,Fossil Fuels,5534410.11235955,0.5
2013,AUS,Hybrid and Electric mobility,448735.9550561797,1.0
2013,AUS,Other Energy,183904.55898876404,0.5
2013,AUS,Storage (not electromobility),5534410.11235955,0.5
2013,AUT,Energy Efficiency,478651.6853932584,1.0
2013,AUT,Solar,14378253.876404492,2.0
2013,BEL,Energy Efficiency,1579384.2303370785,1.0
2013,BEL,Other Energy,3835088.9325842694,1.0
2013,BMU,Energy Efficiency,46369.3820224719,0.3333333333333333
2013,BMU,Other Energy,46369.3820224719,0.3333333333333333
2013,BMU,Other Renewables,46369.3820224719,0.3333333333333333
2013,CAN,Energy Efficiency,9893524.117977528,6.333333333333333
2013,CAN,Fossil Fuels,1675280.8988764044,1.0
2013,CAN,Other Energy,2107494.5955056176,3.833333333333333
2013,CAN,Other Renewables,1793135.3146067415,1.3333333333333333
2013,CAN,Solar,12625634.831460673,3.5
2013,CAN,Storage (not electromobility),11966292.13483146,1.0
2013,CHE,Energy Efficiency,1185943.3146067415,1.0
2013,CHE,Fossil Fuels,3470224.7191011235,1.0
2013,CHE,Grid,12779.20224719101,0.6666666666666666
2013,CHE,Hybrid and Electric mobility,59831.4606741573,1.0
2013,CHE,Other Energy,271245.7275280899,2.1666666666666665
2013,CHE,Other Renewables,31919.884831460673,1.6666666666666665
2013,CHE,Solar,239325.8426966292,0.5
2013,CHL,Other Energy,39887.6404494382,0.8333333333333333
2013,CHL,Solar,39887.6404494382,0.8333333333333333
2013,CHL,Wind,15955.056179775278,0.3333333333333333
2013,CHN,Bioenergy,957303.3707865168,0.5
2013,CHN,Energy Efficiency,63594184.45224719,11.833333333333334
2013,CHN,Fossil Fuels,584833.3820224719,1.0
2013,CHN,Hybrid and Electric mobility,1160479.0449438202,2.0
2013,CHN,Other Energy,1245406.8117977527,1.0
2013,CHN,Solar,22337.07865168539,0.6666666666666666
2013,CHN,Storage (not electromobility),584296.0955056179,1.0
2013,DEU,Energy Efficiency,23542966.38483146,3.6666666666666665
2013,DEU,Other Energy,12423755.306179775,1.5
2013,DEU,Other Renewables,3834480.24719101,1.4999999999999998
2013,DEU,Storage (not electromobility),1580434.4719101116,0.3333333333333332
2013,DNK,Energy Efficiency,1043421.1853932583,1.0
2013,DNK,Grid,682078.6516853932,1.0
2013,DNK,Other Energy,1028472.2949438201,0.5
2013,DNK,Storage (not electromobility),1028472.2949438201,0.5
2013,ESP,Energy Efficiency,3780560.9325842694,4.0
2013,ESP,Fossil Fuels,1324668.5393258426,1.0
2013,ESP,Other Renewables,519187.49999999994,2.0
2013,EST,Energy Efficiency,17949.43820224719,0.5
2013,EST,Other Energy,3388107.235955056,1.25
2013,EST,Other Renewables,8974.719101123595,0.25
2013,FIN,Energy Efficiency,7857441.960674156,2.333333333333333
2013,FIN,Fossil Fuels,676642.3651685392,0.3333333333333333
2013,FIN,Hybrid and Electric mobility,17057686.17977528,1.0
2013,FIN,Other Energy,1980316.842696629,0.6666666666666666
2013,FIN,Other Renewables,2607348.9550561793,0.6666666666666666
2013,FRA,Energy Efficiency,22929130.5,5.5
2013,FRA,Grid,2096951.4943820224,2.0
2013,FRA,Other Energy,20619339.353932586,3.5
2013,FRA,Other Renewables,5983146.06741573,1.0
2013,FRA,Solar,1030914.0168539325,1.0
2013,GBR,Bioenergy,2326882.601123595,1.0
2013,GBR,Energy Efficiency,3747515.219101123,9.583333333333334
2013,GBR,Fossil Fuels,33693511.5,4.5
2013,GBR,Grid,4561848.52247191,2.25
2013,GBR,Other Energy,22019593.376404494,5.083333333333333
2013,GBR,Other Renewables,8141966.283707864,3.0
2013,GBR,Solar,2848810.7808988765,3.083333333333333
2013,GBR,Storage (not electromobility),1649926.1207865167,2.5
2013,GBR,Wind,43485.50561797753,1.0
2013,GTM,Energy Efficiency,658146.0674157303,0.5
2013,GTM,Solar,658146.0674157303,0.5
2013,HKG,Hybrid and Electric mobility,194762.17415730335,1.0
2013,HKG,Solar,59831.4606741573,1.0
2013,HUN,Energy Efficiency,717977.5280898876,1.0
2013,IND,Other Energy,7927189.887640449,2.5
2013,IND,Solar,5983146.06741573,0.5
2013,IRL,Fossil Fuels,432686.7640449438,4.0
2013,IRL,Other Energy,310884.8679775281,1.5
2013,IRL,Other Renewables,1051912.4662921347,1.0
2013,IRL,Solar,278437.07022471906,0.5
2013,ISR,Energy Efficiency,2692415.7303370787,3.0
2013,ISR,Grid,29915.73033707865,0.25
2013,ISR,Hybrid and Electric mobility,7179775.280898876,1.0
2013,ISR,Other Energy,13220605.457865167,2.75
2013,ISR,Other Renewables,4844200.963483145,0.75
2013,ISR,Solar,6701123.595505618,2.5
2013,ISR,Storage (not electromobility),29915.73033707865,0.25
2013,ISR,Wind,3290730.3370786514,0.5
2013,ITA,Energy Efficiency,714226.0955056179,3.0
2013,ITA,Other Energy,179494.3820224719,1.0
2013,JPN,Hybrid and Electric mobility,206468.79775280898,1.0
2013,KEN,Other Renewables,1914606.7415730334,2.0
2013,KOR,Other Energy,1094088.8595505618,1.0
2013,LTU,Energy Efficiency,316149.43820224714,1.0
2013,MEX,Energy Efficiency,621274.3314606742,3.0
2013,MEX,Other Renewables,189487.43258426967,1.0
2013,NLD,Hybrid and Electric mobility,13545001.466292134,1.0
2013,NLD,Other Energy,263391.25280898873,2.0
2013,NLD,Solar,24065.41011235955,1.0
2013,NOR,Energy Efficiency,29915.73033707865,1.0
2013,NOR,Other Renewables,11966292.13483146,1.0
2013,PAK,Solar,299157.3033707865,1.0
2013,POL,Grid,392395.0617977528,1.0
2013,POL,Hybrid and Electric mobility,165076.19662921346,1.0
2013,PRT,Grid,1509358.6853932582,1.0
2013,RUS,Fossil Fuels,59831.4606741573,0.5
2013,RUS,Other Energy,59831.4606741573,0.5
2013,SGP,Energy Efficiency,6312361.499999999,1.0
2013,SGP,Hybrid and Electric mobility,568281.606741573,1.0
2013,SVK,Energy Efficiency,109379.08988764044,1.0
2013,SWE,Energy Efficiency,1776210.5898876404,2.0
2013,SWE,Other Energy,10297560.985955056,1.5
2013,SWE,Solar,10297560.985955056,1.5
2013,UKR,Energy Efficiency,1794943.820224719,1.0
2013,UKR,Grid,221376.40449438203,2.0
2013,USA,Bioenergy,23394101.123595502,2.0
2013,USA,Energy Efficiency,671604641.6390449,103.98333333333333
2013,USA,Fossil Fuels,195499753.26966292,35.416666666666664
2013,USA,Grid,91735991.95505618,9.916666666666666
2013,USA,Hybrid and Electric mobility,1436409236.7977529,24.0
2013,USA,Hydrogen and Fuel Cells,38890449.43820225,0.25
2013,USA,Other Energy,654468600.8764044,89.45
2013,USA,Other Renewables,353461687.67415726,50.7
2013,USA,Solar,350231747.49719095,33.25
2013,USA,Storage (not electromobility),184269687.15870786,21.866666666666667
2013,USA,Wind,47604392.12078652,1.1666666666666665
2014,AUS,Energy Efficiency,267635.6767955801,1.5
2014,AUS,Other Energy,1596534.4392265193,1.5
2014,AUT,Energy Efficiency,6287224.558011049,3.0
2014,AUT,Other Energy,238496.45303867402,0.5
2014,AUT,Other Renewables,588397.7900552485,0.5
2014,AUT,Solar,1067894.9171270716,1.0
2014,BEL,Energy Efficiency,400600.044198895,1.0
2014,BGR,Energy Efficiency,80488.11049723756,1.0
2014,BMU,Energy Efficiency,43149.17127071823,0.3333333333333333
2014,BMU,Other Energy,43149.17127071823,0.3333333333333333
2014,BMU,Other Renewables,43149.17127071823,0.3333333333333333
2014,CAN,Energy Efficiency,11645891.50276243,5.833333333333333
2014,CAN,Fossil Fuels,6017494.773480663,3.0
2014,CAN,Other Energy,9200431.44198895,4.833333333333333
2014,CAN,Other Renewables,29854793.138121545,7.833333333333333
2014,CAN,Solar,12960638.12154696,2.5
2014,CHE,Energy Efficiency,1764033.6381215467,4.25
2014,CHE,Grid,755253.8701657458,0.25
2014,CHE,Hybrid and Electric mobility,588397.7900552485,1.0
2014,CHE,Other Energy,1316037.5635359115,2.25
2014,CHE,Other Renewables,301888.66574585636,1.5
2014,CHE,Solar,258895.02762430938,0.5
2014,CHE,Storage (not electromobility),755253.8701657458,0.25
2014,CHL,Energy Efficiency,62762.43093922651,1.3333333333333333
2014,CHL,Other Energy,78453.03867403315,1.6666666666666665
2014,CHL,Other Renewables,47071.82320441988,1.0
2014,CHN,Bioenergy,10061602.209944751,0.5
2014,CHN,Energy Efficiency,20290154.251381215,9.333333333333334
2014,CHN,Fossil Fuels,7366690.906077348,5.0
2014,CHN,Grid,117679558.01104972,1.0
2014,CHN,Hybrid and Electric mobility,31382030.20441989,12.0
2014,CHN,Other Energy,148813764.08839777,4.833333333333333
2014,CHN,Solar,133348836.12983425,1.3333333333333333
2014,CHN,Storage (not electromobility),1893695.9171270716,1.0
2014,CYP,Other Energy,29478.729281767955,1.0
2014,DEU,Energy Efficiency,25618625.79834254,5.949999999999999
2014,DEU,Fossil Fuels,4313450.447513811,0.3333333333333333
2014,DEU,Grid,8006.524861878452,0.3333333333333333
2014,DEU,Hybrid and Electric mobility,2377610.7348066294,2.0
2014,DEU,Other Energy,22554298.65055248,1.7833333333333332
2014,DEU,Other Renewables,16947039.52348066,2.1666666666666665
2014,DEU,Solar,20206520.370165743,1.7
2014,DEU,Storage (not electromobility),7619015.883977898,3.7333333333333334
2014,DNK,Energy Efficiency,1798477.856353591,2.6666666666666665
2014,DNK,Grid,20344.441988950275,2.0
2014,DNK,Other Energy,959120.1712707181,1.1666666666666665
2014,DNK,Other Renewables,330474.79558011045,0.6666666666666666
2014,DNK,Solar,14750195.867403314,1.5
2014,DNK,Wind,441298.34254143643,1.0
2014,EGY,Other Energy,8825.966850828729,0.5
2014,EGY,Other Renewables,8825.966850828729,0.5
2014,ESP,Energy Efficiency,1110597.2983425413,2.833333333333333
2014,ESP,Other Energy,1061096.5690607734,2.1666666666666665
2014,ESP,Other Renewables,2584868.7569060773,4.666666666666667
2014,ESP,Solar,86298.34254143646,0.3333333333333333
2014,EST,Other Energy,6158106.546961325,2.0
2014,ETH,Energy Efficiency,2941988.950276243,0.3333333333333333
2014,ETH,Other Energy,2941988.950276243,0.3333333333333333
2014,ETH,Other Renewables,2941988.950276243,0.3333333333333333
2014,FIN,Energy Efficiency,4942541.436464088,1.0
2014,FIN,Hybrid and Electric mobility,28955.055248618784,1.0
2014,FRA,Energy Efficiency,8372414.830110497,4.25
2014,FRA,Grid,643405.9226519336,0.3333333333333333
2014,FRA,Other Energy,7455099.733425414,3.083333333333333
2014,FRA,Other Renewables,35451659.983425416,4.333333333333333
2014,FRA,Solar,4828525.243093922,1.0
2014,GBR,Energy Efficiency,27244576.518232044,13.2
2014,GBR,Fossil Fuels,7721989.616022099,1.5
2014,GBR,Grid,5198112.604972376,2.5
2014,GBR,Hybrid and Electric mobility,6456697.243093923,3.0
2014,GBR,Other Energy,14416776.964640884,3.4
2014,GBR,Other Renewables,11009286.281767955,4.5
2014,GBR,Solar,646381.097237569,1.9
2014,GBR,Storage (not electromobility),2467989.812154696,2.0
2014,GBR,Wind,881198.6519337016,2.0
2014,GRC,Other Energy,22335.580110497238,1.0
2014,GTM,Energy Efficiency,682541.4364640883,1.0
2014,GTM,Solar,682541.4364640883,1.0
2014,HKG,Energy Efficiency,14709.944751381214,1.0
2014,IND,Energy Efficiency,426241.2430939226,1.3333333333333333
2014,IND,Hybrid and Electric mobility,1353314.9171270716,2.0
2014,IND,Other Energy,9511103.121546961,1.3333333333333333
2014,IND,Solar,14253589.309392266,3.333333333333333
2014,IRL,Energy Efficiency,553093.9226519336,1.0
2014,IRL,Fossil Fuels,51123080.85082873,2.0
2014,IRL,Grid,18352.127071823204,0.5
2014,IRL,Other Energy,371792.08839779004,0.5
2014,IRL,Other Renewables,390144.21546961326,1.0
2014,ISR,Energy Efficiency,3883425.4143646406,2.0
2014,ISR,Hybrid and Electric mobility,52955801.10497238,2.0
2014,ISR,Hydrogen and Fuel Cells,279488.9502762431,0.25
2014,ISR,Other Energy,41762332.19337016,3.75
2014,ISR,Other Renewables,13827348.066298341,3.0
2014,ISR,Solar,35906975.138121545,1.75
2014,ISR,Storage (not electromobility),1103245.8563535912,1.25
2014,ITA,Energy Efficiency,555514.5911602209,3.0
2014,JPN,Energy Efficiency,1294475.138121547,1.0
2014,JPN,Grid,287247.5635359116,0.5
2014,JPN,Hybrid and Electric mobility,14121546.961325966,2.0
2014,JPN,Other Energy,2603613.7375690606,1.0
2014,JPN,Other Renewables,1996246.5911602208,1.0
2014,JPN,Solar,2316366.174033149,0.5
2014,KEN,Other Energy,36774861.87845304,2.5
2014,KEN,Other Renewables,117679.55801104971,1.0
2014,KEN,Solar,1470994.4751381215,0.5
2014,KOR,Energy Efficiency,923404.4254143647,2.5
2014,KOR,Solar,244902.92817679557,0.5
2014,MEX,Energy Efficiency,338780.6187845304,2.5
2014,MEX,Other Energy,411878.453038674,1.0
2014,MEX,Other Renewables,61709.983425414364,0.5
2014,MYS,Energy Efficiency,353038.67403314915,1.0
2014,NLD,Energy Efficiency,3929505.4930939227,1.5
2014,NLD,Grid,9022099.447513811,0.6666666666666666
2014,NLD,Hybrid and Electric mobility,104654.78453038674,2.0
2014,NLD,Other Energy,12676108.661602208,3.0
2014,NLD,Other Renewables,9135215.980662981,2.6666666666666665
2014,NLD,Solar,2673600.516574586,1.8333333333333333
2014,NLD,Storage (not electromobility),980662.9834254143,0.3333333333333333
2014,NOR,Energy Efficiency,14309834.254143646,2.0
2014,NOR,Other Renewables,32950276.24309392,1.0
2014,PRT,Bioenergy,324300.1491712707,1.0
2014,PRT,Energy Efficiency,648601.0828729281,0.6666666666666666
2014,PRT,Other Renewables,324300.54143646406,0.3333333333333333
2014,RUS,Fossil Fuels,588397.7900552485,0.25
2014,RUS,Hydrogen and Fuel Cells,588397.7900552485,0.25
2014,RUS,Other Energy,588397.7900552485,0.25
2014,RUS,Other Renewables,588397.7900552485,0.25
2014,RWA,Hybrid and Electric mobility,11928.0,1.0
2014,SGP,Fossil Fuels,3112873.201657458,1.5
2014,SGP,Grid,218883.97790055248,1.0
2014,SGP,Other Energy,318473.24585635355,0.5
2014,SRB,Solar,80185.67403314916,1.0
2014,SVN,Other Renewables,73235.51933701657,1.0
2014,SWE,Bioenergy,320441.044198895,0.3333333333333333
2014,SWE,Energy Efficiency,390947.9668508287,3.0
2014,SWE,Fossil Fuels,320441.044198895,0.3333333333333333
2014,SWE,Other Energy,199378.00276243093,0.5
2014,SWE,Other Renewables,320441.044198895,0.3333333333333333
2014,SWE,Wind,1184027.5773480663,1.5
2014,TAN,Other Energy,10002.762430939227,0.5
2014,TAN,Solar,10002.762430939227,0.5
2014,TUR,Storage (not electromobility),532131.6629834254,1.0
2014,TWN,Energy Efficiency,78453.03867403313,0.3333333333333333
2014,TWN,Hybrid and Electric mobility,117679558.01104972,1.0
2014,TWN,Other Energy,78453.03867403313,0.3333333333333333
2014,TWN,Storage (not electromobility),78453.03867403313,0.3333333333333333
2014,USA,Bioenergy,57554537.00552486,5.0
2014,USA,Energy Efficiency,828531648.2320441,142.45
2014,USA,Fossil Fuels,366725826.1270718,45.833333333333336
2014,USA,Grid,107557489.10220994,18.75
2014,USA,Hybrid and Electric mobility,3357986184.3149166,24.0
2014,USA,Hydrogen and Fuel Cells,409132.59668508277,1.0
2014,USA,Nuclear,862983.4254143646,0.3333333333333333
2014,USA,Other Energy,818581176.320442,104.4
2014,USA,Other Renewables,721491240.7541436,67.15
2014,USA,Solar,408449197.95303863,33.083333333333336
2014,USA,Storage (not electromobility),151051583.4723757,21.5
2014,USA,Wind,8122831.491712705,2.5
2014,ZAF,Other Energy,37069060.77348066,1.0
2015,ALB,Energy Efficiency,2353591.160220994,1.0
2015,AUS,Energy Efficiency,12266429.933701657,5.5
2015,AUS,Fossil Fuels,44737.06077348066,1.0
2015,AUS,Other Energy,3637358.2430939227,1.8333333333333333
2015,AUS,Solar,547517.8729281768,1.3333333333333333
2015,AUS,Storage (not electromobility),7845.303867403314,0.3333333333333333
2015,AUT,Energy Efficiency,1176795.580110497,1.0
2015,AUT,Solar,1756962.8618784528,1.0
2015,BEL,Energy Efficiency,2450939.220994475,5.0
2015,BEL,Fossil Fuels,6253816.508287292,1.0
2015,BEL,Hybrid and Electric mobility,2437278.9779005526,1.0
2015,BGR,Energy Efficiency,735902.0552486187,2.0
2015,BRA,Fossil Fuels,823756.906077348,1.0
2015,CAN,Energy Efficiency,5131840.381215469,13.416666666666666
2015,CAN,Fossil Fuels,3198479.1961325966,3.6666666666666665
2015,CAN,Other Energy,21306372.74033149,6.25
2015,CAN,Other Renewables,15550502.964088397,2.333333333333333
2015,CAN,Solar,12970873.104972374,1.3333333333333333
2015,CHE,Energy Efficiency,7265136.977900553,6.0
2015,CHE,Grid,100534.6270718232,0.8333333333333333
2015,CHE,Other Energy,573126.906077348,3.333333333333333
2015,CHE,Other Renewables,478227.1685082873,2.833333333333333
2015,CHE,Solar,152983.4254143646,1.0
2015,CHL,Grid,254972.3756906077,0.3333333333333333
2015,CHL,Other Energy,254972.3756906077,0.3333333333333333
2015,CHL,Solar,254972.3756906077,0.3333333333333333
2015,CHN,Energy Efficiency,63042684.21823204,25.833333333333332
2015,CHN,Fossil Fuels,20298881.759668507,5.5
2015,CHN,Grid,22177251.67955801,1.0
2015,CHN,Hybrid and Electric mobility,889460504.1712706,28.0
2015,CHN,Other Energy,31823706.494475134,13.166666666666666
2015,CHN,Other Renewables,17310932.077348065,1.3333333333333333
2015,CHN,Solar,5751200.251381215,1.8333333333333333
2015,CHN,Storage (not electromobility),7969007.44198895,0.3333333333333333
2015,DEU,Energy Efficiency,29339896.430939224,3.7
2015,DEU,Hybrid and Electric mobility,12173678.436464086,3.0
2015,DEU,Other Energy,13879869.629834253,2.533333333333333
2015,DEU,Other Renewables,12694029.59116022,2.1666666666666665
2015,DEU,Solar,23535.911602209944,0.2
2015,DEU,Storage (not electromobility),47071.82320441989,0.4
2015,DEU,Wind,3030065.038674033,1.0
2015,DNK,Energy Efficiency,254482.43646408836,1.3333333333333333
2015,DNK,Grid,4118784.53038674,2.0
2015,DNK,Other Energy,254482.43646408836,1.3333333333333333
2015,DNK,Other Renewables,254482.43646408836,1.3333333333333333
2015,DNK,Wind,823756.906077348,1.0
2015,ESP,Energy Efficiency,723622.9779005524,6.333333333333333
2015,ESP,Fossil Fuels,173646.77900552485,1.0
2015,ESP,Other Energy,431958.3121546961,3.333333333333333
2015,ESP,Other Renewables,1551413.350828729,3.833333333333333
2015,ESP,Wind,32925.5635359116,0.5
2015,EST,Hybrid and Electric mobility,114611.65193370165,1.0
2015,EST,Other Energy,12987582.03314917,1.0
2015,FIN,Energy Efficiency,8237569.06077348,1.0
2015,FIN,Hybrid and Electric mobility,504605.2375690607,2.0
2015,FIN,Other Energy,9666.198895027625,0.5
2015,FIN,Other Renewables,1438148.9337016575,1.0
2015,FIN,Solar,9666.198895027625,0.5
2015,FRA,Energy Efficiency,71355925.35359116,7.583333333333333
2015,FRA,Fossil Fuels,5987867.179558011,1.5
2015,FRA,Grid,8741955.41436464,2.5
2015,FRA,Hybrid and Electric mobility,4118192.6022099447,2.0
2015,FRA,Other Energy,1779001.6933701658,2.583333333333333
2015,FRA,Other Renewables,14044122.441988949,4.833333333333333
2015,FRA,Solar,38907.21546961326,1.0
2015,GBR,Energy Efficiency,31071240.649171267,23.683333333333334
2015,GBR,Fossil Fuels,19573792.690607734,5.5
2015,GBR,Grid,9476465.908839779,4.5
2015,GBR,Hybrid and Electric mobility,14239298.303867402,7.0
2015,GBR,Other Energy,39432262.92127071,13.533333333333333
2015,GBR,Other Renewables,30115213.97928177,7.583333333333333
2015,GBR,Solar,17246610.58839779,1.95
2015,GBR,Storage (not electromobility),3860886.8370165746,2.25
2015,GBR,Wind,181315.95580110495,1.0
2015,GHA,Other Energy,1882872.9281767954,0.5
2015,GHA,Solar,1882872.9281767954,0.5
2015,GTM,Energy Efficiency,1765193.3701657457,0.5
2015,GTM,Solar,1765193.3701657457,0.5
2015,HKG,Hybrid and Electric mobility,422111.8674033149,1.0
2015,HUN,Energy Efficiency,1767612.8618784528,4.0
2015,IND,Bioenergy,3902289.4475138118,0.5
2015,IND,Energy Efficiency,416036.0718232044,4.0
2015,IND,Fossil Fuels,1824033.1491712707,1.5
2015,IND,Hybrid and Electric mobility,15554883.977900552,3.0
2015,IND,Other Energy,8172292.20994475,4.833333333333333
2015,IND,Other Renewables,858461.7845303867,1.0
2015,IND,Solar,4211162.983425414,2.8333333333333335
2015,IND,Wind,882596.6850828729,0.3333333333333333
2015,IRL,Fossil Fuels,58203037.27624309,1.0
2015,IRL,Grid,65898.19889502761,0.5
2015,IRL,Other Renewables,65898.19889502761,0.5
2015,ISL,Other Renewables,836149.7403314917,4.0
2015,ISR,Energy Efficiency,32901635.35911602,7.333333333333333
2015,ISR,Hybrid and Electric mobility,2353591.160220994,1.0
2015,ISR,Other Energy,21787323.20994475,5.75
2015,ISR,Other Renewables,3334254.1436464083,1.0833333333333333
2015,ISR,Solar,4379210.1767955795,2.833333333333333
2015,ISR,Storage (not electromobility),1176795.580110497,0.5
2015,ISR,Wind,1176795.580110497,0.5
2015,ITA,Energy Efficiency,3187719.165745856,7.0
2015,ITA,Hybrid and Electric mobility,879087.4806629834,2.0
2015,JPN,Energy Efficiency,1079166.2651933702,0.5
2015,JPN,Other Energy,1530920.4364640885,0.75
2015,JPN,Other Renewables,539583.1325966851,0.25
2015,JPN,Solar,991337.3038674033,0.5
2015,JPN,Wind,48456.91160220994,1.0
2015,KEN,Other Energy,39301049.7237569,2.8333333333333335
2015,KEN,Other Renewables,109834.2541436464,0.6666666666666666
2015,KEN,Solar,2235911.6022099447,0.5
2015,KOR,Energy Efficiency,1732950.3480662983,2.0
2015,LTU,Energy Efficiency,128587.27624309392,1.0
2015,LTU,Hybrid and Electric mobility,66501.89502762431,1.0
2015,LVA,Energy Efficiency,337500.26519337017,0.5
2015,LVA,Other Energy,4456284.79558011,1.5
2015,MEX,Energy Efficiency,1959364.6408839778,4.0
2015,MEX,Fossil Fuels,158867.40331491712,1.0
2015,MEX,Other Energy,335386.7403314917,2.0
2015,NGA,Other Energy,11767.955801104972,0.5
2015,NGA,Solar,11767.955801104972,0.5
2015,NLD,Energy Efficiency,1345896.7508287292,1.65
2015,NLD,Fossil Fuels,1989804.812154696,1.0
2015,NLD,Grid,30206167.90165745,1.2
2015,NLD,Other Energy,33343520.21657458,2.45
2015,NLD,Other Renewables,30239559.476243086,1.7
