country_ISO3,sector,number_of_companies,success_within_3_years_proba,success_within_5_years_proba,success_within_10_years_proba,success_within_20_years_proba,time_to_expansion_stage,time_to_bridge_stage,time_to_ipo,time_to_acquired,time_to_success,time_to_early_stage
BRA,energy_and_non_green,184,2.717391304347826,2.717391304347826,5.978260869565218,11.41304347826087,17.06027397260274,12.14931506849315,10.72054794520548,13.121793275217932,10.871113758189399,4.738284066330209
BRA,energy_and_green,116,1.7241379310344827,3.4482758620689653,6.0344827586206895,6.0344827586206895,6.771689497716895,4.4815068493150685,10.286027397260273,2.658447488584475,7.42568493150685,2.667514677103718
BRB,energy_and_non_green,1,0.0,0.0,0.0,0.0,,,,,,
BRB,energy_and_green,3,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,,,1.1561643835616437,,1.1561643835616437,
BWA,energy_and_non_green,1,0.0,0.0,0.0,0.0,,,,,,
BWA,energy_and_green,1,0.0,0.0,0.0,0.0,,,,,,
CAN,energy_and_non_green,1555,7.202572347266881,9.517684887459806,15.691318327974276,21.672025723472668,5.828884540117417,9.795521601685985,7.2809955624155895,13.024050529078828,9.636257971998944,3.060942975469895
CAN,energy_and_green,760,4.2105263157894735,5.263157894736842,8.157894736842106,12.368421052631579,7.091374936580416,9.02850796001481,8.370789685737307,14.822620302072359,9.59633771316746,4.339242546333602
CHE,energy_and_non_green,427,1.1709601873536302,1.1709601873536302,2.107728337236534,3.51288056206089,6.107876712328768,8.323418134377038,8.915068493150685,17.72579908675799,14.609347300564062,2.677433309300649
CHE,energy_and_green,249,0.8032128514056224,1.2048192771084338,2.4096385542168677,2.4096385542168677,5.0468797564687975,1.818376211159372,5.93972602739726,12.432876712328767,11.134246575342464,1.964611872146119
CHL,energy_and_non_green,34,0.0,0.0,5.88235294117647,8.823529411764707,,1.1643835616438356,8.830136986301369,13.89132420091324,12.626027397260273,4.284433374844334
CHL,energy_and_green,19,5.263157894736842,5.263157894736842,5.263157894736842,5.263157894736842,4.36986301369863,,,0.4301369863013699,0.4301369863013699,1.590867579908676
CHN,energy_and_non_green,1009,6.442021803766106,10.703666997026758,22.497522299306244,37.06640237859267,8.038287671232876,13.444090474673462,10.252528581728294,10.049497716894978,10.244322234443223,4.246596915111639
CHN,energy_and_green,382,5.2356020942408374,10.471204188481675,22.5130890052356,35.86387434554974,5.484566210045662,9.582123287671234,10.575812717235738,10.847440519105984,10.458027397260274,3.6299692479731616
CIV,energy_and_non_green,4,0.0,0.0,0.0,25.0,,,19.627397260273973,33.73972602739726,26.683561643835617,
CIV,energy_and_green,3,0.0,0.0,0.0,33.33333333333333,,,,12.884931506849314,12.884931506849314,
CMR,energy_and_non_green,1,0.0,0.0,0.0,100.0,,,,13.736986301369862,13.736986301369862,
CMR,energy_and_green,1,0.0,0.0,0.0,0.0,,,,,,3.26027397260274
COD,energy_and_non_green,2,0.0,0.0,0.0,0.0,6.189041095890411,,,,,4.197260273972603
COL,energy_and_non_green,30,3.3333333333333335,6.666666666666667,10.0,23.333333333333332,,18.923287671232877,5.079452054794521,14.808219178082192,12.376027397260275,2.428310502283105
COL,energy_and_green,14,0.0,7.142857142857142,7.142857142857142,14.285714285714285,,6.12986301369863,9.304109589041097,,9.304109589041097,1.941552511415525
CRI,energy_and_non_green,2,0.0,0.0,0.0,0.0,,,,,,
CRI,energy_and_green,5,0.0,0.0,20.0,20.0,,,,8.005479452054795,8.005479452054795,
CUB,energy_and_non_green,1,0.0,0.0,0.0,0.0,14.997260273972604,,,,,
CYM,energy_and_non_green,5,20.0,40.0,60.0,60.0,,0.947945205479452,1.0246575342465754,7.191780821917808,5.13607305936073,
CYM,energy_and_green,2,0.0,0.0,0.0,0.0,,,,,,
CYP,energy_and_non_green,16,0.0,12.5,31.25,50.0,,12.63013698630137,8.815753424657535,9.538082191780822,8.790753424657535,0.43698630136986305
CYP,energy_and_green,8,0.0,12.5,12.5,12.5,,,,3.4246575342465753,3.4246575342465753,
CZE,energy_and_non_green,207,0.0,0.0,0.0,0.4830917874396135,,,,20.4027397260274,20.4027397260274,0.09315068493150686
CZE,energy_and_green,61,0.0,0.0,0.0,0.0,,1.915068493150685,21.024657534246575,,21.024657534246575,
DEU,energy_and_non_green,876,0.91324200913242,1.4840182648401825,3.3105022831050226,5.93607305936073,7.509436834094369,7.354854079809411,11.915753424657535,13.902014504431909,13.466791199667911,2.888356164383562
DEU,energy_and_green,638,0.9404388714733543,1.8808777429467085,4.231974921630094,5.956112852664576,5.521785240830756,6.0287366818873664,7.893455098934551,9.25689497716895,8.942255005268704,2.5490966845344447
DNK,energy_and_non_green,146,0.0,2.73972602739726,4.10958904109589,6.164383561643835,6.0921232876712335,8.321295143212952,13.219178082191782,13.110585305105854,13.119634703196347,4.9082191780821915
DNK,energy_and_green,127,1.574803149606299,2.3622047244094486,4.724409448818897,9.448818897637794,8.027397260273974,7.703595890410959,4.367123287671233,12.882191780821918,11.665753424657535,3.264931506849315
DOM,energy_and_non_green,4,25.0,25.0,25.0,25.0,,7.419178082191781,,2.0712328767123287,2.0712328767123287,
DOM,energy_and_green,2,0.0,0.0,0.0,0.0,,,,,,
DZA,energy_and_non_green,1,0.0,0.0,0.0,0.0,,,,,,
ECU,energy_and_non_green,2,0.0,0.0,0.0,0.0,,,,,,0.15616438356164383
ECU,energy_and_green,1,0.0,0.0,0.0,0.0,,,,,,
EGY,energy_and_non_green,23,0.0,0.0,4.3478260869565215,4.3478260869565215,,,,8.632876712328768,8.632876712328768,0.9917808219178083
EGY,energy_and_green,24,0.0,0.0,0.0,4.166666666666666,,11.3,18.884931506849316,,18.884931506849316,1.2223091976516633
ESP,energy_and_non_green,515,0.1941747572815534,0.7766990291262136,1.3592233009708738,2.7184466019417477,3.706301369863014,8.022222222222222,12.719999999999999,17.52891131939438,16.365130759651308,2.5496086105675144
ESP,energy_and_green,376,0.26595744680851063,0.5319148936170213,1.0638297872340425,3.1914893617021276,7.22255005268704,6.355301877219686,16.504657534246576,15.042739726027397,15.530045662100457,2.666981577704299
EST,energy_and_non_green,26,3.8461538461538463,3.8461538461538463,3.8461538461538463,3.8461538461538463,,10.421917808219177,,0.3315068493150685,0.3315068493150685,3.1143835616438356
EST,energy_and_green,26,0.0,0.0,0.0,3.8461538461538463,5.9232876712328775,9.368036529680365,,13.416438356164383,13.416438356164383,2.1308219178082193
ETH,energy_and_non_green,3,0.0,0.0,0.0,0.0,,4.958904109589041,,,,3.5726027397260274
ETH,energy_and_green,2,0.0,0.0,0.0,0.0,,,,,,0.6027397260273972
FIN,energy_and_non_green,91,5.4945054945054945,7.6923076923076925,9.89010989010989,15.384615384615385,7.654246575342467,6.477054794520548,8.351598173515981,9.11886195995785,8.975,2.104337899543379
FIN,energy_and_green,66,3.0303030303030303,4.545454545454546,9.090909090909092,13.636363636363635,6.041704718417048,5.523287671232876,6.493150684931507,10.776255707762557,10.347945205479451,2.447839831401475
FLK,energy_and_non_green,1,0.0,0.0,0.0,100.0,,,15.605479452054794,,15.605479452054794,
FRA,energy_and_non_green,469,0.42643923240938164,1.7057569296375266,5.543710021321962,10.23454157782516,4.690627253064167,6.079452054794521,9.44146118721461,15.09441095890411,13.916068710589258,2.6542465753424658
FRA,energy_and_green,434,1.8433179723502304,3.4562211981566824,6.221198156682028,9.90783410138249,6.463249881908361,6.49119373776908,5.904531085353003,11.850256849315068,9.825114155251143,2.5430906032203797
FRO,energy_and_non_green,1,0.0,0.0,0.0,0.0,,,,,,
GAB,energy_and_non_green,1,0.0,0.0,0.0,0.0,,,,25.515068493150686,25.515068493150686,
GBR,energy_and_non_green,1497,5.01002004008016,7.414829659318638,12.558450233800937,19.10487641950568,7.135450850519344,9.22666159309995,6.03529238474002,12.979762414383561,11.021488206208964,2.8422082603769696
GBR,energy_and_green,894,1.7897091722595078,2.5727069351230423,5.369127516778524,8.94854586129754,6.259689087271048,6.355058439110218,6.844901065449011,14.304141446320484,13.03322250299242,3.012136307030454
GEO,energy_and_non_green,1,0.0,0.0,0.0,0.0,,,,,,
GGY,energy_and_non_green,1,100.0,100.0,100.0,100.0,,,0.44931506849315067,,0.44931506849315067,
GGY,energy_and_green,2,50.0,50.0,50.0,50.0,,7.967123287671233,0.8328767123287671,,0.8328767123287671,
GHA,energy_and_non_green,15,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,9.352054794520548,8.161643835616438,1.6493150684931508,10.468493150684932,1.6493150684931508,1.1123287671232875
GHA,energy_and_green,7,14.285714285714285,14.285714285714285,14.285714285714285,14.285714285714285,,,,0.0,0.0,
GIB,energy_and_non_green,2,50.0,50.0,50.0,50.0,,,,,,
GIB,energy_and_green,1,0.0,0.0,0.0,0.0,,,,,,
GIN,energy_and_green,1,0.0,0.0,0.0,0.0,,2.8794520547945206,,,,
GRC,energy_and_non_green,66,0.0,0.0,1.5151515151515151,3.0303030303030303,,12.336986301369864,10.564383561643837,,10.564383561643837,1.4054794520547946
GRC,energy_and_green,56,0.0,0.0,0.0,3.571428571428571,16.660273972602738,7.723287671232877,15.254794520547945,,15.254794520547945,0.12054794520547946
GTM,energy_and_non_green,2,50.0,50.0,50.0,50.0,,,,0.3287671232876712,0.3287671232876712,
GTM,energy_and_green,2,0.0,0.0,0.0,0.0,,5.6657534246575345,,,,0.3315068493150685
GUY,energy_and_non_green,1,0.0,0.0,0.0,0.0,,,,,,
HKG,energy_and_non_green,137,25.547445255474454,27.73722627737226,35.03649635036496,47.44525547445255,8.386301369863014,0.7972602739726027,6.51964897260274,7.108675799086758,6.546023308116949,2.500684931506849
HKG,energy_and_green,51,21.568627450980394,25.49019607843137,29.411764705882355,35.294117647058826,7.629223744292237,14.188356164383562,4.9730353280461435,26.545205479452054,4.9730353280461435,5.08310502283105
HND,energy_and_non_green,1,0.0,0.0,0.0,0.0,,,,,,
HRV,energy_and_non_green,30,0.0,0.0,0.0,0.0,,,,,,2.3589041095890413
HRV,energy_and_green,9,0.0,0.0,0.0,11.11111111111111,6.728767123287671,4.416438356164384,11.043835616438356,,11.043835616438356,1.2465753424657535
HTI,energy_and_non_green,2,0.0,0.0,0.0,50.0,,,,14.150684931506849,14.150684931506849,7.142465753424657
HUN,energy_and_non_green,58,0.0,0.0,0.0,0.0,,,,,,1.8416438356164384
HUN,energy_and_green,16,6.25,6.25,6.25,12.5,,3.750684931506849,,14.756164383561643,14.756164383561643,5.205479452054794
IDN,energy_and_non_green,69,4.3478260869565215,8.695652173913043,18.84057971014493,31.88405797101449,10.945205479452055,7.384931506849314,15.518264840182647,5.206849315068493,14.873801369863013,0.5808219178082191
IDN,energy_and_green,26,0.0,0.0,3.8461538461538463,11.538461538461538,,,15.788127853881278,7.865753424657535,13.807534246575342,1.0730593607305936
IMN,energy_and_non_green,2,0.0,0.0,50.0,50.0,,,,8.345205479452055,8.345205479452055,
IND,energy_and_non_green,599,1.1686143572621035,1.335559265442404,3.8397328881469113,7.0116861435726205,8.560328767123288,11.895738203957382,15.789530332681016,14.802511415525116,15.615350523771152,3.067701674277017
IND,energy_and_green,431,0.9280742459396751,2.088167053364269,5.104408352668213,8.352668213457076,7.036986301369863,8.355506849315068,11.916189290161894,8.373287671232877,10.424441240086518,3.3919634703196344
IRL,energy_and_non_green,95,0.0,5.263157894736842,7.368421052631578,14.736842105263156,8.395890410958904,7.203424657534247,13.012785388127854,11.932982086406744,12.135445205479451,3.02640099626401
IRL,energy_and_green,77,1.2987012987012987,3.896103896103896,11.688311688311687,14.285714285714285,6.553424657534247,9.408675799086758,6.693607305936073,9.237442922374429,7.465255292652554,4.40423412204234
IRN,energy_and_non_green,6,0.0,0.0,0.0,0.0,,,,,,
ISL,energy_and_non_green,14,0.0,0.0,7.142857142857142,7.142857142857142,6.546575342465753,4.958356164383561,6.972602739726027,,6.972602739726027,
ISL,energy_and_green,11,0.0,0.0,0.0,0.0,12.326027397260274,3.8975342465753426,,,,3.0621004566210046
ISR,energy_and_non_green,226,2.6548672566371683,4.867256637168142,5.752212389380531,6.637168141592921,7.333789954337899,4.789628180039139,8.481917808219178,11.55738203957382,9.938716654650325,2.599412915851272
ISR,energy_and_green,158,1.2658227848101267,1.89873417721519,3.79746835443038,3.79746835443038,4.88013698630137,9.089121676067688,7.751141552511416,6.868493150684931,7.62504892367906,2.5437377690802347
ITA,energy_and_non_green,278,1.079136690647482,1.4388489208633095,3.237410071942446,5.0359712230215825,3.3753424657534246,7.425,7.22348336594912,17.057534246575344,13.615616438356165,1.8235039653929344
ITA,energy_and_green,246,1.6260162601626018,2.0325203252032518,3.6585365853658534,5.284552845528456,3.9566210045662102,8.429695095006629,3.593607305936073,13.362100456621006,11.408401826484019,2.0778331257783313
JAM,energy_and_green,4,0.0,0.0,0.0,0.0,,,,,,
JEY,energy_and_non_green,7,0.0,28.57142857142857,42.857142857142854,42.857142857142854,,13.983561643835616,13.615890410958906,,13.615890410958906,
JEY,energy_and_green,1,0.0,100.0,100.0,100.0,2.956164383561644,5.093150684931507,3.8767123287671232,,3.8767123287671232,
JOR,energy_and_non_green,6,0.0,0.0,0.0,0.0,,,,,,0.16164383561643836
JOR,energy_and_green,1,0.0,0.0,0.0,0.0,,,,,,
JPN,energy_and_non_green,341,2.6392961876832843,2.932551319648094,4.398826979472141,6.158357771260997,8.092085235920853,9.75068493150685,7.101761252446184,11.066666666666665,7.8014504431909755,1.9799657534246575
JPN,energy_and_green,227,0.4405286343612335,0.4405286343612335,1.3215859030837005,3.9647577092511015,6.044292237442922,5.289766317485898,13.972298325722983,15.715068493150685,14.146575342465756,1.9584474885844747
KAZ,energy_and_non_green,8,12.5,12.5,12.5,12.5,,,,2.3698630136986303,2.3698630136986303,
KAZ,energy_and_green,2,0.0,0.0,0.0,0.0,,,,,,
KEN,energy_and_non_green,28,3.571428571428571,7.142857142857142,7.142857142857142,7.142857142857142,4.090410958904109,4.2803652968036525,,4.739726027397261,4.739726027397261,3.712328767123288
KEN,energy_and_green,32,0.0,0.0,0.0,0.0,5.605479452054794,2.419178082191781,,21.454794520547946,21.454794520547946,4.457191780821917
KHM,energy_and_non_green,1,0.0,0.0,0.0,0.0,,,,,,
KHM,energy_and_green,3,0.0,0.0,0.0,0.0,,,,,,2.180821917808219
KOR,energy_and_non_green,181,1.1049723756906076,1.1049723756906076,1.1049723756906076,3.314917127071823,6.912328767123288,10.798173515981736,13.420821917808217,27.291780821917808,17.383953033268103,3.6187866927592958
KOR,energy_and_green,87,0.0,0.0,1.1494252873563218,3.4482758620689653,,2.3013698630136985,13.960730593607307,33.4,18.82054794520548,0.8027397260273972
KWT,energy_and_non_green,9,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,,,1.8876712328767122,,1.8876712328767122,
KWT,energy_and_green,4,0.0,0.0,0.0,0.0,,,,,,
LAO,energy_and_green,1,0.0,0.0,0.0,0.0,14.238356164383562,,,,,
LBN,energy_and_non_green,7,0.0,0.0,0.0,0.0,,,,,,
LBN,energy_and_green,1,0.0,0.0,0.0,0.0,,,,,,
LCA,energy_and_green,1,0.0,0.0,0.0,0.0,,1.3205479452054794,,,,5.306849315068493
LKA,energy_and_non_green,7,0.0,0.0,0.0,0.0,,,,,,
LKA,energy_and_green,7,0.0,0.0,0.0,0.0,,17.454794520547946,,,,
LSO,energy_and_green,1,0.0,0.0,0.0,0.0,,,,,,
LTU,energy_and_non_green,16,0.0,0.0,6.25,12.5,22.345205479452055,8.723287671232876,16.164383561643834,9.572602739726028,12.86849315068493,2.5191780821917806
LTU,energy_and_green,20,0.0,0.0,0.0,5.0,,2.084931506849315,13.161643835616438,,13.161643835616438,0.8964383561643835
LUX,energy_and_non_green,8,0.0,12.5,12.5,12.5,1.726027397260274,,,4.841095890410959,4.841095890410959,0.5123287671232877
LUX,energy_and_green,12,8.333333333333332,8.333333333333332,8.333333333333332,8.333333333333332,,1.5041095890410958,0.821917808219178,,0.821917808219178,3.2310502283105023
LVA,energy_and_non_green,13,0.0,0.0,0.0,7.6923076923076925,,7.83013698630137,19.167123287671235,,19.167123287671235,2.647945205479452
LVA,energy_and_green,12,0.0,0.0,0.0,0.0,,0.18356164383561643,,,,0.7808219178082192
MAR,energy_and_non_green,13,0.0,0.0,0.0,0.0,,2.0027397260273974,,,,2.8328767123287673
MAR,energy_and_green,5,0.0,0.0,0.0,0.0,,,,,,
MDA,energy_and_green,3,0.0,0.0,0.0,0.0,,,,,,0.8424657534246576
MDG,energy_and_non_green,2,0.0,0.0,0.0,0.0,,,,,,
MDG,energy_and_green,2,0.0,0.0,0.0,0.0,,,,,,
MDV,energy_and_green,1,0.0,0.0,0.0,0.0,,,,,,
MEX,energy_and_non_green,56,1.7857142857142856,3.571428571428571,7.142857142857142,7.142857142857142,8.024657534246575,6.1980430528375745,6.5479452054794525,3.1575342465753424,4.852739726027398,3.3968036529680368
MEX,energy_and_green,33,0.0,0.0,0.0,0.0,1.7726027397260273,4.551369863013699,,,,2.9112328767123286
MKD,energy_and_non_green,1,0.0,0.0,0.0,0.0,,,,,,0.915068493150685
MLI,energy_and_non_green,3,0.0,0.0,0.0,0.0,,,,,,
MLT,energy_and_non_green,2,0.0,0.0,0.0,0.0,,,,,,
MLT,energy_and_green,3,0.0,0.0,0.0,0.0,4.2904109589041095,,,,,2.328767123287671
MMR,energy_and_non_green,3,0.0,0.0,0.0,0.0,2.254794520547945,,,,,
MNG,energy_and_non_green,1,100.0,100.0,100.0,100.0,,10.336986301369864,1.3534246575342466,,1.3534246575342466,
MOZ,energy_and_non_green,2,0.0,0.0,0.0,0.0,,,,,,
MOZ,energy_and_green,1,0.0,0.0,0.0,0.0,,,,,,
MRT,energy_and_non_green,1,0.0,0.0,0.0,0.0,,,,,,
MUS,energy_and_non_green,2,0.0,0.0,0.0,0.0,,2.2164383561643834,,,,2.2164383561643834
MUS,energy_and_green,4,0.0,0.0,0.0,0.0,8.33972602739726,,,,,
MYS,energy_and_non_green,79,18.9873417721519,21.518987341772153,27.848101265822784,40.50632911392405,,,11.158503174072838,,11.158503174072838,0.0
MYS,energy_and_green,23,13.043478260869565,17.391304347826086,26.08695652173913,30.434782608695656,,23.33150684931507,7.94637964774951,2.8575342465753426,7.310273972602739,0.13789954337899543
NAM,energy_and_non_green,1,100.0,100.0,100.0,100.0,,,,0.6876712328767123,0.6876712328767123,
NAM,energy_and_green,3,0.0,0.0,0.0,0.0,,,,,,
NCL,energy_and_green,1,0.0,0.0,0.0,0.0,,,,,,
NGA,energy_and_non_green,51,0.0,1.9607843137254901,5.88235294117647,9.803921568627452,,10.75,3.3945205479452056,11.765753424657536,10.09150684931507,2.241095890410959
NGA,energy_and_green,38,0.0,0.0,0.0,0.0,4.4082191780821915,4.540182648401827,,,,3.3160469667318986
NIC,energy_and_non_green,2,0.0,0.0,0.0,0.0,,,,,,1.9561643835616438
NLD,energy_and_non_green,620,0.4838709677419355,1.129032258064516,2.258064516129032,4.193548387096775,6.463013698630137,7.048401826484019,9.578082191780823,13.411312417145382,12.955821917808219,2.888624181060155
NLD,energy_and_green,355,0.5633802816901409,1.6901408450704223,3.6619718309859155,5.070422535211268,5.116189290161893,6.853424657534246,9.826027397260274,9.986301369863014,9.97027397260274,3.373385518590998
NOR,energy_and_non_green,251,1.593625498007968,4.780876494023905,11.553784860557768,20.318725099601593,7.3733855185909984,3.516666666666667,10.767732115677322,13.385419085210124,13.038960515713134,3.6320939334637967
NOR,energy_and_green,123,1.6260162601626018,1.6260162601626018,4.878048780487805,9.75609756097561,8.69041095890411,8.994309799789251,14.167123287671233,12.872146118721462,12.537181996086105,3.197260273972603
NPL,energy_and_non_green,2,0.0,0.0,0.0,0.0,,,,,,
NPL,energy_and_green,1,0.0,0.0,0.0,0.0,,,,,,
NZL,energy_and_non_green,73,1.36986301369863,4.10958904109589,9.58904109589041,15.068493150684931,4.627397260273973,6.958904109589041,12.569589041095892,12.68013698630137,12.601174168297456,24.424657534246574
NZL,energy_and_green,33,0.0,0.0,0.0,0.0,4.597260273972603,,,,,2.1342465753424658
OMN,energy_and_non_green,15,0.0,0.0,0.0,0.0,,,,,,
OMN,energy_and_green,1,0.0,0.0,0.0,0.0,,,,,,
PAK,energy_and_non_green,32,0.0,3.125,3.125,9.375,,,7.935616438356164,16.643835616438356,10.838356164383562,8.764383561643836
PAK,energy_and_green,15,0.0,0.0,6.666666666666667,6.666666666666667,,5.86027397260274,,5.8931506849315065,5.8931506849315065,3.8054794520547945
PAN,energy_and_non_green,4,0.0,0.0,0.0,25.0,,,,11.536986301369863,11.536986301369863,
PAN,energy_and_green,2,0.0,0.0,0.0,50.0,,,,10.531506849315068,10.531506849315068,
PER,energy_and_non_green,17,0.0,0.0,0.0,11.76470588235294,,,,17.75068493150685,17.75068493150685,
PER,energy_and_green,2,0.0,0.0,0.0,0.0,,,,,,
PHL,energy_and_non_green,30,3.3333333333333335,6.666666666666667,6.666666666666667,16.666666666666664,,19.323287671232876,10.974794520547945,22.06027397260274,12.822374429223744,
PHL,energy_and_green,13,0.0,0.0,0.0,7.6923076923076925,,8.09041095890411,,17.336986301369862,17.336986301369862,1.1643835616438356
POL,energy_and_non_green,84,2.380952380952381,3.571428571428571,3.571428571428571,8.333333333333332,,3.4356164383561647,17.995890410958904,9.705753424657534,13.390258751902586,2.2315068493150685
POL,energy_and_green,66,0.0,0.0,1.5151515151515151,1.5151515151515151,2.4986301369863013,2.8363013698630137,7.019178082191781,,7.019178082191781,2.267945205479452
PRI,energy_and_non_green,3,0.0,0.0,0.0,0.0,,,,,,
PRI,energy_and_green,1,0.0,0.0,0.0,0.0,,,,,,
PRT,energy_and_non_green,97,0.0,0.0,0.0,0.0,1.6429223744292238,6.195205479452055,23.610958904109587,20.687671232876713,20.687671232876713,1.7494672754946727
PRT,energy_and_green,87,0.0,0.0,1.1494252873563218,3.4482758620689653,7.027397260273973,2.211506849315069,10.7,10.005479452054795,10.468493150684932,4.261021170610212
PSE,energy_and_non_green,2,0.0,0.0,0.0,0.0,,,,,,2.747945205479452
QAT,energy_and_non_green,11,18.181818181818183,18.181818181818183,18.181818181818183,27.27272727272727,,,4.361643835616438,,4.361643835616438,
QAT,energy_and_green,3,0.0,0.0,0.0,0.0,,,,,,
ROM,energy_and_non_green,88,0.0,0.0,1.1363636363636365,2.272727272727273,,,,13.95525114155251,13.95525114155251,2.249315068493151
ROM,energy_and_green,23,0.0,0.0,0.0,0.0,,,,,,
RUS,energy_and_non_green,132,2.272727272727273,4.545454545454546,13.636363636363635,21.21212121212121,3.3853881278538815,8.002348336594912,8.999869536855838,8.13737769080235,8.784246575342467,4.007534246575342
RUS,energy_and_green,26,0.0,3.8461538461538463,7.6923076923076925,19.230769230769234,9.872602739726029,10.301369863013699,14.514155251141553,7.189041095890411,11.584109589041095,2.4401826484018265
RWA,energy_and_non_green,3,0.0,0.0,0.0,0.0,,,,,,
RWA,energy_and_green,10,0.0,0.0,0.0,0.0,4.2684931506849315,1.5452054794520549,,,,3.684931506849315
SAU,energy_and_non_green,23,4.3478260869565215,8.695652173913043,13.043478260869565,17.391304347826086,3.835616438356164,,12.315068493150685,4.391780821917808,10.73041095890411,0.13835616438356166
SAU,energy_and_green,10,0.0,0.0,0.0,0.0,,17.024657534246575,,,,4.536986301369863
SDN,energy_and_non_green,1,0.0,0.0,0.0,0.0,,,,,,
SEN,energy_and_non_green,3,0.0,0.0,0.0,0.0,6.252054794520548,6.120547945205479,,,,
SEN,energy_and_green,3,0.0,0.0,0.0,0.0,,,,,,2.7726027397260276
SGP,energy_and_non_green,138,2.1739130434782608,4.3478260869565215,10.869565217391305,13.768115942028986,4.845890410958904,6.175342465753425,8.596651445966515,12.960182648401826,10.96557474687314,2.0369057211925865
SGP,energy_and_green,82,1.2195121951219512,4.878048780487805,10.975609756097562,10.975609756097562,2.8399217221135027,11.708414872798434,8.088845401174169,6.325114155251142,7.559726027397261,1.7055515501081473
SLE,energy_and_green,1,0.0,0.0,0.0,0.0,,1.7753424657534247,,,,1.704109589041096
SLV,energy_and_non_green,2,0.0,0.0,0.0,0.0,,,,,,
