country_ISO3,sector,number_of_companies,success_within_3_years_proba,success_within_5_years_proba,success_within_10_years_proba,success_within_20_years_proba,time_to_expansion_stage,time_to_bridge_stage,time_to_ipo,time_to_acquired,time_to_success,time_to_early_stage
SLV,energy_and_green,2,0.0,0.0,0.0,0.0,,,,,,
SOM,energy_and_green,1,0.0,0.0,0.0,0.0,,,,,,
SRB,energy_and_non_green,18,0.0,0.0,0.0,0.0,,27.019178082191782,,,,1.0438356164383562
SRB,energy_and_green,3,0.0,0.0,0.0,0.0,,1.2547945205479452,,,,3.6447488584474885
SUR,energy_and_green,1,0.0,0.0,0.0,0.0,,,,,,
SVK,energy_and_non_green,100,0.0,0.0,0.0,0.0,2.473972602739726,13.113698630136987,,,,0.0
SVK,energy_and_green,41,0.0,0.0,0.0,0.0,12.26027397260274,,,,,7.2910958904109595
SVN,energy_and_non_green,14,7.142857142857142,7.142857142857142,7.142857142857142,7.142857142857142,,7.693150684931507,,1.6465753424657534,1.6465753424657534,0.0821917808219178
SVN,energy_and_green,13,0.0,0.0,0.0,0.0,,6.570958904109588,,,,4.89931506849315
SWE,energy_and_non_green,272,1.8382352941176472,2.5735294117647056,5.514705882352941,8.823529411764707,7.6840597758405975,9.248243001786777,11.43917808219178,12.523424657534246,12.16200913242009,4.014943960149439
SWE,energy_and_green,194,0.5154639175257731,2.0618556701030926,6.185567010309279,8.24742268041237,6.5917808219178085,7.817272185824896,11.588493150684931,9.105163329820865,9.794977168949773,2.9591609589041097
TAN,energy_and_non_green,5,20.0,20.0,20.0,20.0,,,0.673972602739726,,0.673972602739726,2.3315068493150686
TAN,energy_and_green,7,0.0,0.0,14.285714285714285,14.285714285714285,,4.463013698630137,,6.035616438356165,6.035616438356165,2.621917808219178
TCD,energy_and_green,1,0.0,0.0,0.0,0.0,,,,,,
TGO,energy_and_non_green,1,0.0,0.0,0.0,0.0,,,,,,
THA,energy_and_non_green,47,0.0,2.127659574468085,6.382978723404255,12.76595744680851,,,14.55146771037182,21.578082191780823,16.112937595129374,0.16986301369863013
THA,energy_and_green,26,7.6923076923076925,7.6923076923076925,11.538461538461538,11.538461538461538,,25.112328767123287,14.263926940639271,,14.263926940639271,
TLS,energy_and_non_green,1,0.0,0.0,0.0,0.0,,,,,,
TTO,energy_and_non_green,5,0.0,0.0,0.0,0.0,,,,26.704109589041096,26.704109589041096,0.8328767123287671
TTO,energy_and_green,3,0.0,0.0,0.0,33.33333333333333,,,,13.646575342465754,13.646575342465754,
TUN,energy_and_non_green,12,0.0,0.0,0.0,0.0,,,,,,
TUN,energy_and_green,10,0.0,0.0,0.0,0.0,,,,,,1.3287671232876712
TUR,energy_and_non_green,73,1.36986301369863,2.73972602739726,8.21917808219178,15.068493150684931,2.319178082191781,5.7099804305283755,15.07788649706458,21.255479452054796,15.412087026591458,2.526027397260274
TUR,energy_and_green,35,0.0,2.857142857142857,5.714285714285714,8.571428571428571,1.736986301369863,5.9520547945205475,4.156164383561644,13.124657534246575,10.135159817351598,1.2621917808219179
TWN,energy_and_non_green,58,1.7241379310344827,3.4482758620689653,10.344827586206897,17.24137931034483,13.526027397260274,9.978082191780821,13.059295499021527,,13.059295499021527,3.506164383561644
TWN,energy_and_green,26,0.0,0.0,3.8461538461538463,3.8461538461538463,6.723287671232876,,9.115068493150686,,9.115068493150686,0.5191780821917807
UGA,energy_and_non_green,19,0.0,0.0,5.263157894736842,5.263157894736842,,6.957990867579909,7.63013698630137,,7.63013698630137,0.16164383561643836
UGA,energy_and_green,11,0.0,0.0,0.0,0.0,,0.7945205479452054,,,,3.904109589041096
UKR,energy_and_non_green,152,0.0,0.6578947368421052,0.6578947368421052,1.3157894736842104,,2.697260273972603,4.49041095890411,15.517808219178082,10.004109589041096,0.8726027397260274
UKR,energy_and_green,51,0.0,0.0,0.0,0.0,,16.172602739726027,,,,0.7963470319634703
URY,energy_and_non_green,2,0.0,0.0,0.0,0.0,,,,,,
USA,energy_and_non_green,7547,3.1668212534782034,5.154365973234397,8.996952431429706,13.515304094342124,6.40675227370179,7.307307433191107,7.308063832791978,13.163657704128122,11.179829196996618,2.959171266952907
USA,energy_and_green,4300,2.0232558139534884,3.511627906976744,7.720930232558139,10.72093023255814,6.107052090843547,7.1744777397260275,7.8937326992689325,11.91725716946719,10.055318921232876,3.4239109042345484
VEN,energy_and_non_green,3,0.0,0.0,0.0,0.0,,,,,,4.594520547945206
VNM,energy_and_non_green,61,0.0,0.0,0.0,1.639344262295082,,24.041095890410958,,13.7013698630137,13.7013698630137,
VNM,energy_and_green,12,0.0,0.0,0.0,0.0,3.808219178082192,,,21.383561643835616,21.383561643835616,0.27945205479452057
ZAF,energy_and_non_green,59,5.084745762711865,5.084745762711865,8.47457627118644,10.16949152542373,,3.8557077625570777,14.82054794520548,9.888767123287671,12.080669710806697,1.4922374429223744
ZAF,energy_and_green,46,2.1739130434782608,2.1739130434782608,6.521739130434782,6.521739130434782,5.835616438356165,6.384931506849314,,10.735616438356164,10.735616438356164,4.037442922374429
ZMB,energy_and_non_green,5,0.0,0.0,0.0,0.0,,11.610958904109589,,,,
ZMB,energy_and_green,3,0.0,0.0,0.0,0.0,,,,,,
ZWE,energy_and_non_green,4,0.0,0.0,0.0,0.0,,31.73972602739726,,,,
ZWE,energy_and_green,4,0.0,0.0,0.0,0.0,,4.586301369863014,,,,4.909589041095891
