year,country_ISO3,number_of_deals,raised_amount_usd,sector
2017,CHL,2,600478.7234042553,energy_and_non_green
2017,CHL,2,9194122.340425532,energy_and_green
2017,CHN,50,243079761.43085107,energy_and_non_green
2017,CHN,52,5848281757.675531,energy_and_green
2017,COL,2,2609589.8936170214,energy_and_non_green
2017,CZE,1,971053.4042553192,energy_and_non_green
2017,DEU,14,79433223.2712766,energy_and_non_green
2017,DEU,16,107491953.46276596,energy_and_green
2017,DNK,1,491082.8297872341,energy_and_non_green
2017,DNK,1,363811.93085106387,energy_and_green
2017,ECU,1,169946.8085106383,energy_and_non_green
2017,ESP,9,22610695.5,energy_and_non_green
2017,ESP,7,4575673.930851064,energy_and_green
2017,EST,3,18803545.96276596,energy_and_green
2017,FIN,3,19574820.095744684,energy_and_non_green
2017,FIN,9,7091675.25,energy_and_green
2017,FRA,13,115095673.91489361,energy_and_non_green
2017,FRA,11,40535722.96276596,energy_and_green
2017,GBR,46,98301404.53723404,energy_and_non_green
2017,GBR,48,77502023.64893617,energy_and_green
2017,GHA,1,15295212.765957447,energy_and_non_green
2017,GTM,2,13595744.680851065,energy_and_green
2017,HKG,1,335709.5265957447,energy_and_green
2017,HRV,1,246725.37765957447,energy_and_non_green
2017,HUN,5,1471465.1808510637,energy_and_non_green
2017,IND,7,7536597.127659575,energy_and_non_green
2017,IND,14,56488314.90957447,energy_and_green
2017,IRL,2,2593222.8829787234,energy_and_non_green
2017,IRL,1,1279766.3138297873,energy_and_green
2017,ISL,1,67372.57978723405,energy_and_green
2017,ISR,12,66104642.90425532,energy_and_non_green
2017,ISR,12,119438617.02127658,energy_and_green
2017,ITA,1,144807.14361702127,energy_and_non_green
2017,ITA,11,8598184.59574468,energy_and_green
2017,JPN,6,16795735.45212766,energy_and_non_green
2017,JPN,7,15808861.132978724,energy_and_green
2017,KEN,2,98569148.93617022,energy_and_non_green
2017,KEN,3,11250468.526595745,energy_and_green
2017,KHM,1,793085.1063829787,energy_and_green
2017,LCA,3,19827.127659574468,energy_and_green
2017,LVA,1,338183.9521276596,energy_and_green
2017,MEX,3,687386.1223404256,energy_and_non_green
2017,MEX,2,5891489.361702127,energy_and_green
2017,NGA,1,56648.936170212764,energy_and_non_green
2017,NGA,2,164281.914893617,energy_and_green
2017,NLD,6,8313972.35106383,energy_and_non_green
2017,NLD,14,57931019.42553192,energy_and_green
2017,NOR,3,2634112.085106383,energy_and_non_green
2017,NOR,4,15733166.824468086,energy_and_green
2017,NZL,2,4271039.744680852,energy_and_green
2017,POL,2,7410950.920212766,energy_and_non_green
2017,POL,3,2080598.7287234042,energy_and_green
2017,PRT,3,189999.3989361702,energy_and_green
2017,RUS,2,1880744.680851064,energy_and_non_green
2017,RUS,2,221415.76595744683,energy_and_green
2017,SAU,1,566489.3617021277,energy_and_non_green
2017,SEN,1,3625531.914893617,energy_and_green
2017,SGP,3,1603135.436170213,energy_and_non_green
2017,SGP,3,85340686.5,energy_and_green
2017,SWE,8,20011533.542553194,energy_and_non_green
2017,SWE,7,63350493.9893617,energy_and_green
2017,THA,1,283244.68085106387,energy_and_non_green
2017,TUR,5,9936223.40425532,energy_and_non_green
2017,TUR,2,3398936.170212766,energy_and_green
2017,TWN,1,339893617.0212766,energy_and_green
2017,UKR,2,414443.6170212766,energy_and_green
2017,USA,196,2191116974.856383,energy_and_non_green
2017,USA,186,6519611449.436171,energy_and_green
2017,ZAF,1,1812765.9574468085,energy_and_non_green
2018,ARE,1,2773437.5,energy_and_non_green
2018,AUS,4,4262693.5625,energy_and_non_green
2018,AUS,12,63523204.109375,energy_and_green
2018,AUT,1,953690.859375,energy_and_non_green
2018,AUT,2,1558208.15625,energy_and_green
2018,BEL,6,5420962.046875,energy_and_non_green
2018,BEL,4,18366528.5,energy_and_green
2018,BGD,1,1841562.5,energy_and_green
2018,BGR,1,273103.71875,energy_and_non_green
2018,BRA,4,1709120.875,energy_and_non_green
2018,BRA,3,1695584.28125,energy_and_green
2018,CAN,23,176314631.703125,energy_and_non_green
2018,CAN,26,109018794.890625,energy_and_green
2018,CHE,7,35874936.578125,energy_and_non_green
2018,CHE,17,13317957.015625,energy_and_green
2018,CHL,2,3050781.25,energy_and_non_green
2018,CHL,2,89415.625,energy_and_green
2018,CHN,32,879374371.71875,energy_and_non_green
2018,CHN,50,6071916921.484375,energy_and_green
2018,CMR,1,1387919.09375,energy_and_green
2018,COL,1,665625.0,energy_and_green
2018,DEU,10,28712322.34375,energy_and_non_green
2018,DEU,30,287888839.734375,energy_and_green
2018,DNK,1,3106250.0,energy_and_non_green
2018,DNK,5,7614913.078125,energy_and_green
2018,EGY,3,410468.75,energy_and_green
2018,ESP,10,3291896.140625,energy_and_non_green
2018,ESP,14,24812130.375,energy_and_green
2018,EST,1,64116.328125,energy_and_non_green
2018,EST,1,1294472.0,energy_and_green
2018,ETH,1,1109375.0,energy_and_green
2018,FIN,4,26000755.796875,energy_and_non_green
2018,FIN,9,24907562.140625,energy_and_green
2018,FRA,20,125089225.546875,energy_and_non_green
2018,FRA,11,60515071.671875,energy_and_green
2018,GBR,46,156734797.515625,energy_and_non_green
2018,GBR,56,101255638.25,energy_and_green
2018,GTM,3,25515625.0,energy_and_green
2018,HKG,2,721093.75,energy_and_green
2018,HUN,1,332812.5,energy_and_non_green
2018,HUN,1,91738.65625,energy_and_green
2018,IND,4,112903380.171875,energy_and_non_green
2018,IND,26,472468005.671875,energy_and_green
2018,IRL,2,7875968.984375,energy_and_non_green
2018,ISR,8,28067910.8125,energy_and_non_green
2018,ISR,8,106525852.875,energy_and_green
2018,ITA,2,1538988.234375,energy_and_non_green
2018,ITA,5,5620068.234375,energy_and_green
2018,JPN,11,33466108.484375,energy_and_non_green
2018,JPN,11,99101295.234375,energy_and_green
2018,KEN,2,12314062.5,energy_and_non_green
2018,KEN,3,6703953.125,energy_and_green
2018,KOR,2,1664062.5,energy_and_non_green
2018,KOR,2,4636663.875,energy_and_green
2018,LCA,2,6070.5,energy_and_green
2018,LTU,1,867296.0625,energy_and_non_green
2018,LTU,2,473463.5,energy_and_green
2018,LUX,3,3220162.84375,energy_and_non_green
2018,LUX,2,8541083.671875,energy_and_green
2018,LVA,1,322043.796875,energy_and_non_green
2018,MEX,2,447078.125,energy_and_non_green
2018,MEX,3,80598995.875,energy_and_green
2018,MYS,1,199687.5,energy_and_non_green
2018,NGA,6,4130341.796875,energy_and_green
2018,NLD,7,9528881.15625,energy_and_non_green
2018,NLD,16,162408778.046875,energy_and_green
2018,NOR,2,29864294.015625,energy_and_green
2018,NZL,1,3814308.59375,energy_and_green
2018,PAK,1,639409.359375,energy_and_non_green
2018,POL,2,1519843.75,energy_and_non_green
2018,POL,3,2617388.375,energy_and_green
2018,PRT,6,8708179.953125,energy_and_green
2018,RUS,3,547353.421875,energy_and_non_green
2018,RWA,4,1087440.4375,energy_and_green
2018,SAU,1,5546875.0,energy_and_non_green
2018,SAU,2,698906.25,energy_and_green
2018,SGP,7,21024456.765625,energy_and_non_green
2018,SGP,9,52993087.609375,energy_and_green
2018,SLE,2,1486562.5,energy_and_green
2018,SRB,2,567286.671875,energy_and_green
2018,SWE,11,7462131.0625,energy_and_non_green
2018,SWE,11,174339302.984375,energy_and_green
2018,THA,1,72109.375,energy_and_non_green
2018,TUN,1,221875.0,energy_and_green
2018,TUR,2,5130859.375,energy_and_non_green
2018,TUR,2,904140.625,energy_and_green
2018,UKR,1,221875.0,energy_and_green
2018,USA,220,2855189199.734375,energy_and_non_green
2018,USA,178,5128450681.140625,energy_and_green
2018,ZAF,1,554687.5,energy_and_non_green
2018,ZWE,2,1331250.0,energy_and_green
2019,ARE,2,70827933.67346938,energy_and_green
2019,AUS,3,19430612.02040816,energy_and_non_green
2019,AUS,9,134393107.45408162,energy_and_green
2019,AUT,3,3179408.6173469387,energy_and_non_green
2019,AUT,1,3948604.8673469387,energy_and_green
2019,BEL,2,21691386.413265303,energy_and_non_green
2019,BEL,2,7217929.913265306,energy_and_green
2019,BRA,3,2828757.3673469387,energy_and_non_green
2019,BRA,5,7104472.637755102,energy_and_green
2019,BRB,1,108673.46938775509,energy_and_green
2019,CAN,16,37652843.5255102,energy_and_non_green
2019,CAN,40,235809539.69387755,energy_and_green
2019,CHE,6,76747179.76530612,energy_and_non_green
2019,CHE,26,171686012.49489796,energy_and_green
2019,CHL,1,3260.204081632653,energy_and_green
2019,CHN,25,936742640.0969387,energy_and_non_green
2019,CHN,27,6648479513.311224,energy_and_green
2019,CMR,2,3872611.683673469,energy_and_green
2019,COD,3,4127418.3673469387,energy_and_non_green
2019,COL,2,760714.2857142857,energy_and_non_green
2019,CZE,1,1094787.3979591837,energy_and_non_green
2019,DEU,7,62713441.117346935,energy_and_non_green
2019,DEU,18,275373895.20918363,energy_and_green
2019,DNK,2,5987908.1632653065,energy_and_non_green
2019,EGY,1,130408.16326530611,energy_and_green
2019,ESP,6,3967978.0867346935,energy_and_non_green
2019,ESP,15,25062057.07653061,energy_and_green
2019,EST,6,7298985.107142856,energy_and_green
2019,FIN,3,2639955.6887755096,energy_and_non_green
2019,FIN,6,29174324.18877551,energy_and_green
2019,FRA,11,40347534.780612245,energy_and_non_green
2019,FRA,7,45080062.239795916,energy_and_green
2019,GBR,40,201779388.2142857,energy_and_non_green
2019,GBR,57,304537843.25510204,energy_and_green
2019,GHA,5,37057653.06122449,energy_and_non_green
2019,HKG,3,1181675.0969387754,energy_and_non_green
2019,HKG,2,94432.89795918367,energy_and_green
2019,HUN,1,803738.1122448979,energy_and_non_green
2019,HUN,1,652983.0153061224,energy_and_green
2019,IDN,1,1630102.0408163264,energy_and_green
2019,IND,7,13010301.903061222,energy_and_non_green
2019,IND,25,510890299.08673465,energy_and_green
2019,IRL,2,2068712.5102040814,energy_and_non_green
2019,IRL,2,2649751.5153061226,energy_and_green
2019,ISL,1,461862.2448979592,energy_and_green
2019,ISR,12,119142148.79081632,energy_and_non_green
2019,ISR,5,145474366.1632653,energy_and_green
2019,ITA,3,1402059.4591836734,energy_and_non_green
2019,ITA,5,4645487.617346939,energy_and_green
2019,JPN,4,20524620.229591835,energy_and_non_green
2019,JPN,7,142568841.85714284,energy_and_green
2019,KEN,3,4893566.326530611,energy_and_non_green
2019,KEN,1,16301020.408163264,energy_and_green
2019,KHM,1,1738775.5102040814,energy_and_green
2019,KOR,1,6520408.163265306,energy_and_non_green
2019,KOR,1,4818551.204081632,energy_and_green
2019,LCA,3,7139.846938775509,energy_and_green
2019,LTU,3,819891.3367346938,energy_and_green
2019,LUX,1,250549.943877551,energy_and_non_green
2019,LUX,1,3130405.576530612,energy_and_green
2019,MEX,3,15377295.918367345,energy_and_non_green
2019,MLT,1,1086734.693877551,energy_and_green
2019,MUS,3,40424378.87755102,energy_and_non_green
2019,MYS,1,314349.96428571426,energy_and_green
2019,NGA,3,203219.38775510204,energy_and_non_green
2019,NGA,3,31547908.163265303,energy_and_green
2019,NLD,5,13735369.117346939,energy_and_non_green
2019,NLD,18,57875681.87755102,energy_and_green
2019,NOR,3,17792097.56632653,energy_and_non_green
2019,NOR,3,25703477.234693874,energy_and_green
2019,NZL,1,696716.4795918367,energy_and_non_green
2019,POL,1,60593.06632653061,energy_and_non_green
2019,POL,1,1235452.163265306,energy_and_green
2019,PRT,1,405311.831632653,energy_and_non_green
2019,PRT,3,3536166.229591836,energy_and_green
2019,RUS,4,18540179.647959184,energy_and_non_green
2019,RWA,4,1155320.693877551,energy_and_green
2019,SAU,1,2173469.387755102,energy_and_non_green
2019,SAU,1,1521428.5714285714,energy_and_green
2019,SGP,6,23497266.704081632,energy_and_non_green
2019,SGP,5,40544117.47959184,energy_and_green
2019,SLE,2,1535577.857142857,energy_and_green
2019,SVK,1,5122080.551020408,energy_and_green
2019,SVN,1,3695810.81632653,energy_and_green
2019,SWE,10,18309008.357142854,energy_and_non_green
2019,SWE,12,1283131755.75,energy_and_green
2019,TAN,1,9997959.18367347,energy_and_green
2019,TTO,1,28127.95408163265,energy_and_non_green
2019,TUR,4,1139984.693877551,energy_and_non_green
2019,TUR,2,3314540.8163265307,energy_and_green
2019,TWN,3,1836581.632653061,energy_and_green
2019,UGA,1,54336.734693877544,energy_and_green
2019,USA,154,1694983787.158163,energy_and_non_green
2019,USA,194,8239809746.617346,energy_and_green
2019,VEN,1,1086734.693877551,energy_and_non_green
2019,ZAF,3,1698809.755102041,energy_and_non_green
2020,AUS,6,8588118.045454545,energy_and_non_green
2020,AUS,11,127941909.63636364,energy_and_green
2020,AUT,1,12909090.90909091,energy_and_non_green
2020,AUT,1,91022.0,energy_and_green
2020,BEL,1,107575.75757575758,energy_and_non_green
2020,BEL,4,55689951.57575758,energy_and_green
2020,BGD,1,1183333.3333333333,energy_and_green
2020,BGR,1,125237.54545454546,energy_and_non_green
2020,BOL,1,322727.2727272727,energy_and_non_green
2020,BRA,5,27387427.045454547,energy_and_non_green
2020,BRA,3,1525242.4393939395,energy_and_green
2020,CAN,19,38023900.46969697,energy_and_non_green
2020,CAN,47,158065122.6666667,energy_and_green
2020,CHE,4,49777434.10606061,energy_and_non_green
2020,CHE,13,18439598.257575758,energy_and_green
2020,CHL,1,1414621.2121212122,energy_and_non_green
2020,CHL,4,5410630.303030303,energy_and_green
2020,CHN,9,302384151.56060606,energy_and_non_green
2020,CHN,16,6022106686.151515,energy_and_green
2020,COL,1,107575.75757575758,energy_and_non_green
2020,DEU,9,58061993.803030305,energy_and_non_green
2020,DEU,21,407462348.59090906,energy_and_green
2020,DNK,3,4907693.196969697,energy_and_non_green
2020,DNK,5,10412053.181818182,energy_and_green
2020,ESP,8,17727063.772727273,energy_and_non_green
2020,ESP,14,40368131.13636364,energy_and_green
2020,EST,1,256819.9090909091,energy_and_non_green
2020,EST,4,54863992.439393945,energy_and_green
2020,FIN,4,31252137.772727273,energy_and_non_green
2020,FIN,2,1782393.6818181816,energy_and_green
2020,FRA,7,181523777.62121212,energy_and_non_green
2020,FRA,9,47551109.6969697,energy_and_green
2020,GBR,35,121405245.15151516,energy_and_non_green
2020,GBR,55,518634240.03030306,energy_and_green
2020,GHA,1,1075.7575757575758,energy_and_non_green
2020,HKG,1,15060606.06060606,energy_and_non_green
2020,HKG,4,17946325.757575758,energy_and_green
2020,HRV,1,753030.3030303031,energy_and_non_green
2020,HRV,1,53787.87878787879,energy_and_green
2020,HUN,2,753268.0454545454,energy_and_non_green
2020,HUN,2,971546.7878787878,energy_and_green
2020,IDN,2,12909090.909090908,energy_and_green
2020,IND,7,47769253.96969697,energy_and_non_green
2020,IND,18,63770361.53030303,energy_and_green
2020,IRL,2,19319345.272727273,energy_and_non_green
2020,IRL,1,755484.1060606061,energy_and_green
2020,ISR,6,45418484.848484844,energy_and_non_green
2020,ISR,12,107941515.15151516,energy_and_green
2020,ITA,1,577057.8787878788,energy_and_non_green
2020,ITA,5,38851643.21212122,energy_and_green
2020,JPN,6,27881210.53030303,energy_and_non_green
2020,JPN,9,256963431.2878788,energy_and_green
2020,KEN,2,25818181.81818182,energy_and_non_green
2020,KEN,2,3372666.742424242,energy_and_green
2020,KOR,2,11725757.575757576,energy_and_non_green
2020,KOR,1,10781384.424242424,energy_and_green
2020,LCA,1,1067813.1060606062,energy_and_green
2020,LTU,1,1133803.303030303,energy_and_non_green
2020,LTU,3,2861437.6969696973,energy_and_green
2020,LUX,2,5486363.636363637,energy_and_non_green
2020,MEX,2,2581818.1818181816,energy_and_non_green
2020,MLT,1,537878.7878787878,energy_and_green
2020,MUS,1,4303030.303030303,energy_and_non_green
2020,NGA,3,4846287.878787879,energy_and_green
2020,NLD,1,315843.5,energy_and_non_green
2020,NLD,7,60597795.378787875,energy_and_green
2020,NOR,4,79578341.56060606,energy_and_non_green
2020,NOR,7,77322357.43939394,energy_and_green
2020,PHL,1,53787.87878787879,energy_and_green
2020,POL,1,317792.7727272727,energy_and_non_green
2020,POL,1,126263.81818181819,energy_and_green
2020,PRT,3,14074804.40909091,energy_and_non_green
2020,PRT,2,5761197.1060606055,energy_and_green
2020,RUS,3,6793495.151515152,energy_and_non_green
2020,RWA,1,645454.5454545454,energy_and_green
2020,SEN,1,9143939.393939395,energy_and_green
2020,SGP,2,4303030.303030303,energy_and_non_green
2020,SGP,8,82387404.92424242,energy_and_green
2020,SLE,2,5378787.878787879,energy_and_green
2020,SVN,1,5275168.757575758,energy_and_green
2020,SWE,10,18983861.666666668,energy_and_non_green
2020,SWE,12,2586527741.9848485,energy_and_green
2020,TUR,1,139848484.84848484,energy_and_non_green
2020,TUR,2,5916666.666666667,energy_and_green
2020,TWN,1,10757575.757575758,energy_and_non_green
2020,TWN,1,10434848.484848484,energy_and_green
2020,UKR,1,3657575.757575758,energy_and_green
2020,USA,180,2073784965.7727273,energy_and_non_green
2020,USA,174,6042775217.530303,energy_and_green
2020,ZAF,1,4303030.303030303,energy_and_non_green
2021,AUS,1,6173913.043478262,energy_and_non_green
2021,AUS,9,53435556.95652174,energy_and_green
2021,AUT,2,44787203.36231884,energy_and_non_green
2021,AUT,3,13795876.231884059,energy_and_green
2021,AZE,1,10547.101449275364,energy_and_green
2021,BEL,1,2448382.521739131,energy_and_non_green
2021,BEL,1,903424.579710145,energy_and_green
2021,BOL,1,1028985.507246377,energy_and_non_green
2021,BRA,4,134191412.79710147,energy_and_non_green
2021,BRA,1,939608.8550724639,energy_and_green
2021,CAN,8,35448068.13043479,energy_and_non_green
2021,CAN,22,320450219.7536232,energy_and_green
2021,CHE,6,45982970.95652174,energy_and_non_green
2021,CHE,11,148401728.3768116,energy_and_green
2021,CHL,1,5144927.536231885,energy_and_green
2021,CHN,5,1201260173.7536232,energy_and_non_green
2021,CHN,10,8629150653.289856,energy_and_green
2021,COD,1,1234782.6086956523,energy_and_non_green
2021,COL,1,3601449.2753623193,energy_and_non_green
2021,COL,2,6379710.144927537,energy_and_green
2021,DEU,9,136081234.20289856,energy_and_non_green
2021,DEU,19,353866090.89855075,energy_and_green
2021,DNK,3,14225856.347826088,energy_and_green
2021,ESP,5,14165233.666666668,energy_and_non_green
2021,ESP,6,56158635.39130436,energy_and_green
2021,EST,3,98675454.26086956,energy_and_green
2021,FIN,5,8384711.043478262,energy_and_non_green
2021,FIN,2,3672897.9130434785,energy_and_green
2021,FRA,3,55440928.28985508,energy_and_non_green
2021,FRA,8,134072912.76811597,energy_and_green
2021,GBR,11,193268158.47826087,energy_and_non_green
2021,GBR,32,781036950.8695652,energy_and_green
2021,HKG,1,5144927.536231885,energy_and_non_green
2021,HRV,1,61575.52173913044,energy_and_non_green
2021,IND,8,202051368.85507247,energy_and_non_green
2021,IND,17,421562511.3188406,energy_and_green
2021,IRL,3,7757131.753623189,energy_and_green
2021,ISR,3,84811617.65217392,energy_and_non_green
2021,ISR,3,24359173.91304348,energy_and_green
2021,ITA,4,1043431.4347826089,energy_and_non_green
2021,ITA,1,6353519.376811595,energy_and_green
2021,JPN,1,1148808.8115942029,energy_and_non_green
2021,KEN,3,20498159.956521742,energy_and_non_green
2021,LUX,1,2086565.4927536233,energy_and_green
2021,MEX,1,514492.7536231885,energy_and_non_green
2021,MEX,1,4115942.028985508,energy_and_green
2021,MLT,1,123478260.86956523,energy_and_green
2021,MUS,3,63797101.44927537,energy_and_non_green
2021,NGA,1,2057971.014492754,energy_and_green
2021,NLD,3,10957632.710144928,energy_and_non_green
2021,NLD,14,369458075.7391305,energy_and_green
2021,NOR,1,2343119.362318841,energy_and_non_green
2021,NOR,1,3161664.9855072466,energy_and_green
2021,NZL,2,20579710.14492754,energy_and_green
2021,PHL,1,5812.739130434783,energy_and_green
2021,POL,1,688794.6666666667,energy_and_green
2021,PRT,2,249105.04347826086,energy_and_non_green
2021,PRT,2,282414.3333333334,energy_and_green
2021,RUS,1,9569565.217391305,energy_and_non_green
2021,RWA,2,4630434.782608696,energy_and_green
2021,SGP,1,1488748.579710145,energy_and_non_green
2021,SGP,1,3550000.0000000005,energy_and_green
2021,SVK,1,4115942.028985508,energy_and_green
2021,SWE,4,4916366.188405798,energy_and_non_green
2021,SWE,15,3136702704.666667,energy_and_green
2021,TWN,1,5144927.536231885,energy_and_non_green
2021,TWN,1,1028985.507246377,energy_and_green
2021,UGA,2,887500.0000000001,energy_and_green
2021,USA,96,3424674211.086957,energy_and_non_green
2021,USA,163,10097062517.26087,energy_and_green
2021,VNM,1,2675362.31884058,energy_and_green
2021,ZAF,1,1437478.3478260871,energy_and_green
