year,country_ISO3,number_of_companies,sector
2004.0,ESP,502,non-energy
2004.0,ESP,28,energy
2004.0,EST,22,non-energy
2004.0,EST,2,energy
2004.0,ETH,6,non-energy
2004.0,FIN,82,non-energy
2004.0,FIN,3,energy
2004.0,FJI,1,non-energy
2004.0,FRA,841,non-energy
2004.0,FRA,25,energy
2004.0,GBR,2070,non-energy
2004.0,GBR,86,energy
2004.0,GEO,4,non-energy
2004.0,GGY,1,non-energy
2004.0,GHA,4,non-energy
2004.0,GIB,2,non-energy
2004.0,GRC,31,non-energy
2004.0,GRC,1,energy
2004.0,GTM,6,non-energy
2004.0,HKG,82,non-energy
2004.0,HKG,6,energy
2004.0,HND,1,non-energy
2004.0,HRV,36,non-energy
2004.0,HRV,1,energy
2004.0,HUN,84,non-energy
2004.0,HUN,4,energy
2004.0,IDN,52,non-energy
2004.0,IMN,5,non-energy
2004.0,IND,695,non-energy
2004.0,IND,12,energy
2004.0,IRL,122,non-energy
2004.0,IRL,3,energy
2004.0,IRN,7,non-energy
2004.0,IRQ,6,non-energy
2004.0,ISL,8,non-energy
2004.0,ISR,192,non-energy
2004.0,ISR,4,energy
2004.0,ITA,264,non-energy
2004.0,ITA,11,energy
2004.0,JAM,3,non-energy
2004.0,JEY,4,non-energy
2004.0,JOR,10,non-energy
2004.0,JPN,896,non-energy
2004.0,JPN,23,energy
2004.0,KAZ,3,non-energy
2004.0,KAZ,1,energy
2004.0,KEN,11,non-energy
2004.0,KEN,2,energy
2004.0,KGZ,1,non-energy
2004.0,KOR,219,non-energy
2004.0,KOR,8,energy
2004.0,KWT,11,non-energy
2004.0,KWT,2,energy
2004.0,LAO,1,non-energy
2004.0,LBN,9,non-energy
2004.0,LBR,1,non-energy
2004.0,LKA,10,non-energy
2004.0,LKA,1,energy
2004.0,LTU,23,non-energy
2004.0,LUX,19,non-energy
2004.0,LVA,12,non-energy
2004.0,LVA,1,energy
2004.0,MAC,1,non-energy
2004.0,MAR,9,non-energy
2004.0,MDA,1,non-energy
2004.0,MDG,1,energy
2004.0,MEX,53,non-energy
2004.0,MEX,1,energy
2004.0,MLT,7,non-energy
2004.0,MOZ,1,energy
2004.0,MUS,4,non-energy
2004.0,MYS,55,non-energy
2004.0,MYS,4,energy
2004.0,NCL,2,non-energy
2004.0,NER,1,non-energy
2004.0,NGA,22,non-energy
2004.0,NGA,2,energy
2004.0,NLD,645,non-energy
2004.0,NLD,12,energy
2004.0,NOR,136,non-energy
2004.0,NOR,10,energy
2004.0,NPL,3,non-energy
2004.0,NZL,113,non-energy
2004.0,NZL,2,energy
2004.0,OMN,5,non-energy
2004.0,OMN,1,energy
2004.0,PAK,39,non-energy
2004.0,PAK,2,energy
2004.0,PAN,3,non-energy
2004.0,PER,10,non-energy
2004.0,PHL,35,non-energy
2004.0,PHL,1,energy
2004.0,PNG,1,non-energy
2004.0,POL,104,non-energy
2004.0,POL,4,energy
2004.0,PRI,5,non-energy
2004.0,PRK,1,non-energy
2004.0,PRT,87,non-energy
2004.0,PRT,4,energy
2004.0,PSE,2,non-energy
2004.0,QAT,7,non-energy
2004.0,QAT,1,energy
2004.0,ROM,111,non-energy
2004.0,ROM,5,energy
2004.0,RUS,149,non-energy
2004.0,RUS,10,energy
2004.0,SAU,17,non-energy
2004.0,SAU,2,energy
2004.0,SDN,1,non-energy
2004.0,SGP,127,non-energy
2004.0,SGP,8,energy
2004.0,SLV,2,non-energy
2004.0,SOM,1,non-energy
2004.0,SRB,17,non-energy
2004.0,SVK,91,non-energy
2004.0,SVK,7,energy
2004.0,SVN,31,non-energy
2004.0,SVN,1,energy
2004.0,SWE,316,non-energy
2004.0,SWE,16,energy
2004.0,TAN,6,non-energy
2004.0,TAN,1,energy
2004.0,TCA,1,non-energy
2004.0,THA,39,non-energy
2004.0,THA,3,energy
2004.0,TTO,10,non-energy
2004.0,TUN,16,non-energy
2004.0,TUR,90,non-energy
2004.0,TUR,1,energy
2004.0,TWN,28,non-energy
2004.0,TWN,2,energy
2004.0,UGA,1,non-energy
2004.0,UKR,114,non-energy
2004.0,UKR,8,energy
2004.0,URY,2,non-energy
2004.0,USA,9835,non-energy
2004.0,USA,322,energy
2004.0,UZB,1,non-energy
2004.0,VEN,4,non-energy
2004.0,VNM,55,non-energy
2004.0,VNM,2,energy
2004.0,ZAF,104,non-energy
2004.0,ZAF,1,energy
2004.0,ZMB,1,non-energy
2004.0,ZWE,2,non-energy
2005.0,AFG,2,non-energy
2005.0,AFG,1,energy
2005.0,ALB,1,non-energy
2005.0,ARE,114,non-energy
2005.0,ARE,5,energy
2005.0,ARG,42,non-energy
2005.0,ARG,1,energy
2005.0,ARM,2,non-energy
2005.0,ARM,1,energy
2005.0,AUS,547,non-energy
2005.0,AUS,38,energy
2005.0,AUT,55,non-energy
2005.0,AUT,6,energy
2005.0,AZE,2,non-energy
2005.0,AZE,1,energy
2005.0,BAH,2,non-energy
2005.0,BEL,132,non-energy
2005.0,BEL,8,energy
2005.0,BEN,1,non-energy
2005.0,BGD,39,non-energy
2005.0,BGR,32,non-energy
2005.0,BGR,1,energy
2005.0,BHR,8,non-energy
2005.0,BIH,3,non-energy
2005.0,BLR,6,non-energy
2005.0,BLZ,2,non-energy
2005.0,BMU,6,non-energy
2005.0,BOL,1,non-energy
2005.0,BRA,248,non-energy
2005.0,BRA,5,energy
2005.0,BRB,1,non-energy
2005.0,BRN,1,non-energy
2005.0,CAN,905,non-energy
2005.0,CAN,66,energy
2005.0,CHE,282,non-energy
2005.0,CHE,14,energy
2005.0,CHL,24,non-energy
2005.0,CHL,2,energy
2005.0,CHN,789,non-energy
2005.0,CHN,51,energy
2005.0,CIV,4,non-energy
2005.0,CMR,1,non-energy
2005.0,COL,29,non-energy
2005.0,COM,1,non-energy
2005.0,CRI,11,non-energy
2005.0,CYM,4,non-energy
2005.0,CYM,1,energy
2005.0,CYP,13,non-energy
2005.0,CYP,1,energy
2005.0,CZE,97,non-energy
2005.0,CZE,6,energy
2005.0,DEU,815,non-energy
2005.0,DEU,32,energy
2005.0,DNK,198,non-energy
2005.0,DNK,8,energy
2005.0,DOM,5,non-energy
2005.0,DZA,1,non-energy
2005.0,ECU,3,non-energy
2005.0,EGY,21,non-energy
2005.0,EGY,1,energy
2005.0,ESP,527,non-energy
2005.0,ESP,44,energy
2005.0,EST,35,non-energy
2005.0,EST,1,energy
2005.0,ETH,2,non-energy
2005.0,FIN,104,non-energy
2005.0,FIN,2,energy
2005.0,FRA,814,non-energy
2005.0,FRA,34,energy
2005.0,GBR,2287,non-energy
2005.0,GBR,82,energy
2005.0,GEO,2,non-energy
2005.0,GGY,3,non-energy
2005.0,GHA,7,non-energy
2005.0,GIN,1,non-energy
2005.0,GRC,45,non-energy
2005.0,GRC,4,energy
2005.0,GTM,2,non-energy
2005.0,HKG,98,non-energy
2005.0,HKG,2,energy
2005.0,HRV,38,non-energy
2005.0,HRV,1,energy
2005.0,HUN,67,non-energy
2005.0,HUN,5,energy
2005.0,IDN,67,non-energy
2005.0,IDN,4,energy
2005.0,IMN,6,non-energy
2005.0,IND,804,non-energy
2005.0,IND,22,energy
2005.0,IRL,141,non-energy
2005.0,IRL,5,energy
2005.0,IRN,7,non-energy
2005.0,IRQ,6,non-energy
2005.0,ISL,6,non-energy
2005.0,ISR,208,non-energy
2005.0,ISR,3,energy
2005.0,ITA,268,non-energy
2005.0,ITA,20,energy
2005.0,JAM,1,non-energy
2005.0,JEY,2,non-energy
2005.0,JOR,23,non-energy
2005.0,JPN,984,non-energy
2005.0,JPN,16,energy
2005.0,KAZ,2,non-energy
2005.0,KAZ,1,energy
2005.0,KEN,19,non-energy
2005.0,KEN,1,energy
2005.0,KHM,2,non-energy
2005.0,KOR,209,non-energy
2005.0,KOR,5,energy
2005.0,KWT,8,non-energy
2005.0,LBN,5,non-energy
2005.0,LIE,1,non-energy
2005.0,LKA,9,non-energy
2005.0,LTU,24,non-energy
2005.0,LUX,22,non-energy
2005.0,LUX,2,energy
2005.0,LVA,11,non-energy
2005.0,MAR,3,non-energy
2005.0,MDA,1,non-energy
2005.0,MDG,2,non-energy
2005.0,MDV,1,non-energy
2005.0,MEX,74,non-energy
2005.0,MEX,1,energy
2005.0,MHL,1,non-energy
2005.0,MKD,1,non-energy
2005.0,MLI,1,non-energy
2005.0,MLT,6,non-energy
2005.0,MMR,1,energy
2005.0,MNG,2,non-energy
2005.0,MRT,1,non-energy
2005.0,MUS,5,non-energy
2005.0,MWI,1,non-energy
2005.0,MYS,68,non-energy
2005.0,MYS,1,energy
2005.0,NER,1,non-energy
2005.0,NGA,27,non-energy
2005.0,NGA,3,energy
2005.0,NIC,1,non-energy
2005.0,NLD,809,non-energy
2005.0,NLD,21,energy
2005.0,NOR,151,non-energy
2005.0,NOR,16,energy
2005.0,NPL,5,non-energy
2005.0,NZL,105,non-energy
2005.0,NZL,3,energy
2005.0,OMN,1,non-energy
2005.0,PAK,54,non-energy
2005.0,PAN,4,non-energy
2005.0,PAN,1,energy
2005.0,PER,10,non-energy
2005.0,PHL,55,non-energy
2005.0,POL,124,non-energy
2005.0,POL,2,energy
2005.0,PRI,2,non-energy
2005.0,PRT,79,non-energy
2005.0,PRT,3,energy
2005.0,PRY,1,non-energy
2005.0,PSE,4,non-energy
2005.0,QAT,11,non-energy
2005.0,ROM,114,non-energy
2005.0,ROM,6,energy
2005.0,RUS,163,non-energy
2005.0,RUS,15,energy
2005.0,RWA,1,non-energy
2005.0,SAU,28,non-energy
2005.0,SAU,1,energy
2005.0,SEN,3,non-energy
2005.0,SGP,143,non-energy
2005.0,SGP,7,energy
2005.0,SLV,1,non-energy
2005.0,SRB,25,non-energy
2005.0,SRB,1,energy
2005.0,SVK,82,non-energy
2005.0,SVK,3,energy
2005.0,SVN,28,non-energy
2005.0,SWE,397,non-energy
2005.0,SWE,21,energy
2005.0,SYR,2,non-energy
2005.0,TAN,5,non-energy
2005.0,THA,29,non-energy
2005.0,THA,3,energy
2005.0,TTO,5,non-energy
2005.0,TUN,8,non-energy
2005.0,TUN,1,energy
2005.0,TUR,137,non-energy
2005.0,TUR,2,energy
2005.0,TWN,35,non-energy
2005.0,TWN,2,energy
2005.0,UGA,4,non-energy
2005.0,UGA,3,energy
2005.0,UKR,131,non-energy
2005.0,UKR,10,energy
2005.0,URY,4,non-energy
2005.0,USA,10500,non-energy
2005.0,USA,357,energy
2005.0,VEN,7,non-energy
2005.0,VNM,55,non-energy
2005.0,VNM,3,energy
2005.0,ZAF,98,non-energy
2005.0,ZAF,4,energy
2006.0,AFG,2,non-energy
2006.0,ALB,1,non-energy
2006.0,ARE,139,non-energy
2006.0,ARE,5,energy
2006.0,ARG,45,non-energy
2006.0,ARM,3,non-energy
2006.0,AUS,678,non-energy
2006.0,AUS,31,energy
2006.0,AUT,51,non-energy
2006.0,AZE,4,non-energy
2006.0,BAH,2,non-energy
2006.0,BDI,1,non-energy
2006.0,BEL,160,non-energy
2006.0,BEL,6,energy
2006.0,BFA,2,non-energy
2006.0,BGD,35,non-energy
2006.0,BGR,45,non-energy
2006.0,BHR,3,non-energy
2006.0,BLR,6,non-energy
2006.0,BLZ,1,non-energy
2006.0,BMU,9,non-energy
2006.0,BOL,2,non-energy
2006.0,BRA,232,non-energy
2006.0,BRA,6,energy
2006.0,BRB,2,non-energy
2006.0,BRN,1,non-energy
2006.0,CAN,945,non-energy
2006.0,CAN,86,energy
2006.0,CHE,340,non-energy
2006.0,CHE,23,energy
2006.0,CHL,14,non-energy
2006.0,CHN,810,non-energy
2006.0,CHN,61,energy
2006.0,CIV,2,non-energy
2006.0,CMR,2,non-energy
2006.0,COD,1,non-energy
2006.0,COD,1,energy
2006.0,COL,36,non-energy
2006.0,CRI,12,non-energy
2006.0,CYM,2,non-energy
2006.0,CYM,1,energy
2006.0,CYP,13,non-energy
2006.0,CYP,2,energy
2006.0,CZE,110,non-energy
2006.0,CZE,12,energy
2006.0,DEU,798,non-energy
2006.0,DEU,46,energy
2006.0,DMA,1,non-energy
2006.0,DNK,214,non-energy
2006.0,DNK,19,energy
2006.0,DOM,7,non-energy
2006.0,DZA,4,non-energy
2006.0,ECU,6,non-energy
2006.0,EGY,22,non-energy
2006.0,ESP,562,non-energy
2006.0,ESP,38,energy
2006.0,EST,42,non-energy
2006.0,ETH,3,non-energy
2006.0,FIN,124,non-energy
2006.0,FIN,1,energy
2006.0,FRA,829,non-energy
2006.0,FRA,29,energy
2006.0,GBR,2362,non-energy
2006.0,GBR,80,energy
2006.0,GEO,1,non-energy
2006.0,GGY,4,non-energy
2006.0,GHA,10,non-energy
2006.0,GIB,4,non-energy
2006.0,GMB,2,non-energy
2006.0,GRC,51,non-energy
2006.0,GRC,4,energy
2006.0,GTM,4,non-energy
2006.0,GUM,1,non-energy
2006.0,GUY,1,non-energy
2006.0,HKG,103,non-energy
2006.0,HKG,3,energy
2006.0,HND,2,non-energy
2006.0,HRV,29,non-energy
2006.0,HRV,1,energy
2006.0,HTI,2,non-energy
2006.0,HUN,73,non-energy
2006.0,HUN,4,energy
2006.0,IDN,62,non-energy
2006.0,IDN,3,energy
2006.0,IMN,3,non-energy
2006.0,IND,913,non-energy
2006.0,IND,23,energy
2006.0,IRL,152,non-energy
2006.0,IRL,7,energy
2006.0,IRN,9,non-energy
2006.0,IRQ,4,non-energy
2006.0,ISL,7,non-energy
2006.0,ISL,3,energy
2006.0,ISR,223,non-energy
2006.0,ISR,9,energy
2006.0,ITA,262,non-energy
2006.0,ITA,24,energy
2006.0,JAM,3,non-energy
2006.0,JEY,1,energy
2006.0,JOR,21,non-energy
2006.0,JOR,1,energy
2006.0,JPN,1064,non-energy
2006.0,JPN,24,energy
2006.0,KAZ,3,non-energy
2006.0,KAZ,1,energy
2006.0,KEN,10,non-energy
2006.0,KGZ,2,non-energy
2006.0,KHM,2,non-energy
2006.0,KHM,1,energy
2006.0,KOR,240,non-energy
2006.0,KOR,5,energy
2006.0,KWT,3,non-energy
2006.0,LBN,5,non-energy
2006.0,LIE,2,non-energy
2006.0,LKA,8,non-energy
2006.0,LTU,25,non-energy
2006.0,LTU,1,energy
2006.0,LUX,19,non-energy
2006.0,LVA,15,non-energy
2006.0,MAC,2,non-energy
2006.0,MAR,9,non-energy
2006.0,MAR,1,energy
2006.0,MDG,1,non-energy
2006.0,MDG,1,energy
2006.0,MDV,1,non-energy
2006.0,MEX,63,non-energy
2006.0,MEX,1,energy
2006.0,MKD,1,non-energy
2006.0,MLT,13,non-energy
2006.0,MNG,1,non-energy
2006.0,MOZ,1,non-energy
2006.0,MRT,1,non-energy
2006.0,MTQ,1,non-energy
2006.0,MUS,5,non-energy
2006.0,MWI,1,non-energy
2006.0,MYS,68,non-energy
2006.0,MYS,3,energy
2006.0,NAM,2,non-energy
2006.0,NER,1,non-energy
2006.0,NGA,23,non-energy
2006.0,NGA,4,energy
2006.0,NIC,1,non-energy
2006.0,NLD,905,non-energy
2006.0,NLD,24,energy
2006.0,NOR,167,non-energy
2006.0,NOR,12,energy
2006.0,NPL,6,non-energy
2006.0,NZL,119,non-energy
2006.0,NZL,2,energy
2006.0,OMN,4,non-energy
2006.0,PAK,41,non-energy
2006.0,PAK,1,energy
2006.0,PAN,4,non-energy
2006.0,PER,16,non-energy
2006.0,PHL,46,non-energy
2006.0,POL,131,non-energy
2006.0,POL,6,energy
2006.0,PRI,8,non-energy
2006.0,PRT,98,non-energy
2006.0,PRT,6,energy
2006.0,PSE,1,non-energy
2006.0,PYF,1,non-energy
2006.0,QAT,14,non-energy
2006.0,ROM,123,non-energy
2006.0,ROM,6,energy
2006.0,RUS,186,non-energy
2006.0,RUS,9,energy
2006.0,SAU,32,non-energy
2006.0,SEN,1,non-energy
2006.0,SGP,179,non-energy
2006.0,SGP,3,energy
2006.0,SLE,1,non-energy
2006.0,SLV,4,non-energy
2006.0,SMR,1,non-energy
2006.0,SRB,20,non-energy
2006.0,SRB,2,energy
2006.0,SVK,64,non-energy
2006.0,SVK,2,energy
2006.0,SVN,27,non-energy
2006.0,SVN,1,energy
2006.0,SWE,426,non-energy
2006.0,SWE,22,energy
2006.0,SYC,2,non-energy
2006.0,SYR,2,non-energy
2006.0,TAN,7,non-energy
2006.0,TGO,1,non-energy
2006.0,THA,31,non-energy
2006.0,THA,3,energy
2006.0,TTO,13,non-energy
2006.0,TUN,5,non-energy
2006.0,TUN,1,energy
2006.0,TUR,122,non-energy
2006.0,TUR,2,energy
2006.0,TWN,40,non-energy
2006.0,TWN,2,energy
2006.0,UGA,3,non-energy
2006.0,UKR,140,non-energy
2006.0,UKR,6,energy
2006.0,URY,7,non-energy
2006.0,USA,10853,non-energy
2006.0,USA,396,energy
2006.0,UZB,2,non-energy
2006.0,VEN,6,non-energy
2006.0,VEN,1,energy
2006.0,VNM,91,non-energy
2006.0,VNM,3,energy
2006.0,YEM,1,non-energy
2006.0,ZAF,96,non-energy
2006.0,ZAF,6,energy
2006.0,ZMB,1,non-energy
2006.0,ZWE,1,non-energy
2007.0,AFG,5,non-energy
2007.0,ALB,4,non-energy
2007.0,ALB,1,energy
2007.0,AND,1,non-energy
2007.0,ARE,145,non-energy
2007.0,ARE,3,energy
2007.0,ARG,63,non-energy
2007.0,ARG,2,energy
2007.0,ARM,2,non-energy
2007.0,ATG,1,non-energy
2007.0,AUS,618,non-energy
2007.0,AUS,29,energy
2007.0,AUT,72,non-energy
2007.0,AUT,2,energy
2007.0,AZE,2,non-energy
2007.0,BAH,1,non-energy
2007.0,BEL,197,non-energy
2007.0,BEL,15,energy
2007.0,BEN,1,non-energy
2007.0,BGD,51,non-energy
2007.0,BGD,5,energy
2007.0,BGR,52,non-energy
2007.0,BGR,1,energy
2007.0,BHR,3,non-energy
2007.0,BIH,4,non-energy
2007.0,BLR,10,non-energy
2007.0,BLR,1,energy
2007.0,BLZ,1,non-energy
2007.0,BMU,4,non-energy
2007.0,BOL,3,non-energy
2007.0,BRA,283,non-energy
2007.0,BRA,10,energy
2007.0,BRB,2,non-energy
2007.0,BTN,2,non-energy
2007.0,BVT,1,non-energy
2007.0,CAN,1023,non-energy
2007.0,CAN,75,energy
2007.0,CHE,451,non-energy
2007.0,CHE,44,energy
2007.0,CHL,27,non-energy
2007.0,CHL,2,energy
2007.0,CHN,806,non-energy
2007.0,CHN,52,energy
2007.0,CMR,3,non-energy
2007.0,COL,31,non-energy
2007.0,COL,1,energy
2007.0,CRI,9,non-energy
2007.0,CUB,1,non-energy
2007.0,CYM,5,non-energy
2007.0,CYP,26,non-energy
2007.0,CYP,1,energy
2007.0,CZE,110,non-energy
2007.0,CZE,6,energy
2007.0,DEU,923,non-energy
2007.0,DEU,50,energy
2007.0,DJI,1,non-energy
2007.0,DNK,243,non-energy
2007.0,DNK,14,energy
2007.0,DOM,4,non-energy
2007.0,DZA,1,non-energy
2007.0,ECU,4,non-energy
2007.0,EGY,33,non-energy
2007.0,ESP,621,non-energy
2007.0,ESP,51,energy
2007.0,EST,42,non-energy
2007.0,EST,1,energy
2007.0,ETH,3,non-energy
2007.0,FIN,153,non-energy
2007.0,FIN,2,energy
2007.0,FRA,903,non-energy
2007.0,FRA,35,energy
2007.0,FRO,1,non-energy
2007.0,GBR,2387,non-energy
2007.0,GBR,87,energy
2007.0,GEO,4,non-energy
2007.0,GGY,2,non-energy
2007.0,GHA,11,non-energy
2007.0,GHA,2,energy
2007.0,GIB,2,non-energy
2007.0,GMB,1,non-energy
2007.0,GRC,53,non-energy
2007.0,GRC,12,energy
2007.0,GRD,1,non-energy
2007.0,GTM,2,non-energy
2007.0,HKG,113,non-energy
2007.0,HKG,2,energy
2007.0,HND,2,non-energy
2007.0,HRV,35,non-energy
2007.0,HUN,87,non-energy
2007.0,IDN,73,non-energy
2007.0,IDN,2,energy
2007.0,IMN,5,non-energy
2007.0,IND,1162,non-energy
2007.0,IND,29,energy
2007.0,IRL,177,non-energy
2007.0,IRL,9,energy
2007.0,IRN,11,non-energy
2007.0,IRQ,6,non-energy
2007.0,ISL,19,non-energy
2007.0,ISL,3,energy
2007.0,ISR,288,non-energy
2007.0,ISR,23,energy
2007.0,ITA,338,non-energy
2007.0,ITA,31,energy
2007.0,JAM,2,non-energy
2007.0,JEY,5,non-energy
2007.0,JEY,1,energy
2007.0,JOR,26,non-energy
2007.0,JOR,2,energy
2007.0,JPN,938,non-energy
2007.0,JPN,31,energy
2007.0,KAZ,4,non-energy
2007.0,KEN,22,non-energy
2007.0,KGZ,1,non-energy
2007.0,KHM,5,non-energy
2007.0,KOR,259,non-energy
2007.0,KOR,9,energy
2007.0,KWT,7,non-energy
2007.0,KWT,1,energy
2007.0,LAO,1,non-energy
2007.0,LBN,5,non-energy
2007.0,LIE,1,non-energy
2007.0,LKA,10,non-energy
2007.0,LTU,35,non-energy
2007.0,LUX,20,non-energy
2007.0,LVA,19,non-energy
2007.0,MAC,1,non-energy
2007.0,MAR,10,non-energy
2007.0,MDG,1,non-energy
2007.0,MEX,60,non-energy
2007.0,MEX,2,energy
2007.0,MKD,2,non-energy
2007.0,MLI,1,energy
2007.0,MLT,11,non-energy
2007.0,MNE,1,non-energy
2007.0,MNG,3,non-energy
2007.0,MNG,1,energy
2007.0,MUS,3,non-energy
2007.0,MWI,2,non-energy
2007.0,MYS,69,non-energy
2007.0,MYS,2,energy
2007.0,NAM,1,non-energy
2007.0,NCL,1,non-energy
2007.0,NFK,1,non-energy
2007.0,NGA,32,non-energy
2007.0,NGA,1,energy
2007.0,NIC,1,non-energy
2007.0,NLD,962,non-energy
2007.0,NLD,21,energy
2007.0,NOR,136,non-energy
2007.0,NOR,20,energy
2007.0,NPL,12,non-energy
2007.0,NZL,124,non-energy
2007.0,NZL,5,energy
2007.0,OMN,6,non-energy
2007.0,OMN,1,energy
2007.0,PAK,61,non-energy
2007.0,PAK,1,energy
2007.0,PAN,9,non-energy
2007.0,PAN,1,energy
2007.0,PER,18,non-energy
2007.0,PER,2,energy
2007.0,PHL,61,non-energy
2007.0,PHL,1,energy
2007.0,POL,165,non-energy
2007.0,POL,4,energy
2007.0,PRI,7,non-energy
2007.0,PRT,115,non-energy
2007.0,PRT,14,energy
2007.0,PSE,3,non-energy
2007.0,QAT,7,non-energy
2007.0,QAT,1,energy
2007.0,ROM,132,non-energy
2007.0,ROM,3,energy
2007.0,RUS,170,non-energy
2007.0,RUS,6,energy
2007.0,RWA,2,non-energy
2007.0,SAU,42,non-energy
2007.0,SAU,3,energy
2007.0,SDN,1,non-energy
2007.0,SEN,1,non-energy
2007.0,SGP,179,non-energy
2007.0,SGP,5,energy
2007.0,SLE,1,non-energy
2007.0,SLV,2,non-energy
2007.0,SRB,33,non-energy
2007.0,SVK,64,non-energy
2007.0,SVK,6,energy
2007.0,SVN,39,non-energy
2007.0,SVN,2,energy
2007.0,SWE,388,non-energy
2007.0,SWE,19,energy
2007.0,SYR,1,non-energy
2007.0,TAN,4,non-energy
2007.0,TGO,1,non-energy
2007.0,TGO,1,energy
2007.0,THA,30,non-energy
2007.0,THA,1,energy
2007.0,TTO,4,non-energy
2007.0,TUN,5,non-energy
2007.0,TUR,141,non-energy
2007.0,TUR,2,energy
2007.0,TWN,33,non-energy
2007.0,TWN,5,energy
2007.0,UGA,1,non-energy
2007.0,UGA,1,energy
2007.0,UKR,179,non-energy
2007.0,UKR,8,energy
2007.0,URY,8,non-energy
2007.0,USA,12068,non-energy
2007.0,USA,505,energy
2007.0,VEN,1,non-energy
2007.0,VNM,114,non-energy
2007.0,VNM,7,energy
2007.0,YEM,1,non-energy
2007.0,ZAF,122,non-energy
2007.0,ZAF,3,energy
2007.0,ZMB,1,non-energy
2007.0,ZMB,1,energy
2008.0,AFG,1,non-energy
2008.0,AGO,1,non-energy
2008.0,ALB,2,non-energy
2008.0,ARE,171,non-energy
2008.0,ARE,4,energy
2008.0,ARG,70,non-energy
2008.0,ARM,4,non-energy
2008.0,AUS,637,non-energy
2008.0,AUS,25,energy
2008.0,AUT,57,non-energy
2008.0,AUT,3,energy
2008.0,AZE,3,non-energy
2008.0,BAH,3,non-energy
2008.0,BEL,200,non-energy
2008.0,BEL,10,energy
2008.0,BEN,1,non-energy
2008.0,BFA,2,non-energy
2008.0,BGD,79,non-energy
2008.0,BGD,1,energy
2008.0,BGR,31,non-energy
2008.0,BGR,2,energy
2008.0,BHR,8,non-energy
2008.0,BIH,2,non-energy
2008.0,BIH,1,energy
2008.0,BLR,10,non-energy
2008.0,BLZ,3,non-energy
2008.0,BMU,3,non-energy
2008.0,BMU,2,energy
2008.0,BOL,2,non-energy
2008.0,BRA,356,non-energy
2008.0,BRA,13,energy
2008.0,BWA,2,non-energy
2008.0,CAN,1123,non-energy
2008.0,CAN,69,energy
2008.0,CHE,447,non-energy
2008.0,CHE,45,energy
2008.0,CHL,37,non-energy
2008.0,CHL,1,energy
2008.0,CHN,805,non-energy
2008.0,CHN,56,energy
2008.0,CIV,2,non-energy
2008.0,CMR,1,non-energy
2008.0,COL,35,non-energy
2008.0,COL,2,energy
2008.0,CRI,15,non-energy
2008.0,CUB,1,non-energy
2008.0,CYM,6,non-energy
2008.0,CYP,31,non-energy
2008.0,CZE,119,non-energy
2008.0,CZE,11,energy
2008.0,DEU,885,non-energy
2008.0,DEU,47,energy
2008.0,DNK,227,non-energy
2008.0,DNK,11,energy
2008.0,DOM,4,non-energy
2008.0,DZA,1,non-energy
2008.0,ECU,7,non-energy
2008.0,EGY,32,non-energy
2008.0,EGY,2,energy
2008.0,ESP,626,non-energy
2008.0,ESP,33,energy
2008.0,EST,57,non-energy
2008.0,EST,3,energy
2008.0,ETH,8,non-energy
2008.0,FIN,138,non-energy
2008.0,FIN,10,energy
2008.0,FRA,911,non-energy
2008.0,FRA,59,energy
2008.0,GBR,2678,non-energy
2008.0,GBR,92,energy
2008.0,GEO,4,non-energy
2008.0,GGY,4,non-energy
2008.0,GGY,1,energy
2008.0,GHA,11,non-energy
2008.0,GIB,4,non-energy
2008.0,GRC,40,non-energy
2008.0,GRC,3,energy
2008.0,GTM,4,non-energy
2008.0,HKG,111,non-energy
2008.0,HKG,5,energy
2008.0,HND,1,non-energy
2008.0,HRV,29,non-energy
2008.0,HRV,1,energy
2008.0,HUN,80,non-energy
2008.0,HUN,4,energy
2008.0,IDN,90,non-energy
2008.0,IDN,12,energy
2008.0,IMN,4,non-energy
2008.0,IND,1486,non-energy
2008.0,IND,38,energy
2008.0,IRL,188,non-energy
2008.0,IRL,10,energy
2008.0,IRN,12,non-energy
2008.0,IRQ,8,non-energy
2008.0,ISL,23,non-energy
2008.0,ISL,1,energy
2008.0,ISR,297,non-energy
2008.0,ISR,22,energy
2008.0,ITA,321,non-energy
2008.0,ITA,30,energy
2008.0,JAM,2,non-energy
2008.0,JEY,5,non-energy
2008.0,JOR,23,non-energy
2008.0,JPN,860,non-energy
2008.0,JPN,17,energy
2008.0,KAZ,3,non-energy
2008.0,KEN,25,non-energy
2008.0,KHM,7,non-energy
2008.0,KOR,246,non-energy
2008.0,KOR,4,energy
2008.0,KWT,10,non-energy
2008.0,LBN,11,non-energy
2008.0,LBY,1,non-energy
2008.0,LIE,3,non-energy
2008.0,LKA,15,non-energy
2008.0,LKA,1,energy
2008.0,LSO,1,non-energy
2008.0,LTU,48,non-energy
2008.0,LTU,3,energy
2008.0,LUX,27,non-energy
2008.0,LVA,20,non-energy
2008.0,MAC,1,non-energy
2008.0,MAR,13,non-energy
2008.0,MAR,1,energy
2008.0,MDA,4,non-energy
2008.0,MDG,2,non-energy
2008.0,MDV,3,non-energy
2008.0,MEX,99,non-energy
2008.0,MKD,3,non-energy
2008.0,MLI,2,non-energy
2008.0,MLT,5,non-energy
2008.0,MMR,2,non-energy
2008.0,MNE,2,non-energy
2008.0,MNG,1,non-energy
