country_ISO3,sector,number_of_companies,success_within_3_years_proba,success_within_5_years_proba,success_within_10_years_proba,success_within_20_years_proba,time_to_expansion_stage,time_to_bridge_stage,time_to_ipo,time_to_acquired,time_to_success,time_to_early_stage
SEN,energy_and_non_digital,5,0.0,0.0,0.0,0.0,,,,,,2.7726027397260276
SEN,energy_and_digital,1,0.0,0.0,0.0,0.0,6.252054794520548,6.120547945205479,,,,
SGP,energy_and_non_digital,151,2.6490066225165565,5.298013245033113,12.582781456953644,14.56953642384106,3.028962818003914,9.011301369863014,8.181017612524462,13.538551859099803,10.537392186707255,2.4010654490106544
SGP,energy_and_digital,69,0.0,2.898550724637681,7.246376811594203,8.695652173913043,4.515068493150685,11.523287671232877,9.728767123287671,5.9595890410958905,7.215981735159818,1.3229832572298326
SLE,energy_and_digital,1,0.0,0.0,0.0,0.0,,1.7753424657534247,,,,1.704109589041096
SLV,energy_and_non_digital,3,0.0,0.0,0.0,0.0,,,,,,
SLV,energy_and_digital,1,0.0,0.0,0.0,0.0,,,,,,
SOM,energy_and_non_digital,1,0.0,0.0,0.0,0.0,,,,,,
SRB,energy_and_non_digital,7,0.0,0.0,0.0,0.0,,,,,,6.3561643835616435
SRB,energy_and_digital,14,0.0,0.0,0.0,0.0,,14.136986301369864,,,,1.873972602739726
SUR,energy_and_non_digital,1,0.0,0.0,0.0,0.0,,,,,,
SVK,energy_and_non_digital,109,0.0,0.0,0.0,0.0,7.367123287671233,13.113698630136987,,,,9.632876712328768
SVK,energy_and_digital,32,0.0,0.0,0.0,0.0,,,,,,0.13287671232876713
SVN,energy_and_non_digital,13,7.6923076923076925,7.6923076923076925,7.6923076923076925,7.6923076923076925,,5.833561643835616,,1.6465753424657534,1.6465753424657534,4.556164383561644
SVN,energy_and_digital,14,0.0,0.0,0.0,0.0,,8.606849315068493,,,,3.522374429223744
SWE,energy_and_non_digital,338,1.4792899408284024,2.366863905325444,5.9171597633136095,8.284023668639055,7.76468797564688,9.490867579908675,9.884682440846824,12.065639269406391,11.380195694716244,3.912214611872146
SWE,energy_and_digital,128,0.78125,2.34375,5.46875,9.375,6.27351598173516,6.736301369863014,15.900684931506849,8.806697108066972,10.989462592202319,2.970958904109589
TAN,energy_and_non_digital,9,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,,4.463013698630137,0.673972602739726,,0.673972602739726,2.4767123287671233
TAN,energy_and_digital,3,0.0,0.0,33.33333333333333,33.33333333333333,,,,6.035616438356165,6.035616438356165,
TCD,energy_and_digital,1,0.0,0.0,0.0,0.0,,,,,,
TGO,energy_and_non_digital,1,0.0,0.0,0.0,0.0,,,,,,
THA,energy_and_non_digital,60,3.3333333333333335,5.0,8.333333333333332,11.666666666666666,,25.112328767123287,14.908841843088418,21.578082191780823,15.934878819810326,
THA,energy_and_digital,13,0.0,0.0,7.6923076923076925,15.384615384615385,,,11.723287671232878,,11.723287671232878,0.16986301369863013
TLS,energy_and_non_digital,1,0.0,0.0,0.0,0.0,,,,,,
TTO,energy_and_non_digital,6,0.0,0.0,0.0,0.0,,,,26.704109589041096,26.704109589041096,
TTO,energy_and_digital,2,0.0,0.0,0.0,50.0,,,,13.646575342465754,13.646575342465754,0.8328767123287671
TUN,energy_and_non_digital,17,0.0,0.0,0.0,0.0,,,,,,1.3287671232876712
TUN,energy_and_digital,5,0.0,0.0,0.0,0.0,,,,,,
TUR,energy_and_non_digital,73,1.36986301369863,4.10958904109589,10.95890410958904,19.17808219178082,,10.493150684931507,14.349771689497716,18.545205479452054,14.620547945205479,1.643226788432268
TUR,energy_and_digital,35,0.0,0.0,0.0,0.0,2.1251141552511417,4.4125244618395305,,,,2.004566210045662
TWN,energy_and_non_digital,61,1.639344262295082,3.278688524590164,11.475409836065573,16.39344262295082,10.124657534246575,9.978082191780821,12.543248532289628,,12.543248532289628,1.5095890410958903
TWN,energy_and_digital,23,0.0,0.0,0.0,4.3478260869565215,,,16.339726027397262,,16.339726027397262,1.9183561643835616
UGA,energy_and_non_digital,26,0.0,0.0,3.8461538461538463,3.8461538461538463,,5.417123287671233,7.63013698630137,,7.63013698630137,2.032876712328767
UGA,energy_and_digital,4,0.0,0.0,0.0,0.0,,,,,,
UKR,energy_and_non_digital,143,0.0,0.6993006993006993,0.6993006993006993,1.3986013986013985,,8.738356164383562,4.49041095890411,15.517808219178082,10.004109589041096,0.8268493150684932
UKR,energy_and_digital,60,0.0,0.0,0.0,0.0,,4.090410958904109,,,,
URY,energy_and_non_digital,1,0.0,0.0,0.0,0.0,,,,,,
URY,energy_and_digital,1,0.0,0.0,0.0,0.0,,,,,,
USA,energy_and_non_digital,8321,3.0404999399110686,5.023434683331331,8.989304170171854,13.195529383487562,6.459988423692842,7.670098276408656,7.349992666686222,13.16356440503766,10.905557638137672,3.843528246959554
USA,energy_and_digital,3526,2.07033465683494,3.460011344299489,7.4588769143505385,10.862166761202497,5.971078258510783,6.414854551840853,8.127829848594088,11.895945679207294,10.654231212392778,2.5275249229003802
VEN,energy_and_non_digital,2,0.0,0.0,0.0,0.0,,,,,,
VEN,energy_and_digital,1,0.0,0.0,0.0,0.0,,,,,,4.594520547945206
VNM,energy_and_non_digital,56,0.0,0.0,0.0,1.7857142857142856,,24.041095890410958,,17.542465753424658,17.542465753424658,0.27945205479452057
VNM,energy_and_digital,17,0.0,0.0,0.0,0.0,3.808219178082192,,,,,
ZAF,energy_and_non_digital,80,3.75,3.75,6.25,7.5,5.835616438356165,4.867397260273973,14.668493150684933,11.537769080234833,12.233485540334856,1.863013698630137
ZAF,energy_and_digital,25,4.0,4.0,12.0,12.0,,,14.972602739726028,5.810958904109589,10.39178082191781,3.6666666666666665
ZMB,energy_and_non_digital,7,0.0,0.0,0.0,0.0,,11.610958904109589,,,,
ZMB,energy_and_digital,1,0.0,0.0,0.0,0.0,,,,,,
ZWE,energy_and_non_digital,6,0.0,0.0,0.0,0.0,,18.163013698630138,,,,4.909589041095891
ZWE,energy_and_digital,2,0.0,0.0,0.0,0.0,,,,,,
