year,country_ISO3,number_of_deals,raised_amount_usd,sector
2001,CHN,4,44073017.161764696,energy
2001,DEU,9,204283167.63970584,non-energy
2001,DNK,3,114000821.62499999,non-energy
2001,ESP,4,84934614.52941175,non-energy
2001,FIN,2,24119117.64705882,non-energy
2001,FRA,14,118344386.5367647,non-energy
2001,GBR,44,690433753.6985292,non-energy
2001,GRC,1,279990.06617647054,non-energy
2001,HKG,1,20079.948529411762,non-energy
2001,IND,7,93822568.8970588,non-energy
2001,IRL,11,121947425.62499999,non-energy
2001,ISR,17,281454441.1764705,non-energy
2001,JPN,4,19351623.22058823,non-energy
2001,KOR,4,36022058.82352941,non-energy
2001,MEX,1,51527205.88235293,non-energy
2001,MNE,1,19107352.941176467,non-energy
2001,NLD,2,10996981.698529411,non-energy
2001,SWE,3,29945294.11764705,non-energy
2001,TTO,2,8927205.882352939,non-energy
2001,USA,782,20982125462.5147,non-energy
2001,USA,16,336101470.58823526,energy
2002,AUS,3,9955434.782608695,non-energy
2002,BEL,3,20753905.043478258,non-energy
2002,CAN,26,408906089.3913043,non-energy
2002,CAN,1,8195869.565217391,energy
2002,CHE,9,130645700.06521738,non-energy
2002,CHN,23,64794723.47826087,non-energy
2002,DEU,16,183670466.45652175,non-energy
2002,DNK,2,44143478.26086956,non-energy
2002,ESP,1,15434782.608695652,non-energy
2002,FIN,2,19623702.347826086,non-energy
2002,FRA,16,125906757.2173913,non-energy
2002,FRA,1,471449.2608695652,energy
2002,GBR,33,382965365.7826087,non-energy
2002,HKG,1,763114.1739130435,non-energy
2002,IND,6,67689239.13043478,non-energy
2002,IRL,7,76318844.60869566,non-energy
2002,IRL,1,8245091.0869565215,energy
2002,ISR,14,145858695.6521739,non-energy
2002,ITA,2,64320006.67391304,non-energy
2002,JPN,6,119096620.89130434,non-energy
2002,NGA,1,9260869.56521739,non-energy
2002,NLD,1,19910869.56521739,non-energy
2002,PHL,1,3704347.8260869565,non-energy
2002,SGP,3,29326086.95652174,non-energy
2002,SWE,4,47542876.456521735,non-energy
2002,TTO,1,6714130.434782608,non-energy
2002,USA,833,14548346245.804348,non-energy
2002,USA,27,205775888.91304347,energy
2003,AUS,5,5347659.574468085,non-energy
2003,AUT,1,75531914.89361702,non-energy
2003,BEL,2,31109347.914893616,non-energy
2003,CAN,28,451753177.40425533,non-energy
2003,CAN,1,861063.8297872341,energy
2003,CHE,8,123137384.68085107,non-energy
2003,CHL,1,755319.1489361702,non-energy
2003,CHN,23,1074741165.255319,non-energy
2003,DEU,11,185243060.59574467,non-energy
2003,DNK,5,33808085.10638298,non-energy
2003,ESP,4,2822972.085106383,non-energy
2003,FRA,12,116286511.59574467,non-energy
2003,FRA,1,10574468.085106382,energy
2003,GBR,53,567032587.2340425,non-energy
2003,GBR,2,34750484.72340426,energy
2003,GHA,1,1510.6382978723404,energy
2003,HKG,1,110276595.74468085,non-energy
2003,IND,4,18852765.957446806,non-energy
2003,IRL,2,35794890.19148936,non-energy
2003,ISR,13,114808510.63829787,non-energy
2003,ITA,2,30172434.936170213,non-energy
2003,JPN,9,29095253.14893617,non-energy
2003,KOR,1,755319.1489361702,non-energy
2003,LTU,1,3021276.5957446806,non-energy
2003,LUX,1,377659.5744680851,non-energy
2003,NLD,2,17198459.91489362,non-energy
2003,NOR,1,40670.914893617024,non-energy
2003,PHL,1,19638297.872340426,non-energy
2003,ROM,1,280211.3191489362,non-energy
2003,SGP,3,40031914.89361702,non-energy
2003,SWE,3,77617993.08510637,non-energy
2003,TTO,1,15106382.978723405,non-energy
2003,TUR,1,755319.1489361702,non-energy
2003,USA,926,13346117324.723404,non-energy
2003,USA,33,444650789.0851064,energy
2004,AUS,6,57363103.44827585,non-energy
2004,AUT,1,35490960.47586206,non-energy
2004,BEL,5,365771273.87586206,non-energy
2004,BRA,1,2937931.0344827585,non-energy
2004,CAN,34,563833583.875862,non-energy
2004,CAN,2,1836206.896551724,energy
2004,CHE,9,163535483.00689653,non-energy
2004,CHN,54,635319221.9172413,non-energy
2004,CHN,1,532451.524137931,energy
2004,DEU,17,254892738.6413793,non-energy
2004,DEU,1,10681625.358620688,energy
2004,DNK,5,85682518.44827586,non-energy
2004,ESP,2,6669103.448275861,non-energy
2004,FRA,26,426286915.40689653,non-energy
2004,FRA,2,4656157.9655172415,energy
2004,GBR,44,640162454.1103448,non-energy
2004,GBR,2,30034291.220689654,energy
2004,IND,7,104296551.72413792,non-energy
2004,IRL,4,29755817.958620686,non-energy
2004,IRL,1,3691464.8068965515,energy
2004,ISR,20,235768965.5172414,non-energy
2004,ITA,3,64773936.06206897,non-energy
2004,JPN,11,134337678.04137927,non-energy
2004,LUX,1,27616551.72413793,non-energy
2004,NOR,1,380425.3448275862,non-energy
2004,ROM,2,5875862.068965517,non-energy
2004,SGP,2,28644827.586206894,non-energy
2004,SWE,3,46668759.78620689,non-energy
2004,TTO,1,12155689.655172413,non-energy
2004,TWN,1,55820689.65517241,non-energy
2004,USA,1124,18036308150.751724,non-energy
2004,USA,51,601983537.9310344,energy
2005,ARG,1,714765.100671141,non-energy
2005,AUS,9,34879389.0,non-energy
2005,AUT,4,18082330.510067113,non-energy
2005,BEL,2,733348.9932885906,non-energy
2005,BRA,2,22515100.67114094,non-energy
2005,CAN,46,600378343.9530201,non-energy
2005,CAN,4,15158761.127516778,energy
2005,CHE,15,269680217.75838923,non-energy
2005,CHN,75,2149717232.738255,non-energy
2005,CHN,2,14341470.12080537,energy
2005,CRI,1,71476.5100671141,non-energy
2005,DEU,36,359401072.71140945,non-energy
2005,DEU,2,34481374.912751675,energy
2005,DNK,6,73190369.53691275,non-energy
2005,DNK,1,15524697.986577181,energy
2005,ESP,6,12813162.24161074,non-energy
2005,FIN,2,7842108.201342281,non-energy
2005,FRA,61,358309463.4362416,non-energy
2005,FRA,2,4408876.993288591,energy
2005,GBR,91,731910371.2751677,non-energy
2005,GBR,3,15520102.046979867,energy
2005,HKG,2,86486577.18120806,non-energy
2005,HUN,1,5537123.697986578,non-energy
2005,IND,13,209641373.11409396,non-energy
2005,IRL,12,106833144.86577182,non-energy
2005,ISL,2,294278.7986577181,non-energy
2005,ISR,35,298803611.9798658,non-energy
2005,ITA,3,12248124.704697987,non-energy
2005,JPN,9,6581409.805369128,non-energy
2005,LUX,1,5575167.785234899,non-energy
2005,MYS,1,240161073.82550335,non-energy
2005,NLD,5,52086127.97315436,non-energy
2005,NOR,5,64957853.77852348,non-energy
2005,NZL,1,1987046.9798657717,non-energy
2005,POL,2,333080.5369127517,non-energy
2005,PRT,2,29877181.208053693,non-energy
2005,SGP,1,14295302.013422819,non-energy
2005,SVK,1,714765.100671141,non-energy
2005,SWE,11,224741063.19463086,non-energy
2005,UKR,1,71476.5100671141,energy
2005,USA,1481,20630549565.744965,non-energy
2005,USA,51,751662195.7852349,energy
2005,VNM,1,714765.100671141,non-energy
2005,ZAF,2,4653356.677852349,non-energy
2006,ARG,3,11037272.727272728,non-energy
2006,AUS,7,45172597.402597405,non-energy
2006,AUT,4,38893267.5,non-energy
2006,BEL,11,153195865.5194805,non-energy
2006,BGR,1,6915.584415584415,non-energy
2006,CAN,59,685539121.0324675,non-energy
2006,CAN,5,12966720.779220778,energy
2006,CHE,16,305615532.75974023,non-energy
2006,CHL,1,8298.701298701299,non-energy
2006,CHN,118,1548117689.9610388,non-energy
2006,CHN,2,51175324.67532468,energy
2006,CRI,1,85753.24675324676,non-energy
2006,CZE,1,341629.87012987013,non-energy
2006,DEU,52,364177001.7272727,non-energy
2006,DEU,1,3156387.525974026,energy
2006,DNK,9,115241998.55844155,non-energy
2006,ESP,16,107091657.29220779,non-energy
2006,ESP,1,4283644.383116883,energy
2006,EST,5,7631391.662337663,non-energy
2006,FIN,5,60663330.83766234,non-energy
2006,FRA,64,599176849.1883117,non-energy
2006,FRA,2,17842207.792207792,energy
2006,GBR,106,1082715096.5844157,non-energy
2006,GBR,10,38913826.14935065,energy
2006,HKG,3,8492337.662337663,non-energy
2006,HUN,1,4149350.649350649,non-energy
2006,IND,29,197443466.16233766,non-energy
2006,IND,1,27662337.66233766,energy
2006,IRL,11,167595597.74025974,non-energy
2006,IRL,1,2780064.935064935,energy
2006,ISL,2,1119173.9220779222,non-energy
2006,ISR,45,428719968.5064935,non-energy
2006,ISR,2,11064935.064935064,energy
2006,ITA,7,24026729.181818184,non-energy
2006,JPN,15,70984801.85064936,non-energy
2006,KOR,2,15905844.155844156,non-energy
2006,LTU,1,1740356.6103896103,non-energy
2006,NLD,7,72405280.87012987,non-energy
2006,NOR,2,5046993.506493507,non-energy
2006,PHL,3,26417532.467532463,non-energy
2006,POL,2,352694.8051948052,non-energy
2006,PRT,1,14240473.227272727,non-energy
2006,ROM,1,276623.3766233766,non-energy
2006,ROM,1,691558.4415584416,energy
2006,RUS,2,6915584.415584415,non-energy
2006,SGP,3,9100909.09090909,non-energy
2006,SWE,20,150416813.02597404,non-energy
2006,SWE,1,781461.0389610389,energy
2006,THA,1,2392792.2077922076,non-energy
2006,TTO,1,55324675.32467532,non-energy
2006,TUR,2,7441168.831168831,non-energy
2006,TWN,1,13831168.83116883,non-energy
2006,UKR,1,69155.84415584416,non-energy
2006,USA,1754,23864011159.5974,non-energy
2006,USA,91,1679691377.7662337,energy
2006,VEN,1,9681818.181818182,non-energy
2006,VNM,1,1383116.8831168832,non-energy
2007,ARG,3,38581132.07547169,non-energy
2007,AUS,14,42344730.88679244,non-energy
2007,AUS,2,11274206.547169808,energy
2007,AUT,7,152768381.11320752,non-energy
2007,BEL,13,139264777.245283,non-energy
2007,BEL,1,264349.0754716981,energy
2007,BRA,4,14199999.999999998,non-energy
2007,CAN,78,921155237.8113205,non-energy
2007,CAN,7,78441627.88679245,energy
2007,CHE,32,428955632.20754707,non-energy
2007,CHN,145,2231944627.943396,non-energy
2007,CHN,5,26354782.037735846,energy
2007,CYP,1,401886.7924528301,non-energy
2007,CZE,1,2716798.9245283017,non-energy
2007,DEU,41,595808864.716981,non-energy
2007,DEU,1,17324999.358490564,energy
2007,DNK,10,78369435.62264149,non-energy
2007,ESP,25,160029465.37735847,non-energy
2007,FIN,7,14804941.433962263,non-energy
2007,FRA,87,837602224.8113207,non-energy
2007,FRA,4,20716089.30188679,energy
2007,GBR,161,1493201558.6226413,non-energy
2007,GBR,4,68003274.86792451,energy
2007,GRC,1,113909.45283018866,non-energy
2007,HKG,3,30476415.09433962,non-energy
2007,HUN,2,8259823.849056602,non-energy
2007,IND,49,376824937.83018863,non-energy
2007,IRL,17,135203231.62264147,non-energy
2007,ISR,68,596239245.2830188,non-energy
2007,ISR,5,60183886.79245282,energy
2007,ITA,5,14097147.792452829,non-energy
2007,JPN,11,39930604.96226414,non-energy
2007,KOR,5,21286603.773584902,non-energy
2007,LIE,1,7472401.698113207,non-energy
2007,LTU,2,2491698.113207547,non-energy
2007,MUS,1,704744.6603773584,non-energy
2007,MYS,1,53584.90566037735,non-energy
2007,NLD,19,150888495.35849056,non-energy
2007,NOR,10,23194728.773584902,non-energy
2007,NOR,1,80377358.49056603,energy
2007,NZL,2,19444622.641509432,non-energy
2007,POL,3,1793754.7169811316,non-energy
2007,PRT,1,8841509.433962263,non-energy
2007,ROM,1,3938490.5660377354,non-energy
2007,RUS,4,37619283.01886792,non-energy
2007,SGP,16,61542264.15094338,non-energy
2007,SGP,1,401886.7924528301,energy
2007,SWE,21,134979666.0188679,non-energy
2007,TUR,2,29471698.11320754,non-energy
2007,URY,1,1339622.6415094337,non-energy
2007,USA,2387,31187457364.96226,non-energy
2007,USA,170,3628942905.301886,energy
2007,UZB,1,120566.03773584904,non-energy
2007,VEN,1,13798113.207547167,non-energy
2007,VNM,2,3750943.3962264145,non-energy
2007,ZAF,3,5201769.452830188,non-energy
2008,ARG,4,12715454.545454547,non-energy
2008,AUS,20,71727415.65454546,non-energy
2008,AUS,1,508944.78181818186,energy
2008,AUT,4,12638185.89090909,non-energy
2008,BAH,1,1549090.9090909092,non-energy
2008,BEL,15,67732583.87272727,non-energy
2008,BEL,1,881817.4181818182,energy
2008,BGR,1,2044411.4363636365,non-energy
2008,BLR,1,1290909.090909091,energy
2008,BRA,8,42131700.78181818,non-energy
2008,CAN,84,589249303.4181819,non-energy
2008,CAN,6,71295161.2,energy
2008,CHE,40,205168880.72727272,non-energy
2008,CHE,1,1237327.3272727274,energy
2008,CHN,174,3285250228.709091,non-energy
2008,CHN,14,505340780.5090909,energy
2008,COL,2,484090.9090909091,non-energy
2008,DEU,59,546266516.6,non-energy
2008,DEU,10,177647421.8181818,energy
2008,DNK,8,116739324.38181819,non-energy
2008,DNK,1,20654545.454545457,energy
2008,ESP,33,156612348.63636366,non-energy
2008,EST,4,12959573.200000001,non-energy
2008,FIN,6,109849357.87272727,non-energy
2008,FIN,1,9571207.927272728,energy
2008,FRA,85,561875858.8545455,non-energy
2008,FRA,7,73900188.63636364,energy
2008,GBR,175,1342330611.1272728,non-energy
2008,GBR,13,135374636.29090908,energy
2008,HKG,2,37436363.63636364,non-energy
2008,HRV,1,1713399.1090909091,non-energy
2008,HUN,1,5938181.818181818,non-energy
2008,IND,56,439180660.74545455,non-energy
2008,IND,4,164694181.8181818,energy
2008,IRL,16,82261316.45454545,non-energy
2008,IRL,1,1890355.6363636365,energy
2008,ISL,3,420340.6545454546,non-energy
2008,ISR,66,620990527.2727273,non-energy
2008,ISR,5,39372727.27272727,energy
2008,ITA,10,75465983.90909092,non-energy
2008,JOR,1,1290909.090909091,non-energy
2008,JPN,21,67864964.01818182,non-energy
2008,KEN,1,7745454.545454546,energy
2008,KOR,5,24553669.23636364,non-energy
2008,LIE,1,11500723.290909091,non-energy
2008,LUX,2,248496.12727272726,non-energy
2008,LVA,1,145895.96363636365,non-energy
2008,MEX,2,27431818.181818184,non-energy
2008,MYS,2,2622953.0,non-energy
2008,NLD,15,162393367.43636364,non-energy
2008,NOR,9,18942800.000000004,non-energy
2008,NOR,3,49106181.81818182,energy
2008,NZL,3,1699231.3818181818,non-energy
2008,PAK,2,2614090.909090909,non-energy
2008,PAN,1,903636.3636363636,non-energy
2008,PHL,4,25986000.000000004,non-energy
2008,POL,2,73581818.18181819,non-energy
2008,PRT,2,10990800.0,non-energy
2008,ROM,1,299595.4727272727,non-energy
2008,RUS,5,6751454.545454546,non-energy
2008,SGP,11,52427019.63636364,non-energy
2008,SLV,2,451818.1818181819,non-energy
2008,SVN,1,324065.9454545455,non-energy
2008,SWE,22,210896688.25454545,non-energy
2008,SWE,2,4247090.909090909,energy
2008,TTO,1,129090.9090909091,non-energy
2008,TUR,2,6583636.363636364,non-energy
2008,TWN,3,51920363.63636364,non-energy
2008,UKR,1,258181.8181818182,non-energy
2008,USA,2342,26997648773.363636,non-energy
2008,USA,246,6044599175.472728,energy
2008,VNM,2,451818.1818181818,non-energy
2008,ZAF,5,8860650.254545454,non-energy
2008,ZAF,1,60401002.52727273,energy
2009,ARE,5,4628536.756097561,non-energy
2009,ARG,7,7557711.457317073,non-energy
2009,AUS,16,59743903.737804875,non-energy
2009,AUS,1,12987804.87804878,energy
2009,AUT,6,12284851.628048781,non-energy
2009,AUT,1,3676322.8536585364,energy
2009,BEL,20,151090851.25609756,non-energy
2009,BEL,1,2272865.8536585364,energy
2009,BGR,1,389634.14634146343,non-energy
2009,BLR,1,6493.90243902439,non-energy
2009,BRA,14,20427263.67073171,non-energy
2009,BRA,2,4069180.573170732,energy
2009,CAN,89,375942259.5731707,non-energy
2009,CAN,8,74887775.1402439,energy
2009,CHE,40,545506681.3536586,non-energy
2009,CHL,2,1373846.1036585364,non-energy
2009,CHN,167,1245755097.6036584,non-energy
2009,CHN,5,45620549.103658535,energy
2009,CMR,1,5923.737804878048,non-energy
2009,COL,2,5714634.146341464,non-energy
2009,CRI,1,454573.1707317073,non-energy
2009,CYP,2,6623780.487804878,non-energy
2009,DEU,51,423341844.4207317,non-energy
2009,DEU,3,75753242.19512196,energy
2009,DNK,8,87391314.12804878,non-energy
2009,DNK,1,10390243.902439024,energy
2009,EGY,2,155853.65853658537,non-energy
2009,ESP,37,178856768.87195122,non-energy
2009,ESP,3,4600353.219512194,energy
2009,EST,3,1351735.6646341463,non-energy
2009,ETH,1,194817.07317073172,non-energy
2009,FIN,6,9398939.304878049,non-energy
2009,FIN,2,17041902.71341463,energy
2009,FRA,86,464903964.25609756,non-energy
2009,FRA,2,4216722.036585365,energy
2009,GBR,176,972831011.4512194,non-energy
2009,GBR,11,65728341.34756097,energy
2009,GHA,1,129878.0487804878,non-energy
2009,GRC,2,10246214.341463415,non-energy
2009,GRD,1,181829.26829268291,non-energy
2009,HKG,11,91738979.21341462,non-energy
2009,HUN,3,1272804.8780487804,non-energy
2009,IND,30,310772339.28658533,non-energy
2009,IND,2,1623475.6097560977,energy
2009,IRL,32,138547868.30487803,non-energy
2009,IRL,2,9683707.31707317,energy
2009,ISL,5,3091074.182926829,non-energy
2009,ISR,53,417109847.5609756,non-energy
2009,ISR,3,57146341.46341463,energy
2009,ITA,7,46773632.396341465,non-energy
2009,JOR,2,122558.12195121951,non-energy
2009,JPN,27,64356057.67682927,non-energy
2009,KOR,7,36189874.09756097,non-energy
2009,LTU,2,1493597.5609756098,non-energy
2009,LUX,2,66089595.84146342,non-energy
2009,MDA,1,18434.89024390244,non-energy
2009,MLT,1,554722.1341463415,non-energy
2009,MTQ,1,1935182.9268292682,non-energy
2009,MYS,4,18073443.530487806,non-energy
2009,NLD,18,136084545.38414633,non-energy
2009,NLD,2,1023532.5365853659,energy
2009,NOR,5,67906855.99390243,non-energy
2009,NOR,5,97551402.43902439,energy
2009,NZL,3,6833790.695121951,non-energy
2009,PHL,2,142865.8536585366,non-energy
2009,POL,2,162347.56097560975,non-energy
2009,PRT,2,434984.9634146341,non-energy
2009,ROM,1,64939.0243902439,non-energy
2009,RUS,10,56282652.43902439,non-energy
2009,SGP,13,21220774.390243903,non-energy
2009,SRB,1,4215697.298780488,non-energy
2009,SWE,14,208996420.8292683,non-energy
2009,THA,1,649390.243902439,non-energy
2009,TUR,5,16712051.432926828,non-energy
2009,TUR,1,64939.0243902439,energy
2009,TWN,3,50756341.46341463,non-energy
2009,UGA,1,19481.70731707317,non-energy
2009,UKR,3,441585.3658536585,non-energy
2009,URY,2,779268.2926829268,non-energy
2009,USA,3001,22728410568.219513,non-energy
2009,USA,209,6104340807.493902,energy
2009,VEN,1,20131097.56097561,non-energy
2009,VNM,2,4962002.542682927,non-energy
2009,ZAF,5,8965923.292682927,non-energy
2010,ARE,1,15305389.221556887,non-energy
2010,ARE,1,19131736.52694611,energy
2010,ARG,7,55877425.1497006,non-energy
2010,AUS,17,61077815.04790419,non-energy
2010,AUT,15,34115870.73053892,non-energy
2010,BEL,17,84580616.40718563,non-energy
2010,BEL,2,14102175.17964072,energy
2010,BGR,2,255089.82035928144,non-energy
2010,BHR,1,2032587.5748502994,non-energy
2010,BLR,1,12754.491017964072,non-energy
2010,BMU,1,3262598.8023952097,energy
2010,BRA,12,10945480.74251497,non-energy
2010,CAN,131,471232687.65269464,non-energy
2010,CAN,7,52734254.299401194,energy
2010,CHE,53,375519966.79041916,non-energy
2010,CHE,3,6696734.02994012,energy
2010,CHL,11,16378928.353293415,non-energy
2010,CHN,339,4581122063.874251,non-energy
2010,CHN,19,294443497.56287426,energy
2010,CMR,1,1275449.1017964073,non-energy
2010,COL,3,328428.14371257485,non-energy
2010,CYP,5,10596622.45508982,non-energy
2010,DEU,87,757667195.1736528,non-energy
2010,DEU,5,13746083.820359282,energy
2010,DNK,13,41517162.84431137,non-energy
2010,DNK,1,694323.8802395209,energy
2010,EGY,3,1721856.2874251497,non-energy
2010,ESP,43,299151477.3772455,non-energy
2010,ESP,1,526481.1556886227,energy
2010,EST,8,18817451.838323355,non-energy
2010,ETH,1,1275449.1017964073,non-energy
2010,FIN,20,63100392.8982036,non-energy
2010,FIN,1,6081833.6407185625,energy
2010,FRA,131,695473872.3413174,non-energy
2010,FRA,6,20696755.940119762,energy
2010,GBR,239,1085824197.538922,non-energy
2010,GBR,24,82869575.92814371,energy
2010,GHA,3,420898.20359281433,non-energy
2010,GIB,1,10841317.365269462,non-energy
2010,GRC,2,134549.6766467066,non-energy
2010,HKG,8,94387197.62874252,non-energy
2010,HUN,5,7105173.646706587,non-energy
2010,IDN,4,937455.0898203594,non-energy
2010,IND,61,362352677.9461078,non-energy
2010,IND,6,44226197.60479042,energy
2010,IRL,23,68062823.53293413,non-energy
2010,IRL,1,1036940.1197604791,energy
2010,ISL,5,1234067.1556886227,non-energy
2010,ISR,79,406330673.15568864,non-energy
2010,ISR,4,63134730.53892216,energy
2010,ITA,13,23527570.580838323,non-energy
2010,ITA,1,5080593.341317365,energy
2010,JOR,2,58670.658682634734,non-energy
2010,JPN,45,133142631.80838324,non-energy
2010,JPN,2,442344.880239521,energy
2010,KEN,1,95658.68263473055,non-energy
2010,KEN,1,7014970.05988024,energy
2010,KOR,10,11424533.047904192,non-energy
2010,KWT,1,127544.91017964072,non-energy
2010,LTU,1,255089.82035928144,non-energy
2010,LUX,4,23688115.185628742,non-energy
2010,LVA,3,1579303.1676646706,non-energy
2010,MDA,1,75326.74850299401,non-energy
2010,MEX,5,7370599.706586827,non-energy
2010,MYS,1,12754.491017964072,non-energy
2010,NGA,3,296797.00598802394,non-energy
2010,NLD,20,118707626.91017964,non-energy
2010,NOR,4,4948742.51497006,non-energy
2010,NOR,3,69697789.8502994,energy
2010,NPL,1,127544.91017964072,non-energy
2010,NZL,3,25898119.005988024,non-energy
2010,PAK,1,12754.491017964072,non-energy
2010,PHL,4,3228161.6766467066,non-energy
2010,POL,4,607113.7724550898,non-energy
2010,PRT,3,1055889.4670658682,non-energy
2010,PRT,1,585593.1197604791,energy
2010,ROM,2,1108133.137724551,non-energy
2010,RUS,24,106582937.35329342,non-energy
2010,RUS,1,2550898.2035928145,energy
2010,SAU,1,947020.9580838323,non-energy
2010,SGP,28,79503163.22155689,non-energy
2010,SGP,1,1133735.2275449103,energy
2010,SLV,1,63772.45508982036,non-energy
2010,SOM,1,2550898.2035928145,non-energy
2010,SVN,1,1275449.1017964073,non-energy
2010,SWE,24,144912495.251497,non-energy
2010,SWE,2,8290419.161676647,energy
2010,THA,3,2993519.8562874254,non-energy
2010,TUR,11,52343984.73053892,non-energy
2010,TUR,2,1185133.2754491018,energy
2010,TWN,2,28187425.1497006,non-energy
2010,UKR,5,6675700.598802395,non-energy
2010,UKR,1,127544.91017964072,energy
2010,URY,2,57395.209580838324,non-energy
2010,USA,3887,27574327705.99401,non-energy
2010,USA,290,5348483684.9281435,energy
2010,VNM,2,1339221.5568862276,non-energy
2010,ZAF,2,8290419.161676647,non-energy
2011,ARE,4,1347348.8372093025,non-energy
2011,ARG,31,9937345.343023255,non-energy
2011,AUS,58,95493899.9127907,non-energy
2011,AUS,2,12652748.59883721,energy
2011,AUT,12,39688888.133720934,non-energy
2011,AUT,1,1282482.9069767443,energy
2011,BEL,21,65404187.424418606,non-energy
2011,BEL,1,33436046.51162791,energy
2011,BGD,3,206056.4476744186,non-energy
2011,BGR,4,8389447.09883721,non-energy
2011,BLR,1,24767.441860465115,non-energy
2011,BMU,1,30959302.325581394,non-energy
2011,BMU,1,1486046.511627907,energy
2011,BRA,37,205061398.36046514,non-energy
2011,BRA,1,19448630.005813953,energy
2011,CAN,179,884748530.8081396,non-energy
2011,CAN,18,200902433.4244186,energy
2011,CHE,61,317508671.6686047,non-energy
2011,CHE,5,342494.0930232558,energy
2011,CHL,43,17293233.470930234,non-energy
2011,CHL,1,49534.88372093023,energy
2011,CHN,489,10058090591.07558,non-energy
2011,CHN,11,60870311.52906977,energy
2011,COL,10,4072650.401162791,non-energy
2011,CRI,1,182040.6976744186,non-energy
2011,CYM,2,2105232.558139535,non-energy
2011,CYP,7,30810244.430232555,non-energy
2011,CZE,7,4920671.511627907,non-energy
2011,DEU,83,861051042.4360465,non-energy
2011,DEU,6,48152324.25,energy
2011,DNK,19,216216479.56395346,non-energy
2011,ECU,1,49534.88372093023,non-energy
2011,EGY,3,1326977.6162790698,non-energy
2011,ESP,89,278547768.0,non-energy
2011,ESP,2,583912.2558139535,energy
2011,EST,3,348043.23837209307,non-energy
2011,ETH,1,309593.023255814,energy
2011,FIN,20,97596290.40697673,non-energy
2011,FIN,1,569651.1627906977,energy
2011,FRA,145,456272359.9883721,non-energy
2011,FRA,1,2564402.354651163,energy
2011,GBR,344,1671834746.1627908,non-energy
2011,GBR,26,115671088.98837209,energy
2011,GIB,2,12916111.953488372,non-energy
2011,GRC,7,5885038.9186046515,non-energy
2011,HKG,8,65412355.72674418,non-energy
2011,HKG,1,74302.32558139534,energy
2011,HRV,2,62316.12209302325,non-energy
2011,HUN,5,6987099.680232558,non-energy
2011,IDN,6,10147425.261627907,non-energy
2011,IMN,1,11145348.837209303,non-energy
2011,IND,116,1217760543.6976745,non-energy
2011,IND,2,16965697.674418602,energy
2011,IRL,41,75676321.70930232,non-energy
2011,IRL,2,1428105.558139535,energy
2011,ISL,6,3841385.651162791,non-energy
2011,ISR,94,706609839.5755814,non-energy
2011,ISR,4,17760732.558139537,energy
2011,ITA,20,58157472.94186047,non-energy
2011,ITA,2,442189.23837209307,energy
2011,JAM,1,7430.232558139535,non-energy
2011,JOR,22,8035078.2558139535,non-energy
2011,JPN,66,169085988.1395349,non-energy
