year,country_ISO3,number_of_deals,raised_amount_usd,sector
2008,FRA,3,48525272.727272734,energy_and_digital
2008,GBR,11,92562359.2,energy_and_non_digital
2008,GBR,2,42812277.09090909,energy_and_digital
2008,IND,4,164694181.8181818,energy_and_non_digital
2008,IRL,1,1890355.6363636365,energy_and_digital
2008,ISR,4,23881818.181818184,energy_and_non_digital
2008,ISR,1,15490909.090909092,energy_and_digital
2008,KEN,1,7745454.545454546,energy_and_non_digital
2008,NOR,3,49106181.81818182,energy_and_non_digital
2008,SWE,2,4247090.909090909,energy_and_digital
2008,USA,141,3712047025.5636363,energy_and_non_digital
2008,USA,105,2332552149.909091,energy_and_digital
2008,ZAF,1,60401002.52727273,energy_and_non_digital
2009,AUS,1,12987804.87804878,energy_and_non_digital
2009,AUT,1,3676322.8536585364,energy_and_non_digital
2009,BEL,1,2272865.8536585364,energy_and_digital
2009,BRA,1,1387420.9573170731,energy_and_non_digital
2009,BRA,1,2681759.6158536584,energy_and_digital
2009,CAN,5,40392073.17073171,energy_and_non_digital
2009,CAN,3,34495701.969512194,energy_and_digital
2009,CHN,4,44099056.335365854,energy_and_non_digital
2009,CHN,1,1521492.768292683,energy_and_digital
2009,DEU,1,35067073.17073171,energy_and_non_digital
2009,DEU,2,40686169.02439025,energy_and_digital
2009,DNK,1,10390243.902439024,energy_and_digital
2009,ESP,1,2597560.975609756,energy_and_non_digital
2009,ESP,2,2002792.2439024388,energy_and_digital
2009,FIN,2,17041902.71341463,energy_and_non_digital
2009,FRA,2,4216722.036585365,energy_and_non_digital
2009,GBR,5,43234042.55487805,energy_and_non_digital
2009,GBR,6,22494298.792682927,energy_and_digital
2009,IND,2,1623475.6097560977,energy_and_non_digital
2009,IRL,2,9683707.31707317,energy_and_digital
2009,ISR,3,57146341.46341463,energy_and_non_digital
2009,NLD,1,633898.3902439025,energy_and_non_digital
2009,NLD,1,389634.14634146343,energy_and_digital
2009,NOR,5,97551402.43902439,energy_and_non_digital
2009,TUR,1,64939.0243902439,energy_and_digital
2009,USA,127,3844576450.0609756,energy_and_non_digital
2009,USA,82,2259764357.4329267,energy_and_digital
2010,ARE,1,19131736.52694611,energy_and_non_digital
2010,BEL,2,14102175.17964072,energy_and_digital
2010,BMU,1,3262598.8023952097,energy_and_non_digital
2010,CAN,3,19590696.68263473,energy_and_non_digital
2010,CAN,4,33143557.616766468,energy_and_digital
2010,CHE,2,26141.604790419162,energy_and_non_digital
2010,CHE,1,6670592.425149701,energy_and_digital
2010,CHN,11,258416873.98203593,energy_and_non_digital
2010,CHN,8,36026623.58083832,energy_and_digital
2010,DEU,2,4029777.6107784435,energy_and_non_digital
2010,DEU,3,9716306.209580839,energy_and_digital
2010,DNK,1,694323.8802395209,energy_and_non_digital
2010,ESP,1,526481.1556886227,energy_and_digital
2010,FIN,1,6081833.6407185625,energy_and_digital
2010,FRA,2,9792254.101796407,energy_and_non_digital
2010,FRA,4,10904501.838323353,energy_and_digital
2010,GBR,13,56039583.19760479,energy_and_non_digital
2010,GBR,11,26829992.730538923,energy_and_digital
2010,IND,6,44226197.60479042,energy_and_non_digital
2010,IRL,1,1036940.1197604791,energy_and_digital
2010,ISR,3,62497005.98802395,energy_and_non_digital
2010,ISR,1,637724.5508982036,energy_and_digital
2010,ITA,1,5080593.341317365,energy_and_non_digital
2010,JPN,2,442344.880239521,energy_and_non_digital
2010,KEN,1,7014970.05988024,energy_and_non_digital
2010,NOR,2,68783165.2994012,energy_and_non_digital
2010,NOR,1,914624.5508982036,energy_and_digital
2010,PRT,1,585593.1197604791,energy_and_digital
2010,RUS,1,2550898.2035928145,energy_and_digital
2010,SGP,1,1133735.2275449103,energy_and_digital
2010,SWE,2,8290419.161676647,energy_and_digital
2010,TUR,2,1185133.2754491018,energy_and_digital
2010,UKR,1,127544.91017964072,energy_and_non_digital
2010,USA,167,3374954856.0359282,energy_and_non_digital
2010,USA,123,1973528828.8922155,energy_and_digital
2011,AUS,1,11145348.837209303,energy_and_non_digital
2011,AUS,1,1507399.761627907,energy_and_digital
2011,AUT,1,1282482.9069767443,energy_and_non_digital
2011,BEL,1,33436046.51162791,energy_and_non_digital
2011,BMU,1,1486046.511627907,energy_and_non_digital
2011,BRA,1,19448630.005813953,energy_and_digital
2011,CAN,7,78322954.44767442,energy_and_non_digital
2011,CAN,11,122579478.97674417,energy_and_digital
2011,CHE,4,327388.43023255817,energy_and_non_digital
2011,CHE,1,15105.662790697674,energy_and_digital
2011,CHL,1,49534.88372093023,energy_and_non_digital
2011,CHN,4,13655099.354651162,energy_and_non_digital
2011,CHN,7,47215212.174418606,energy_and_digital
2011,DEU,4,22153051.377906978,energy_and_non_digital
2011,DEU,2,25999272.872093022,energy_and_digital
2011,ESP,1,67083.8546511628,energy_and_non_digital
2011,ESP,1,516828.4011627907,energy_and_digital
2011,ETH,1,309593.023255814,energy_and_digital
2011,FIN,1,569651.1627906977,energy_and_digital
2011,FRA,1,2564402.354651163,energy_and_non_digital
2011,GBR,15,91382105.80813953,energy_and_non_digital
2011,GBR,11,24288983.18023256,energy_and_digital
2011,HKG,1,74302.32558139534,energy_and_non_digital
2011,IND,1,16841860.465116277,energy_and_non_digital
2011,IND,1,123837.20930232559,energy_and_digital
2011,IRL,2,1428105.558139535,energy_and_digital
2011,ISR,2,11568872.093023255,energy_and_non_digital
2011,ISR,2,6191860.465116279,energy_and_digital
2011,ITA,2,442189.23837209307,energy_and_non_digital
2011,JPN,1,3563750.0581395347,energy_and_non_digital
2011,KEN,1,123837.20930232559,energy_and_non_digital
2011,NLD,1,2674701.680232558,energy_and_non_digital
2011,NOR,2,58203488.37209302,energy_and_non_digital
2011,PRT,1,664342.046511628,energy_and_digital
2011,SVK,1,174064.34302325582,energy_and_non_digital
2011,SVK,1,123743.09302325582,energy_and_digital
2011,SWE,1,1965466.1686046512,energy_and_non_digital
2011,SWE,2,9064374.75,energy_and_digital
2011,TWN,1,61918604.65116279,energy_and_non_digital
2011,USA,160,3937160561.2325583,energy_and_non_digital
2011,USA,143,2332268360.3197675,energy_and_digital
2012,AUS,3,3243409.090909091,energy_and_digital
2012,AUT,1,78679.29545454546,energy_and_digital
2012,BLR,1,491352.2727272727,energy_and_digital
2012,BMU,1,424789.7727272727,energy_and_non_digital
2012,BRA,1,605113.6363636364,energy_and_digital
2012,CAN,9,60135607.43181818,energy_and_non_digital
2012,CAN,6,22170468.068181816,energy_and_digital
2012,CHE,2,12227049.579545453,energy_and_non_digital
2012,CHE,5,3466689.971590909,energy_and_digital
2012,CHL,3,145227.2727272727,energy_and_non_digital
2012,CHN,7,61073699.36931817,energy_and_non_digital
2012,CHN,9,54340478.91477272,energy_and_digital
2012,DEU,4,16290018.52840909,energy_and_non_digital
2012,DEU,6,37837750.84090909,energy_and_digital
2012,ESP,3,4890953.198863636,energy_and_non_digital
2012,ESP,1,302679.05113636365,energy_and_digital
2012,EST,1,17854.482954545452,energy_and_non_digital
2012,ETH,1,6051136.363636363,energy_and_digital
2012,FIN,1,4642958.267045454,energy_and_non_digital
2012,FIN,2,3923754.0852272725,energy_and_digital
2012,FRA,3,51169351.85795454,energy_and_non_digital
2012,FRA,1,3970457.965909091,energy_and_digital
2012,GBR,9,23585519.045454547,energy_and_non_digital
2012,GBR,18,33830822.67613636,energy_and_digital
2012,HKG,1,60511363.63636363,energy_and_non_digital
2012,IND,4,16840909.142045453,energy_and_non_digital
2012,IRL,3,131825.2159090909,energy_and_digital
2012,ISL,1,288795.32386363635,energy_and_non_digital
2012,ISR,4,14522727.272727272,energy_and_non_digital
2012,ITA,6,4267503.409090909,energy_and_digital
2012,JPN,1,465476.4034090909,energy_and_non_digital
2012,JPN,1,30255.681818181816,energy_and_digital
2012,KEN,1,6293181.818181817,energy_and_digital
2012,KOR,1,3074110.3977272725,energy_and_non_digital
2012,KOR,2,600877.8409090909,energy_and_digital
2012,LTU,1,17233.636363636364,energy_and_digital
2012,LUX,1,12150681.818181818,energy_and_non_digital
2012,MEX,1,59946.1875,energy_and_non_digital
2012,MYS,1,145227.2727272727,energy_and_digital
2012,NLD,1,4856675.931818182,energy_and_non_digital
2012,POL,1,132767.98295454544,energy_and_non_digital
2012,PRT,1,345211.2784090909,energy_and_digital
2012,SAU,1,240835.22727272726,energy_and_digital
2012,SGP,2,1167692.625,energy_and_non_digital
2012,SRB,1,181534.0909090909,energy_and_non_digital
2012,SVK,2,7251905.7102272725,energy_and_digital
2012,SWE,1,304219.6704545454,energy_and_non_digital
2012,TUR,1,605113.6363636364,energy_and_digital
2012,USA,178,3282681602.488636,energy_and_non_digital
2012,USA,140,2198123244.1875,energy_and_digital
2013,AUS,2,11436629.342696628,energy_and_non_digital
2013,AUS,3,3440308.988764045,energy_and_digital
2013,AUT,3,14856905.561797751,energy_and_non_digital
2013,BEL,2,5414473.162921348,energy_and_digital
2013,BMU,1,139108.1460674157,energy_and_non_digital
2013,CAN,7,27658533.438202247,energy_and_non_digital
2013,CAN,10,12402828.45505618,energy_and_digital
2013,CHE,5,555270.6573033708,energy_and_non_digital
2013,CHE,3,4715999.494382022,energy_and_digital
2013,CHL,1,47865.16853932584,energy_and_non_digital
2013,CHL,1,47865.16853932584,energy_and_digital
2013,CHN,7,8685534.505617976,energy_and_non_digital
2013,CHN,11,59463305.730337076,energy_and_digital
2013,DEU,2,5683377.286516854,energy_and_non_digital
2013,DEU,5,35698259.123595506,energy_and_digital
2013,DNK,1,682078.6516853932,energy_and_non_digital
2013,DNK,2,3100365.7752808984,energy_and_digital
2013,ESP,7,5624416.971910113,energy_and_digital
2013,EST,2,3415031.393258427,energy_and_digital
2013,FIN,1,3231923.1910112356,energy_and_non_digital
2013,FIN,4,26947513.112359546,energy_and_digital
2013,FRA,7,35552388.82584269,energy_and_non_digital
2013,FRA,6,17107092.60674157,energy_and_digital
2013,GBR,13,45207823.61797752,energy_and_non_digital
2013,GBR,19,33825716.29213483,energy_and_digital
2013,GTM,1,1316292.1348314607,energy_and_non_digital
2013,HKG,2,254593.63483146066,energy_and_non_digital
2013,HUN,1,717977.5280898876,energy_and_digital
2013,IND,1,11966292.13483146,energy_and_non_digital
2013,IND,2,1944043.8202247191,energy_and_digital
2013,IRL,1,556874.1404494381,energy_and_non_digital
2013,IRL,6,1517047.0280898877,energy_and_digital
2013,ISR,6,22077808.988764044,energy_and_non_digital
2013,ISR,5,15910873.83707865,energy_and_digital
2013,ITA,2,397119.3539325842,energy_and_non_digital
2013,ITA,2,496601.1235955056,energy_and_digital
2013,JPN,1,206468.79775280898,energy_and_non_digital
2013,KEN,2,1914606.7415730334,energy_and_non_digital
2013,KOR,1,1094088.8595505618,energy_and_non_digital
2013,LTU,1,316149.43820224714,energy_and_digital
2013,MEX,2,378974.86516853934,energy_and_non_digital
2013,MEX,2,431786.89887640445,energy_and_digital
2013,NLD,3,13593132.286516853,energy_and_non_digital
2013,NLD,1,239325.8426966292,energy_and_digital
2013,NOR,1,11966292.13483146,energy_and_non_digital
2013,NOR,1,29915.73033707865,energy_and_digital
2013,PAK,1,299157.3033707865,energy_and_non_digital
2013,POL,2,557471.2584269663,energy_and_non_digital
2013,PRT,1,1509358.6853932582,energy_and_digital
2013,RUS,1,119662.9213483146,energy_and_non_digital
2013,SGP,1,568281.606741573,energy_and_non_digital
2013,SGP,1,6312361.499999999,energy_and_digital
2013,SVK,1,109379.08988764044,energy_and_digital
2013,SWE,1,2167032.084269663,energy_and_non_digital
2013,SWE,4,20204300.477528088,energy_and_digital
2013,UKR,3,2016320.2247191009,energy_and_non_digital
2013,USA,195,2771672751.522472,energy_and_non_digital
2013,USA,177,1275897538.0280898,energy_and_digital
2014,AUS,1,56925.13259668508,energy_and_non_digital
2014,AUS,2,1807244.9834254144,energy_and_digital
2014,AUT,1,1067894.9171270716,energy_and_non_digital
2014,AUT,4,7114118.801104971,energy_and_digital
2014,BEL,1,400600.044198895,energy_and_non_digital
2014,BGR,1,80488.11049723756,energy_and_digital
2014,BMU,1,129447.51381215469,energy_and_non_digital
2014,CAN,13,32505729.94475138,energy_and_non_digital
2014,CAN,11,37173519.03314917,energy_and_digital
2014,CHE,5,4142582.867403315,energy_and_non_digital
2014,CHE,5,1597177.5580110494,energy_and_digital
2014,CHL,3,141215.46961325966,energy_and_non_digital
2014,CHL,1,47071.82320441989,energy_and_digital
2014,CHN,25,338326335.679558,energy_and_non_digital
2014,CHN,10,132509996.03867403,energy_and_digital
2014,CYP,1,29478.729281767955,energy_and_digital
2014,DEU,10,70534121.53591159,energy_and_non_digital
2014,DEU,8,29110446.397790052,energy_and_digital
2014,DNK,6,16854546.430939224,energy_and_non_digital
2014,DNK,3,1445365.0441988949,energy_and_digital
2014,EGY,1,17651.933701657457,energy_and_non_digital
2014,ESP,3,1375565.767955801,energy_and_non_digital
2014,ESP,7,3467295.198895028,energy_and_digital
2014,EST,1,13403.701657458563,energy_and_non_digital
2014,EST,1,6144702.845303867,energy_and_digital
2014,ETH,1,8825966.85082873,energy_and_digital
2014,FIN,1,28955.055248618784,energy_and_non_digital
2014,FIN,1,4942541.436464088,energy_and_digital
2014,FRA,7,47429713.80662984,energy_and_non_digital
2014,FRA,6,9321391.906077348,energy_and_digital
2014,GBR,13,41564388.116022095,energy_and_non_digital
2014,GBR,21,34478620.67403315,energy_and_digital
2014,GRC,1,22335.580110497238,energy_and_digital
2014,GTM,2,1365082.8729281765,energy_and_non_digital
2014,HKG,1,14709.944751381214,energy_and_digital
2014,IND,6,25473640.85635359,energy_and_non_digital
2014,IND,2,70607.73480662983,energy_and_digital
2014,IRL,2,780288.4309392265,energy_and_non_digital
2014,IRL,3,51676174.77348066,energy_and_digital
2014,ISR,7,131183287.29281768,energy_and_non_digital
2014,ISR,7,18535329.430939227,energy_and_digital
2014,ITA,3,555514.5911602209,energy_and_digital
2014,JPN,5,21325021.02762431,energy_and_non_digital
2014,JPN,1,1294475.138121547,energy_and_digital
2014,KEN,2,3059668.508287293,energy_and_non_digital
2014,KEN,2,35303867.40331492,energy_and_digital
2014,KOR,3,1168307.3535911602,energy_and_digital
2014,MEX,1,123419.96685082873,energy_and_non_digital
2014,MEX,3,688949.08839779,energy_and_digital
2014,MYS,1,353038.67403314915,energy_and_digital
2014,NLD,7,37062568.39226519,energy_and_non_digital
2014,NLD,5,1459279.4751381213,energy_and_digital
2014,NOR,1,32950276.24309392,energy_and_non_digital
2014,NOR,2,14309834.254143646,energy_and_digital
2014,PRT,1,324300.1491712707,energy_and_non_digital
2014,PRT,1,972901.6243093922,energy_and_digital
2014,RUS,1,2353591.160220994,energy_and_non_digital
2014,RWA,1,11928.0,energy_and_non_digital
2014,SGP,1,2794399.9558011047,energy_and_non_digital
2014,SGP,2,855830.4696132595,energy_and_digital
2014,SRB,1,80185.67403314916,energy_and_digital
2014,SVN,1,73235.51933701657,energy_and_digital
2014,SWE,3,2344728.7127071824,energy_and_non_digital
2014,SWE,3,390947.9668508287,energy_and_digital
2014,TAN,1,20005.524861878454,energy_and_non_digital
2014,TUR,1,532131.6629834254,energy_and_digital
2014,TWN,1,117679558.01104972,energy_and_non_digital
2014,TWN,1,235359.11602209942,energy_and_digital
2014,USA,211,5023063135.060773,energy_and_non_digital
2014,USA,255,1804260695.7348065,energy_and_digital
2014,ZAF,1,37069060.77348066,energy_and_non_digital
2015,ALB,1,2353591.160220994,energy_and_non_digital
2015,AUS,4,1200064.359116022,energy_and_non_digital
2015,AUS,6,15303824.055248618,energy_and_digital
2015,AUT,2,2933758.4419889497,energy_and_non_digital
2015,BEL,2,3049898.7513812156,energy_and_non_digital
2015,BEL,5,8092135.955801104,energy_and_digital
2015,BGR,2,735902.0552486187,energy_and_digital
2015,BRA,1,823756.906077348,energy_and_digital
2015,CAN,8,42819743.03867403,energy_and_non_digital
2015,CAN,19,15338325.348066296,energy_and_digital
2015,CHE,7,1188704.7513812154,energy_and_non_digital
2015,CHE,7,7381304.35359116,energy_and_digital
2015,CHL,1,764917.1270718231,energy_and_non_digital
2015,CHN,43,793565079.8618784,energy_and_non_digital
2015,CHN,34,264269088.2320442,energy_and_digital
2015,DEU,1,8022987.447513811,energy_and_non_digital
2015,DEU,12,63165159.414364636,energy_and_digital
2015,DNK,6,4882231.839779004,energy_and_non_digital
2015,DNK,1,823756.906077348,energy_and_digital
2015,ESP,1,65851.1270718232,energy_and_non_digital
2015,ESP,14,2847715.8563535907,energy_and_digital
2015,EST,1,114611.65193370165,energy_and_non_digital
2015,EST,1,12987582.03314917,energy_and_digital
2015,FIN,4,1962086.5690607734,energy_and_non_digital
2015,FIN,1,8237569.06077348,energy_and_digital
2015,FRA,9,26176039.541436464,energy_and_non_digital
2015,FRA,13,79889932.35911602,energy_and_digital
2015,GBR,29,77618880.4640884,energy_and_non_digital
2015,GBR,38,87578207.37016574,energy_and_digital
2015,GHA,1,3765745.8563535907,energy_and_non_digital
2015,GTM,1,3530386.7403314915,energy_and_non_digital
2015,HKG,1,422111.8674033149,energy_and_non_digital
2015,HUN,4,1767612.8618784528,energy_and_digital
2015,IND,11,32270187.24861878,energy_and_non_digital
2015,IND,7,3551569.0607734807,energy_and_digital
2015,IRL,1,131796.39779005523,energy_and_non_digital
2015,IRL,1,58203037.27624309,energy_and_digital
2015,ISL,4,836149.7403314917,energy_and_non_digital
2015,ISR,7,19481420.12154696,energy_and_non_digital
2015,ISR,12,47628185.088397786,energy_and_digital
2015,ITA,1,33206.81767955801,energy_and_non_digital
2015,ITA,8,4033599.8287292817,energy_and_digital
2015,JPN,2,2031131.5193370166,energy_and_non_digital
2015,JPN,1,2158332.5303867403,energy_and_digital
2015,KEN,2,4636574.585635359,energy_and_non_digital
2015,KEN,2,37010220.99447513,energy_and_digital
2015,KOR,2,1732950.3480662983,energy_and_digital
2015,LTU,1,66501.89502762431,energy_and_non_digital
2015,LTU,1,128587.27624309392,energy_and_digital
2015,LVA,2,4793785.060773481,energy_and_non_digital
2015,MEX,4,817872.9281767956,energy_and_non_digital
2015,MEX,3,1635745.856353591,energy_and_digital
2015,NGA,1,23535.911602209944,energy_and_non_digital
2015,NLD,8,100406653.69060773,energy_and_non_digital
2015,NLD,4,3391032.9613259668,energy_and_digital
2015,NOR,1,45895027.62430939,energy_and_non_digital
2015,NOR,2,1982900.5524861878,energy_and_digital
2015,POL,2,1000276.2430939225,energy_and_non_digital
2015,PRT,1,658512.4475138121,energy_and_non_digital
2015,PRT,2,136124.65193370165,energy_and_digital
2015,RUS,3,759420.314917127,energy_and_non_digital
2015,RUS,1,258895.02762430938,energy_and_digital
2015,SAU,1,128666.12154696132,energy_and_digital
2015,SGP,3,95455773.48066297,energy_and_non_digital
2015,SGP,5,22397486.61878453,energy_and_digital
2015,SRB,1,137583.87845303866,energy_and_digital
2015,SVK,2,4548157.226519337,energy_and_digital
2015,SWE,4,9281679.76243094,energy_and_non_digital
2015,SWE,3,6991264.872928176,energy_and_digital
2015,TAN,1,9073093.922651934,energy_and_non_digital
2015,TUR,1,402599.41988950275,energy_and_non_digital
2015,TUR,1,1000276.2430939226,energy_and_digital
2015,TWN,1,35303867.40331492,energy_and_non_digital
2015,TWN,1,336563.5359116022,energy_and_digital
2015,UGA,1,23535.911602209944,energy_and_non_digital
2015,UKR,2,588397.7900552485,energy_and_non_digital
2015,USA,214,3286529617.441989,energy_and_non_digital
2015,USA,240,1897107049.756906,energy_and_digital
2015,ZAF,2,1294475.1381215467,energy_and_digital
2016,ARE,1,5788043.478260869,energy_and_non_digital
2016,ARE,1,2315217.3913043477,energy_and_digital
2016,AUS,7,19991024.706521742,energy_and_non_digital
2016,AUS,5,10602106.255434781,energy_and_digital
2016,AUT,1,694316.3315217391,energy_and_non_digital
2016,AUT,7,7001986.043478261,energy_and_digital
2016,BAH,1,32829782.608695652,energy_and_non_digital
2016,BEL,2,3666387.5217391304,energy_and_non_digital
2016,BEL,6,9680557.124999998,energy_and_digital
2016,BGR,1,754254.9945652174,energy_and_digital
2016,BLR,1,11576086.956521738,energy_and_digital
2016,BMU,1,380353.17391304346,energy_and_non_digital
2016,BRA,2,2550277.940217391,energy_and_non_digital
2016,BRA,2,1106103.2119565217,energy_and_digital
2016,CAN,15,117359537.5923913,energy_and_non_digital
2016,CAN,24,66854426.91847826,energy_and_digital
2016,CHE,9,27899135.902173914,energy_and_non_digital
2016,CHE,7,6957485.25,energy_and_digital
2016,CHN,50,2892368151.831521,energy_and_non_digital
2016,CHN,42,372781603.875,energy_and_digital
2016,COL,1,463043.47826086957,energy_and_non_digital
2016,DEU,11,262611588.4076087,energy_and_non_digital
2016,DEU,7,48417923.67391304,energy_and_digital
2016,DNK,3,3183961.0434782607,energy_and_non_digital
2016,EGY,1,11576.086956521738,energy_and_digital
2016,ESP,2,3045491.364130435,energy_and_non_digital
2016,ESP,11,12525659.47826087,energy_and_digital
2016,EST,2,188712.21195652173,energy_and_non_digital
2016,EST,2,20063126.364130434,energy_and_digital
2016,FIN,7,6550419.097826087,energy_and_non_digital
2016,FIN,4,15404819.836956521,energy_and_digital
2016,FRA,6,12202136.788043479,energy_and_non_digital
2016,FRA,14,60326629.80978261,energy_and_digital
2016,GBR,23,105358103.5271739,energy_and_non_digital
2016,GBR,49,77714192.55978261,energy_and_digital
2016,GHA,2,6714130.434782608,energy_and_non_digital
2016,GTM,1,4630434.782608695,energy_and_non_digital
2016,GTM,2,2894021.7391304346,energy_and_digital
2016,HKG,1,115760.86956521739,energy_and_digital
2016,IND,8,58618505.25,energy_and_non_digital
2016,IND,7,2901795.081521739,energy_and_digital
2016,IRL,1,4348399.630434782,energy_and_digital
2016,ISL,3,764755.6630434783,energy_and_non_digital
2016,ISR,5,10499510.869565217,energy_and_non_digital
2016,ISR,8,74683125.0,energy_and_digital
2016,ITA,1,926086.9565217391,energy_and_non_digital
2016,ITA,6,1197753.4076086956,energy_and_digital
2016,JPN,3,7499087.527173912,energy_and_non_digital
2016,JPN,3,6788804.298913043,energy_and_digital
2016,KEN,3,8450543.47826087,energy_and_non_digital
2016,KEN,3,25409395.108695652,energy_and_digital
2016,KOR,3,6904271.1358695645,energy_and_digital
2016,LCA,3,20957.347826086956,energy_and_non_digital
2016,LUX,1,650835.3913043478,energy_and_digital
2016,MAR,1,219945.65217391303,energy_and_non_digital
2016,MEX,3,1545407.608695652,energy_and_non_digital
2016,MYS,1,578804.3478260869,energy_and_digital
2016,NGA,2,2199456.5217391304,energy_and_non_digital
2016,NIC,1,150489.1304347826,energy_and_non_digital
2016,NLD,7,24566434.875,energy_and_non_digital
2016,NLD,9,5341135.907608695,energy_and_digital
2016,NOR,6,25142404.239130434,energy_and_digital
2016,POL,2,497267.0217391304,energy_and_non_digital
2016,POL,2,1037503.3206521738,energy_and_digital
2016,PRT,2,2224069.597826087,energy_and_non_digital
2016,PRT,2,379352.99999999994,energy_and_digital
2016,RUS,1,1041847.8260869564,energy_and_non_digital
2016,RUS,2,2546739.1304347822,energy_and_digital
2016,RWA,2,64743.89673913043,energy_and_non_digital
2016,RWA,1,57880.434782608696,energy_and_digital
2016,SAU,3,3185739.1304347827,energy_and_digital
2016,SGP,1,578804.3478260869,energy_and_non_digital
2016,SGP,3,2793899.0054347822,energy_and_digital
2016,SVN,1,1509331.8913043477,energy_and_non_digital
2016,SVN,2,14330031.097826086,energy_and_digital
2016,SWE,5,26236158.08152174,energy_and_non_digital
2016,SWE,10,41951428.89130435,energy_and_digital
