year,country_ISO3,number_of_deals,raised_amount_usd,sector
2016,TAN,1,3305661.6032608696,energy_and_non_digital
2016,TUR,3,10093566.44021739,energy_and_digital
2016,UKR,1,115760.86956521739,energy_and_non_digital
2016,USA,153,5373504348.423913,energy_and_non_digital
2016,USA,232,2186687127.75,energy_and_digital
2016,ZAF,2,300978.2608695652,energy_and_digital
2017,AUS,9,42000280.372340426,energy_and_non_digital
2017,AUS,7,28265582.648936167,energy_and_digital
2017,AUT,2,8315322.861702128,energy_and_digital
2017,BEL,6,7424644.10106383,energy_and_digital
2017,BRA,4,2743759.5000000005,energy_and_non_digital
2017,BRA,3,10218332.840425532,energy_and_digital
2017,CAN,18,293162427.6382979,energy_and_non_digital
2017,CAN,32,65458208.29787234,energy_and_digital
2017,CHE,5,8116226.776595745,energy_and_non_digital
2017,CHE,7,53037142.75531915,energy_and_digital
2017,CHL,1,9063829.787234044,energy_and_non_digital
2017,CHL,3,730771.2765957448,energy_and_digital
2017,CHN,59,5518058220.558511,energy_and_non_digital
2017,CHN,43,573303298.5478723,energy_and_digital
2017,COL,1,2496292.021276596,energy_and_non_digital
2017,COL,1,113297.87234042553,energy_and_digital
2017,CZE,1,971053.4042553192,energy_and_digital
2017,DEU,14,136849822.7712766,energy_and_non_digital
2017,DEU,16,50075353.96276596,energy_and_digital
2017,DNK,1,363811.93085106387,energy_and_non_digital
2017,DNK,1,491082.8297872341,energy_and_digital
2017,ECU,1,169946.8085106383,energy_and_digital
2017,ESP,2,262011.5265957447,energy_and_non_digital
2017,ESP,14,26924357.90425532,energy_and_digital
2017,EST,2,722906.1382978724,energy_and_non_digital
2017,EST,1,18080639.824468087,energy_and_digital
2017,FIN,9,14020363.579787236,energy_and_non_digital
2017,FIN,3,12646131.765957449,energy_and_digital
2017,FRA,6,19062667.260638297,energy_and_non_digital
2017,FRA,18,136568729.61702126,energy_and_digital
2017,GBR,23,60828861.765957445,energy_and_non_digital
2017,GBR,71,114974566.42021278,energy_and_digital
2017,GHA,1,15295212.765957447,energy_and_non_digital
2017,GTM,2,13595744.680851065,energy_and_non_digital
2017,HKG,1,335709.5265957447,energy_and_non_digital
2017,HRV,1,246725.37765957447,energy_and_digital
2017,HUN,5,1471465.1808510637,energy_and_digital
2017,IND,15,58090636.86702128,energy_and_non_digital
2017,IND,6,5934275.170212766,energy_and_digital
2017,IRL,1,1279766.3138297873,energy_and_non_digital
2017,IRL,2,2593222.8829787234,energy_and_digital
2017,ISL,1,67372.57978723405,energy_and_non_digital
2017,ISR,10,94815197.28191489,energy_and_non_digital
2017,ISR,14,90728062.64361702,energy_and_digital
2017,ITA,4,2813132.920212766,energy_and_non_digital
2017,ITA,8,5929858.819148936,energy_and_digital
2017,JPN,8,13645224.127659574,energy_and_non_digital
2017,JPN,5,18959372.45744681,energy_and_digital
2017,KEN,3,11250468.526595745,energy_and_non_digital
2017,KEN,2,98569148.93617022,energy_and_digital
2017,KHM,1,793085.1063829787,energy_and_non_digital
2017,LCA,3,19827.127659574468,energy_and_non_digital
2017,LVA,1,338183.9521276596,energy_and_digital
2017,MEX,4,6012386.122340426,energy_and_non_digital
2017,MEX,1,566489.3617021277,energy_and_digital
2017,NGA,1,113297.87234042553,energy_and_non_digital
2017,NGA,2,107632.97872340426,energy_and_digital
2017,NLD,8,40352383.21276596,energy_and_non_digital
2017,NLD,12,25892608.563829787,energy_and_digital
2017,NOR,1,5664893.617021277,energy_and_non_digital
2017,NOR,6,12702385.292553192,energy_and_digital
2017,NZL,2,4271039.744680852,energy_and_digital
2017,POL,3,8807777.728723405,energy_and_non_digital
2017,POL,2,683771.9202127659,energy_and_digital
2017,PRT,1,67196.96808510639,energy_and_non_digital
2017,PRT,2,122802.43085106384,energy_and_digital
2017,RUS,1,181276.59574468085,energy_and_non_digital
2017,RUS,3,1920883.8510638298,energy_and_digital
2017,SAU,1,566489.3617021277,energy_and_digital
2017,SEN,1,3625531.914893617,energy_and_non_digital
2017,SGP,6,86943821.93617022,energy_and_non_digital
2017,SWE,6,38222230.2606383,energy_and_non_digital
2017,SWE,9,45139797.2712766,energy_and_digital
2017,THA,1,283244.68085106387,energy_and_digital
2017,TUR,1,1132978.7234042555,energy_and_non_digital
2017,TUR,6,12202180.85106383,energy_and_digital
2017,TWN,1,339893617.0212766,energy_and_non_digital
2017,UKR,2,414443.6170212766,energy_and_non_digital
2017,USA,155,5635765078.468085,energy_and_non_digital
2017,USA,227,3074963345.824468,energy_and_digital
2017,ZAF,1,1812765.9574468085,energy_and_digital
2018,ARE,1,2773437.5,energy_and_digital
2018,AUS,7,17998000.78125,energy_and_non_digital
2018,AUS,9,49787896.890625,energy_and_digital
2018,AUT,3,2511899.015625,energy_and_digital
2018,BEL,6,19485421.9375,energy_and_non_digital
2018,BEL,4,4302068.609375,energy_and_digital
2018,BGD,1,1841562.5,energy_and_digital
2018,BGR,1,273103.71875,energy_and_digital
2018,BRA,7,3404705.15625,energy_and_digital
2018,CAN,15,196731996.3125,energy_and_non_digital
2018,CAN,34,88601430.28125,energy_and_digital
2018,CHE,7,25385103.703125,energy_and_non_digital
2018,CHE,17,23807789.890625,energy_and_digital
2018,CHL,4,3140196.875,energy_and_digital
2018,CHN,55,5778881858.640625,energy_and_non_digital
2018,CHN,27,1172409434.5625,energy_and_digital
2018,CMR,1,1387919.09375,energy_and_non_digital
2018,COL,1,665625.0,energy_and_non_digital
2018,DEU,12,129604127.75,energy_and_non_digital
2018,DEU,28,186997034.328125,energy_and_digital
2018,DNK,6,10721163.078125,energy_and_non_digital
2018,EGY,3,410468.75,energy_and_digital
2018,ESP,4,12936353.09375,energy_and_non_digital
2018,ESP,20,15167673.421875,energy_and_digital
2018,EST,2,1358588.328125,energy_and_digital
2018,ETH,1,1109375.0,energy_and_non_digital
2018,FIN,8,5424848.1875,energy_and_non_digital
2018,FIN,5,45483469.75,energy_and_digital
2018,FRA,8,18628638.3125,energy_and_non_digital
2018,FRA,23,166975658.90625,energy_and_digital
2018,GBR,37,121464545.75,energy_and_non_digital
2018,GBR,65,136525890.015625,energy_and_digital
2018,GTM,1,17195312.5,energy_and_non_digital
2018,GTM,2,8320312.5,energy_and_digital
2018,HKG,2,721093.75,energy_and_digital
2018,HUN,1,91738.65625,energy_and_non_digital
2018,HUN,1,332812.5,energy_and_digital
2018,IND,19,548935743.40625,energy_and_non_digital
2018,IND,11,36435642.4375,energy_and_digital
2018,IRL,1,3882218.984375,energy_and_non_digital
2018,IRL,1,3993750.0,energy_and_digital
2018,ISR,7,44514395.1875,energy_and_non_digital
2018,ISR,9,90079368.5,energy_and_digital
2018,ITA,2,971923.4375,energy_and_non_digital
2018,ITA,5,6187133.03125,energy_and_digital
2018,JPN,12,94849371.484375,energy_and_non_digital
2018,JPN,10,37718032.234375,energy_and_digital
2018,KEN,4,7924265.625,energy_and_non_digital
2018,KEN,1,11093750.0,energy_and_digital
2018,KOR,4,6300726.375,energy_and_digital
2018,LCA,2,6070.5,energy_and_non_digital
2018,LTU,2,473463.5,energy_and_non_digital
2018,LTU,1,867296.0625,energy_and_digital
2018,LUX,1,2261465.375,energy_and_non_digital
2018,LUX,4,9499781.140625,energy_and_digital
2018,LVA,1,322043.796875,energy_and_non_digital
2018,MEX,5,81046074.0,energy_and_digital
2018,MYS,1,199687.5,energy_and_digital
2018,NGA,6,4130341.796875,energy_and_non_digital
2018,NLD,10,136879739.59375,energy_and_non_digital
2018,NLD,13,35057919.609375,energy_and_digital
2018,NOR,2,29864294.015625,energy_and_digital
2018,NZL,1,3814308.59375,energy_and_digital
2018,PAK,1,639409.359375,energy_and_non_digital
2018,POL,1,332812.5,energy_and_non_digital
2018,POL,4,3804419.625,energy_and_digital
2018,PRT,2,3013548.40625,energy_and_non_digital
2018,PRT,4,5694631.546875,energy_and_digital
2018,RUS,1,166406.25,energy_and_non_digital
2018,RUS,2,380947.171875,energy_and_digital
2018,RWA,2,699159.1875,energy_and_non_digital
2018,RWA,2,388281.25,energy_and_digital
2018,SAU,2,698906.25,energy_and_non_digital
2018,SAU,1,5546875.0,energy_and_digital
2018,SGP,9,63801830.296875,energy_and_non_digital
2018,SGP,7,10215714.078125,energy_and_digital
2018,SLE,2,1486562.5,energy_and_digital
2018,SRB,1,38828.125,energy_and_non_digital
2018,SRB,1,528458.546875,energy_and_digital
2018,SWE,9,91912463.140625,energy_and_non_digital
2018,SWE,13,89888970.90625,energy_and_digital
2018,THA,1,72109.375,energy_and_digital
2018,TUN,1,221875.0,energy_and_non_digital
2018,TUR,4,6035000.0,energy_and_digital
2018,UKR,1,221875.0,energy_and_non_digital
2018,USA,154,4390464849.65625,energy_and_non_digital
2018,USA,244,3593175031.21875,energy_and_digital
2018,ZAF,1,554687.5,energy_and_digital
2018,ZWE,2,1331250.0,energy_and_non_digital
2019,ARE,2,70827933.67346938,energy_and_non_digital
2019,AUS,5,20673095.35714286,energy_and_non_digital
2019,AUS,7,133150624.11734693,energy_and_digital
2019,AUT,1,605086.2704081632,energy_and_non_digital
2019,AUT,3,6522927.214285715,energy_and_digital
2019,BEL,1,5392215.62755102,energy_and_non_digital
2019,BEL,3,23517100.698979594,energy_and_digital
2019,BRA,2,4346938.775510204,energy_and_non_digital
2019,BRA,6,5586291.229591836,energy_and_digital
2019,BRB,1,108673.46938775509,energy_and_non_digital
2019,CAN,16,114107962.25510204,energy_and_non_digital
2019,CAN,40,159354420.9642857,energy_and_digital
2019,CHE,6,209070957.44387752,energy_and_non_digital
2019,CHE,26,39362234.81632653,energy_and_digital
2019,CHL,1,3260.204081632653,energy_and_digital
2019,CHN,32,6846078022.331632,energy_and_non_digital
2019,CHN,20,739144131.0765306,energy_and_digital
2019,CMR,2,3872611.683673469,energy_and_non_digital
2019,COD,3,4127418.3673469387,energy_and_non_digital
2019,COL,1,543367.3469387755,energy_and_non_digital
2019,COL,1,217346.93877551018,energy_and_digital
2019,CZE,1,1094787.3979591837,energy_and_digital
2019,DEU,14,254709420.91836733,energy_and_non_digital
2019,DEU,11,83377915.40816325,energy_and_digital
2019,DNK,2,5987908.1632653065,energy_and_non_digital
2019,EGY,1,130408.16326530611,energy_and_digital
2019,ESP,3,1525796.158163265,energy_and_non_digital
2019,ESP,18,27504239.00510204,energy_and_digital
2019,EST,4,6636408.397959183,energy_and_non_digital
2019,EST,2,662576.7091836734,energy_and_digital
2019,FIN,5,3199243.6989795915,energy_and_non_digital
2019,FIN,4,28615036.178571425,energy_and_digital
2019,FRA,5,21713802.489795916,energy_and_non_digital
2019,FRA,13,63713794.530612245,energy_and_digital
2019,GBR,34,264408807.3520408,energy_and_non_digital
2019,GBR,63,241908424.1173469,energy_and_digital
2019,GHA,5,37057653.06122449,energy_and_non_digital
2019,HKG,3,1119832.2857142857,energy_and_non_digital
2019,HKG,2,156275.70918367343,energy_and_digital
2019,HUN,1,652983.0153061224,energy_and_non_digital
2019,HUN,1,803738.1122448979,energy_and_digital
2019,IDN,1,1630102.0408163264,energy_and_non_digital
2019,IND,18,505968848.2346939,energy_and_non_digital
2019,IND,14,17931752.75510204,energy_and_digital
2019,IRL,2,2649751.5153061226,energy_and_non_digital
2019,IRL,2,2068712.5102040814,energy_and_digital
2019,ISL,1,461862.2448979592,energy_and_non_digital
2019,ISR,2,177937.59183673467,energy_and_non_digital
2019,ISR,15,264438577.36224487,energy_and_digital
2019,ITA,3,1960387.882653061,energy_and_non_digital
2019,ITA,5,4087159.193877551,energy_and_digital
2019,JPN,6,153259687.86734694,energy_and_non_digital
2019,JPN,5,9833774.219387755,energy_and_digital
2019,KEN,3,21113081.632653058,energy_and_non_digital
2019,KEN,1,81505.10204081632,energy_and_digital
2019,KHM,1,1738775.5102040814,energy_and_non_digital
2019,KOR,2,11338959.367346939,energy_and_digital
2019,LCA,3,7139.846938775509,energy_and_non_digital
2019,LTU,2,759340.6530612244,energy_and_non_digital
2019,LTU,1,60550.683673469386,energy_and_digital
2019,LUX,1,3130405.576530612,energy_and_non_digital
2019,LUX,1,250549.943877551,energy_and_digital
2019,MEX,1,13040816.326530611,energy_and_non_digital
2019,MEX,2,2336479.5918367347,energy_and_digital
2019,MLT,1,1086734.693877551,energy_and_non_digital
2019,MUS,3,40424378.87755102,energy_and_non_digital
2019,MYS,1,314349.96428571426,energy_and_digital
2019,NGA,5,31718525.51020408,energy_and_non_digital
2019,NGA,1,32602.040816326527,energy_and_digital
2019,NLD,12,48599474.280612245,energy_and_non_digital
2019,NLD,11,23011576.714285713,energy_and_digital
2019,NOR,6,43495574.8010204,energy_and_digital
2019,NZL,1,696716.4795918367,energy_and_non_digital
2019,POL,1,60593.06632653061,energy_and_non_digital
2019,POL,1,1235452.163265306,energy_and_digital
2019,PRT,4,3941478.0612244895,energy_and_digital
2019,RUS,2,11259057.198979592,energy_and_non_digital
2019,RUS,2,7281122.448979592,energy_and_digital
2019,RWA,3,883637.0204081633,energy_and_non_digital
2019,RWA,1,271683.67346938775,energy_and_digital
2019,SAU,1,1521428.5714285714,energy_and_non_digital
2019,SAU,1,2173469.387755102,energy_and_digital
2019,SGP,4,40652790.94897959,energy_and_non_digital
2019,SGP,7,23388593.234693877,energy_and_digital
2019,SLE,2,1535577.857142857,energy_and_digital
2019,SVK,1,5122080.551020408,energy_and_non_digital
2019,SVN,1,3695810.81632653,energy_and_non_digital
2019,SWE,7,163284975.16836733,energy_and_non_digital
2019,SWE,15,1138155788.9387755,energy_and_digital
2019,TAN,1,9997959.18367347,energy_and_non_digital
2019,TTO,1,28127.95408163265,energy_and_digital
2019,TUR,4,3487331.6326530613,energy_and_non_digital
2019,TUR,2,967193.8775510204,energy_and_digital
2019,TWN,2,1554030.612244898,energy_and_non_digital
2019,TWN,1,282551.02040816325,energy_and_digital
2019,UGA,1,54336.734693877544,energy_and_non_digital
2019,USA,160,7338444851.403061,energy_and_non_digital
2019,USA,188,2596348682.372449,energy_and_digital
2019,VEN,1,1086734.693877551,energy_and_digital
2019,ZAF,3,1698809.755102041,energy_and_digital
2020,AUS,7,21570147.46969697,energy_and_non_digital
2020,AUS,10,114959880.21212122,energy_and_digital
2020,AUT,2,13000112.90909091,energy_and_digital
2020,BEL,3,49768541.89393939,energy_and_non_digital
2020,BEL,2,6028985.439393939,energy_and_digital
2020,BGD,1,1183333.3333333333,energy_and_digital
2020,BGR,1,125237.54545454546,energy_and_digital
2020,BOL,1,322727.2727272727,energy_and_non_digital
2020,BRA,2,856303.0303030303,energy_and_non_digital
2020,BRA,6,28056366.454545453,energy_and_digital
2020,CAN,25,72404595.15151516,energy_and_non_digital
2020,CAN,41,123684427.98484848,energy_and_digital
2020,CHE,3,47877838.78787879,energy_and_non_digital
2020,CHE,14,20339193.575757578,energy_and_digital
2020,CHL,1,5378787.878787879,energy_and_non_digital
2020,CHL,4,1446463.6363636365,energy_and_digital
2020,CHN,21,6306041956.742424,energy_and_non_digital
2020,CHN,4,18448880.96969697,energy_and_digital
2020,COL,1,107575.75757575758,energy_and_digital
2020,DEU,15,364459382.7121212,energy_and_non_digital
2020,DEU,15,101064959.68181819,energy_and_digital
2020,DNK,6,14390213.303030303,energy_and_non_digital
2020,DNK,2,929533.0757575758,energy_and_digital
2020,ESP,9,15041254.257575758,energy_and_non_digital
2020,ESP,13,43053940.651515156,energy_and_digital
2020,EST,1,483033.4393939394,energy_and_non_digital
2020,EST,4,54637778.909090914,energy_and_digital
2020,FIN,2,3890974.2727272725,energy_and_non_digital
2020,FIN,4,29143557.181818184,energy_and_digital
2020,FRA,8,37266523.03030303,energy_and_non_digital
2020,FRA,8,191808364.28787878,energy_and_digital
2020,GBR,37,436380802.42424244,energy_and_non_digital
2020,GBR,53,203658682.75757575,energy_and_digital
2020,GHA,1,1075.7575757575758,energy_and_digital
2020,HKG,5,33006931.81818182,energy_and_non_digital
2020,HRV,1,53787.87878787879,energy_and_non_digital
2020,HRV,1,753030.3030303031,energy_and_digital
2020,HUN,1,333121.24242424243,energy_and_non_digital
2020,HUN,3,1391693.5909090908,energy_and_digital
2020,IDN,2,12909090.909090908,energy_and_non_digital
2020,IND,19,89799083.0909091,energy_and_non_digital
2020,IND,6,21740532.40909091,energy_and_digital
2020,IRL,3,20074829.37878788,energy_and_digital
2020,ISR,9,78358181.81818181,energy_and_non_digital
2020,ISR,9,75001818.18181819,energy_and_digital
2020,ITA,2,14865616.393939395,energy_and_non_digital
2020,ITA,4,24563084.6969697,energy_and_digital
2020,JPN,12,275449891.6969697,energy_and_non_digital
2020,JPN,3,9394750.121212121,energy_and_digital
2020,KEN,4,29190848.56060606,energy_and_non_digital
2020,KOR,3,22507142.0,energy_and_digital
2020,LCA,1,1067813.1060606062,energy_and_non_digital
2020,LTU,2,2224457.9696969697,energy_and_non_digital
2020,LTU,2,1770783.0303030303,energy_and_digital
2020,LUX,2,5486363.636363637,energy_and_digital
2020,MEX,2,2581818.1818181816,energy_and_digital
2020,MLT,1,537878.7878787878,energy_and_non_digital
2020,MUS,1,4303030.303030303,energy_and_non_digital
2020,NGA,2,4840909.090909092,energy_and_non_digital
2020,NGA,1,5378.787878787879,energy_and_digital
2020,NLD,4,58049087.93939394,energy_and_non_digital
2020,NLD,4,2864550.9393939395,energy_and_digital
2020,NOR,4,64432900.18181819,energy_and_non_digital
2020,NOR,7,92467798.81818181,energy_and_digital
2020,PHL,1,53787.87878787879,energy_and_digital
2020,POL,2,444056.5909090909,energy_and_non_digital
2020,PRT,1,131817.95454545456,energy_and_non_digital
2020,PRT,4,19704183.560606062,energy_and_digital
2020,RUS,2,3162727.272727273,energy_and_non_digital
2020,RUS,1,3630767.878787879,energy_and_digital
2020,RWA,1,645454.5454545454,energy_and_non_digital
2020,SEN,1,9143939.393939395,energy_and_non_digital
2020,SGP,8,80363128.22727272,energy_and_non_digital
2020,SGP,2,6327307.0,energy_and_digital
2020,SLE,2,5378787.878787879,energy_and_digital
2020,SVN,1,5275168.757575758,energy_and_digital
2020,SWE,11,228857016.28787878,energy_and_non_digital
2020,SWE,11,2376654587.3636365,energy_and_digital
2020,TUR,1,537878.7878787878,energy_and_non_digital
2020,TUR,2,145227272.72727272,energy_and_digital
2020,TWN,2,21192424.242424242,energy_and_non_digital
2020,UKR,1,3657575.757575758,energy_and_non_digital
2020,USA,158,4948531997.863637,energy_and_non_digital
2020,USA,196,3168028185.439394,energy_and_digital
2020,ZAF,1,4303030.303030303,energy_and_digital
2021,AUS,8,41087730.86956522,energy_and_non_digital
2021,AUS,2,18521739.130434785,energy_and_digital
2021,AUT,1,62448.10144927537,energy_and_non_digital
2021,AUT,4,58520631.492753625,energy_and_digital
2021,AZE,1,10547.101449275364,energy_and_digital
2021,BEL,1,903424.579710145,energy_and_non_digital
2021,BEL,1,2448382.521739131,energy_and_digital
2021,BOL,1,1028985.507246377,energy_and_non_digital
2021,BRA,1,297463.24637681164,energy_and_non_digital
2021,BRA,4,134833558.40579712,energy_and_digital
2021,CAN,11,108245420.7826087,energy_and_non_digital
2021,CAN,19,247652867.10144928,energy_and_digital
2021,CHE,7,135646320.10144928,energy_and_non_digital
2021,CHE,10,58738379.23188406,energy_and_digital
2021,CHL,1,5144927.536231885,energy_and_digital
2021,CHN,12,8937846305.463768,energy_and_non_digital
2021,CHN,3,892564521.5797102,energy_and_digital
2021,COD,1,1234782.6086956523,energy_and_non_digital
2021,COL,1,6173913.043478262,energy_and_non_digital
2021,COL,2,3807246.3768115947,energy_and_digital
2021,DEU,12,216571089.05797103,energy_and_non_digital
2021,DEU,16,273376236.0434783,energy_and_digital
2021,DNK,2,8923078.31884058,energy_and_non_digital
2021,DNK,1,5302778.028985508,energy_and_digital
2021,ESP,6,19988360.4057971,energy_and_non_digital
2021,ESP,5,50335508.65217392,energy_and_digital
2021,EST,3,98675454.26086956,energy_and_digital
2021,FIN,3,4375527.289855073,energy_and_non_digital
2021,FIN,4,7682081.666666667,energy_and_digital
2021,FRA,6,51128891.46376812,energy_and_non_digital
2021,FRA,5,138384949.5942029,energy_and_digital
2021,GBR,23,662532947.942029,energy_and_non_digital
2021,GBR,20,311772161.4057971,energy_and_digital
2021,HKG,1,5144927.536231885,energy_and_non_digital
2021,HRV,1,61575.52173913044,energy_and_digital
2021,IND,20,562871128.7536232,energy_and_non_digital
2021,IND,5,60742751.42028986,energy_and_digital
2021,IRL,3,7757131.753623189,energy_and_non_digital
2021,ISR,3,38175362.318840586,energy_and_non_digital
2021,ISR,3,70995429.24637683,energy_and_digital
2021,ITA,5,7396950.811594203,energy_and_digital
2021,JPN,1,1148808.8115942029,energy_and_non_digital
2021,KEN,2,17411203.43478261,energy_and_non_digital
2021,KEN,1,3086956.521739131,energy_and_digital
2021,LUX,1,2086565.4927536233,energy_and_non_digital
2021,MEX,2,4630434.782608696,energy_and_digital
2021,MLT,1,123478260.86956523,energy_and_non_digital
2021,MUS,3,63797101.44927537,energy_and_non_digital
2021,NGA,1,2057971.014492754,energy_and_non_digital
2021,NLD,9,312763303.9130435,energy_and_non_digital
2021,NLD,8,67652404.53623189,energy_and_digital
2021,NOR,1,3161664.9855072466,energy_and_non_digital
2021,NOR,1,2343119.362318841,energy_and_digital
2021,NZL,2,20579710.14492754,energy_and_digital
2021,PHL,1,5812.739130434783,energy_and_digital
2021,POL,1,688794.6666666667,energy_and_digital
2021,PRT,2,282435.94202898553,energy_and_non_digital
2021,PRT,2,249083.4347826087,energy_and_digital
2021,RUS,1,9569565.217391305,energy_and_non_digital
2021,RWA,1,3601449.2753623193,energy_and_non_digital
2021,RWA,1,1028985.507246377,energy_and_digital
2021,SGP,2,5038748.5797101455,energy_and_digital
2021,SVK,1,4115942.028985508,energy_and_non_digital
2021,SWE,11,244449025.02898553,energy_and_non_digital
2021,SWE,8,2897170045.826087,energy_and_digital
2021,TWN,1,1028985.507246377,energy_and_non_digital
2021,TWN,1,5144927.536231885,energy_and_digital
2021,UGA,2,887500.0000000001,energy_and_non_digital
2021,USA,137,7940367701.623189,energy_and_non_digital
2021,USA,122,5581369026.724638,energy_and_digital
2021,VNM,1,2675362.31884058,energy_and_non_digital
2021,ZAF,1,1437478.3478260871,energy_and_non_digital
