year,country_ISO3,technology_field,number_of_companies
2013.0,GRC,Solar,2.5
2013.0,GTM,Energy Efficiency,0.5
2013.0,GTM,Solar,0.5
2013.0,HKG,Energy Efficiency,5.0
2013.0,HKG,Fossil Fuels,0.5
2013.0,HKG,Grid,1.0
2013.0,HKG,Other Energy,1.0
2013.0,HKG,Other Renewables,0.5
2013.0,HKG,Solar,1.0
2013.0,HUN,Energy Efficiency,4.0
2013.0,HUN,Other Energy,0.5
2013.0,HUN,Other Renewables,0.5
2013.0,IDN,Energy Efficiency,1.0
2013.0,IND,Energy Efficiency,11.25
2013.0,IND,Fossil Fuels,3.0
2013.0,IND,Grid,2.0
2013.0,IND,Hybrid and Electric mobility,2.0
2013.0,IND,Other Energy,9.75
2013.0,IND,Other Renewables,3.0
2013.0,IND,Solar,6.25
2013.0,IND,Storage (not electromobility),1.25
2013.0,IND,Wind,0.5
2013.0,IRL,Energy Efficiency,2.833333333333333
2013.0,IRL,Grid,2.0
2013.0,IRL,Other Energy,5.333333333333333
2013.0,IRL,Solar,0.8333333333333333
2013.0,IRL,Wind,1.0
2013.0,ISR,Energy Efficiency,5.75
2013.0,ISR,Fossil Fuels,2.0
2013.0,ISR,Grid,0.25
2013.0,ISR,Hybrid and Electric mobility,5.0
2013.0,ISR,Other Energy,6.0
2013.0,ISR,Other Renewables,3.0
2013.0,ISR,Solar,2.5
2013.0,ISR,Storage (not electromobility),1.5
2013.0,ITA,Energy Efficiency,8.666666666666666
2013.0,ITA,Fossil Fuels,0.5
2013.0,ITA,Grid,1.0
2013.0,ITA,Other Energy,3.583333333333333
2013.0,ITA,Other Renewables,2.25
2013.0,ITA,Solar,1.0
2013.0,ITA,Storage (not electromobility),1.0
2013.0,JPN,Energy Efficiency,1.0
2013.0,JPN,Fossil Fuels,2.833333333333333
2013.0,JPN,Grid,0.8333333333333333
2013.0,JPN,Hybrid and Electric mobility,3.0
2013.0,JPN,Other Energy,4.333333333333333
2013.0,JPN,Other Renewables,3.833333333333333
2013.0,JPN,Solar,3.333333333333333
2013.0,JPN,Storage (not electromobility),0.8333333333333333
2013.0,KEN,Other Energy,1.3333333333333333
2013.0,KEN,Other Renewables,2.6666666666666665
2013.0,KEN,Solar,2.0
2013.0,KOR,Energy Efficiency,2.333333333333333
2013.0,KOR,Grid,0.5
2013.0,KOR,Hybrid and Electric mobility,1.0
2013.0,KOR,Other Energy,4.0
2013.0,KOR,Other Renewables,1.5
2013.0,KOR,Storage (not electromobility),1.6666666666666667
2013.0,KWT,Energy Efficiency,0.2
2013.0,KWT,Grid,0.4
2013.0,KWT,Other Energy,0.2
2013.0,KWT,Storage (not electromobility),0.2
2013.0,LTU,Fossil Fuels,1.0
2013.0,LTU,Other Energy,0.5
2013.0,LTU,Other Renewables,0.5
2013.0,LUX,Other Energy,1.5
2013.0,LUX,Other Renewables,1.5
2013.0,LVA,Energy Efficiency,1.0
2013.0,LVA,Other Renewables,1.0
2013.0,MDA,Energy Efficiency,0.5
2013.0,MDA,Solar,0.5
2013.0,MEX,Energy Efficiency,2.5
2013.0,MEX,Hybrid and Electric mobility,2.0
2013.0,MEX,Other Renewables,0.5
2013.0,MEX,Solar,1.0
2013.0,MUS,Grid,0.6666666666666666
2013.0,MUS,Other Energy,0.3333333333333333
2013.0,MYS,Fossil Fuels,0.5
2013.0,MYS,Other Energy,0.5
2013.0,NGA,Bioenergy,1.0
2013.0,NGA,Grid,0.5
2013.0,NGA,Other Energy,0.5
2013.0,NLD,Energy Efficiency,21.5
2013.0,NLD,Fossil Fuels,4.0
2013.0,NLD,Grid,3.5
2013.0,NLD,Hybrid and Electric mobility,7.0
2013.0,NLD,Other Energy,16.5
2013.0,NLD,Other Renewables,5.833333333333333
2013.0,NLD,Solar,7.333333333333333
2013.0,NLD,Storage (not electromobility),1.0
2013.0,NLD,Wind,0.3333333333333333
2013.0,NOR,Energy Efficiency,3.5
2013.0,NOR,Fossil Fuels,3.5
2013.0,NOR,Other Energy,3.0
2013.0,NOR,Other Renewables,1.0
2013.0,NOR,Solar,2.0
2013.0,NZL,Other Energy,2.5
2013.0,NZL,Other Renewables,1.5
2013.0,NZL,Solar,2.0
2013.0,PAK,Energy Efficiency,1.0
2013.0,PAK,Other Energy,0.5
2013.0,PAK,Solar,0.5
2013.0,PER,Other Energy,0.5
2013.0,PER,Solar,0.5
2013.0,PHL,Grid,0.3333333333333333
2013.0,PHL,Other Energy,2.333333333333333
2013.0,PHL,Solar,1.3333333333333333
2013.0,POL,Energy Efficiency,1.3333333333333333
2013.0,POL,Fossil Fuels,1.0
2013.0,POL,Grid,0.3333333333333333
2013.0,POL,Hybrid and Electric mobility,2.0
2013.0,POL,Other Energy,1.6666666666666665
2013.0,POL,Other Renewables,1.3333333333333333
2013.0,POL,Solar,0.3333333333333333
2013.0,PRT,Bioenergy,1.0
2013.0,PRT,Energy Efficiency,3.833333333333333
2013.0,PRT,Grid,1.0
2013.0,PRT,Other Energy,0.8333333333333333
2013.0,PRT,Other Renewables,0.3333333333333333
2013.0,QAT,Fossil Fuels,1.0
2013.0,ROM,Grid,2.0
2013.0,ROM,Other Energy,0.5
2013.0,ROM,Other Renewables,0.5
2013.0,RUS,Energy Efficiency,4.0
2013.0,RUS,Fossil Fuels,3.0
2013.0,RUS,Other Energy,3.0
2013.0,RWA,Energy Efficiency,1.0
2013.0,RWA,Fossil Fuels,1.0
2013.0,RWA,Other Energy,1.5
2013.0,RWA,Other Renewables,0.5
2013.0,SGP,Energy Efficiency,1.0
2013.0,SGP,Fossil Fuels,2.0
2013.0,SGP,Other Energy,4.5
2013.0,SGP,Other Renewables,2.5
2013.0,SGP,Solar,1.5
2013.0,SGP,Storage (not electromobility),0.5
2013.0,SRB,Fossil Fuels,1.0
2013.0,SRB,Grid,0.5
2013.0,SRB,Other Energy,0.5
2013.0,SVK,Hybrid and Electric mobility,1.0
2013.0,SWE,Energy Efficiency,1.2
2013.0,SWE,Fossil Fuels,0.5
2013.0,SWE,Grid,4.2
2013.0,SWE,Hybrid and Electric mobility,1.0
2013.0,SWE,Nuclear,0.5
2013.0,SWE,Other Energy,6.95
2013.0,SWE,Other Renewables,1.5
2013.0,SWE,Solar,0.95
2013.0,SWE,Storage (not electromobility),0.2
2013.0,TAN,Other Energy,0.3333333333333333
2013.0,TAN,Other Renewables,0.6666666666666666
2013.0,THA,Other Energy,1.0
2013.0,TUN,Other Energy,1.5
2013.0,TUN,Solar,0.5
2013.0,TUR,Energy Efficiency,5.0
2013.0,TUR,Other Energy,3.6666666666666665
2013.0,TUR,Other Renewables,1.3333333333333333
2013.0,TUR,Storage (not electromobility),1.0
2013.0,TWN,Other Energy,1.0
2013.0,UKR,Energy Efficiency,3.6666666666666665
2013.0,UKR,Fossil Fuels,1.0
2013.0,UKR,Hybrid and Electric mobility,1.0
2013.0,UKR,Other Energy,1.8333333333333333
2013.0,UKR,Other Renewables,1.0
2013.0,UKR,Solar,0.5
2013.0,USA,Bioenergy,4.333333333333333
2013.0,USA,Energy Efficiency,143.88333333333333
2013.0,USA,Fossil Fuels,93.91666666666667
2013.0,USA,Grid,26.366666666666667
2013.0,USA,Hybrid and Electric mobility,13.0
2013.0,USA,Hydrogen and Fuel Cells,0.2
2013.0,USA,Nuclear,0.5
2013.0,USA,Other Energy,176.9
2013.0,USA,Other Renewables,82.16666666666667
2013.0,USA,Solar,48.53333333333333
2013.0,USA,Storage (not electromobility),12.166666666666666
2013.0,USA,Wind,4.033333333333333
2013.0,ZAF,Hybrid and Electric mobility,1.0
2013.0,ZMB,Energy Efficiency,0.5
2013.0,ZMB,Other Renewables,1.5
2014.0,ARE,Energy Efficiency,1.0
2014.0,ARE,Other Energy,1.5
2014.0,ARE,Solar,0.5
2014.0,ARG,Energy Efficiency,0.6666666666666666
2014.0,ARG,Grid,0.3333333333333333
2014.0,AUS,Energy Efficiency,5.666666666666667
2014.0,AUS,Fossil Fuels,1.5
2014.0,AUS,Grid,1.6666666666666665
2014.0,AUS,Hybrid and Electric mobility,1.0
2014.0,AUS,Other Energy,13.0
2014.0,AUS,Other Renewables,3.6666666666666665
2014.0,AUS,Solar,4.5
2014.0,AUT,Energy Efficiency,7.5
2014.0,AUT,Fossil Fuels,0.5
2014.0,AUT,Other Energy,1.0
2014.0,AUT,Other Renewables,1.1666666666666665
2014.0,AUT,Solar,1.5
2014.0,AUT,Storage (not electromobility),0.3333333333333333
2014.0,BEL,Energy Efficiency,5.0
2014.0,BEL,Other Energy,3.0
2014.0,BEL,Other Renewables,0.5
2014.0,BEL,Storage (not electromobility),0.5
2014.0,BGD,Other Energy,1.0
2014.0,BGR,Energy Efficiency,2.0
2014.0,BMU,Fossil Fuels,1.0
2014.0,BRA,Energy Efficiency,12.666666666666666
2014.0,BRA,Fossil Fuels,1.5
2014.0,BRA,Hybrid and Electric mobility,1.0
2014.0,BRA,Other Energy,4.833333333333333
2014.0,BRA,Other Renewables,1.0
2014.0,BRA,Solar,3.0
2014.0,CAN,Bioenergy,0.5
2014.0,CAN,Energy Efficiency,22.666666666666668
2014.0,CAN,Fossil Fuels,21.0
2014.0,CAN,Grid,8.5
2014.0,CAN,Nuclear,1.5
2014.0,CAN,Other Energy,29.5
2014.0,CAN,Other Renewables,12.333333333333332
2014.0,CAN,Solar,3.333333333333333
2014.0,CAN,Storage (not electromobility),3.333333333333333
2014.0,CAN,Wind,0.3333333333333333
2014.0,CHE,Energy Efficiency,4.0
2014.0,CHE,Fossil Fuels,2.0
2014.0,CHE,Grid,0.3333333333333333
2014.0,CHE,Hybrid and Electric mobility,2.0
2014.0,CHE,Hydrogen and Fuel Cells,0.5
2014.0,CHE,Other Energy,3.333333333333333
2014.0,CHE,Other Renewables,2.833333333333333
2014.0,CHL,Energy Efficiency,2.0
2014.0,CHL,Grid,0.3333333333333333
2014.0,CHL,Other Energy,0.3333333333333333
2014.0,CHL,Solar,0.3333333333333333
2014.0,CHN,Energy Efficiency,32.5
2014.0,CHN,Fossil Fuels,8.75
2014.0,CHN,Grid,3.0833333333333335
2014.0,CHN,Hybrid and Electric mobility,23.0
2014.0,CHN,Other Energy,9.333333333333334
2014.0,CHN,Other Renewables,1.5
2014.0,CHN,Solar,3.8333333333333335
2014.0,CHN,Storage (not electromobility),2.0
2014.0,CMR,Other Energy,0.5
2014.0,CMR,Other Renewables,0.5
2014.0,COL,Energy Efficiency,1.0
2014.0,COL,Other Energy,1.0
2014.0,CYP,Other Energy,1.0
2014.0,CZE,Energy Efficiency,0.25
2014.0,CZE,Fossil Fuels,1.0
2014.0,CZE,Other Energy,2.083333333333333
2014.0,CZE,Other Renewables,0.5
2014.0,CZE,Solar,1.8333333333333333
2014.0,CZE,Storage (not electromobility),0.3333333333333333
2014.0,DEU,Bioenergy,0.5
2014.0,DEU,Energy Efficiency,10.0
2014.0,DEU,Fossil Fuels,2.25
2014.0,DEU,Grid,0.5
2014.0,DEU,Hybrid and Electric mobility,4.0
2014.0,DEU,Other Energy,12.25
2014.0,DEU,Other Renewables,8.0
2014.0,DEU,Solar,4.5
2014.0,DEU,Storage (not electromobility),1.5
2014.0,DEU,Wind,0.5
2014.0,DNK,Energy Efficiency,3.5
2014.0,DNK,Fossil Fuels,0.25
2014.0,DNK,Grid,1.0
2014.0,DNK,Hydrogen and Fuel Cells,0.25
2014.0,DNK,Other Energy,4.833333333333333
2014.0,DNK,Other Renewables,1.3333333333333333
2014.0,DNK,Solar,1.0
2014.0,DNK,Storage (not electromobility),0.3333333333333333
2014.0,DNK,Wind,1.5
2014.0,DOM,Fossil Fuels,1.0
2014.0,EGY,Energy Efficiency,1.0
2014.0,EGY,Other Energy,2.75
2014.0,EGY,Other Renewables,1.25
2014.0,ESP,Energy Efficiency,8.833333333333334
2014.0,ESP,Fossil Fuels,1.5
2014.0,ESP,Grid,3.0
2014.0,ESP,Other Energy,7.833333333333333
2014.0,ESP,Other Renewables,8.333333333333334
2014.0,ESP,Solar,1.5
2014.0,ESP,Storage (not electromobility),2.0
2014.0,EST,Energy Efficiency,2.5
2014.0,EST,Other Energy,1.75
2014.0,EST,Storage (not electromobility),0.75
2014.0,FIN,Energy Efficiency,2.5
2014.0,FIN,Grid,1.5
2014.0,FIN,Hybrid and Electric mobility,1.0
2014.0,FIN,Other Energy,2.333333333333333
2014.0,FIN,Other Renewables,0.8333333333333333
2014.0,FIN,Solar,2.5
2014.0,FIN,Storage (not electromobility),0.3333333333333333
2014.0,FRA,Energy Efficiency,11.5
2014.0,FRA,Fossil Fuels,1.5
2014.0,FRA,Grid,3.5
2014.0,FRA,Hybrid and Electric mobility,4.0
2014.0,FRA,Other Energy,9.666666666666666
2014.0,FRA,Other Renewables,7.833333333333333
2014.0,FRA,Solar,5.0
2014.0,FRA,Storage (not electromobility),1.0
2014.0,GBR,Energy Efficiency,23.183333333333334
2014.0,GBR,Fossil Fuels,22.5
2014.0,GBR,Grid,2.833333333333333
2014.0,GBR,Hybrid and Electric mobility,3.0
2014.0,GBR,Nuclear,0.25
2014.0,GBR,Other Energy,32.11666666666667
2014.0,GBR,Other Renewables,18.416666666666668
2014.0,GBR,Solar,6.7
2014.0,GBR,Storage (not electromobility),4.5
2014.0,GBR,Wind,2.5
2014.0,GEO,Energy Efficiency,1.0
2014.0,GIB,Other Renewables,1.0
2014.0,GRC,Energy Efficiency,1.6666666666666665
2014.0,GRC,Other Energy,0.8333333333333333
2014.0,GRC,Solar,1.5
2014.0,HKG,Energy Efficiency,3.0
2014.0,HKG,Other Energy,0.8333333333333333
2014.0,HKG,Other Renewables,0.3333333333333333
2014.0,HKG,Solar,0.5
2014.0,HKG,Storage (not electromobility),0.3333333333333333
2014.0,HRV,Energy Efficiency,1.0
2014.0,HRV,Other Energy,1.0
2014.0,HUN,Energy Efficiency,2.0
2014.0,IDN,Fossil Fuels,0.5
2014.0,IDN,Other Energy,1.5
2014.0,IND,Bioenergy,0.3333333333333333
2014.0,IND,Energy Efficiency,12.5
2014.0,IND,Fossil Fuels,1.6666666666666665
2014.0,IND,Grid,2.0
2014.0,IND,Hybrid and Electric mobility,2.0
2014.0,IND,Other Energy,14.25
2014.0,IND,Other Renewables,2.083333333333333
2014.0,IND,Solar,17.166666666666668
2014.0,IND,Storage (not electromobility),2.0
2014.0,IND,Wind,1.0
2014.0,IRL,Energy Efficiency,1.0
2014.0,IRL,Fossil Fuels,2.0
2014.0,IRL,Grid,0.5
2014.0,IRL,Hybrid and Electric mobility,2.0
2014.0,IRL,Other Energy,3.25
2014.0,IRL,Other Renewables,3.5
2014.0,IRL,Solar,1.5
2014.0,IRL,Storage (not electromobility),0.25
2014.0,ISL,Fossil Fuels,0.3333333333333333
2014.0,ISL,Other Energy,1.3333333333333333
2014.0,ISL,Other Renewables,1.3333333333333333
2014.0,ISR,Energy Efficiency,9.166666666666666
2014.0,ISR,Fossil Fuels,3.0
2014.0,ISR,Hybrid and Electric mobility,2.0
2014.0,ISR,Other Energy,7.666666666666666
2014.0,ISR,Other Renewables,4.666666666666666
2014.0,ISR,Solar,3.5
2014.0,ISR,Storage (not electromobility),2.0
2014.0,ITA,Energy Efficiency,10.0
2014.0,ITA,Fossil Fuels,1.0
2014.0,ITA,Grid,0.5
2014.0,ITA,Hybrid and Electric mobility,4.0
2014.0,ITA,Other Energy,7.166666666666666
2014.0,ITA,Other Renewables,2.833333333333333
2014.0,ITA,Solar,1.5
2014.0,ITA,Wind,1.0
2014.0,JPN,Bioenergy,1.0
2014.0,JPN,Energy Efficiency,5.15
2014.0,JPN,Fossil Fuels,1.5
2014.0,JPN,Grid,1.25
2014.0,JPN,Hybrid and Electric mobility,3.0
2014.0,JPN,Other Energy,8.416666666666666
2014.0,JPN,Other Renewables,6.316666666666666
2014.0,JPN,Solar,0.3333333333333333
2014.0,JPN,Storage (not electromobility),1.2
2014.0,JPN,Wind,1.8333333333333333
2014.0,KEN,Fossil Fuels,0.5
2014.0,KEN,Other Renewables,1.5
2014.0,KOR,Energy Efficiency,2.0
2014.0,KOR,Hybrid and Electric mobility,1.0
2014.0,KOR,Hydrogen and Fuel Cells,0.3333333333333333
2014.0,KOR,Other Energy,4.5
2014.0,KOR,Other Renewables,1.1666666666666665
2014.0,KOR,Solar,1.0
2014.0,KOR,Storage (not electromobility),1.0
2014.0,LBN,Fossil Fuels,0.3333333333333333
2014.0,LBN,Other Energy,0.3333333333333333
2014.0,LBN,Solar,0.3333333333333333
2014.0,LCA,Energy Efficiency,0.25
2014.0,LCA,Other Energy,0.25
2014.0,LCA,Solar,0.25
2014.0,LCA,Storage (not electromobility),0.25
2014.0,LKA,Other Energy,0.5
2014.0,LKA,Solar,0.5
2014.0,LTU,Nuclear,1.0
2014.0,LVA,Energy Efficiency,0.5
2014.0,LVA,Hybrid and Electric mobility,1.0
2014.0,LVA,Other Energy,0.5
2014.0,MAR,Energy Efficiency,1.0
2014.0,MAR,Fossil Fuels,1.0
2014.0,MAR,Other Energy,0.5
2014.0,MAR,Other Renewables,0.5
2014.0,MAR,Solar,1.0
2014.0,MDG,Other Energy,1.0
2014.0,MEX,Energy Efficiency,0.5
2014.0,MEX,Fossil Fuels,1.5
2014.0,MEX,Other Energy,3.5
2014.0,MEX,Other Renewables,2.5
2014.0,MEX,Solar,1.5
2014.0,MEX,Wind,0.5
2014.0,MUS,Other Energy,0.3333333333333333
2014.0,MUS,Solar,0.3333333333333333
2014.0,MUS,Storage (not electromobility),0.3333333333333333
2014.0,NCL,Other Energy,0.5
2014.0,NCL,Other Renewables,0.5
2014.0,NGA,Energy Efficiency,0.3333333333333333
2014.0,NGA,Other Energy,0.8333333333333333
2014.0,NGA,Other Renewables,1.3333333333333333
2014.0,NGA,Solar,0.5
2014.0,NLD,Energy Efficiency,25.25
2014.0,NLD,Fossil Fuels,1.5
2014.0,NLD,Grid,4.333333333333333
2014.0,NLD,Hybrid and Electric mobility,6.0
2014.0,NLD,Other Energy,11.75
2014.0,NLD,Other Renewables,5.833333333333333
2014.0,NLD,Solar,6.166666666666667
2014.0,NLD,Storage (not electromobility),0.6666666666666666
2014.0,NLD,Wind,2.5
2014.0,NOR,Energy Efficiency,1.0
2014.0,NOR,Fossil Fuels,4.5
2014.0,NOR,Other Energy,3.0
2014.0,NOR,Other Renewables,0.5
2014.0,NOR,Solar,1.0
2014.0,NOR,Storage (not electromobility),1.0
2014.0,NZL,Energy Efficiency,2.0
2014.0,NZL,Fossil Fuels,1.0
2014.0,NZL,Grid,1.0
2014.0,NZL,Other Energy,1.0
2014.0,PAK,Other Energy,1.0
2014.0,PAK,Other Renewables,1.0
2014.0,PHL,Other Energy,1.0
2014.0,POL,Energy Efficiency,2.583333333333333
2014.0,POL,Fossil Fuels,1.0
2014.0,POL,Hybrid and Electric mobility,1.0
2014.0,POL,Other Energy,2.5833333333333335
2014.0,POL,Other Renewables,1.3333333333333333
2014.0,POL,Solar,0.5
2014.0,PRT,Energy Efficiency,0.3333333333333333
2014.0,PRT,Hybrid and Electric mobility,1.0
2014.0,PRT,Other Energy,0.8333333333333333
2014.0,PRT,Other Renewables,1.0
2014.0,PRT,Solar,1.5
2014.0,PRT,Storage (not electromobility),0.3333333333333333
2014.0,ROM,Energy Efficiency,2.0
2014.0,ROM,Grid,1.0
2014.0,ROM,Solar,1.0
2014.0,RUS,Energy Efficiency,1.0
2014.0,RUS,Fossil Fuels,1.0
2014.0,RUS,Other Energy,1.0
2014.0,RUS,Other Renewables,0.5
2014.0,RUS,Solar,0.5
2014.0,RWA,Other Energy,1.0
2014.0,SAU,Fossil Fuels,0.5
2014.0,SAU,Other Energy,1.0
2014.0,SAU,Other Renewables,0.5
2014.0,SEN,Grid,0.5
2014.0,SEN,Other Energy,1.0
2014.0,SEN,Solar,0.5
2014.0,SGP,Energy Efficiency,3.25
2014.0,SGP,Fossil Fuels,0.25
2014.0,SGP,Grid,1.0
2014.0,SGP,Hybrid and Electric mobility,1.0
2014.0,SGP,Other Energy,1.25
2014.0,SGP,Other Renewables,1.75
2014.0,SGP,Solar,2.5
2014.0,SVK,Other Energy,1.5
2014.0,SVK,Other Renewables,0.5
2014.0,SVN,Energy Efficiency,1.0
2014.0,SVN,Hybrid and Electric mobility,1.0
2014.0,SVN,Other Renewables,1.0
2014.0,SWE,Energy Efficiency,5.9
2014.0,SWE,Fossil Fuels,2.0
2014.0,SWE,Grid,3.5
2014.0,SWE,Hybrid and Electric mobility,1.0
2014.0,SWE,Other Energy,6.7
2014.0,SWE,Other Renewables,4.0
2014.0,SWE,Solar,2.7
2014.0,SWE,Storage (not electromobility),0.2
2014.0,SWE,Wind,1.0
2014.0,TAN,Fossil Fuels,0.5
2014.0,TAN,Other Renewables,0.5
2014.0,THA,Fossil Fuels,1.0
2014.0,TUN,Energy Efficiency,0.3333333333333333
2014.0,TUN,Fossil Fuels,1.0
2014.0,TUN,Other Energy,0.8333333333333333
2014.0,TUN,Other Renewables,0.3333333333333333
2014.0,TUN,Solar,0.5
2014.0,TUR,Energy Efficiency,3.0
2014.0,TUR,Other Renewables,2.0
2014.0,TWN,Energy Efficiency,2.3333333333333335
2014.0,TWN,Other Energy,1.8333333333333333
2014.0,TWN,Other Renewables,0.5
2014.0,TWN,Solar,1.0
2014.0,TWN,Storage (not electromobility),0.3333333333333333
2014.0,UGA,Other Energy,0.5
2014.0,UGA,Solar,0.5
2014.0,UKR,Fossil Fuels,1.0
2014.0,UKR,Hybrid and Electric mobility,2.0
2014.0,UKR,Other Energy,1.0
2014.0,UKR,Other Renewables,0.5
2014.0,UKR,Solar,0.5
2014.0,USA,Bioenergy,1.8333333333333333
2014.0,USA,Energy Efficiency,141.96666666666667
2014.0,USA,Fossil Fuels,95.2
2014.0,USA,Grid,20.366666666666667
2014.0,USA,Hybrid and Electric mobility,15.0
2014.0,USA,Hydrogen and Fuel Cells,2.1666666666666665
2014.0,USA,Nuclear,0.5
2014.0,USA,Other Energy,166.85
2014.0,USA,Other Renewables,67.43333333333334
2014.0,USA,Solar,57.333333333333336
2014.0,USA,Storage (not electromobility),15.766666666666666
2014.0,USA,Wind,2.583333333333333
2014.0,VEN,Energy Efficiency,1.0
2014.0,VNM,Energy Efficiency,1.0
2014.0,VNM,Grid,1.0
2014.0,VNM,Solar,1.0
2014.0,ZAF,Energy Efficiency,1.5
2014.0,ZAF,Fossil Fuels,1.0
2014.0,ZAF,Other Energy,2.3333333333333335
2014.0,ZAF,Other Renewables,1.5
2014.0,ZAF,Solar,2.0
2014.0,ZAF,Storage (not electromobility),0.6666666666666666
2014.0,ZWE,Other Energy,0.5
2014.0,ZWE,Solar,0.5
2015.0,ARE,Energy Efficiency,1.0
2015.0,ARE,Fossil Fuels,1.5
2015.0,ARE,Other Energy,0.5
2015.0,ARE,Other Renewables,2.0
2015.0,ARG,Energy Efficiency,1.0
2015.0,AUS,Energy Efficiency,7.7
2015.0,AUS,Fossil Fuels,2.0
2015.0,AUS,Grid,2.5
2015.0,AUS,Hybrid and Electric mobility,4.0
2015.0,AUS,Other Energy,8.866666666666667
2015.0,AUS,Other Renewables,4.166666666666666
2015.0,AUS,Solar,5.033333333333333
2015.0,AUS,Storage (not electromobility),1.9
2015.0,AUS,Wind,0.8333333333333333
2015.0,AUT,Energy Efficiency,1.0
2015.0,AUT,Other Energy,1.0
2015.0,BEL,Energy Efficiency,4.0
2015.0,BEL,Hybrid and Electric mobility,2.0
2015.0,BEL,Nuclear,1.0
2015.0,BEL,Other Energy,2.5
2015.0,BEL,Other Renewables,0.5
2015.0,BEL,Solar,2.0
2015.0,BGD,Other Energy,0.5
2015.0,BGD,Solar,0.5
2015.0,BGR,Hybrid and Electric mobility,1.0
2015.0,BRA,Energy Efficiency,8.5
2015.0,BRA,Fossil Fuels,2.5
2015.0,BRA,Grid,1.6666666666666665
2015.0,BRA,Hybrid and Electric mobility,1.0
2015.0,BRA,Other Energy,8.833333333333334
2015.0,BRA,Other Renewables,4.666666666666667
2015.0,BRA,Solar,2.333333333333333
2015.0,BRA,Storage (not electromobility),0.5
2015.0,CAN,Energy Efficiency,21.142857142857142
2015.0,CAN,Fossil Fuels,21.166666666666668
2015.0,CAN,Grid,7.619047619047619
2015.0,CAN,Hybrid and Electric mobility,9.0
2015.0,CAN,Other Energy,25.083333333333332
2015.0,CAN,Other Renewables,11.833333333333334
2015.0,CAN,Solar,4.726190476190476
2015.0,CAN,Storage (not electromobility),1.2857142857142856
2015.0,CAN,Wind,0.14285714285714285
2015.0,CHE,Energy Efficiency,6.333333333333333
2015.0,CHE,Fossil Fuels,1.0
2015.0,CHE,Hybrid and Electric mobility,2.0
2015.0,CHE,Other Energy,3.833333333333333
2015.0,CHE,Other Renewables,4.333333333333333
2015.0,CHE,Solar,1.5
2015.0,CHE,Storage (not electromobility),1.0
2015.0,CHL,Energy Efficiency,2.0
2015.0,CHL,Other Energy,0.5
2015.0,CHL,Solar,0.5
2015.0,CHN,Energy Efficiency,28.0
2015.0,CHN,Fossil Fuels,5.5
2015.0,CHN,Grid,3.5
2015.0,CHN,Hybrid and Electric mobility,25.0
2015.0,CHN,Hydrogen and Fuel Cells,1.0
2015.0,CHN,Other Energy,11.0
2015.0,CHN,Other Renewables,1.0
2015.0,CHN,Solar,4.0
2015.0,CHN,Storage (not electromobility),1.0
2015.0,CHN,Wind,1.0
2015.0,COD,Other Energy,0.5
2015.0,COD,Solar,0.5
2015.0,COL,Other Energy,1.0
2015.0,CZE,Fossil Fuels,1.0
2015.0,CZE,Other Energy,1.0
2015.0,DEU,Energy Efficiency,10.683333333333334
2015.0,DEU,Fossil Fuels,1.3333333333333333
2015.0,DEU,Grid,6.366666666666667
2015.0,DEU,Hybrid and Electric mobility,2.0
2015.0,DEU,Other Energy,9.7
2015.0,DEU,Other Renewables,8.45
2015.0,DEU,Solar,3.033333333333333
2015.0,DEU,Storage (not electromobility),1.4333333333333333
2015.0,DNK,Energy Efficiency,3.0
2015.0,DNK,Nuclear,0.5
2015.0,DNK,Other Energy,3.0
2015.0,DNK,Other Renewables,0.5
2015.0,DNK,Solar,1.0
2015.0,DNK,Storage (not electromobility),1.0
2015.0,EGY,Other Energy,1.0
2015.0,ESP,Energy Efficiency,7.166666666666667
2015.0,ESP,Fossil Fuels,1.0
2015.0,ESP,Grid,2.0
2015.0,ESP,Hybrid and Electric mobility,3.0
2015.0,ESP,Other Energy,9.166666666666666
2015.0,ESP,Other Renewables,6.166666666666667
2015.0,ESP,Solar,4.5
2015.0,ESP,Storage (not electromobility),1.5
2015.0,ESP,Wind,0.5
2015.0,EST,Energy Efficiency,1.5
2015.0,EST,Grid,1.0
2015.0,EST,Hybrid and Electric mobility,2.0
2015.0,EST,Solar,0.5
2015.0,ETH,Energy Efficiency,1.0
2015.0,FIN,Energy Efficiency,3.0
2015.0,FIN,Hybrid and Electric mobility,2.0
2015.0,FIN,Other Energy,3.0
2015.0,FIN,Other Renewables,2.5
2015.0,FIN,Solar,1.5
2015.0,FRA,Energy Efficiency,11.583333333333334
2015.0,FRA,Fossil Fuels,1.0
2015.0,FRA,Grid,1.25
2015.0,FRA,Hybrid and Electric mobility,7.0
2015.0,FRA,Other Energy,10.583333333333334
2015.0,FRA,Other Renewables,9.083333333333334
2015.0,FRA,Solar,6.0
2015.0,FRA,Storage (not electromobility),0.25
2015.0,FRA,Wind,0.25
2015.0,GBR,Bioenergy,1.25
2015.0,GBR,Energy Efficiency,20.833333333333332
2015.0,GBR,Fossil Fuels,15.083333333333334
2015.0,GBR,Grid,7.166666666666667
2015.0,GBR,Hybrid and Electric mobility,9.0
2015.0,GBR,Other Energy,33.0
2015.0,GBR,Other Renewables,22.75
2015.0,GBR,Solar,5.916666666666667
2015.0,GBR,Storage (not electromobility),1.6666666666666665
2015.0,GBR,Wind,0.3333333333333333
