year,country_ISO3,technology_field,number_of_companies
1996.0,NZL,Grid,1.0
1996.0,NZL,Other Energy,0.5
1996.0,NZL,Other Renewables,0.5
1996.0,OMN,Fossil Fuels,0.5
1996.0,OMN,Other Energy,0.5
1996.0,POL,Other Energy,0.3333333333333333
1996.0,POL,Other Renewables,0.6666666666666666
1996.0,POL,Solar,1.0
1996.0,PRT,Energy Efficiency,1.0
1996.0,PRT,Grid,0.3333333333333333
1996.0,PRT,Hybrid and Electric mobility,1.0
1996.0,PRT,Other Energy,0.8333333333333333
1996.0,PRT,Other Renewables,1.0
1996.0,PRT,Solar,1.8333333333333333
1996.0,ROM,Energy Efficiency,2.3333333333333335
1996.0,ROM,Grid,1.0
1996.0,ROM,Other Energy,3.3333333333333335
1996.0,ROM,Other Renewables,0.3333333333333333
1996.0,RUS,Fossil Fuels,1.0
1996.0,RUS,Grid,1.0
1996.0,SAU,Fossil Fuels,1.0
1996.0,SGP,Fossil Fuels,1.5
1996.0,SGP,Other Energy,1.5
1996.0,SGP,Solar,1.0
1996.0,SVK,Energy Efficiency,1.0
1996.0,SVK,Fossil Fuels,2.5
1996.0,SVK,Grid,0.5
1996.0,SVK,Other Energy,1.5
1996.0,SVK,Other Renewables,0.5
1996.0,SVK,Solar,2.0
1996.0,SWE,Fossil Fuels,0.5
1996.0,SWE,Grid,2.5
1996.0,SWE,Hybrid and Electric mobility,1.0
1996.0,SWE,Other Energy,4.0
1996.0,SWE,Other Renewables,1.5
1996.0,SWE,Solar,0.5
1996.0,THA,Grid,1.1666666666666665
1996.0,THA,Other Energy,0.8333333333333333
1996.0,TWN,Other Renewables,1.0
1996.0,UKR,Energy Efficiency,0.8333333333333333
1996.0,UKR,Fossil Fuels,1.0
1996.0,UKR,Grid,1.0
1996.0,UKR,Other Energy,2.833333333333333
1996.0,UKR,Other Renewables,0.3333333333333333
1996.0,UKR,Solar,1.0
1996.0,USA,Bioenergy,2.0
1996.0,USA,Energy Efficiency,29.416666666666668
1996.0,USA,Fossil Fuels,42.166666666666664
1996.0,USA,Grid,17.666666666666668
1996.0,USA,Hybrid and Electric mobility,2.0
1996.0,USA,Hydrogen and Fuel Cells,0.5
1996.0,USA,Other Energy,53.083333333333336
1996.0,USA,Other Renewables,20.666666666666668
1996.0,USA,Solar,12.416666666666666
1996.0,USA,Storage (not electromobility),2.8333333333333335
1996.0,USA,Wind,1.25
1996.0,VNM,Fossil Fuels,2.0
1997.0,AGO,Fossil Fuels,0.5
1997.0,AGO,Other Energy,0.5
1997.0,ARE,Other Renewables,1.0
1997.0,ARG,Other Energy,0.5
1997.0,ARG,Other Renewables,0.5
1997.0,AUS,Energy Efficiency,0.6666666666666666
1997.0,AUS,Fossil Fuels,3.1666666666666665
1997.0,AUS,Grid,3.3333333333333335
1997.0,AUS,Other Energy,5.0
1997.0,AUS,Other Renewables,1.5
1997.0,AUS,Solar,0.3333333333333333
1997.0,AUT,Energy Efficiency,1.0
1997.0,BEL,Energy Efficiency,1.0
1997.0,BEL,Grid,2.0
1997.0,BEN,Fossil Fuels,0.5
1997.0,BEN,Other Energy,0.5
1997.0,BGD,Other Energy,1.0
1997.0,BRA,Fossil Fuels,1.0
1997.0,BRA,Grid,0.5
1997.0,BRA,Other Energy,0.5
1997.0,BRA,Solar,1.0
1997.0,CAN,Energy Efficiency,4.25
1997.0,CAN,Fossil Fuels,27.666666666666668
1997.0,CAN,Grid,1.0
1997.0,CAN,Hybrid and Electric mobility,1.0
1997.0,CAN,Other Energy,28.083333333333332
1997.0,CAN,Other Renewables,7.5
1997.0,CAN,Storage (not electromobility),3.5
1997.0,CHE,Bioenergy,0.3333333333333333
1997.0,CHE,Energy Efficiency,1.3333333333333333
1997.0,CHE,Fossil Fuels,1.0
1997.0,CHE,Grid,2.833333333333333
1997.0,CHE,Other Energy,9.5
1997.0,CHE,Other Renewables,1.5
1997.0,CHE,Solar,3.5
1997.0,CHE,Storage (not electromobility),1.0
1997.0,CHN,Energy Efficiency,6.5
1997.0,CHN,Fossil Fuels,4.5
1997.0,CHN,Grid,3.4166666666666665
1997.0,CHN,Hybrid and Electric mobility,2.0
1997.0,CHN,Nuclear,1.0
1997.0,CHN,Other Energy,10.083333333333334
1997.0,CHN,Other Renewables,1.5
1997.0,CHN,Solar,2.0
1997.0,CHN,Storage (not electromobility),1.5
1997.0,CHN,Wind,0.5
1997.0,COL,Fossil Fuels,2.0
1997.0,COL,Other Energy,1.0
1997.0,CZE,Energy Efficiency,4.0
1997.0,CZE,Fossil Fuels,3.0
1997.0,CZE,Grid,1.0
1997.0,CZE,Other Energy,1.5
1997.0,CZE,Other Renewables,0.5
1997.0,CZE,Solar,3.0
1997.0,DEU,Energy Efficiency,11.666666666666666
1997.0,DEU,Fossil Fuels,1.3333333333333333
1997.0,DEU,Grid,2.5
1997.0,DEU,Nuclear,1.0
1997.0,DEU,Other Energy,15.25
1997.0,DEU,Other Renewables,2.9166666666666665
1997.0,DEU,Solar,6.666666666666667
1997.0,DEU,Storage (not electromobility),1.3333333333333333
1997.0,DEU,Wind,0.3333333333333333
1997.0,DNK,Energy Efficiency,0.3333333333333333
1997.0,DNK,Fossil Fuels,0.3333333333333333
1997.0,DNK,Other Energy,1.6666666666666665
1997.0,DNK,Other Renewables,1.6666666666666665
1997.0,DNK,Wind,1.0
1997.0,EGY,Fossil Fuels,1.0
1997.0,ESP,Grid,1.0
1997.0,ESP,Hybrid and Electric mobility,1.0
1997.0,ESP,Other Energy,7.5
1997.0,ESP,Other Renewables,3.5
1997.0,ESP,Solar,1.5
1997.0,ESP,Wind,0.5
1997.0,FIN,Grid,1.0
1997.0,FRA,Energy Efficiency,4.5
1997.0,FRA,Fossil Fuels,2.5
1997.0,FRA,Grid,2.0
1997.0,FRA,Other Energy,2.0
1997.0,FRA,Other Renewables,1.0
1997.0,FRA,Wind,1.0
1997.0,GBR,Energy Efficiency,3.0
1997.0,GBR,Fossil Fuels,12.333333333333334
1997.0,GBR,Grid,0.8333333333333333
1997.0,GBR,Other Energy,16.166666666666668
1997.0,GBR,Other Renewables,9.333333333333332
1997.0,GBR,Storage (not electromobility),1.3333333333333333
1997.0,GRC,Energy Efficiency,1.0
1997.0,GRC,Fossil Fuels,1.5
1997.0,GRC,Other Energy,1.0
1997.0,GRC,Solar,2.5
1997.0,HKG,Energy Efficiency,0.3333333333333333
1997.0,HKG,Fossil Fuels,1.0
1997.0,HKG,Grid,2.0
1997.0,HKG,Other Energy,5.166666666666666
1997.0,HKG,Other Renewables,0.5
1997.0,HRV,Grid,0.6666666666666666
1997.0,HRV,Other Energy,0.3333333333333333
1997.0,HUN,Energy Efficiency,1.0
1997.0,HUN,Fossil Fuels,1.0
1997.0,HUN,Grid,1.0
1997.0,IDN,Fossil Fuels,1.0
1997.0,IND,Energy Efficiency,0.5
1997.0,IND,Fossil Fuels,4.25
1997.0,IND,Other Energy,1.75
1997.0,IND,Other Renewables,1.0
1997.0,IND,Solar,1.0
1997.0,IND,Wind,0.5
1997.0,IRL,Fossil Fuels,1.0
1997.0,IRL,Other Energy,1.0
1997.0,ISR,Energy Efficiency,2.0
1997.0,ISR,Fossil Fuels,1.0
1997.0,ITA,Energy Efficiency,1.5
1997.0,ITA,Fossil Fuels,1.0
1997.0,ITA,Grid,2.0
1997.0,ITA,Other Energy,1.0
1997.0,ITA,Other Renewables,1.0
1997.0,ITA,Solar,0.5
1997.0,JPN,Energy Efficiency,3.833333333333333
1997.0,JPN,Fossil Fuels,1.0
1997.0,JPN,Other Energy,6.833333333333333
1997.0,JPN,Other Renewables,1.0
1997.0,JPN,Solar,2.333333333333333
1997.0,JPN,Wind,1.0
1997.0,KOR,Energy Efficiency,4.5
1997.0,KOR,Grid,1.5
1997.0,KOR,Other Energy,1.0
1997.0,LKA,Energy Efficiency,0.5
1997.0,LKA,Solar,0.5
1997.0,LTU,Other Renewables,1.0
1997.0,LVA,Other Energy,1.0
1997.0,MAR,Fossil Fuels,0.3333333333333333
1997.0,MAR,Grid,0.3333333333333333
1997.0,MAR,Other Energy,0.3333333333333333
1997.0,MEX,Fossil Fuels,0.5
1997.0,MEX,Other Energy,1.5
1997.0,MOZ,Other Energy,1.0
1997.0,NLD,Energy Efficiency,2.0
1997.0,NLD,Fossil Fuels,2.5
1997.0,NLD,Grid,1.0
1997.0,NLD,Hybrid and Electric mobility,1.0
1997.0,NLD,Other Energy,3.5
1997.0,NOR,Energy Efficiency,2.5
1997.0,NOR,Fossil Fuels,0.5
1997.0,NOR,Grid,0.5
1997.0,NOR,Hybrid and Electric mobility,1.0
1997.0,NOR,Other Energy,2.5
1997.0,NZL,Fossil Fuels,1.0
1997.0,PAK,Energy Efficiency,0.6666666666666666
1997.0,PAK,Fossil Fuels,1.0
1997.0,PAK,Other Energy,0.3333333333333333
1997.0,PER,Grid,0.6666666666666666
1997.0,PER,Other Energy,0.3333333333333333
1997.0,POL,Fossil Fuels,1.5
1997.0,POL,Other Energy,0.5
1997.0,PRT,Energy Efficiency,1.0
1997.0,ROM,Energy Efficiency,1.0
1997.0,ROM,Grid,0.5
1997.0,ROM,Other Energy,1.5
1997.0,RUS,Grid,0.5
1997.0,RUS,Other Energy,1.5
1997.0,SGP,Fossil Fuels,0.5
1997.0,SGP,Grid,0.5
1997.0,SGP,Other Energy,2.0
1997.0,SGP,Solar,0.5
1997.0,SGP,Storage (not electromobility),0.5
1997.0,SRB,Grid,1.0
1997.0,SVK,Energy Efficiency,1.0
1997.0,SVK,Fossil Fuels,0.5
1997.0,SVK,Other Energy,0.5
1997.0,SVK,Solar,3.0
1997.0,SWE,Energy Efficiency,1.5
1997.0,SWE,Fossil Fuels,0.5
1997.0,SWE,Grid,0.5
1997.0,SWE,Other Energy,2.833333333333333
1997.0,SWE,Other Renewables,1.0
1997.0,SWE,Solar,0.3333333333333333
1997.0,SWE,Storage (not electromobility),0.3333333333333333
1997.0,SWE,Wind,1.0
1997.0,THA,Energy Efficiency,0.3333333333333333
1997.0,THA,Fossil Fuels,0.6666666666666666
1997.0,THA,Grid,0.3333333333333333
1997.0,THA,Other Energy,1.1666666666666665
1997.0,THA,Other Renewables,0.5
1997.0,TUN,Energy Efficiency,1.0
1997.0,TUN,Other Renewables,1.0
1997.0,TUR,Energy Efficiency,1.0
1997.0,TUR,Fossil Fuels,0.8333333333333333
1997.0,TUR,Grid,0.8333333333333333
1997.0,TUR,Other Energy,1.3333333333333333
1997.0,TWN,Energy Efficiency,0.5
1997.0,TWN,Other Energy,1.0
1997.0,TWN,Storage (not electromobility),2.5
1997.0,UKR,Energy Efficiency,1.0
1997.0,UKR,Other Energy,1.5
1997.0,UKR,Solar,1.5
1997.0,USA,Bioenergy,0.5
1997.0,USA,Energy Efficiency,36.916666666666664
1997.0,USA,Fossil Fuels,54.916666666666664
1997.0,USA,Grid,20.416666666666668
1997.0,USA,Hybrid and Electric mobility,1.0
1997.0,USA,Hydrogen and Fuel Cells,0.3333333333333333
1997.0,USA,Nuclear,1.0
1997.0,USA,Other Energy,69.5
1997.0,USA,Other Renewables,20.75
1997.0,USA,Solar,10.666666666666666
1997.0,USA,Storage (not electromobility),1.5
1997.0,USA,Wind,0.5
1997.0,ZMB,Grid,0.6666666666666666
1997.0,ZMB,Other Energy,0.3333333333333333
1998.0,ARE,Energy Efficiency,1.5
1998.0,ARE,Fossil Fuels,2.0
1998.0,ARE,Other Energy,1.5
1998.0,AUS,Energy Efficiency,1.5
1998.0,AUS,Fossil Fuels,6.833333333333333
1998.0,AUS,Grid,2.0
1998.0,AUS,Other Energy,7.333333333333333
1998.0,AUS,Other Renewables,0.8333333333333333
1998.0,AUS,Solar,0.5
1998.0,AUT,Fossil Fuels,0.5
1998.0,AUT,Other Energy,0.5
1998.0,AUT,Other Renewables,1.0
1998.0,BEL,Energy Efficiency,0.5
1998.0,BEL,Grid,0.5
1998.0,BEL,Other Energy,1.5
1998.0,BEL,Wind,0.5
1998.0,BRA,Energy Efficiency,1.0
1998.0,BRA,Grid,1.0
1998.0,BRA,Other Energy,2.5
1998.0,BRA,Other Renewables,1.0
1998.0,BRA,Solar,0.5
1998.0,CAN,Bioenergy,0.5
1998.0,CAN,Energy Efficiency,3.333333333333333
1998.0,CAN,Fossil Fuels,15.666666666666666
1998.0,CAN,Grid,1.5
1998.0,CAN,Hydrogen and Fuel Cells,0.3333333333333333
1998.0,CAN,Other Energy,19.666666666666668
1998.0,CAN,Other Renewables,6.833333333333333
1998.0,CAN,Solar,0.5
1998.0,CAN,Storage (not electromobility),0.6666666666666666
1998.0,CHE,Energy Efficiency,3.4166666666666665
1998.0,CHE,Fossil Fuels,2.5
1998.0,CHE,Grid,1.5
1998.0,CHE,Other Energy,5.583333333333333
1998.0,CHE,Other Renewables,0.25
1998.0,CHE,Solar,2.5
1998.0,CHE,Storage (not electromobility),0.25
1998.0,CHL,Other Energy,1.0
1998.0,CHN,Energy Efficiency,8.5
1998.0,CHN,Fossil Fuels,9.0
1998.0,CHN,Grid,5.0
1998.0,CHN,Hybrid and Electric mobility,4.0
1998.0,CHN,Other Energy,11.0
1998.0,CHN,Other Renewables,2.5
1998.0,CHN,Solar,1.5
1998.0,CHN,Storage (not electromobility),2.0
1998.0,CHN,Wind,0.5
1998.0,CIV,Energy Efficiency,0.3333333333333333
1998.0,CIV,Other Renewables,0.6666666666666666
1998.0,CYP,Other Energy,1.5
1998.0,CYP,Other Renewables,0.5
1998.0,CZE,Energy Efficiency,1.5
1998.0,CZE,Fossil Fuels,0.5
1998.0,CZE,Other Energy,3.0
1998.0,CZE,Solar,1.0
1998.0,DEU,Energy Efficiency,9.166666666666666
1998.0,DEU,Fossil Fuels,3.75
1998.0,DEU,Grid,5.166666666666667
1998.0,DEU,Hybrid and Electric mobility,1.0
1998.0,DEU,Other Energy,13.916666666666666
1998.0,DEU,Other Renewables,5.666666666666666
1998.0,DEU,Solar,4.333333333333333
1998.0,DEU,Storage (not electromobility),1.0
1998.0,DNK,Energy Efficiency,0.5
1998.0,DNK,Grid,1.5
1998.0,DNK,Hybrid and Electric mobility,1.0
1998.0,DNK,Other Energy,1.6666666666666665
1998.0,DNK,Other Renewables,0.3333333333333333
1998.0,DNK,Solar,0.3333333333333333
1998.0,DNK,Storage (not electromobility),0.6666666666666666
1998.0,ESP,Energy Efficiency,4.0
1998.0,ESP,Fossil Fuels,1.8333333333333333
1998.0,ESP,Grid,3.0
1998.0,ESP,Other Energy,7.333333333333333
1998.0,ESP,Other Renewables,4.333333333333333
1998.0,ESP,Solar,4.0
1998.0,ESP,Storage (not electromobility),0.5
1998.0,EST,Fossil Fuels,1.0
1998.0,EST,Other Energy,1.0
1998.0,FIN,Energy Efficiency,0.75
1998.0,FIN,Grid,1.0
1998.0,FIN,Other Energy,1.25
1998.0,FIN,Other Renewables,0.75
1998.0,FIN,Storage (not electromobility),0.25
1998.0,FIN,Wind,1.0
1998.0,FRA,Energy Efficiency,1.0
1998.0,FRA,Fossil Fuels,4.5
1998.0,FRA,Other Energy,1.5
1998.0,FRA,Other Renewables,2.0
1998.0,FRA,Storage (not electromobility),1.0
1998.0,FRO,Fossil Fuels,1.0
1998.0,GBR,Energy Efficiency,1.6666666666666665
1998.0,GBR,Fossil Fuels,7.666666666666667
1998.0,GBR,Grid,5.5
1998.0,GBR,Hybrid and Electric mobility,1.0
1998.0,GBR,Other Energy,13.833333333333334
1998.0,GBR,Other Renewables,2.6666666666666665
1998.0,GBR,Solar,1.8333333333333333
1998.0,GBR,Storage (not electromobility),0.8333333333333333
1998.0,GHA,Fossil Fuels,1.0
1998.0,GRC,Energy Efficiency,1.2380952380952381
1998.0,GRC,Fossil Fuels,0.5
1998.0,GRC,Other Energy,0.5
1998.0,GRC,Solar,1.4761904761904763
1998.0,GRC,Storage (not electromobility),0.14285714285714285
1998.0,GRC,Wind,0.14285714285714285
1998.0,HKG,Energy Efficiency,3.0
1998.0,HKG,Fossil Fuels,1.5
1998.0,HKG,Other Energy,4.0
1998.0,HKG,Solar,0.5
1998.0,HRV,Fossil Fuels,1.0
1998.0,HUN,Energy Efficiency,1.0
1998.0,HUN,Grid,1.5
1998.0,HUN,Storage (not electromobility),0.5
1998.0,IDN,Other Energy,1.0
1998.0,IND,Bioenergy,1.0
1998.0,IND,Energy Efficiency,0.5
1998.0,IND,Fossil Fuels,2.833333333333333
1998.0,IND,Grid,0.8333333333333333
1998.0,IND,Other Energy,6.166666666666667
1998.0,IND,Other Renewables,3.1666666666666665
1998.0,IND,Solar,1.0
1998.0,IND,Wind,0.5
1998.0,IRL,Other Energy,0.5
1998.0,IRL,Other Renewables,1.5
1998.0,IRN,Fossil Fuels,1.0
1998.0,ISR,Energy Efficiency,0.9166666666666666
1998.0,ISR,Fossil Fuels,1.25
1998.0,ISR,Grid,0.5833333333333333
1998.0,ISR,Other Energy,1.25
1998.0,ITA,Energy Efficiency,2.0
1998.0,ITA,Fossil Fuels,1.5
1998.0,ITA,Grid,1.0
1998.0,ITA,Other Energy,1.5
1998.0,ITA,Solar,1.5
1998.0,ITA,Wind,0.5
1998.0,JAM,Other Renewables,1.0
1998.0,JPN,Energy Efficiency,1.5
1998.0,JPN,Grid,2.0
1998.0,JPN,Other Energy,4.0
1998.0,JPN,Other Renewables,3.0
1998.0,JPN,Solar,1.5
1998.0,KOR,Energy Efficiency,2.0
1998.0,KOR,Grid,1.0
1998.0,KOR,Other Energy,1.0
1998.0,KOR,Storage (not electromobility),1.0
1998.0,KWT,Fossil Fuels,1.0
1998.0,LBN,Other Energy,1.0
1998.0,MAR,Grid,1.0
1998.0,MEX,Fossil Fuels,1.0
1998.0,MYS,Fossil Fuels,0.5
1998.0,MYS,Other Energy,0.5
1998.0,NGA,Fossil Fuels,1.5
1998.0,NGA,Other Energy,0.5
1998.0,NLD,Energy Efficiency,3.0
1998.0,NLD,Fossil Fuels,0.5
1998.0,NLD,Grid,1.0
1998.0,NLD,Other Energy,4.333333333333333
1998.0,NLD,Other Renewables,0.5
1998.0,NLD,Solar,0.3333333333333333
1998.0,NLD,Storage (not electromobility),0.3333333333333333
1998.0,NOR,Fossil Fuels,3.333333333333333
1998.0,NOR,Other Energy,1.8333333333333333
1998.0,NOR,Other Renewables,0.8333333333333333
1998.0,NOR,Storage (not electromobility),1.0
1998.0,NZL,Grid,1.5
1998.0,NZL,Other Energy,1.5
1998.0,OMN,Fossil Fuels,1.0
1998.0,PAK,Fossil Fuels,1.0
1998.0,PHL,Grid,0.6666666666666666
1998.0,PHL,Other Energy,1.3333333333333333
1998.0,POL,Grid,1.0
1998.0,POL,Other Energy,1.0
1998.0,PRT,Energy Efficiency,2.0
1998.0,PRT,Grid,0.5
1998.0,PRT,Other Energy,2.0
1998.0,PRT,Other Renewables,1.0
1998.0,PRT,Solar,0.5
1998.0,ROM,Fossil Fuels,0.3333333333333333
1998.0,ROM,Grid,0.3333333333333333
1998.0,ROM,Nuclear,0.3333333333333333
1998.0,ROM,Solar,1.0
1998.0,RUS,Energy Efficiency,1.0
1998.0,RUS,Grid,1.0
1998.0,RUS,Other Energy,0.5
1998.0,RUS,Other Renewables,0.5
1998.0,SAU,Fossil Fuels,1.0
1998.0,SGP,Fossil Fuels,0.5
1998.0,SGP,Other Energy,0.5
1998.0,SRB,Energy Efficiency,0.3333333333333333
1998.0,SRB,Grid,0.3333333333333333
1998.0,SRB,Other Energy,0.3333333333333333
1998.0,SVK,Energy Efficiency,0.6666666666666666
1998.0,SVK,Other Energy,1.3333333333333333
1998.0,SWE,Energy Efficiency,1.5
1998.0,SWE,Other Energy,2.0
1998.0,SWE,Other Renewables,0.5
1998.0,TTO,Other Energy,0.5
1998.0,TTO,Other Renewables,0.5
1998.0,TUN,Other Energy,0.5
1998.0,TUN,Other Renewables,0.5
1998.0,TUR,Grid,1.0
1998.0,TWN,Energy Efficiency,0.3333333333333333
1998.0,TWN,Grid,1.0
1998.0,TWN,Hybrid and Electric mobility,1.0
1998.0,TWN,Other Energy,1.3333333333333333
1998.0,TWN,Other Renewables,0.5
1998.0,TWN,Solar,0.3333333333333333
1998.0,TWN,Storage (not electromobility),0.5
1998.0,UKR,Energy Efficiency,3.5
1998.0,UKR,Fossil Fuels,1.0
1998.0,UKR,Grid,2.333333333333333
1998.0,UKR,Other Energy,3.333333333333333
1998.0,UKR,Other Renewables,0.3333333333333333
1998.0,UKR,Storage (not electromobility),0.5
1998.0,USA,Bioenergy,0.6666666666666666
1998.0,USA,Energy Efficiency,37.916666666666664
1998.0,USA,Fossil Fuels,45.833333333333336
1998.0,USA,Grid,18.0
1998.0,USA,Hybrid and Electric mobility,3.0
1998.0,USA,Nuclear,0.3333333333333333
1998.0,USA,Other Energy,71.08333333333333
1998.0,USA,Other Renewables,23.666666666666668
1998.0,USA,Solar,8.5
1998.0,USA,Storage (not electromobility),1.5
1998.0,USA,Wind,1.5
1998.0,VNM,Other Energy,1.0
1998.0,VNM,Solar,1.0
1998.0,ZAF,Energy Efficiency,3.0
1998.0,ZAF,Other Energy,0.5
1998.0,ZAF,Solar,0.5
1998.0,ZWE,Other Energy,1.0
1999.0,ARE,Energy Efficiency,1.0
1999.0,ARE,Fossil Fuels,1.5
1999.0,ARE,Grid,2.0
1999.0,ARE,Other Energy,0.5
1999.0,ARG,Energy Efficiency,0.3333333333333333
1999.0,ARG,Fossil Fuels,0.5
1999.0,ARG,Other Energy,0.8333333333333333
1999.0,ARG,Other Renewables,0.3333333333333333
1999.0,AUS,Energy Efficiency,1.3333333333333333
1999.0,AUS,Fossil Fuels,3.5
1999.0,AUS,Grid,1.1666666666666665
1999.0,AUS,Other Energy,5.333333333333333
1999.0,AUS,Other Renewables,3.3333333333333335
1999.0,AUS,Solar,2.333333333333333
1999.0,AUT,Grid,0.5
1999.0,AUT,Other Energy,2.0
1999.0,AUT,Solar,0.5
1999.0,BEL,Energy Efficiency,1.0
1999.0,BEL,Grid,1.5
1999.0,BEL,Other Energy,0.5
1999.0,BEL,Other Renewables,1.0
1999.0,BEL,Solar,2.0
1999.0,BGR,Other Renewables,1.0
1999.0,BRA,Fossil Fuels,0.5
1999.0,BRA,Grid,1.0
1999.0,BRA,Other Energy,2.0
1999.0,BRA,Solar,0.5
1999.0,CAN,Energy Efficiency,8.0
1999.0,CAN,Fossil Fuels,16.416666666666668
1999.0,CAN,Grid,6.833333333333333
1999.0,CAN,Hybrid and Electric mobility,1.0
1999.0,CAN,Other Energy,23.083333333333332
1999.0,CAN,Other Renewables,6.833333333333333
1999.0,CAN,Solar,1.5
1999.0,CAN,Storage (not electromobility),0.8333333333333333
1999.0,CAN,Wind,0.5
1999.0,CHE,Energy Efficiency,5.0
1999.0,CHE,Fossil Fuels,1.8333333333333333
1999.0,CHE,Grid,1.0
1999.0,CHE,Hybrid and Electric mobility,1.0
1999.0,CHE,Other Energy,6.333333333333333
1999.0,CHE,Other Renewables,2.333333333333333
1999.0,CHE,Solar,1.5
1999.0,CHN,Energy Efficiency,7.5
1999.0,CHN,Fossil Fuels,8.166666666666666
1999.0,CHN,Grid,10.0
1999.0,CHN,Hybrid and Electric mobility,4.0
1999.0,CHN,Other Energy,14.666666666666666
1999.0,CHN,Other Renewables,0.6666666666666666
1999.0,CHN,Solar,4.0
1999.0,CHN,Storage (not electromobility),3.0
1999.0,CHN,Wind,1.0
1999.0,COL,Other Energy,1.0
1999.0,CZE,Bioenergy,0.5
1999.0,CZE,Grid,2.0
1999.0,CZE,Other Energy,2.0
1999.0,CZE,Other Renewables,0.5
1999.0,DEU,Bioenergy,1.0
1999.0,DEU,Energy Efficiency,12.166666666666666
1999.0,DEU,Fossil Fuels,2.833333333333333
1999.0,DEU,Grid,5.666666666666667
1999.0,DEU,Hydrogen and Fuel Cells,1.0
1999.0,DEU,Other Energy,20.416666666666668
1999.0,DEU,Other Renewables,1.1666666666666665
1999.0,DEU,Solar,9.833333333333334
1999.0,DEU,Storage (not electromobility),0.8333333333333333
1999.0,DEU,Wind,2.083333333333333
1999.0,DNK,Energy Efficiency,1.5
1999.0,DNK,Grid,2.0
1999.0,DNK,Hybrid and Electric mobility,1.0
1999.0,DNK,Other Energy,3.5
1999.0,DNK,Other Renewables,1.0
1999.0,DOM,Energy Efficiency,0.3333333333333333
1999.0,DOM,Grid,0.3333333333333333
1999.0,DOM,Other Renewables,0.3333333333333333
1999.0,EGY,Fossil Fuels,0.5
1999.0,EGY,Other Energy,0.5
1999.0,ESP,Energy Efficiency,3.0
1999.0,ESP,Fossil Fuels,2.5
1999.0,ESP,Grid,2.0
1999.0,ESP,Other Energy,9.333333333333334
1999.0,ESP,Other Renewables,1.5
1999.0,ESP,Solar,3.3333333333333335
1999.0,ESP,Wind,0.3333333333333333
1999.0,EST,Energy Efficiency,1.0
1999.0,FIN,Energy Efficiency,1.0
1999.0,FIN,Fossil Fuels,1.0
1999.0,FIN,Grid,1.3333333333333333
1999.0,FIN,Nuclear,0.3333333333333333
1999.0,FIN,Other Energy,0.3333333333333333
1999.0,FRA,Energy Efficiency,2.3333333333333335
1999.0,FRA,Fossil Fuels,1.5
1999.0,FRA,Grid,1.6666666666666665
1999.0,FRA,Hybrid and Electric mobility,1.0
1999.0,FRA,Other Energy,4.666666666666667
1999.0,FRA,Other Renewables,2.333333333333333
1999.0,FRA,Solar,2.0
1999.0,FRA,Wind,0.5
1999.0,GBR,Energy Efficiency,11.083333333333334
1999.0,GBR,Fossil Fuels,12.916666666666666
1999.0,GBR,Grid,7.333333333333333
1999.0,GBR,Hybrid and Electric mobility,1.0
1999.0,GBR,Other Energy,13.083333333333334
1999.0,GBR,Other Renewables,4.75
1999.0,GBR,Solar,0.5
1999.0,GBR,Storage (not electromobility),1.3333333333333333
1999.0,GBR,Wind,1.0
1999.0,GHA,Other Energy,1.0
1999.0,GRC,Grid,0.5
1999.0,GRC,Other Energy,0.5
1999.0,GRC,Other Renewables,0.5
1999.0,GRC,Solar,0.5
1999.0,HKG,Energy Efficiency,0.5
1999.0,HKG,Fossil Fuels,1.0
1999.0,HKG,Other Energy,2.5
1999.0,HKG,Storage (not electromobility),1.0
1999.0,HUN,Energy Efficiency,1.0
1999.0,HUN,Grid,1.0
1999.0,IDN,Fossil Fuels,0.5
1999.0,IDN,Other Energy,1.5
1999.0,IDN,Other Renewables,1.0
1999.0,IND,Energy Efficiency,1.0
1999.0,IND,Fossil Fuels,4.166666666666666
1999.0,IND,Grid,3.0
1999.0,IND,Other Energy,3.6666666666666665
1999.0,IND,Other Renewables,3.6666666666666665
1999.0,IND,Solar,0.5
1999.0,IRL,Energy Efficiency,0.5
1999.0,IRL,Other Energy,3.5
1999.0,IRL,Other Renewables,1.0
1999.0,ISR,Energy Efficiency,2.0
1999.0,ISR,Fossil Fuels,0.5
1999.0,ISR,Other Energy,0.5
1999.0,ISR,Solar,1.0
1999.0,ITA,Energy Efficiency,1.0
1999.0,ITA,Fossil Fuels,2.0
1999.0,ITA,Grid,2.5
1999.0,ITA,Hybrid and Electric mobility,1.0
1999.0,ITA,Other Energy,2.5
1999.0,ITA,Other Renewables,1.0
1999.0,JPN,Energy Efficiency,0.5
1999.0,JPN,Fossil Fuels,1.5
1999.0,JPN,Grid,0.5
1999.0,JPN,Hybrid and Electric mobility,2.0
1999.0,JPN,Other Energy,3.0
1999.0,JPN,Other Renewables,2.5
1999.0,JPN,Solar,1.0
1999.0,JPN,Wind,1.0
1999.0,KOR,Energy Efficiency,1.0
1999.0,KOR,Other Energy,3.0
1999.0,KOR,Other Renewables,1.0
1999.0,KOR,Solar,1.0
1999.0,KOR,Storage (not electromobility),1.0
1999.0,LKA,Grid,1.0
1999.0,MEX,Other Energy,0.5
1999.0,MEX,Storage (not electromobility),0.5
1999.0,MYS,Fossil Fuels,0.5
1999.0,MYS,Other Energy,1.5
